 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F125W
  1.2277  1.1133  0.9548  0.9381  0.9452  0.9705  1.0194  1.0357  1.0498  1.0621
  1.0667  1.0654  1.0608  1.0538  1.0418  0.9964  0.9334  0.8490  0.7392
  1.1493  1.1217  1.0956  1.0616  1.0187  1.0018  1.0102  1.0231  1.0332  1.0389
  1.0398  1.0366  1.0300  1.0203  1.0076  0.9611  0.8924  0.8084  0.7186  0.6273
  1.1878  1.1570  1.1323  1.1100  1.0868  1.0550  1.0257  1.0181  1.0211  1.0242
  1.0218  1.0154  1.0064  0.9949  0.9811  0.9343  0.8681  0.7865  0.6984  0.6092
  0.5199
  1.2282  1.1917  1.1629  1.1388  1.1171  1.0961  1.0729  1.0452  1.0257  1.0173
  1.0115  1.0030  0.9913  0.9777  0.9623  0.9138  0.8490  0.7693  0.6823  0.5941
  0.5065  0.4193
  1.2715  1.2290  1.1946  1.1663  1.1415  1.1185  1.0964  1.0744  1.0503  1.0278
  1.0106  0.9973  0.9836  0.9679  0.9505  0.8994  0.8348  0.7562  0.6700  0.5820
  0.4949  0.4089  0.3235  0.2382
  1.3152  1.2691  1.2291  1.1956  1.1667  1.1405  1.1154  1.0912  1.0676  1.0443
  1.0211  1.0000  0.9818  0.9640  0.9449  0.8904  0.8252  0.7475  0.6617  0.5729
  0.4854  0.3995  0.3149  0.2311  0.1474  0.0635 -0.0209 -0.1058 -0.1913 -0.2775
  1.3560  1.3090  1.2662  1.2275  1.1941  1.1640  1.1360  1.1090  1.0823  1.0567
  1.0318  1.0079  0.9854  0.9642  0.9434  0.8860  0.8196  0.7432  0.6574  0.5676
  0.4785  0.3916  0.3068  0.2234  0.1412  0.0604 -0.0203 -0.1021 -0.1860 -0.2720
 -0.3571
  1.3903  1.3449  1.3020  1.2614  1.2238  1.1898  1.1585  1.1287  1.0995  1.0710
  1.0433  1.0167  0.9916  0.9675  0.9443  0.8845  0.8169  0.7410  0.6562  0.5660
  0.4752  0.3864  0.3002  0.2162  0.1341  0.0535 -0.0257 -0.1047 -0.1847 -0.2667
 -0.3513
  1.4149  1.3732  1.3326  1.2938  1.2539  1.2169  1.1823  1.1497  1.1181  1.0874
  1.0574  1.0281  0.9999  0.9731  0.9474  0.8839  0.8154  0.7395  0.6561  0.5663
  0.4743  0.3834  0.2950  0.2093  0.1261  0.0451 -0.0344 -0.1127 -0.1911 -0.2697
 -0.3486
  1.4262  1.3902  1.3539  1.3174  1.2807  1.2439  1.2074  1.1724  1.1386  1.1059
  1.0740  1.0426  1.0119  0.9825  0.9542  0.8855  0.8157  0.7399  0.6577  0.5694
  0.4777  0.3856  0.2951  0.2071  0.1221  0.0397 -0.0404 -0.1186 -0.1955 -0.2718
 -0.3489
  1.4220  1.3938  1.3639  1.3324  1.2996  1.2656  1.2306  1.1949  1.1596  1.1252
  1.0916  1.0585  1.0261  0.9942  0.9631  0.8891  0.8166  0.7408  0.6593  0.5726
  0.4820  0.3901  0.2985  0.2085  0.1211  0.0367 -0.0451 -0.1243 -0.2014 -0.2772
 -0.3521
  1.4038  1.3876  1.3662  1.3406  1.3118  1.2806  1.2477  1.2136  1.1789  1.1440
  1.1093  1.0750  1.0410  1.0076  0.9747  0.8950  0.8188  0.7420  0.6612
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F125W
  1.0134  0.9514  0.9267  0.9470  0.9738  0.9991  1.0188  1.0331  1.0452  1.0546
  1.0587  1.0574  1.0517  1.0424  1.0298  0.9843  0.9226  0.8444  0.7483
  1.0677  1.0444  1.0044  0.9599  0.9636  0.9841  1.0018  1.0142  1.0241  1.0309
  1.0325  1.0288  1.0211  1.0102  0.9965  0.9514  0.8904  0.8131  0.7254  0.6344
  1.1046  1.0843  1.0673  1.0453  1.0058  0.9831  0.9918  1.0034  1.0109  1.0153
  1.0149  1.0095  1.0001  0.9876  0.9728  0.9262  0.8661  0.7915  0.7061  0.6171
  0.5276
  1.1433  1.1169  1.0985  1.0849  1.0689  1.0438  1.0123  1.0003  1.0037  1.0063
  1.0045  0.9976  0.9867  0.9728  0.9567  0.9082  0.8479  0.7748  0.6911  0.6032
  0.5151  0.4274
  1.1875  1.1526  1.1279  1.1091  1.0929  1.0777  1.0597  1.0373  1.0141  1.0038
  0.9991  0.9916  0.9796  0.9644  0.9470  0.8962  0.8350  0.7625  0.6799  0.5924
  0.5047  0.4179  0.3318  0.2452
  1.2336  1.1941  1.1611  1.1363  1.1160  1.0976  1.0807  1.0641  1.0453  1.0232
  1.0043  0.9903  0.9768  0.9610  0.9425  0.8892  0.8268  0.7544  0.6723  0.5846
  0.4963  0.4095  0.3241  0.2394  0.1555  0.0716 -0.0131 -0.0991 -0.1865 -0.2734
  1.2860  1.2410  1.1999  1.1676  1.1417  1.1192  1.0983  1.0788  1.0600  1.0408
  1.0203  0.9988  0.9791  0.9608  0.9417  0.8862  0.8223  0.7497  0.6681  0.5801
  0.4905  0.4026  0.3168  0.2326  0.1495  0.0672 -0.0149 -0.0976 -0.1814 -0.2666
 -0.3530
  1.3377  1.2908  1.2438  1.2042  1.1715  1.1440  1.1191  1.0956  1.0732  1.0516
  1.0303  1.0086  0.9861  0.9641  0.9429  0.8864  0.8209  0.7479  0.6667  0.5787
  0.4879  0.3982  0.3111  0.2262  0.1432  0.0622 -0.0179 -0.0981 -0.1793 -0.2622
 -0.3473
  1.3847  1.3385  1.2896  1.2449  1.2059  1.1724  1.1429  1.1157  1.0896  1.0644
  1.0401  1.0163  0.9926  0.9689  0.9455  0.8870  0.8211  0.7473  0.6664  0.5789
  0.4874  0.3958  0.3065  0.2200  0.1359  0.0540 -0.0265 -0.1065 -0.1862 -0.2654
 -0.3442
  1.4234  1.3793  1.3314  1.2872  1.2443  1.2055  1.1707  1.1394  1.1098  1.0814
  1.0538  1.0270  1.0008  0.9752  0.9500  0.8881  0.8224  0.7489  0.6685  0.5820
  0.4910  0.3984  0.3071  0.2183  0.1325  0.0493 -0.0318 -0.1109 -0.1888 -0.2660
 -0.3440
  1.4505  1.4121  1.3678  1.3256  1.2819  1.2413  1.2026  1.1667  1.1332  1.1017
  1.0712  1.0414  1.0124  0.9842  0.9568  0.8905  0.8236  0.7506  0.6709  0.5856
  0.4957  0.4033  0.3109  0.2201  0.1320  0.0467 -0.0359 -0.1160 -0.1941 -0.2708
 -0.3465
  1.4677  1.4371  1.3989  1.3588  1.3175  1.2761  1.2358  1.1971  1.1601  1.1251
  1.0918  1.0593  1.0276  0.9968  0.9668  0.8951  0.8252  0.7522  0.6734
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F125W
  0.9056  0.9026  0.9391  0.9723  1.0041  1.0278  1.0375  1.0434  1.0495  1.0554
  1.0578  1.0559  1.0495  1.0391  1.0257  0.9798  0.9190  0.8451  0.7586
  1.0050  0.9513  0.9249  0.9542  0.9825  1.0047  1.0178  1.0239  1.0294  1.0339
  1.0346  1.0308  1.0226  1.0106  0.9959  0.9487  0.8891  0.8179  0.7350  0.6451
  1.0434  1.0327  1.0028  0.9594  0.9688  0.9905  1.0051  1.0121  1.0160  1.0191
  1.0187  1.0137  1.0044  0.9913  0.9754  0.9265  0.8669  0.7971  0.7167  0.6291
  0.5392
  1.0735  1.0623  1.0552  1.0407  1.0063  0.9855  0.9960  1.0053  1.0084  1.0095
  1.0082  1.0026  0.9925  0.9786  0.9619  0.9112  0.8509  0.7815  0.7026  0.6166
  0.5281  0.4394
  1.1110  1.0895  1.0786  1.0715  1.0618  1.0430  1.0139  1.0019  1.0044  1.0046
  1.0021  0.9959  0.9854  0.9710  0.9536  0.9012  0.8399  0.7703  0.6921  0.6070
  0.5190  0.4313  0.3441  0.2574
  1.1572  1.1241  1.1037  1.0914  1.0823  1.0724  1.0587  1.0387  1.0157  1.0040
  0.9992  0.9926  0.9819  0.9672  0.9492  0.8954  0.8329  0.7628  0.6848  0.6001
  0.5121  0.4242  0.3377  0.2519  0.1668  0.0817 -0.0042 -0.0918 -0.1804 -0.2668
  1.2107  1.1673  1.1361  1.1151  1.1002  1.0875  1.0751  1.0618  1.0460  1.0261
  1.0068  0.9930  0.9808  0.9662  0.9481  0.8927  0.8291  0.7585  0.6804  0.5959
  0.5075  0.4189  0.3319  0.2464  0.1620  0.0786 -0.0046 -0.0887 -0.1742 -0.2610
 -0.3464
  1.2682  1.2178  1.1768  1.1460  1.1232  1.1053  1.0892  1.0739  1.0584  1.0422
  1.0240  1.0042  0.9851  0.9671  0.9486  0.8928  0.8280  0.7567  0.6786  0.5942
  0.5055  0.4157  0.3275  0.2413  0.1571  0.0741 -0.0077 -0.0893 -0.1715 -0.2551
 -0.3406
  1.3261  1.2719  1.2240  1.1844  1.1530  1.1281  1.1070  1.0878  1.0692  1.0510
  1.0325  1.0132  0.9928  0.9713  0.9501  0.8943  0.8286  0.7564  0.6780  0.5939
  0.5050  0.4141  0.3240  0.2363  0.1509  0.0676 -0.0143 -0.0957 -0.1766 -0.2572
 -0.3372
  1.3805  1.3255  1.2750  1.2292  1.1901  1.1576  1.1302  1.1062  1.0838  1.0622
  1.0410  1.0199  0.9984  0.9762  0.9532  0.8951  0.8313  0.7588  0.6804  0.5967
  0.5084  0.4170  0.3254  0.2356  0.1485  0.0640 -0.0185 -0.0991 -0.1784 -0.2570
 -0.3356
  1.4282  1.3763  1.3253  1.2770  1.2328  1.1937  1.1596  1.1299  1.1030  1.0777
  1.0532  1.0291  1.0053  0.9814  0.9572  0.8958  0.8327  0.7621  0.6839  0.6007
  0.5131  0.4220  0.3296  0.2380  0.1488  0.0623 -0.0216 -0.1031 -0.1826 -0.2607
 -0.3377
  1.4692  1.4205  1.3714  1.3234  1.2774  1.2343  1.1949  1.1595  1.1273  1.0978
  1.0698  1.0425  1.0158  0.9894  0.9634  0.8983  0.8334  0.7643  0.6877
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F125W
  0.8916  0.9206  0.9605  0.9911  1.0199  1.0422  1.0508  1.0534  1.0550  1.0589
  1.0600  1.0576  1.0510  1.0405  1.0266  0.9804  0.9199  0.8474  0.7642
