 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -0.0095 -0.0177 -0.0315 -0.0474 -0.0629 -0.0772 -0.0901 -0.1017 -0.1124 -0.1230
 -0.1345
 -1.4049 -1.2612 -1.1361 -1.0257 -0.9263 -0.8351 -0.7493 -0.6674 -0.5898 -0.5173
 -0.4506 -0.3905 -0.3390 -0.2963 -0.2600 -0.1824 -0.1131 -0.0578 -0.0209
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  r   
 -2.6933 -2.6129 -2.4877 -2.2529 -1.9897 -1.7443 -1.5431 -1.3801 -1.2348 -1.0988
 -0.9708 -0.8523 -0.7437 -0.6445 -0.5541 -0.3664 -0.2135 -0.0902 -0.0161
 -2.4017 -2.2077 -2.0978 -2.0298 -1.8668 -1.6483 -1.4435 -1.2759 -1.1342 -1.0045
 -0.8837 -0.7726 -0.6715 -0.5801 -0.4975 -0.3241 -0.1899 -0.0909 -0.0229  0.0225
 -2.2458 -2.0286 -1.8444 -1.7051 -1.6305 -1.5414 -1.3794 -1.2085 -1.0643 -0.9402
 -0.8258 -0.7211 -0.6262 -0.5406 -0.4635 -0.3027 -0.1801 -0.0914 -0.0312  0.0093
  0.0373
 -2.1381 -1.9284 -1.7340 -1.5581 -1.4132 -1.3113 -1.2445 -1.1499 -1.0177 -0.8944
 -0.7846 -0.6855 -0.5959 -0.5153 -0.4426 -0.2910 -0.1758 -0.0937 -0.0393 -0.0031
  0.0222  0.0403
 -2.0529 -1.8580 -1.6694 -1.4942 -1.3365 -1.1975 -1.0843 -1.0001 -0.9353 -0.8519
 -0.7539 -0.6582 -0.5726 -0.4963 -0.4275 -0.2835 -0.1737 -0.0959 -0.0458 -0.0139
  0.0082  0.0243  0.0355  0.0412
 -1.9876 -1.8015 -1.6233 -1.4525 -1.2941 -1.1507 -1.0229 -0.9125 -0.8233 -0.7574
 -0.6983 -0.6286 -0.5524 -0.4791 -0.4135 -0.2766 -0.1712 -0.0962 -0.0491 -0.0216
 -0.0038  0.0092  0.0185  0.0245  0.0285  0.0291  0.0242  0.0123 -0.0071 -0.0320
 -1.9280 -1.7524 -1.5854 -1.4221 -1.2669 -1.1237 -0.9941 -0.8787 -0.7783 -0.6944
 -0.6265 -0.5710 -0.5163 -0.4575 -0.3977 -0.2679 -0.1667 -0.0936 -0.0483 -0.0245
 -0.0118 -0.0033  0.0027  0.0066  0.0084  0.0092  0.0070 -0.0003 -0.0145 -0.0367
 -0.0665
 -1.8797 -1.7088 -1.5526 -1.3973 -1.2474 -1.1061 -0.9766 -0.8597 -0.7564 -0.6667
 -0.5910 -0.5274 -0.4729 -0.4233 -0.3739 -0.2553 -0.1594 -0.0883 -0.0435 -0.0217
 -0.0139 -0.0111 -0.0098 -0.0096 -0.0104 -0.0103 -0.0113 -0.0161 -0.0269 -0.0454
 -0.0725
 -1.8488 -1.6755 -1.5220 -1.3744 -1.2304 -1.0924 -0.9639 -0.8464 -0.7411 -0.6486
 -0.5694 -0.5025 -0.4446 -0.3931 -0.3461 -0.2386 -0.1478 -0.0797 -0.0352 -0.0139
 -0.0094 -0.0123 -0.0170 -0.0220 -0.0268 -0.0318 -0.0373 -0.0449 -0.0548 -0.0668
 -0.0806
 -1.8422 -1.6582 -1.5003 -1.3568 -1.2187 -1.0852 -0.9581 -0.8404 -0.7336 -0.6383
 -0.5555 -0.4853 -0.4258 -0.3735 -0.3260 -0.2224 -0.1361 -0.0702 -0.0261 -0.0035
  0.0005 -0.0062 -0.0168 -0.0279 -0.0383 -0.0479 -0.0571 -0.0659 -0.0751 -0.0856
 -0.0970
 -1.8659 -1.6580 -1.4895 -1.3445 -1.2103 -1.0807 -0.9566 -0.8390 -0.7308 -0.6332
 -0.5466 -0.4720 -0.4092 -0.3557 -0.3086 -0.2071 -0.1239 -0.0600 -0.0165  0.0073
  0.0128  0.0051 -0.0093 -0.0261 -0.0428 -0.0582 -0.0726 -0.0856 -0.0979 -0.1101
 -0.1232
 -1.9144 -1.6749 -1.4895 -1.3374 -1.2043 -1.0785 -0.9576 -0.8418 -0.7326 -0.6326
 -0.5429 -0.4639 -0.3961 -0.3391 -0.2907 -0.1922 -0.1119 -0.0497 -0.0068
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  r   
 -2.8988 -2.7198 -2.4200 -2.1142 -1.8243 -1.5800 -1.4000 -1.2509 -1.1164 -0.9926
 -0.8761 -0.7672 -0.6664 -0.5740 -0.4896 -0.3130 -0.1769 -0.0726  0.0026
 -2.4882 -2.4049 -2.3022 -2.0561 -1.7866 -1.5387 -1.3385 -1.1830 -1.0489 -0.9282
 -0.8156 -0.7110 -0.6150 -0.5277 -0.4487 -0.2855 -0.1620 -0.0694 -0.0029  0.0424
 -2.3275 -2.1140 -1.9922 -1.9304 -1.7555 -1.5246 -1.3127 -1.1423 -1.0051 -0.8863
 -0.7772 -0.6765 -0.5844 -0.5010 -0.4260 -0.2717 -0.1557 -0.0699 -0.0094  0.0313
  0.0587
 -2.2540 -2.0157 -1.8142 -1.6641 -1.5817 -1.4864 -1.3084 -1.1273 -0.9785 -0.8578
 -0.7512 -0.6536 -0.5649 -0.4847 -0.4128 -0.2653 -0.1542 -0.0727 -0.0161  0.0211
  0.0458  0.0628
 -2.2091 -1.9731 -1.7576 -1.5682 -1.4107 -1.2934 -1.2168 -1.1133 -0.9699 -0.8389
 -0.7321 -0.6368 -0.5505 -0.4731 -0.4037 -0.2617 -0.1546 -0.0758 -0.0218  0.0125
  0.0341  0.0489  0.0589  0.0656
 -2.1811 -1.9506 -1.7349 -1.5380 -1.3613 -1.2081 -1.0818 -0.9856 -0.9125 -0.8223
 -0.7182 -0.6231 -0.5383 -0.4629 -0.3956 -0.2584 -0.1544 -0.0777 -0.0257  0.0062
  0.0246  0.0362  0.0441  0.0486  0.0511  0.0498  0.0427  0.0281  0.0064 -0.0180
 -2.1671 -1.9408 -1.7272 -1.5297 -1.3500 -1.1891 -1.0461 -0.9213 -0.8180 -0.7385
 -0.6725 -0.6029 -0.5267 -0.4527 -0.3867 -0.2535 -0.1526 -0.0776 -0.0268  0.0033
  0.0186  0.0263  0.0307  0.0328  0.0329  0.0320  0.0279  0.0182  0.0010 -0.0239
 -0.0525
 -2.1628 -1.9417 -1.7302 -1.5325 -1.3514 -1.1873 -1.0399 -0.9080 -0.7919 -0.6924
 -0.6106 -0.5470 -0.4915 -0.4347 -0.3758 -0.2463 -0.1483 -0.0749 -0.0248  0.0043
  0.0170  0.0204  0.0204  0.0188  0.0162  0.0123  0.0081  0.0014 -0.0107 -0.0302
 -0.0585
 -2.1732 -1.9482 -1.7406 -1.5431 -1.3597 -1.1934 -1.0436 -0.9087 -0.7879 -0.6811
 -0.5891 -0.5127 -0.4508 -0.3985 -0.3504 -0.2345 -0.1399 -0.0685 -0.0191  0.0097
  0.0208  0.0203  0.0150  0.0084  0.0016 -0.0054 -0.0132 -0.0232 -0.0354 -0.0497
 -0.0659
 -2.2069 -1.9721 -1.7598 -1.5657 -1.3814 -1.2111 -1.0577 -0.9199 -0.7962 -0.6854
 -0.5877 -0.5040 -0.4342 -0.3761 -0.3262 -0.2203 -0.1293 -0.0602 -0.0114  0.0178
  0.0289  0.0262  0.0161  0.0039 -0.0083 -0.0199 -0.0313 -0.0424 -0.0540 -0.0670
 -0.0828
 -2.2755 -1.9995 -1.7841 -1.5925 -1.4119 -1.2398 -1.0812 -0.9386 -0.8113 -0.6971
 -0.5952 -0.5060 -0.4299 -0.3663 -0.3126 -0.2050 -0.1183 -0.0496 -0.0018  0.0278
  0.0398  0.0368  0.0237  0.0063 -0.0117 -0.0289 -0.0453 -0.0605 -0.0751 -0.0898
 -0.1051
 -2.3905 -2.0601 -1.8197 -1.6233 -1.4434 -1.2746 -1.1158 -0.9674 -0.8341 -0.7152
 -0.6093 -0.5153 -0.4333 -0.3637 -0.3052 -0.1929 -0.1071 -0.0394  0.0088
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  r   
 -2.9410 -2.6839 -2.3518 -2.0451 -1.7610 -1.5198 -1.3406 -1.1966 -1.0693 -0.9496
 -0.8378 -0.7330 -0.6356 -0.5459 -0.4636 -0.2902 -0.1583 -0.0587  0.0151
 -2.5830 -2.5250 -2.3047 -2.0129 -1.7382 -1.4889 -1.2939 -1.1420 -1.0133 -0.8960
 -0.7871 -0.6857 -0.5920 -0.5061 -0.4280 -0.2664 -0.1454 -0.0554  0.0098  0.0551
 -2.3586 -2.1847 -2.1305 -1.9840 -1.7330 -1.4905 -1.2774 -1.1113 -0.9779 -0.8615
 -0.7553 -0.6569 -0.5663 -0.4837 -0.4089 -0.2551 -0.1405 -0.0563  0.0039  0.0451
  0.0724
 -2.2931 -2.0469 -1.8639 -1.7695 -1.6893 -1.4969 -1.2858 -1.1022 -0.9575 -0.8386
 -0.7340 -0.6380 -0.5501 -0.4702 -0.3981 -0.2501 -0.1400 -0.0592 -0.0023  0.0359
  0.0606  0.0771
 -2.2678 -2.0109 -1.7858 -1.6033 -1.4713 -1.3921 -1.2821 -1.1128 -0.9531 -0.8243
 -0.7187 -0.6243 -0.5384 -0.4606 -0.3907 -0.2477 -0.1411 -0.0626 -0.0078  0.0280
  0.0502  0.0645  0.0739  0.0797
 -2.2629 -2.0046 -1.7706 -1.5641 -1.3890 -1.2445 -1.1360 -1.0562 -0.9525 -0.8223
 -0.7082 -0.6135 -0.5287 -0.4525 -0.3843 -0.2454 -0.1418 -0.0651 -0.0119  0.0222
  0.0419  0.0534  0.0605  0.0642  0.0647  0.0612  0.0530  0.0387  0.0177 -0.0086
 -2.2741 -2.0151 -1.7774 -1.5636 -1.3745 -1.2097 -1.0678 -0.9487 -0.8564 -0.7813
 -0.6959 -0.6049 -0.5202 -0.4446 -0.3776 -0.2419 -0.1409 -0.0658 -0.0136  0.0191
  0.0366  0.0448  0.0486  0.0499  0.0489  0.0454  0.0389  0.0282  0.0114 -0.0141
 -0.0437
 -2.2953 -2.0393 -1.7988 -1.5798 -1.3840 -1.2110 -1.0582 -0.9240 -0.8078 -0.7102
 -0.6323 -0.5673 -0.5029 -0.4355 -0.3701 -0.2366 -0.1378 -0.0641 -0.0126  0.0194
  0.0352  0.0401  0.0398  0.0373  0.0336  0.0285  0.0228  0.0143  0.0008 -0.0199
 -0.0488
 -2.3303 -2.0696 -1.8301 -1.6069 -1.4050 -1.2257 -1.0670 -0.9260 -0.8012 -0.6918
 -0.5980 -0.5204 -0.4586 -0.4048 -0.3523 -0.2275 -0.1310 -0.0588 -0.0080  0.0236
  0.0382  0.0403  0.0355  0.0282  0.0203  0.0120  0.0029 -0.0073 -0.0193 -0.0354
 -0.0557
 -2.3859 -2.1114 -1.8724 -1.6495 -1.4421 -1.2554 -1.0903 -0.9440 -0.8138 -0.6980
 -0.5964 -0.5091 -0.4364 -0.3768 -0.3262 -0.2162 -0.1223 -0.0518 -0.0013  0.0304
  0.0451  0.0456  0.0370  0.0246  0.0115 -0.0013 -0.0140 -0.0266 -0.0397 -0.0543
 -0.0716
 -2.4746 -2.1658 -1.9196 -1.6982 -1.4913 -1.2988 -1.1254 -0.9722 -0.8366 -0.7158
 -0.6083 -0.5143 -0.4339 -0.3669 -0.3110 -0.2015 -0.1122 -0.0420  0.0076  0.0396
  0.0548  0.0551  0.0442  0.0273  0.0088 -0.0094 -0.0269 -0.0435 -0.0596 -0.0757
 -0.0922
 -2.6155 -2.2451 -1.9758 -1.7504 -1.5454 -1.3529 -1.1740 -1.0122 -0.8691 -0.7422
 -0.6296 -0.5298 -0.4426 -0.3684 -0.3064 -0.1897 -0.1022 -0.0321  0.0181
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  r   
 -2.9651 -2.6221 -2.2838 -1.9850 -1.7178 -1.4805 -1.2995 -1.1530 -1.0285 -0.9128
 -0.8048 -0.7037 -0.6094 -0.5220 -0.4415 -0.2700 -0.1395 -0.0414  0.0297
 -2.7206 -2.5677 -2.2711 -1.9675 -1.6972 -1.4551 -1.2619 -1.1100 -0.9818 -0.8677
 -0.7620 -0.6635 -0.5719 -0.4876 -0.4103 -0.2488 -0.1280 -0.0395  0.0245  0.0696
 -2.3993 -2.3142 -2.2234 -1.9725 -1.7011 -1.4583 -1.2501 -1.0860 -0.9531 -0.8389
 -0.7351 -0.6390 -0.5501 -0.4683 -0.3937 -0.2390 -0.1241 -0.0406  0.0191  0.0606
  0.0881
 -2.3175 -2.0809 -1.9559 -1.8998 -1.7135 -1.4761 -1.2613 -1.0804 -0.9374 -0.8202
 -0.7173 -0.6231 -0.5363 -0.4568 -0.3845 -0.2349 -0.1241 -0.0436  0.0133  0.0523
  0.0775  0.0936
 -2.3079 -2.0343 -1.8124 -1.6588 -1.5794 -1.4749 -1.2832 -1.0945 -0.9356 -0.8092
 -0.7048 -0.6116 -0.5264 -0.4487 -0.3783 -0.2332 -0.1256 -0.0472  0.0080  0.0450
  0.0683  0.0824  0.0912  0.0959
 -2.3260 -2.0405 -1.7920 -1.5846 -1.4218 -1.3048 -1.2232 -1.1062 -0.9506 -0.8096
 -0.6967 -0.6028 -0.5184 -0.4420 -0.3730 -0.2316 -0.1268 -0.0500  0.0039  0.0395
  0.0610  0.0728  0.0794  0.0824  0.0826  0.0786  0.0686  0.0514  0.0278  0.0026
 -2.3645 -2.0709 -1.8100 -1.5832 -1.3907 -1.2307 -1.0989 -0.9969 -0.9142 -0.8139
 -0.6968 -0.5966 -0.5116 -0.4357 -0.3676 -0.2289 -0.1267 -0.0513  0.0018  0.0364
  0.0563  0.0656  0.0692  0.0697  0.0677  0.0629  0.0554  0.0432  0.0240 -0.0024
 -0.0314
 -2.4148 -2.1194 -1.8494 -1.6102 -1.4029 -1.2248 -1.0726 -0.9415 -0.8309 -0.7416
 -0.6656 -0.5858 -0.5054 -0.4297 -0.3618 -0.2249 -0.1245 -0.0504  0.0022  0.0362
  0.0548  0.0618  0.0618  0.0588  0.0540  0.0476  0.0389  0.0280  0.0133 -0.0075
 -0.0370
 -2.4789 -2.1772 -1.9025 -1.6537 -1.4344 -1.2444 -1.0801 -0.9372 -0.8123 -0.7039
 -0.6121 -0.5362 -0.4724 -0.4123 -0.3520 -0.2178 -0.1190 -0.0461  0.0059  0.0394
  0.0571  0.0621  0.0585  0.0511  0.0423  0.0328  0.0222  0.0103 -0.0035 -0.0205
 -0.0434
 -2.5615 -2.2450 -1.9693 -1.7166 -1.4870 -1.2849 -1.1097 -0.9573 -0.8239 -0.7064
 -0.6036 -0.5153 -0.4412 -0.3809 -0.3285 -0.2096 -0.1123 -0.0402  0.0114  0.0451
  0.0626  0.0665  0.0601  0.0483  0.0346  0.0208  0.0068 -0.0074 -0.0223 -0.0387
 -0.0578
 -2.6722 -2.3250 -2.0416 -1.7881 -1.5548 -1.3429 -1.1558 -0.9931 -0.8511 -0.7260
 -0.6158 -0.5195 -0.4367 -0.3673 -0.3097 -0.1968 -0.1035 -0.0320  0.0193  0.0532
  0.0710  0.0746  0.0667  0.0512  0.0326  0.0137 -0.0049 -0.0229 -0.0406 -0.0585
 -0.0765
 -2.8319 -2.4262 -2.1217 -1.8632 -1.6293 -1.4141 -1.2181 -1.0440 -0.8918 -0.7586
 -0.6411 -0.5377 -0.4475 -0.3703 -0.3057 -0.1851 -0.0953 -0.0227  0.0290
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  r   
 -2.9678 -2.5887 -2.2446 -1.9492 -1.6867 -1.4540 -1.2725 -1.1197 -0.9937 -0.8822
 -0.7770 -0.6785 -0.5868 -0.5016 -0.4228 -0.2529 -0.1219 -0.0252  0.0452
 -2.7211 -2.5751 -2.2429 -1.9347 -1.6643 -1.4275 -1.2377 -1.0837 -0.9555 -0.8436
 -0.7401 -0.6438 -0.5544 -0.4715 -0.3950 -0.2332 -0.1111 -0.0223  0.0410  0.0859
 -2.5016 -2.4591 -2.2433 -1.9498 -1.6736 -1.4284 -1.2266 -1.0638 -0.9317 -0.8191
 -0.7170 -0.6228 -0.5354 -0.4547 -0.3804 -0.2242 -0.1075 -0.0233  0.0361  0.0778
  0.1056
 -2.3409 -2.1481 -2.1008 -1.9529 -1.6990 -1.4530 -1.2377 -1.0608 -0.9194 -0.8033
 -0.7018 -0.6090 -0.5235 -0.4446 -0.3722 -0.2206 -0.1076 -0.0262  0.0308  0.0703
  0.0963  0.1124
 -2.3309 -2.0513 -1.8543 -1.7653 -1.6840 -1.4816 -1.2657 -1.0755 -0.9198 -0.7947
 -0.6913 -0.5992 -0.5149 -0.4376 -0.3668 -0.2192 -0.1092 -0.0297  0.0258  0.0638
  0.0882  0.1026  0.1108  0.1149
 -2.3681 -2.0586 -1.8045 -1.6104 -1.4819 -1.4056 -1.2837 -1.1036 -0.9359 -0.7966
 -0.6849 -0.5917 -0.5079 -0.4316 -0.3622 -0.2180 -0.1107 -0.0327  0.0219  0.0586
  0.0817  0.0944  0.1007  0.1030  0.1019  0.0963  0.0848  0.0664  0.0418  0.0158
 -2.4339 -2.1052 -1.8253 -1.5928 -1.4066 -1.2625 -1.1560 -1.0701 -0.9536 -0.8124
 -0.6871 -0.5869 -0.5023 -0.4263 -0.3576 -0.2159 -0.1109 -0.0344  0.0196  0.0554
  0.0773  0.0883  0.0922  0.0921  0.0892  0.0833  0.0739  0.0597  0.0390  0.0115
 -0.0179
 -2.5197 -2.1785 -1.8794 -1.6244 -1.4113 -1.2351 -1.0902 -0.9698 -0.8725 -0.7878
 -0.6925 -0.5881 -0.4987 -0.4217 -0.3530 -0.2126 -0.1094 -0.0341  0.0194  0.0547
  0.0756  0.0849  0.0861  0.0828  0.0772  0.0697  0.0597  0.0472  0.0304  0.0074
 -0.0230
 -2.6153 -2.2650 -1.9549 -1.6816 -1.4480 -1.2519 -1.0873 -0.9475 -0.8270 -0.7238
 -0.6373 -0.5613 -0.4866 -0.4148 -0.3469 -0.2068 -0.1049 -0.0307  0.0222  0.0573
  0.0772  0.0849  0.0834  0.0765  0.0672  0.0567  0.0447  0.0316  0.0161 -0.0036
 -0.0285
 -2.7294 -2.3641 -2.0480 -1.7649 -1.5140 -1.2991 -1.1176 -0.9633 -0.8305 -0.7145
 -0.6134 -0.5264 -0.4524 -0.3898 -0.3327 -0.2012 -0.0997 -0.0260  0.0268  0.0619
  0.0816  0.0883  0.0848  0.0744  0.0608  0.0463  0.0311  0.0153 -0.0014 -0.0190
 -0.0412
 -2.8679 -2.4741 -2.1479 -1.8601 -1.6005 -1.3701 -1.1713 -1.0020 -0.8570 -0.7312
 -0.6209 -0.5245 -0.4410 -0.3701 -0.3111 -0.1917 -0.0927 -0.0192  0.0334  0.0689
  0.0888  0.0952  0.0903  0.0772  0.0595  0.0403  0.0209  0.0015 -0.0179 -0.0378
 -0.0576
 -3.0477 -2.6005 -2.2551 -1.9600 -1.6967 -1.4587 -1.2465 -1.0616 -0.9027 -0.7655
 -0.6461 -0.5417 -0.4505 -0.3717 -0.3050 -0.1803 -0.0860 -0.0110  0.0419
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  r   
 -2.8565 -2.4854 -2.1648 -1.8918 -1.6384 -1.4162 -1.2437 -1.0959 -0.9671 -0.8566
 -0.7536 -0.6572 -0.5677 -0.4844 -0.4072 -0.2389 -0.1072 -0.0084  0.0624
 -2.7789 -2.5149 -2.1827 -1.8873 -1.6287 -1.3977 -1.2163 -1.0635 -0.9340 -0.8232
 -0.7213 -0.6268 -0.5391 -0.4577 -0.3822 -0.2202 -0.0957 -0.0048  0.0591  0.1040
 -2.6341 -2.5028 -2.2148 -1.9138 -1.6434 -1.4041 -1.2056 -1.0463 -0.9141 -0.8019
 -0.7012 -0.6083 -0.5224 -0.4427 -0.3690 -0.2116 -0.0918 -0.0054  0.0549  0.0967
  0.1249
 -2.4459 -2.2695 -2.1918 -1.9461 -1.6761 -1.4314 -1.2180 -1.0442 -0.9043 -0.7884
 -0.6878 -0.5962 -0.5118 -0.4337 -0.3616 -0.2081 -0.0917 -0.0079  0.0503  0.0902
  0.1168  0.1332
 -2.3339 -2.0704 -1.9401 -1.8925 -1.7045 -1.4668 -1.2481 -1.0593 -0.9055 -0.7816
 -0.6788 -0.5875 -0.5041 -0.4273 -0.3567 -0.2068 -0.0931 -0.0111  0.0458  0.0844
  0.1097  0.1248  0.1326  0.1362
 -2.3824 -2.0623 -1.8181 -1.6609 -1.5903 -1.4808 -1.2829 -1.0894 -0.9215 -0.7844
 -0.6736 -0.5810 -0.4979 -0.4220 -0.3525 -0.2057 -0.0947 -0.0141  0.0419  0.0796
  0.1039  0.1177  0.1241  0.1257  0.1234  0.1170  0.1043  0.0838  0.0582  0.0311
 -2.4740 -2.1170 -1.8282 -1.6010 -1.4344 -1.3244 -1.2438 -1.1151 -0.9506 -0.8007
 -0.6768 -0.5772 -0.4930 -0.4171 -0.3482 -0.2039 -0.0952 -0.0161  0.0394  0.0765
  0.0997  0.1124  0.1169  0.1165  0.1129  0.1060  0.0951  0.0790  0.0565  0.0279
 -0.0024
 -2.5957 -2.2114 -1.8895 -1.6262 -1.4150 -1.2499 -1.1212 -1.0214 -0.9321 -0.8202
 -0.6927 -0.5804 -0.4903 -0.4133 -0.3441 -0.2009 -0.0941 -0.0164  0.0386  0.0753
  0.0978  0.1091  0.1118  0.1089  0.1028  0.0944  0.0832  0.0691  0.0502  0.0250
 -0.0066
 -2.7302 -2.3280 -1.9835 -1.6912 -1.4499 -1.2538 -1.0949 -0.9633 -0.8524 -0.7588
 -0.6736 -0.5834 -0.4901 -0.4096 -0.3393 -0.1958 -0.0901 -0.0136  0.0407  0.0771
  0.0987  0.1087  0.1094  0.1037  0.0945  0.0833  0.0703  0.0552  0.0378  0.0163
 -0.0110
 -2.8725 -2.4617 -2.1030 -1.7915 -1.5241 -1.3014 -1.1184 -0.9668 -0.8385 -0.7271
 -0.6302 -0.5464 -0.4712 -0.4004 -0.3346 -0.1919 -0.0860 -0.0098  0.0443  0.0807
  0.1021  0.1112  0.1103  0.1021  0.0894  0.0747  0.0587  0.0415  0.0230  0.0024
 -0.0212
 -3.0358 -2.6062 -2.2329 -1.9106 -1.6269 -1.3814 -1.1747 -1.0028 -0.8586 -0.7350
 -0.6271 -0.5324 -0.4498 -0.3780 -0.3164 -0.1860 -0.0807 -0.0043  0.0499  0.0866
  0.1083  0.1169  0.1149  0.1046  0.0887  0.0700  0.0501  0.0296  0.0086 -0.0133
 -0.0356
 -3.2199 -2.7614 -2.3699 -2.0372 -1.7443 -1.4860 -1.2597 -1.0667 -0.9043 -0.7665
 -0.6480 -0.5446 -0.4539 -0.3747 -0.2847 -0.1781 -0.0742  0.0029  0.0575
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  r   
 -2.7969 -2.4286 -2.1181 -1.8598 -1.6081 -1.3934 -1.2195 -1.0743 -0.9457 -0.8365
 -0.7344 -0.6394 -0.5513 -0.4696 -0.3938 -0.2273 -0.0953  0.0058  0.0803
 -2.8316 -2.4705 -2.1406 -1.8533 -1.6035 -1.3783 -1.1955 -1.0465 -0.9164 -0.8068
 -0.7058 -0.6124 -0.5259 -0.4456 -0.3710 -0.2094 -0.0823  0.0119  0.0779  0.1235
 -2.6114 -2.5053 -2.1778 -1.8840 -1.6205 -1.3859 -1.1893 -1.0322 -0.8995 -0.7881
 -0.6879 -0.5959 -0.5109 -0.4321 -0.3590 -0.2010 -0.0780  0.0120  0.0745  0.1172
  0.1458
 -2.4382 -2.4072 -2.2119 -1.9275 -1.6544 -1.4140 -1.2027 -1.0310 -0.8923 -0.7763
 -0.6761 -0.5850 -0.5013 -0.4239 -0.3522 -0.1976 -0.0774  0.0102  0.0706  0.1115
  0.1388  0.1557
 -2.3367 -2.1207 -2.0784 -1.9426 -1.6954 -1.4503 -1.2321 -1.0455 -0.8941 -0.7707
 -0.6682 -0.5773 -0.4943 -0.4181 -0.3477 -0.1962 -0.0786  0.0073  0.0666  0.1064
  0.1325  0.1484  0.1563  0.1585
 -2.3797 -2.0630 -1.8489 -1.7634 -1.6884 -1.4872 -1.2705 -1.0760 -0.9095 -0.7740
 -0.6639 -0.5716 -0.4888 -0.4132 -0.3438 -0.1952 -0.0801  0.0044  0.0630  0.1021
