 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1280W
 -2.5773 -2.6575 -2.7368 -2.8129 -2.8841 -3.0503 -3.2261 -3.3995 -3.5648 -3.7221
 -3.8724 -4.0168 -4.1561 -4.2904 -4.4194 -4.5434 -4.6633 -4.7791 -4.8916 -5.0011
 -5.1090
 -1.6420 -1.7511 -1.8535 -1.9520 -2.0482 -2.1432 -2.2369 -2.3275 -2.4139 -2.4954
 -2.5737 -2.6506 -2.7274 -2.8042 -2.8797 -3.0584 -3.2307 -3.4037 -3.5694 -3.7271
 -3.8776 -4.0217 -4.1609 -4.2953 -4.4246 -4.5489 -4.6686 -4.7842 -4.8961 -5.0049
 -5.1104
 -1.6468 -1.7558 -1.8583 -1.9558 -2.0499 -2.1418 -2.2323 -2.3213 -2.4080 -2.4915
 -2.5713 -2.6477 -2.7217 -2.7944 -2.8668 -3.0510 -3.2325 -3.4040 -3.5698 -3.7278
 -3.8783 -4.0224 -4.1612 -4.2956 -4.4252 -4.5498 -4.6698 -4.7852 -4.8968 -5.0050
 -5.1099
 -1.6476 -1.7573 -1.8608 -1.9589 -2.0527 -2.1434 -2.2321 -2.3191 -2.4046 -2.4881
 -2.5688 -2.6464 -2.7207 -2.7920 -2.8614 -3.0374 -3.2255 -3.4040 -3.5697 -3.7279
 -3.8785 -4.0225 -4.1611 -4.2954 -4.4252 -4.5503 -4.6707 -4.7864 -4.8980 -5.0059
 -5.1104
 -1.6489 -1.7575 -1.8610 -1.9598 -2.0539 -2.1447 -2.2330 -2.3190 -2.4033 -2.4858
 -2.5664 -2.6445 -2.7197 -2.7919 -2.8635 -3.0176 -3.2097 -3.4037 -3.5691
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value =F1280W
 -1.5777 -1.6669 -1.7480 -1.8228 -1.8938 -1.9655 -2.0424 -2.1279 -2.2225 -2.3183
 -2.4121 -2.5020 -2.5876 -2.6693 -2.7475 -2.9320 -3.1061 -3.2738 -3.4369
 -1.6408 -1.7389 -1.8282 -1.9087 -1.9819 -2.0494 -2.1156 -2.1941 -2.2796 -2.3684
 -2.4575 -2.5448 -2.6291 -2.7105 -2.7894 -2.9773 -3.1542 -3.3234 -3.4865 -3.6442
 -1.6752 -1.7798 -1.8758 -1.9623 -2.0391 -2.1068 -2.1682 -2.2401 -2.3197 -2.4033
 -2.4885 -2.5732 -2.6558 -2.7361 -2.8147 -3.0043 -3.1833 -3.3538 -3.5171 -3.6738
 -3.8251
 -1.6907 -1.8009 -1.9028 -1.9956 -2.0783 -2.1498 -2.2105 -2.2760 -2.3510 -2.4305
 -2.5122 -2.5942 -2.6749 -2.7537 -2.8311 -3.0206 -3.2010 -3.3724 -3.5362 -3.6928
 -3.8433 -3.9886
 -1.6831 -1.8014 -1.9112 -2.0120 -2.1027 -2.1818 -2.2477 -2.3075 -2.3779 -2.4538
 -2.5324 -2.6119 -2.6905 -2.7675 -2.8431 -3.0306 -3.2118 -3.3840 -3.5482 -3.7050
 -3.8551 -3.9999 -4.1393 -4.2734
 -1.6525 -1.7729 -1.8904 -2.0025 -2.1062 -2.1985 -2.2755 -2.3373 -2.4028 -2.4753
 -2.5512 -2.6283 -2.7049 -2.7801 -2.8537 -3.0372 -3.2184 -3.3912 -3.5558 -3.7129
 -3.8630 -4.0073 -4.1463 -4.2803 -4.4093 -4.5342 -4.6555 -4.7734 -4.8880 -4.9986
 -1.6358 -1.7494 -1.8613 -1.9717 -2.0795 -2.1822 -2.2760 -2.3529 -2.4207 -2.4926
 -2.5674 -2.6434 -2.7189 -2.7927 -2.8645 -3.0425 -3.2225 -3.3958 -3.5608 -3.7182
 -3.8684 -4.0123 -4.1509 -4.2847 -4.4136 -4.5379 -4.6585 -4.7755 -4.8893 -4.9996
 -5.1060
 -1.6334 -1.7427 -1.8488 -1.9531 -2.0564 -2.1577 -2.2547 -2.3423 -2.4186 -2.4929
 -2.5703 -2.6489 -2.7269 -2.8027 -2.8754 -3.0482 -3.2252 -3.3986 -3.5640 -3.7215
 -3.8718 -4.0157 -4.1539 -4.2874 -4.4163 -4.5405 -4.6605 -4.7769 -4.8900 -4.9996
 -5.1056
 -1.6409 -1.7485 -1.8513 -1.9510 -2.0490 -2.1459 -2.2409 -2.3311 -2.4142 -2.4911
 -2.5667 -2.6435 -2.7220 -2.8008 -2.8781 -3.0572 -3.2298 -3.4029 -3.5687 -3.7265
 -3.8770 -4.0208 -4.1588 -4.2923 -4.4212 -4.5456 -4.6656 -4.7815 -4.8939 -5.0031
 -5.1090
 -1.6470 -1.7551 -1.8573 -1.9547 -2.0491 -2.1416 -2.2330 -2.3223 -2.4079 -2.4888
 -2.5656 -2.6404 -2.7148 -2.7899 -2.8660 -3.0555 -3.2321 -3.4033 -3.5693 -3.7272
 -3.8778 -4.0216 -4.1594 -4.2927 -4.4217 -4.5463 -4.6664 -4.7822 -4.8942 -5.0028
 -5.1081
 -1.6497 -1.7594 -1.8628 -1.9601 -2.0533 -2.1434 -2.2319 -2.3188 -2.4038 -2.4862
 -2.5654 -2.6414 -2.7148 -2.7868 -2.8586 -3.0424 -3.2298 -3.4038 -3.5693 -3.7275
 -3.8781 -4.0219 -4.1598 -4.2929 -4.4219 -4.5467 -4.6671 -4.7831 -4.8950 -5.0033
 -5.1029
 -1.6490 -1.7600 -1.8645 -1.9633 -2.0567 -2.1465 -2.2335 -2.3187 -2.4025 -2.4846
 -2.5645 -2.6418 -2.7163 -2.7882 -2.8559 -3.0179 -3.2229 -3.4044 -3.5687
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value =F1280W
 -1.5621 -1.6482 -1.7282 -1.8026 -1.8726 -1.9434 -2.0200 -2.1069 -2.2044 -2.3034
 -2.4005 -2.4939 -2.5826 -2.6667 -2.7466 -2.9317 -3.1046 -3.2713 -3.4412
 -1.6306 -1.7264 -1.8134 -1.8923 -1.9641 -2.0301 -2.0944 -2.1710 -2.2575 -2.3493
 -2.4423 -2.5337 -2.6219 -2.7063 -2.7872 -2.9766 -3.1530 -3.3215 -3.4843 -3.6414
 -1.6694 -1.7719 -1.8656 -1.9497 -2.0244 -2.0902 -2.1494 -2.2175 -2.2961 -2.3814
 -2.4701 -2.5591 -2.6462 -2.7304 -2.8115 -3.0032 -3.1821 -3.3521 -3.5155 -3.6722
 -3.8230
 -1.6900 -1.7979 -1.8973 -1.9875 -2.0675 -2.1365 -2.1945 -2.2557 -2.3279 -2.4072
 -2.4912 -2.5772 -2.6625 -2.7458 -2.8267 -3.0191 -3.1997 -3.3708 -3.5348 -3.6917
 -3.8419 -3.9868
 -1.6938 -1.8077 -1.9134 -2.0103 -2.0971 -2.1725 -2.2348 -2.2904 -2.3567 -2.4307
 -2.5100 -2.5922 -2.6752 -2.7571 -2.8370 -3.0288 -3.2105 -3.3825 -3.5468 -3.7041
 -3.8543 -3.9985 -4.1375 -4.2712
 -1.6695 -1.7921 -1.9077 -2.0148 -2.1119 -2.1971 -2.2682 -2.3245 -2.3847 -2.4537
 -2.5285 -2.6069 -2.6869 -2.7668 -2.8453 -3.0351 -3.2171 -3.3899 -3.5545 -3.7120
 -3.8624 -4.0062 -4.1446 -4.2780 -4.4069 -4.5317 -4.6531 -4.7715 -4.8865 -4.9975
 -1.6420 -1.7592 -1.8752 -1.9887 -2.0973 -2.1979 -2.2857 -2.3536 -2.4119 -2.4768
 -2.5477 -2.6225 -2.6993 -2.7767 -2.8534 -3.0399 -3.2212 -3.3946 -3.5596 -3.7171
 -3.8677 -4.0114 -4.1492 -4.2822 -4.4108 -4.5351 -4.6559 -4.7732 -4.8874 -4.9983
 -5.1054
 -1.6328 -1.7440 -1.8528 -1.9606 -2.0670 -2.1706 -2.2684 -2.3544 -2.4230 -2.4903
 -2.5619 -2.6362 -2.7118 -2.7875 -2.8624 -3.0447 -3.2239 -3.3975 -3.5629 -3.7205
 -3.8711 -4.0148 -4.1524 -4.2850 -4.4133 -4.5374 -4.6576 -4.7742 -4.8876 -4.9978
 -5.1047
 -1.6376 -1.7456 -1.8497 -1.9515 -2.0521 -2.1517 -2.2486 -2.3392 -2.4188 -2.4901
 -2.5622 -2.6379 -2.7158 -2.7941 -2.8711 -3.0527 -3.2285 -3.4018 -3.5677 -3.7255
 -3.8761 -4.0199 -4.1574 -4.2898 -4.4180 -4.5421 -4.6623 -4.7787 -4.8915 -5.0010
 -5.1073
 -1.6452 -1.7525 -1.8545 -1.9525 -2.0483 -2.1427 -2.2359 -2.3260 -2.4105 -2.4878
 -2.5607 -2.6336 -2.7085 -2.7856 -2.8639 -3.0556 -3.2307 -3.4024 -3.5683 -3.7263
 -3.8768 -4.0207 -4.1582 -4.2905 -4.4185 -4.5426 -4.6627 -4.7788 -4.8911 -5.0000
 -5.1059
 -1.6509 -1.7599 -1.8622 -1.9593 -2.0524 -2.1431 -2.2323 -2.3198 -2.4047 -2.4855
 -2.5619 -2.6354 -2.7078 -2.7807 -2.8549 -3.0456 -3.2318 -3.4029 -3.5685 -3.7267
 -3.8773 -4.0211 -4.1587 -4.2910 -4.4190 -4.5430 -4.6632 -4.7793 -4.8915 -5.0001
 -5.1005
 -1.6522 -1.7631 -1.8673 -1.9653 -2.0580 -2.1474 -2.2341 -2.3191 -2.4025 -2.4837
 -2.5622 -2.6378 -2.7109 -2.7824 -2.8441 -3.0227 -3.2318 -3.4033 -3.5683
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value =F1280W
 -1.5458 -1.6302 -1.7035 -1.7715 -1.8397 -1.9126 -1.9938 -2.0858 -2.1868 -2.2887
 -2.3885 -2.4846 -2.5761 -2.6625 -2.7442 -2.9312 -3.1029 -3.2683 -3.4381
 -1.6197 -1.7131 -1.7982 -1.8756 -1.9458 -2.0093 -2.0709 -2.1464 -2.2357 -2.3308
 -2.4272 -2.5220 -2.6134 -2.7006 -2.7836 -2.9752 -3.1513 -3.3191 -3.4817 -3.6386
 -1.6626 -1.7629 -1.8543 -1.9362 -2.0088 -2.0721 -2.1283 -2.1928 -2.2718 -2.3598
 -2.4520 -2.5447 -2.6355 -2.7230 -2.8068 -3.0014 -3.1804 -3.3498 -3.5132 -3.6703
 -3.8209
 -1.6873 -1.7930 -1.8902 -1.9778 -2.0551 -2.1215 -2.1769 -2.2334 -2.3032 -2.3835
 -2.4704 -2.5600 -2.6494 -2.7366 -2.8206 -3.0169 -3.1980 -3.3688 -3.5326 -3.6900
 -3.8405 -3.9849
 -1.6984 -1.8092 -1.9118 -2.0055 -2.0891 -2.1613 -2.2204 -2.2723 -2.3338 -2.4064
 -2.4871 -2.5725 -2.6594 -2.7455 -2.8292 -3.0263 -3.2088 -3.3806 -3.5448 -3.7024
 -3.8530 -3.9971 -4.1356 -4.2690
 -1.6826 -1.8071 -1.9174 -2.0191 -2.1109 -2.1914 -2.2582 -2.3107 -2.3656 -2.4309
 -2.5049 -2.5852 -2.6686 -2.7526 -2.8353 -3.0321 -3.2154 -3.3882 -3.5527 -3.7103
 -3.8611 -4.0051 -4.1430 -4.2759 -4.4044 -4.5291 -4.6505 -4.7689 -4.8843 -4.9956
 -1.6545 -1.7760 -1.8948 -2.0079 -2.1126 -2.2062 -2.2856 -2.3469 -2.3989 -2.4577
 -2.5254 -2.6000 -2.6790 -2.7599 -2.8409 -3.0361 -3.2196 -3.3931 -3.5579 -3.7155
 -3.8663 -4.0103 -4.1479 -4.2803 -4.4082 -4.5323 -4.6530 -4.7705 -4.8851 -4.9963
 -5.1036
 -1.6358 -1.7496 -1.8621 -1.9737 -2.0831 -2.1879 -2.2845 -2.3661 -2.4263 -2.4840
 -2.5477 -2.6175 -2.6919 -2.7692 -2.8475 -3.0395 -3.2222 -3.3961 -3.5615 -3.7189
 -3.8697 -4.0137 -4.1512 -4.2832 -4.4108 -4.5344 -4.6545 -4.7713 -4.8849 -4.9955
 -5.1027
 -1.6355 -1.7446 -1.8507 -1.9553 -2.0592 -2.1617 -2.2606 -2.3516 -2.4294 -2.4941
 -2.5603 -2.6313 -2.7056 -2.7814 -2.8578 -3.0458 -3.2265 -3.4005 -3.5664 -3.7241
 -3.8747 -4.0189 -4.1564 -4.2882 -4.4155 -4.5390 -4.6588 -4.7751 -4.8882 -4.9981
 -5.1050
 -1.6418 -1.7488 -1.8517 -1.9511 -2.0490 -2.1460 -2.2415 -2.3331 -2.4172 -2.4911
 -2.5593 -2.6294 -2.7034 -2.7803 -2.8586 -3.0499 -3.2282 -3.4011 -3.5671 -3.7251
 -3.8756 -4.0196 -4.1572 -4.2891 -4.4161 -4.5394 -4.6590 -4.7749 -4.8875 -4.9989
 -5.1023
 -1.6501 -1.7580 -1.8598 -1.9569 -2.0508 -2.1429 -2.2339 -2.3229 -2.4081 -2.4874
 -2.5604 -2.6306 -2.7016 -2.7750 -2.8510 -3.0454 -3.2305 -3.4017 -3.5675 -3.7256
 -3.8762 -4.0201 -4.1579 -4.2899 -4.4169 -4.5399 -4.6593 -4.7751 -4.8874 -4.9963
 -5.0947
 -1.6549 -1.7647 -1.8680 -1.9650 -2.0577 -2.1471 -2.2344 -2.3202 -2.4039 -2.4847
 -2.5613 -2.6343 -2.7052 -2.7760 -2.8350 -3.0323 -3.2334 -3.4023 -3.5676
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value =F1280W
 -1.5291 -1.6120 -1.6814 -1.7456 -1.8125 -1.8864 -1.9673 -2.0652 -2.1703 -2.2746
 -2.3763 -2.4744 -2.5680 -2.6566 -2.7402 -2.9299 -3.1012 -3.2651 -3.4342
 -1.6081 -1.6993 -1.7827 -1.8587 -1.9267 -1.9869 -2.0448 -2.1208 -2.2146 -2.3131
 -2.4123 -2.5097 -2.6036 -2.6933 -2.7784 -2.9730 -3.1493 -3.3162 -3.4784 -3.6355
 -1.6551 -1.7532 -1.8424 -1.9222 -1.9925 -2.0526 -2.1047 -2.1660 -2.2473 -2.3388
 -2.4343 -2.5301 -2.6239 -2.7142 -2.8005 -2.9986 -3.1782 -3.3472 -3.5103 -3.6677
 -3.8186
