 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.4257 -2.4087 -2.5943 -2.5912 -2.4997 -2.3499 -2.1672 -2.0492 -1.9432 -1.8304
 -1.7221 -1.6200 -1.5249 -1.4379 -1.3593 -1.1943 -1.0792 -0.9950 -0.9454
 -2.4277 -2.3343 -2.2566 -2.2114 -2.1997 -2.1612 -2.0711 -1.9624 -1.8570 -1.7548
 -1.6558 -1.5619 -1.4749 -1.3956 -1.3241 -1.1772 -1.0705 -0.9978 -0.9501 -0.9186
 -2.2956 -2.2066 -2.1183 -2.0390 -1.9760 -1.9429 -1.9233 -1.8732 -1.7924 -1.6994
 -1.6086 -1.5216 -1.4405 -1.3666 -1.3001 -1.1644 -1.0674 -1.0024 -0.9603 -0.9322
 -0.9133
 -2.1773 -2.1043 -2.0230 -1.9414 -1.8661 -1.8003 -1.7500 -1.7207 -1.6904 -1.6376
 -1.5657 -1.4886 -1.4141 -1.3451 -1.2828 -1.1557 -1.0657 -1.0072 -0.9700 -0.9454
 -0.9286 -0.9172
 -2.0599 -2.0068 -1.9409 -1.8675 -1.7938 -1.7246 -1.6623 -1.6083 -1.5685 -1.5350
 -1.4971 -1.4462 -1.3868 -1.3259 -1.2683 -1.1488 -1.0638 -1.0103 -0.9779 -0.9574
 -0.9433 -0.9337 -0.9275 -0.9244
 -1.9422 -1.9054 -1.8580 -1.7989 -1.7338 -1.6680 -1.6059 -1.5490 -1.4979 -1.4531
 -1.4153 -1.3802 -1.3408 -1.2963 -1.2497 -1.1415 -1.0607 -1.0103 -0.9819 -0.9665
 -0.9563 -0.9495 -0.9453 -0.9431 -0.9418 -0.9427 -0.9471 -0.9563 -0.9711 -0.9920
 -1.8268 -1.8019 -1.7694 -1.7259 -1.6737 -1.6165 -1.5586 -1.5035 -1.4530 -1.4066
 -1.3639 -1.3252 -1.2898 -1.2552 -1.2192 -1.1299 -1.0551 -1.0056 -0.9809 -0.9705
 -0.9656 -0.9629 -0.9618 -0.9620 -0.9632 -0.9642 -0.9668 -0.9732 -0.9854 -1.0043
 -1.0294
 -1.7162 -1.6993 -1.6767 -1.6459 -1.6072 -1.5620 -1.5124 -1.4619 -1.4139 -1.3695
 -1.3284 -1.2899 -1.2536 -1.2199 -1.1877 -1.1118 -1.0463 -0.9991 -0.9751 -0.9683
 -0.9690 -0.9718 -0.9752 -0.9789 -0.9829 -0.9870 -0.9902 -0.9949 -1.0038 -1.0189
 -1.0417
 -1.6130 -1.6012 -1.5842 -1.5604 -1.5331 -1.4994 -1.4605 -1.4181 -1.3749 -1.3333
 -1.2948 -1.2592 -1.2253 -1.1929 -1.1619 -1.0918 -1.0336 -0.9905 -0.9662 -0.9608
 -0.9656 -0.9742 -0.9833 -0.9920 -1.0001 -1.0075 -1.0147 -1.0219 -1.0312 -1.0429
 -1.0568
 -1.5198 -1.5106 -1.4966 -1.4784 -1.4564 -1.4309 -1.4020 -1.3690 -1.3335 -1.2968
 -1.2614 -1.2286 -1.1980 -1.1685 -1.1401 -1.0750 -1.0207 -0.9807 -0.9569 -0.9505
 -0.9567 -0.9693 -0.9840 -0.9985 -1.0120 -1.0240 -1.0351 -1.0454 -1.0554 -1.0661
 -1.0777
 -1.4372 -1.4273 -1.4143 -1.3985 -1.3803 -1.3598 -1.3374 -1.3129 -1.2856 -1.2560
 -1.2255 -1.1960 -1.1685 -1.1428 -1.1182 -1.0596 -1.0084 -0.9706 -0.9479 -0.9401
 -0.9456 -0.9595 -0.9779 -0.9977 -1.0170 -1.0347 -1.0509 -1.0655 -1.0789 -1.0919
 -1.1053
 -1.3597 -1.3395 -1.3237 -1.3105 -1.2980 -1.2847 -1.2694 -1.2514 -1.2310 -1.2087
 -1.1850 -1.1604 -1.1363 -1.1137 -1.0925 -1.0428 -0.9966 -0.9606 -0.9387
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.7208 -2.7150 -2.6707 -2.5403 -2.3796 -2.2208 -2.0847 -1.9710 -1.8668 -1.7668
 -1.6709 -1.5798 -1.4941 -1.4142 -1.3405 -1.1849 -1.0699 -0.9868 -0.9349
 -2.5265 -2.4372 -2.3998 -2.3894 -2.3048 -2.1695 -2.0331 -1.9162 -1.8137 -1.7173
 -1.6254 -1.5383 -1.4566 -1.3812 -1.3123 -1.1694 -1.0638 -0.9902 -0.9417 -0.9097
 -2.4098 -2.3047 -2.2113 -2.1442 -2.1225 -2.0880 -1.9914 -1.8769 -1.7741 -1.6814
 -1.5935 -1.5103 -1.4323 -1.3604 -1.2949 -1.1603 -1.0619 -0.9941 -0.9504 -0.9218
 -0.9028
 -2.3136 -2.2178 -2.1189 -2.0239 -1.9460 -1.8973 -1.8737 -1.8262 -1.7411 -1.6526
 -1.5690 -1.4898 -1.4153 -1.3465 -1.2839 -1.1553 -1.0620 -0.9983 -0.9583 -0.9332
 -0.9165 -0.9052
 -2.2209 -2.1419 -2.0524 -1.9608 -1.8742 -1.7957 -1.7323 -1.6889 -1.6597 -1.6118
 -1.5444 -1.4716 -1.4013 -1.3357 -1.2756 -1.1521 -1.0625 -1.0017 -0.9648 -0.9432
 -0.9294 -0.9202 -0.9145 -0.9125
 -2.1293 -2.0645 -1.9904 -1.9080 -1.8244 -1.7446 -1.6706 -1.6046 -1.5517 -1.5152
 -1.4822 -1.4380 -1.3829 -1.3238 -1.2672 -1.1485 -1.0618 -1.0031 -0.9685 -0.9505
 -0.9405 -0.9343 -0.9308 -0.9295 -0.9293 -0.9313 -0.9369 -0.9472 -0.9629 -0.9842
 -2.0317 -1.9818 -1.9234 -1.8551 -1.7805 -1.7051 -1.6326 -1.5648 -1.5029 -1.4493
 -1.4057 -1.3709 -1.3363 -1.2963 -1.2518 -1.1431 -1.0593 -1.0019 -0.9686 -0.9537
 -0.9482 -0.9462 -0.9459 -0.9470 -0.9491 -0.9514 -0.9554 -0.9633 -0.9766 -0.9962
 -1.0217
 -1.9353 -1.8941 -1.8501 -1.7955 -1.7336 -1.6666 -1.5992 -1.5342 -1.4731 -1.4168
 -1.3663 -1.3224 -1.2850 -1.2518 -1.2186 -1.1319 -1.0541 -0.9981 -0.9652 -0.9521
 -0.9509 -0.9538 -0.9580 -0.9626 -0.9676 -0.9713 -0.9755 -0.9823 -0.9934 -1.0103
 -1.0338
 -1.8445 -1.8075 -1.7711 -1.7282 -1.6781 -1.6224 -1.5633 -1.5033 -1.4454 -1.3908
 -1.3405 -1.2948 -1.2536 -1.2169 -1.1843 -1.1105 -1.0439 -0.9912 -0.9586 -0.9460
 -0.9476 -0.9557 -0.9652 -0.9747 -0.9837 -0.9923 -1.0008 -1.0106 -1.0219 -1.0345
 -1.0484
 -1.7646 -1.7281 -1.6941 -1.6572 -1.6171 -1.5717 -1.5224 -1.4703 -1.4176 -1.3663
 -1.3180 -1.2736 -1.2330 -1.1957 -1.1617 -1.0899 -1.0301 -0.9825 -0.9508 -0.9372
 -0.9394 -0.9508 -0.9655 -0.9806 -0.9948 -1.0079 -1.0203 -1.0318 -1.0433 -1.0555
 -1.0686
 -1.7015 -1.6573 -1.6210 -1.5867 -1.5532 -1.5152 -1.4743 -1.4306 -1.3852 -1.3391
 -1.2942 -1.2519 -1.2131 -1.1774 -1.1443 -1.0730 -1.0159 -0.9719 -0.9421 -0.9278
 -0.9288 -0.9411 -0.9592 -0.9794 -0.9993 -1.0180 -1.0353 -1.0511 -1.0659 -1.0802
 -1.0950
 -1.6510 -1.5949 -1.5520 -1.5176 -1.4869 -1.4555 -1.4215 -1.3849 -1.3465 -1.3069
 -1.2669 -1.2280 -1.1913 -1.1575 -1.1265 -1.0587 -1.0033 -0.9611 -0.9328
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.9077 -2.8298 -2.6552 -2.4666 -2.2805 -2.1200 -2.0000 -1.8977 -1.8016 -1.7103
 -1.6237 -1.5413 -1.4634 -1.3902 -1.3218 -1.1747 -1.0610 -0.9779 -0.9224
 -2.6254 -2.6110 -2.5782 -2.4347 -2.2649 -2.1025 -1.9679 -1.8606 -1.7640 -1.6745
 -1.5900 -1.5100 -1.4346 -1.3641 -1.2988 -1.1603 -1.0556 -0.9803 -0.9298 -0.8968
 -2.5028 -2.3929 -2.3417 -2.3337 -2.2396 -2.0941 -1.9529 -1.8358 -1.7379 -1.6497
 -1.5675 -1.4900 -1.4170 -1.3489 -1.2859 -1.1532 -1.0542 -0.9838 -0.9369 -0.9070
 -0.8878
 -2.4286 -2.3068 -2.1965 -2.1184 -2.0904 -2.0523 -1.9449 -1.8240 -1.7199 -1.6315
 -1.5513 -1.4761 -1.4054 -1.3395 -1.2785 -1.1502 -1.0549 -0.9877 -0.9435 -0.9163
 -0.8993 -0.8884
 -2.3612 -2.2510 -2.1368 -2.0301 -1.9419 -1.8822 -1.8529 -1.8006 -1.7091 -1.6174
 -1.5380 -1.4651 -1.3966 -1.3327 -1.2735 -1.1488 -1.0564 -0.9914 -0.9491 -0.9242
 -0.9098 -0.9011 -0.8960 -0.8935
 -2.2917 -2.1974 -2.0937 -1.9878 -1.8873 -1.7985 -1.7267 -1.6765 -1.6433 -1.5935
 -1.5240 -1.4544 -1.3883 -1.3265 -1.2691 -1.1476 -1.0572 -0.9938 -0.9531 -0.9301
 -0.9186 -0.9129 -0.9100 -0.9097 -0.9109 -0.9146 -0.9219 -0.9338 -0.9507 -0.9720
