 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.5681 -4.4997 -4.6996 -4.6291 -4.4338 -4.1757 -3.8919 -3.6984 -3.5237 -3.3444
 -3.1755 -3.0200 -2.8763 -2.7430 -2.6177 -2.3483 -2.0867 -1.8375 -1.6912
 -4.5592 -4.3308 -4.1475 -4.0243 -3.9545 -3.8519 -3.6841 -3.4981 -3.3240 -3.1588
 -3.0021 -2.8559 -2.7208 -2.5959 -2.4797 -2.2198 -1.9984 -1.8189 -1.6821 -1.5774
 -4.3462 -4.1204 -3.9190 -3.7483 -3.6107 -3.5184 -3.4449 -3.3302 -3.1817 -3.0251
 -2.8782 -2.7409 -2.6137 -2.4965 -2.3885 -2.1523 -1.9564 -1.7973 -1.6744 -1.5793
 -1.5033
 -4.1767 -3.9694 -3.7728 -3.5958 -3.4406 -3.3063 -3.1959 -3.1139 -3.0295 -2.9163
 -2.7856 -2.6567 -2.5368 -2.4259 -2.3237 -2.1032 -1.9253 -1.7834 -1.6718 -1.5849
 -1.5148 -1.4561
 -4.0317 -3.8459 -3.6636 -3.4915 -3.3353 -3.1957 -3.0710 -2.9604 -2.8702 -2.7875
 -2.6967 -2.5906 -2.4805 -2.3755 -2.2783 -2.0689 -1.9029 -1.7729 -1.6716 -1.5924
 -1.5279 -1.4736 -1.4264 -1.3851
 -3.9064 -3.7365 -3.5720 -3.4104 -3.2587 -3.1200 -2.9948 -2.8814 -2.7790 -2.6867
 -2.6030 -2.5204 -2.4312 -2.3377 -2.2459 -2.0455 -1.8870 -1.7648 -1.6713 -1.5993
 -1.5407 -1.4912 -1.4480 -1.4093 -1.3725 -1.3391 -1.3112 -1.2902 -1.2776 -1.2739
 -3.8008 -3.6408 -3.4889 -3.3408 -3.1966 -3.0618 -2.9380 -2.8255 -2.7240 -2.6305
 -2.5433 -2.4610 -2.3816 -2.3017 -2.2203 -2.0294 -1.8758 -1.7575 -1.6693 -1.6031
 -1.5507 -1.5067 -1.4683 -1.4336 -1.4018 -1.3712 -1.3434 -1.3207 -1.3046 -1.2969
 -1.2996
 -3.7151 -3.5599 -3.4145 -3.2761 -3.1420 -3.0127 -2.8917 -2.7807 -2.6803 -2.5887
 -2.5037 -2.4229 -2.3448 -2.2693 -2.1952 -2.0186 -1.8685 -1.7521 -1.6657 -1.6029
 -1.5558 -1.5178 -1.4849 -1.4552 -1.4278 -1.4019 -1.3761 -1.3527 -1.3348 -1.3244
 -1.3231
 -3.6491 -3.4951 -3.3515 -3.2136 -3.0886 -2.9669 -2.8502 -2.7410 -2.6414 -2.5508
 -2.4678 -2.3902 -2.3157 -2.2432 -2.1723 -2.0062 -1.8623 -1.7474 -1.6608 -1.5990
 -1.5550 -1.5221 -1.4954 -1.4718 -1.4498 -1.4287 -1.4085 -1.3894 -1.3733 -1.3603
 -1.3502
 -3.6030 -3.4475 -3.3027 -3.1678 -3.0419 -2.9242 -2.8135 -2.7075 -2.6087 -2.5184
 -2.4362 -2.3607 -2.2896 -2.2205 -2.1534 -1.9959 -1.8576 -1.7447 -1.6579 -1.5950
 -1.5513 -1.5211 -1.4993 -1.4818 -1.4661 -1.4509 -1.4361 -1.4214 -1.4073 -1.3947
 -1.3831
 -3.5726 -3.4130 -3.2655 -3.1289 -3.0025 -2.8852 -2.7764 -2.6749 -2.5786 -2.4887
 -2.4065 -2.3316 -2.2626 -2.1975 -2.1348 -1.9854 -1.8520 -1.7415 -1.6553 -1.5913
 -1.5465 -1.5165 -1.4972 -1.4844 -1.4747 -1.4661 -1.4575 -1.4486 -1.4393 -1.4304
 -1.4225
 -3.5413 -3.3717 -3.2203 -3.0840 -2.9600 -2.8460 -2.7398 -2.6401 -2.5466 -2.4594
 -2.3783 -2.3035 -2.2351 -2.1721 -2.1125 -1.9729 -1.8455 -1.7376 -1.6522
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.9368 -4.8435 -4.7061 -4.4570 -4.1775 -3.9132 -3.6895 -3.5007 -3.3284 -3.1658
 -3.0122 -2.8693 -2.7377 -2.6163 -2.5040 -2.2610 -2.0423 -1.8423 -1.6944
 -4.6056 -4.3919 -4.2704 -4.1941 -4.0185 -3.7824 -3.5559 -3.3630 -3.1936 -3.0356
 -2.8870 -2.7494 -2.6232 -2.5083 -2.4031 -2.1738 -1.9790 -1.8132 -1.6788 -1.5734
 -4.4242 -4.1835 -3.9831 -3.8323 -3.7484 -3.6471 -3.4654 -3.2702 -3.0990 -2.9459
 -2.8022 -2.6689 -2.5468 -2.4358 -2.3347 -2.1179 -1.9392 -1.7904 -1.6696 -1.5737
 -1.4966
 -4.2995 -4.0633 -3.8498 -3.6595 -3.5025 -3.3890 -3.3086 -3.1941 -3.0358 -2.8842
 -2.7447 -2.6155 -2.4968 -2.3886 -2.2902 -2.0809 -1.9122 -1.7753 -1.6653 -1.5775
 -1.5063 -1.4469
 -4.2045 -3.9801 -3.7691 -3.5778 -3.4079 -3.2564 -3.1285 -3.0274 -2.9430 -2.8337
 -2.7060 -2.5799 -2.4640 -2.3583 -2.2619 -2.0572 -1.8946 -1.7655 -1.6637 -1.5829
 -1.5175 -1.4626 -1.4152 -1.3740
