 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F460M
  3.3766  3.2828  3.1970  3.1345  3.0986  3.0762  3.0489  3.0085  2.9517  2.8797
  2.8071  2.7338  2.6617  2.5931  2.5242  2.3608  2.2145  2.0705  1.9315
  3.4149  3.3278  3.2422  3.1641  3.0950  3.0347  2.9813  2.9317  2.8817  2.8291
  2.7729  2.7116  2.6452  2.5758  2.5061  2.3401  2.1901  2.0494  1.9034  1.7502
  3.4367  3.3554  3.2725  3.1892  3.1062  3.0280  2.9586  2.8980  2.8442  2.7950
  2.7448  2.6910  2.6310  2.5642  2.4950  2.3269  2.1725  2.0316  1.8821  1.7251
  1.5735
  3.4420  3.3656  3.2879  3.2098  3.1322  3.0561  2.9808  2.9074  2.8392  2.7774
  2.7228  2.6720  2.6191  2.5583  2.4909  2.3212  2.1617  2.0171  1.8676  1.7119
  1.5607  1.4162
  3.4310  3.3609  3.2888  3.2156  3.1424  3.0701  2.9993  2.9301  2.8607  2.7910
  2.7234  2.6612  2.6069  2.5518  2.4891  2.3202  2.1565  2.0064  1.8567  1.7022
  1.5512  1.4068  1.2688  1.1363
  3.4015  3.3397  3.2750  3.2083  3.1403  3.0718  3.0038  2.9370  2.8713  2.8056
  2.7384  2.6699  2.6055  2.5478  2.4871  2.3213  2.1553  2.0003  1.8494  1.6953
  1.5443  1.3998  1.2618  1.1297  1.0028  0.8804  0.7618  0.6468  0.5351  0.4259
  3.3523  3.2995  3.2443  3.1861  3.1253  3.0624  2.9983  2.9340  2.8701  2.8068
  2.7432  2.6782  2.6114  2.5500  2.4895  2.3231  2.1566  1.9986  1.8461  1.6915
  1.5397  1.3947  1.2565  1.1243  0.9976  0.8758  0.7581  0.6442  0.5338  0.4263
  0.3206
  3.2865  3.2402  3.1943  3.1464  3.0949  3.0399  2.9820  2.9221  2.8611  2.7997
  2.7383  2.6763  2.6130  2.5501  2.4917  2.3266  2.1597  2.0001  1.8467  1.6915
  1.5379  1.3916  1.2527  1.1202  0.9934  0.8717  0.7545  0.6413  0.5318  0.4255
  0.3218
  3.2111  3.1666  3.1258  3.0871  3.0460  3.0010  2.9515  2.8984  2.8423  2.7843
  2.7253  2.6655  2.6051  2.5442  2.4869  2.3275  2.1624  2.0019  1.8479  1.6928
  1.5371  1.3884  1.2480  1.1146  0.9872  0.8652  0.7480  0.6350  0.5258  0.4202
  0.3176
  3.1352  3.0884  3.0476  3.0128  2.9803  2.9451  2.9060  2.8619  2.8134  2.7613
  2.7065  2.6500  2.5924  2.5342  2.4770  2.3263  2.1663  2.0072  1.8530  1.6993
  1.5436  1.3922  1.2493  1.1143  0.9860  0.8634  0.7458  0.6328  0.5238  0.4184
  0.3144
  3.0609  3.0101  2.9670  2.9304  2.8996  2.8721  2.8423  2.8084  2.7695  2.7257
  2.6778  2.6265  2.5729  2.5179  2.4625  2.3192  2.1666  2.0113  1.8579  1.7058
  1.5520  1.3999  1.2542  1.1165  0.9865  0.8627  0.7443  0.6308  0.5217  0.4163
  0.3143
  2.9881  2.9317  2.8875  2.8461  2.8134  2.7867  2.7625  2.7373  2.7081  2.6741
  2.6353  2.5918  2.5444  2.4942  2.4434  2.3062  2.1633  2.0142  1.8626
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F460M
