 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  G   
 -2.8438 -2.8154 -2.7877 -2.7651 -2.7379 -2.7084 -2.6954 -2.6715 -2.6381 -2.5892
 -2.5252 -2.4638 -2.3879 -2.3059 -2.2288 -2.0750 -1.9768 -1.9220 -1.8899
 -2.8168 -2.7212 -2.6599 -2.6294 -2.6227 -2.6140 -2.5949 -2.5695 -2.5402 -2.5065
 -2.4614 -2.4016 -2.3321 -2.2626 -2.1986 -2.0703 -1.9834 -1.9308 -1.9006 -1.8846
 -2.7638 -2.6826 -2.6119 -2.5550 -2.5157 -2.4975 -2.4964 -2.4910 -2.4705 -2.4368
 -2.3993 -2.3555 -2.2994 -2.2381 -2.1802 -2.0634 -1.9865 -1.9409 -1.9151 -1.9014
 -1.8955
 -2.7114 -2.6433 -2.5792 -2.5208 -2.4710 -2.4325 -2.4066 -2.3931 -2.3864 -2.3717
 -2.3433 -2.3100 -2.2684 -2.2177 -2.1661 -2.0591 -1.9892 -1.9497 -1.9284 -1.9172
 -1.9125 -1.9123
 -2.6399 -2.5893 -2.5384 -2.4879 -2.4396 -2.3963 -2.3606 -2.3329 -2.3119 -2.2958
 -2.2787 -2.2556 -2.2285 -2.1926 -2.1512 -2.0549 -1.9899 -1.9554 -1.9391 -1.9313
 -1.9285 -1.9295 -1.9332 -1.9382
 -2.5501 -2.5171 -2.4823 -2.4446 -2.4044 -2.3643 -2.3268 -2.2944 -2.2674 -2.2440
 -2.2224 -2.2010 -2.1803 -2.1553 -2.1256 -2.0479 -1.9876 -1.9562 -1.9450 -1.9419
 -1.9425 -1.9457 -1.9508 -1.9576 -1.9652 -1.9746 -1.9874 -2.0045 -2.0269 -2.0550
 -2.4496 -2.4296 -2.4099 -2.3864 -2.3583 -2.3264 -2.2931 -2.2611 -2.2324 -2.2073
 -2.1840 -2.1613 -2.1394 -2.1179 -2.0943 -2.0335 -1.9816 -1.9521 -1.9444 -1.9469
 -1.9524 -1.9592 -1.9671 -1.9758 -1.9851 -1.9940 -2.0043 -2.0184 -2.0382 -2.0645
 -2.0963
 -2.3403 -2.3327 -2.3247 -2.3136 -2.2983 -2.2778 -2.2526 -2.2253 -2.1986 -2.1738
 -2.1514 -2.1300 -2.1089 -2.0883 -2.0668 -2.0148 -1.9715 -1.9442 -1.9378 -1.9446
 -1.9559 -1.9679 -1.9800 -1.9919 -2.0037 -2.0154 -2.0261 -2.0380 -2.0540 -2.0760
 -2.1055
 -2.2309 -2.2324 -2.2322 -2.2305 -2.2257 -2.2161 -2.2013 -2.1821 -2.1605 -2.1387
 -2.1180 -2.0989 -2.0804 -2.0622 -2.0433 -1.9962 -1.9584 -1.9343 -1.9277 -1.9362
 -1.9521 -1.9701 -1.9877 -2.0043 -2.0200 -2.0346 -2.0488 -2.0641 -2.0808 -2.0987
 -2.1176
 -2.1215 -2.1287 -2.1373 -2.1419 -2.1446 -2.1442 -2.1393 -2.1296 -2.1159 -2.0997
 -2.0827 -2.0663 -2.0509 -2.0359 -2.0207 -1.9801 -1.9457 -1.9239 -1.9171 -1.9247
 -1.9422 -1.9644 -1.9877 -2.0100 -2.0308 -2.0498 -2.0676 -2.0843 -2.1048 -2.1214
 -2.1355
 -2.0119 -2.0216 -2.0400 -2.0527 -2.0595 -2.0651 -2.0681 -2.0672 -2.0623 -2.0537
 -2.0427 -2.0305 -2.0184 -2.0068 -1.9954 -1.9643 -1.9334 -1.9134 -1.9068 -1.9131
 -1.9299 -1.9535 -1.9805 -2.0082 -2.0347 -2.0591 -2.0817 -2.1025 -2.1219 -2.1407
 -2.1600
 -1.9022 -1.9111 -1.9403 -1.9639 -1.9741 -1.9836 -1.9917 -1.9974 -2.0001 -1.9997
 -1.9960 -1.9900 -1.9825 -1.9747 -1.9674 -1.9488 -1.9215 -1.9028 -1.8968
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  G   
 -2.9059 -2.8557 -2.8157 -2.7847 -2.7553 -2.7259 -2.7014 -2.6703 -2.6291 -2.5762
 -2.5112 -2.4415 -2.3648 -2.2890 -2.2189 -2.0754 -1.9763 -1.9154 -1.8821
 -2.8316 -2.7573 -2.7157 -2.6798 -2.6457 -2.6172 -2.5932 -2.5694 -2.5409 -2.5041
 -2.4563 -2.3963 -2.3282 -2.2605 -2.1977 -2.0693 -1.9804 -1.9257 -1.8947 -1.8775
 -2.8076 -2.7073 -2.6283 -2.5746 -2.5514 -2.5420 -2.5254 -2.5004 -2.4724 -2.4425
 -2.4071 -2.3623 -2.3056 -2.2443 -2.1862 -2.0670 -1.9851 -1.9353 -1.9082 -1.8942
 -1.8880
 -2.7936 -2.6949 -2.6089 -2.5379 -2.4842 -2.4487 -2.4345 -2.4330 -2.4228 -2.3974
 -2.3647 -2.3286 -2.2848 -2.2320 -2.1795 -2.0670 -1.9902 -1.9441 -1.9204 -1.9088
 -1.9041 -1.9039
 -2.7667 -2.6786 -2.5980 -2.5264 -2.4652 -2.4158 -2.3789 -2.3540 -2.3424 -2.3364
 -2.3204 -2.2943 -2.2606 -2.2183 -2.1713 -2.0670 -1.9939 -1.9505 -1.9300 -1.9216
 -1.9190 -1.9201 -1.9242 -1.9306
 -2.7189 -2.6462 -2.5772 -2.5127 -2.4535 -2.4008 -2.3560 -2.3198 -2.2914 -2.2702
 -2.2556 -2.2410 -2.2217 -2.1941 -2.1584 -2.0647 -1.9950 -1.9534 -1.9355 -1.9310
 -1.9319 -1.9354 -1.9410 -1.9483 -1.9571 -1.9675 -1.9805 -1.9975 -2.0213 -2.0498
 -2.6502 -2.5940 -2.5395 -2.4865 -2.4349 -2.3856 -2.3398 -2.2993 -2.2647 -2.2354
 -2.2103 -2.1889 -2.1713 -2.1528 -2.1290 -2.0573 -1.9926 -1.9521 -1.9358 -1.9353
 -1.9408 -1.9481 -1.9564 -1.9657 -1.9757 -1.9865 -1.9988 -2.0134 -2.0321 -2.0589
 -2.0909
 -2.5655 -2.5243 -2.4842 -2.4440 -2.4031 -2.3616 -2.3202 -2.2803 -2.2438 -2.2115
 -2.1828 -2.1570 -2.1343 -2.1137 -2.0936 -2.0386 -1.9855 -1.9471 -1.9312 -1.9333
 -1.9438 -1.9562 -1.9686 -1.9812 -1.9936 -2.0060 -2.0190 -2.0330 -2.0488 -2.0701
 -2.1001
 -2.4707 -2.4416 -2.4136 -2.3853 -2.3559 -2.3242 -2.2904 -2.2554 -2.2209 -2.1885
 -2.1592 -2.1327 -2.1083 -2.0860 -2.0648 -2.0151 -1.9716 -1.9385 -1.9230 -1.9259
 -1.9401 -1.9580 -1.9759 -1.9930 -2.0092 -2.0245 -2.0396 -2.0547 -2.0706 -2.0887
 -2.1119
 -2.3737 -2.3533 -2.3344 -2.3158 -2.2962 -2.2743 -2.2496 -2.2221 -2.1929 -2.1634
 -2.1352 -2.1094 -2.0858 -2.0640 -2.0433 -1.9952 -1.9559 -1.9277 -1.9132 -1.9153
 -1.9306 -1.9523 -1.9757 -1.9984 -2.0196 -2.0392 -2.0578 -2.0754 -2.0927 -2.1106
 -2.1294
 -2.2784 -2.2638 -2.2504 -2.2387 -2.2268 -2.2134 -2.1972 -2.1779 -2.1559 -2.1320
 -2.1073 -2.0835 -2.0614 -2.0413 -2.0226 -1.9785 -1.9413 -1.9158 -1.9030 -1.9042
 -1.9186 -1.9415 -1.9686 -1.9965 -2.0233 -2.0483 -2.0715 -2.0931 -2.1134 -2.1332
 -2.1533
