 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F850LP
 -0.7341 -0.7580 -0.8227 -0.8740 -0.8965 -0.9178 -0.9629 -1.0173 -1.0500 -1.0504
 -1.0320 -1.0000 -0.9629 -0.9293 -0.8984 -0.8490 -0.8427 -0.8662 -0.8962
 -0.7825 -0.7781 -0.7975 -0.8249 -0.8579 -0.8960 -0.9355 -0.9712 -0.9981 -1.0139
 -1.0165 -1.0050 -0.9810 -0.9515 -0.9241 -0.8798 -0.8732 -0.8956 -0.9300 -0.9719
 -0.8155 -0.7999 -0.7962 -0.8067 -0.8348 -0.8713 -0.9048 -0.9337 -0.9597 -0.9825
 -0.9965 -0.9995 -0.9887 -0.9667 -0.9437 -0.9049 -0.8986 -0.9201 -0.9567 -0.9992
 -1.0438
 -0.8331 -0.8234 -0.8188 -0.8194 -0.8272 -0.8437 -0.8708 -0.9048 -0.9348 -0.9562
 -0.9720 -0.9835 -0.9860 -0.9749 -0.9572 -0.9243 -0.9189 -0.9397 -0.9762 -1.0188
 -1.0635 -1.1090
 -0.8243 -0.8255 -0.8274 -0.8295 -0.8331 -0.8401 -0.8520 -0.8693 -0.8924 -0.9185
 -0.9401 -0.9561 -0.9689 -0.9718 -0.9626 -0.9371 -0.9332 -0.9536 -0.9908 -1.0343
 -1.0798 -1.1260 -1.1722 -1.2181
 -0.7882 -0.8029 -0.8153 -0.8243 -0.8306 -0.8362 -0.8432 -0.8528 -0.8653 -0.8804
 -0.8978 -0.9153 -0.9315 -0.9463 -0.9519 -0.9421 -0.9408 -0.9611 -0.9996 -1.0454
 -1.0927 -1.1404 -1.1879 -1.2353 -1.2819 -1.3280 -1.3741 -1.4228 -1.4756 -1.5300
 -0.7273 -0.7560 -0.7807 -0.7999 -0.8136 -0.8232 -0.8309 -0.8383 -0.8472 -0.8574
 -0.8685 -0.8804 -0.8927 -0.9079 -0.9207 -0.9347 -0.9414 -0.9622 -1.0015 -1.0505
 -1.1012 -1.1513 -1.2010 -1.2501 -1.2985 -1.3461 -1.3935 -1.4409 -1.4912 -1.5463
 -1.6037
 -0.6474 -0.6881 -0.7248 -0.7555 -0.7791 -0.7965 -0.8090 -0.8188 -0.8278 -0.8370
 -0.8466 -0.8562 -0.8659 -0.8765 -0.8892 -0.9128 -0.9327 -0.9572 -0.9969 -1.0485
 -1.1035 -1.1576 -1.2103 -1.2618 -1.3124 -1.3621 -1.4111 -1.4599 -1.5092 -1.5610
 -1.6186
 -0.5563 -0.6058 -0.6520 -0.6930 -0.7270 -0.7538 -0.7743 -0.7898 -0.8025 -0.8137
 -0.8243 -0.8346 -0.8445 -0.8540 -0.8652 -0.8900 -0.9166 -0.9471 -0.9879 -1.0409
 -1.0996 -1.1585 -1.2155 -1.2705 -1.3240 -1.3762 -1.4274 -1.4779 -1.5282 -1.5794
 -1.6335
 -0.4609 -0.5154 -0.5678 -0.6162 -0.6591 -0.6953 -0.7250 -0.7486 -0.7675 -0.7834
 -0.7973 -0.8102 -0.8221 -0.8334 -0.8447 -0.8710 -0.8993 -0.9336 -0.9757 -1.0283
 -1.0886 -1.1512 -1.2128 -1.2722 -1.3295 -1.3848 -1.4387 -1.4914 -1.5433 -1.5952
 -1.6480
 -0.3626 -0.4213 -0.4778 -0.5307 -0.5795 -0.6236 -0.6619 -0.6942 -0.7211 -0.7437
 -0.7631 -0.7803 -0.7959 -0.8103 -0.8239 -0.8547 -0.8842 -0.9200 -0.9633 -1.0151
 -1.0747 -1.1388 -1.2037 -1.2674 -1.3288 -1.3879 -1.4451 -1.5006 -1.5548 -1.6083
 -1.6618
