 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -1.3352 -1.2923 -1.2894 -1.2528 -1.1697 -1.0923 -1.0629 -1.0593 -1.0374 -0.9817
 -0.9074 -0.8191 -0.7269 -0.6403 -0.5563 -0.3726 -0.2281 -0.1218 -0.0383
 -1.2950 -1.1957 -1.1265 -1.0679 -1.0190 -0.9813 -0.9519 -0.9251 -0.8947 -0.8569
 -0.8085 -0.7466 -0.6713 -0.5903 -0.5121 -0.3442 -0.2149 -0.1196 -0.0487  0.0022
 -1.2663 -1.1391 -1.0331 -0.9549 -0.9090 -0.8798 -0.8503 -0.8192 -0.7891 -0.7595
 -0.7242 -0.6795 -0.6204 -0.5489 -0.4770 -0.3223 -0.2050 -0.1192 -0.0578 -0.0127
  0.0216
 -1.2491 -1.1225 -1.0092 -0.9138 -0.8397 -0.7878 -0.7581 -0.7416 -0.7206 -0.6895
 -0.6545 -0.6178 -0.5742 -0.5161 -0.4510 -0.3069 -0.1984 -0.1206 -0.0655 -0.0250
  0.0062  0.0311
 -1.2191 -1.1038 -0.9968 -0.9013 -0.8199 -0.7543 -0.7049 -0.6694 -0.6456 -0.6263
 -0.5996 -0.5649 -0.5288 -0.4847 -0.4294 -0.2956 -0.1935 -0.1217 -0.0727 -0.0370
 -0.0094  0.0130  0.0316  0.0474
 -1.1654 -1.0675 -0.9742 -0.8875 -0.8091 -0.7403 -0.6825 -0.6360 -0.5990 -0.5684
 -0.5415 -0.5132 -0.4814 -0.4477 -0.4046 -0.2856 -0.1887 -0.1210 -0.0770 -0.0468
 -0.0236 -0.0047  0.0113  0.0251  0.0372  0.0476  0.0555  0.0589  0.0558  0.0447
 -1.0870 -1.0082 -0.9320 -0.8596 -0.7909 -0.7267 -0.6680 -0.6163 -0.5725 -0.5350
 -0.5012 -0.4691 -0.4368 -0.4067 -0.3727 -0.2728 -0.1829 -0.1178 -0.0769 -0.0519
 -0.0342 -0.0199 -0.0077  0.0031  0.0129  0.0219  0.0291  0.0345  0.0347  0.0268
  0.0106
 -0.9900 -0.9284 -0.8691 -0.8123 -0.7571 -0.7028 -0.6496 -0.5987 -0.5519 -0.5107
 -0.4737 -0.4391 -0.4054 -0.3725 -0.3415 -0.2548 -0.1745 -0.1122 -0.0728 -0.0511
 -0.0388 -0.0302 -0.0230 -0.0165 -0.0102 -0.0040  0.0016  0.0060  0.0080  0.0052
 -0.0074
 -0.8808 -0.8343 -0.7893 -0.7465 -0.7048 -0.6626 -0.6189 -0.5741 -0.5298 -0.4878
 -0.4493 -0.4139 -0.3802 -0.3471 -0.3159 -0.2354 -0.1626 -0.1045 -0.0657 -0.0453
 -0.0368 -0.0338 -0.0326 -0.0315 -0.0300 -0.0278 -0.0254 -0.0231 -0.0217 -0.0227
 -0.0292
 -0.7683 -0.7343 -0.7007 -0.6688 -0.6385 -0.6077 -0.5749 -0.5393 -0.5014 -0.4627
 -0.4251 -0.3899 -0.3570 -0.3255 -0.2950 -0.2194 -0.1509 -0.0964 -0.0584 -0.0373
 -0.0298 -0.0305 -0.0347 -0.0397 -0.0441 -0.0472 -0.0495 -0.0508 -0.0520 -0.0538
 -0.0565
 -0.6545 -0.6314 -0.6076 -0.5841 -0.5619 -0.5403 -0.5173 -0.4914 -0.4623 -0.4304
 -0.3969 -0.3638 -0.3321 -0.3024 -0.2740 -0.2048 -0.1397 -0.0877 -0.0509 -0.0291
 -0.0208 -0.0225 -0.0300 -0.0403 -0.0507 -0.0600 -0.0679 -0.0744 -0.0796 -0.0844
 -0.0897
 -0.5394 -0.5256 -0.5132 -0.4964 -0.4805 -0.4652 -0.4494 -0.4320 -0.4115 -0.3879
 -0.3614 -0.3331 -0.3045 -0.2768 -0.2529 -0.1916 -0.1290 -0.0784 -0.0432
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  G   
 -1.5803 -1.5114 -1.4501 -1.3923 -1.3364 -1.2777 -1.2116 -1.1354 -1.0530 -0.9701
 -0.8852 -0.7970 -0.7066 -0.6191 -0.5327 -0.3589 -0.2218 -0.1180 -0.0419
 -1.4695 -1.3831 -1.3077 -1.2400 -1.1773 -1.1183 -1.0605 -0.9987 -0.9350 -0.8712
 -0.8050 -0.7333 -0.6547 -0.5742 -0.4977 -0.3348 -0.2092 -0.1150 -0.0463  0.0041
 -1.4039 -1.2844 -1.1915 -1.1282 -1.0613 -1.0008 -0.9453 -0.8920 -0.8397 -0.7886
 -0.7368 -0.6807 -0.6158 -0.5432 -0.4714 -0.3177 -0.2009 -0.1143 -0.0518 -0.0061
  0.0290
 -1.3762 -1.2327 -1.1194 -1.0324 -0.9646 -0.9092 -0.8608 -0.8144 -0.7669 -0.7208
 -0.6764 -0.6317 -0.5814 -0.5201 -0.4538 -0.3076 -0.1969 -0.1159 -0.0584 -0.0170
  0.0144  0.0394
 -1.3725 -1.2308 -1.0997 -0.9919 -0.9063 -0.8383 -0.7841 -0.7403 -0.7043 -0.6709
 -0.6303 -0.5884 -0.5461 -0.4981 -0.4400 -0.3013 -0.1950 -0.1181 -0.0647 -0.0275
  0.0003  0.0225  0.0408  0.0561
 -1.3625 -1.2258 -1.0957 -0.9775 -0.8748 -0.7894 -0.7209 -0.6683 -0.6296 -0.6030
 -0.5794 -0.5486 -0.5126 -0.4726 -0.4251 -0.2961 -0.1934 -0.1193 -0.0691 -0.0361
 -0.0125  0.0061  0.0217  0.0349  0.0463  0.0558  0.0628  0.0654  0.0619  0.0510
 -1.3324 -1.2091 -1.0877 -0.9745 -0.8727 -0.7838 -0.7084 -0.6464 -0.5966 -0.5563
 -0.5235 -0.4961 -0.4685 -0.4383 -0.4023 -0.2899 -0.1907 -0.1185 -0.0705 -0.0410
 -0.0220 -0.0079  0.0038  0.0140  0.0231  0.0311  0.0374  0.0417  0.0412  0.0332
  0.0170
 -1.2778 -1.1715 -1.0643 -0.9618 -0.8670 -0.7816 -0.7057 -0.6394 -0.5829 -0.5355
 -0.4947 -0.4587 -0.4263 -0.3970 -0.3683 -0.2775 -0.1860 -0.1155 -0.0685 -0.0411
 -0.0265 -0.0175 -0.0107 -0.0047  0.0009  0.0063  0.0108  0.0142  0.0152  0.0117
 -0.0011
 -1.1980 -1.1089 -1.0185 -0.9300 -0.8467 -0.7697 -0.6989 -0.6341 -0.5755 -0.5236
 -0.4779 -0.4375 -0.4004 -0.3661 -0.3355 -0.2560 -0.1762 -0.1096 -0.0634 -0.0367
 -0.0249 -0.0209 -0.0197 -0.0191 -0.0181 -0.0167 -0.0153 -0.0140 -0.0138 -0.0158
 -0.0228
 -1.1017 -1.0307 -0.9566 -0.8824 -0.8115 -0.7450 -0.6826 -0.6234 -0.5674 -0.5152
 -0.4671 -0.4237 -0.3843 -0.3477 -0.3139 -0.2361 -0.1635 -0.1021 -0.0571 -0.0301
 -0.0188 -0.0178 -0.0217 -0.0269 -0.0317 -0.0356 -0.0386 -0.0410 -0.0432 -0.0462
 -0.0498
 -0.9980 -0.9403 -0.8809 -0.8203 -0.7614 -0.7055 -0.6524 -0.6012 -0.5512 -0.5024
 -0.4555 -0.4114 -0.3707 -0.3332 -0.2984 -0.2200 -0.1504 -0.0929 -0.0499 -0.0226
 -0.0105 -0.0103 -0.0172 -0.0275 -0.0382 -0.0480 -0.0567 -0.0640 -0.0703 -0.0762
 -0.0824
 -0.8887 -0.8439 -0.7971 -0.7488 -0.7006 -0.6539 -0.6096 -0.5666 -0.5238 -0.4810
 -0.4383 -0.3964 -0.3562 -0.3187 -0.2890 -0.2077 -0.1369 -0.0820 -0.0418
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  G   
 -1.8887 -1.8188 -1.7561 -1.6942 -1.6323 -1.5546 -1.4440 -1.2979 -1.1503 -1.0146
 -0.8926 -0.7832 -0.6844 -0.5956 -0.5155 -0.3474 -0.2152 -0.1125 -0.0364
 -1.7503 -1.6687 -1.5968 -1.5290 -1.4602 -1.3845 -1.2889 -1.1675 -1.0462 -0.9331
 -0.8294 -0.7334 -0.6435 -0.5601 -0.4840 -0.3247 -0.2021 -0.1087 -0.0392  0.0121
 -1.6506 -1.5573 -1.4752 -1.3993 -1.3255 -1.2504 -1.1673 -1.0668 -0.9644 -0.8680
 -0.7791 -0.6959 -0.6154 -0.5376 -0.4649 -0.3119 -0.1955 -0.1082 -0.0438  0.0034
  0.0387
 -1.5777 -1.4620 -1.3709 -1.2942 -1.2189 -1.1434 -1.0664 -0.9824 -0.8950 -0.8115
 -0.7341 -0.6622 -0.5925 -0.5223 -0.4534 -0.3055 -0.1933 -0.1100 -0.0494 -0.0057
  0.0264  0.0514
 -1.5376 -1.3996 -1.2832 -1.1854 -1.1036 -1.0356 -0.9756 -0.9087 -0.8355 -0.7622
 -0.6929 -0.6290 -0.5688 -0.5082 -0.4452 -0.3025 -0.1932 -0.1128 -0.0552 -0.0146
  0.0143  0.0364  0.0543  0.0689
 -1.5322 -1.3846 -1.2479 -1.1255 -1.0201 -0.9315 -0.8602 -0.8049 -0.7576 -0.7096
 -0.6557 -0.5989 -0.5438 -0.4909 -0.4362 -0.3005 -0.1936 -0.1152 -0.0599 -0.0221
  0.0034  0.0221  0.0371  0.0495  0.0599  0.0682  0.0738  0.0752  0.0712  0.0606
 -1.5315 -1.3835 -1.2414 -1.1096 -0.9917 -0.8899 -0.8041 -0.7326 -0.6734 -0.6266
 -0.5902 -0.5555 -0.5153 -0.4705 -0.4230 -0.2980 -0.1933 -0.1163 -0.0626 -0.0271
 -0.0048  0.0099  0.0211  0.0304  0.0384  0.0452  0.0500  0.0525  0.0511  0.0431
  0.0275
 -1.5216 -1.3813 -1.2419 -1.1085 -0.9861 -0.8777 -0.7840 -0.7043 -0.6375 -0.5814
 -0.5344 -0.4961 -0.4646 -0.4336 -0.3990 -0.2932 -0.1916 -0.1156 -0.0628 -0.0288
 -0.0069  0.0015  0.0082  0.0133  0.0179  0.0219  0.0250  0.0276  0.0274  0.0218
  0.0092
 -1.4866 -1.3628 -1.2324 -1.1051 -0.9847 -0.8755 -0.7792 -0.6953 -0.6231 -0.5616
 -0.5089 -0.4634 -0.4240 -0.3901 -0.3600 -0.2778 -0.1868 -0.1122 -0.0599 -0.0267
