 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  i   
 -1.4571 -1.4226 -1.4390 -1.4394 -1.4086 -1.3824 -1.3921 -1.4172 -1.4214 -1.3915
 -1.3436 -1.2818 -1.2164 -1.1557 -1.0995 -0.9903 -0.9310 -0.9108 -0.9078
 -1.4425 -1.3704 -1.3355 -1.3161 -1.3084 -1.3110 -1.3190 -1.3257 -1.3256 -1.3156
 -1.2936 -1.2578 -1.2093 -1.1553 -1.1043 -1.0061 -0.9522 -0.9347 -0.9370 -0.9536
 -1.4315 -1.3436 -1.2822 -1.2473 -1.2400 -1.2467 -1.2522 -1.2546 -1.2559 -1.2556
 -1.2477 -1.2296 -1.1974 -1.1534 -1.1085 -1.0201 -0.9706 -0.9551 -0.9605 -0.9772
 -1.0010
 -1.4241 -1.3422 -1.2791 -1.2330 -1.2034 -1.1895 -1.1917 -1.2039 -1.2123 -1.2115
 -1.2059 -1.1972 -1.1807 -1.1500 -1.1121 -1.0323 -0.9862 -0.9720 -0.9783 -0.9949
 -1.0177 -1.0453
 -1.3981 -1.3291 -1.2733 -1.2287 -1.1946 -1.1708 -1.1569 -1.1517 -1.1547 -1.1618
 -1.1639 -1.1598 -1.1536 -1.1382 -1.1105 -1.0403 -0.9973 -0.9840 -0.9921 -1.0098
 -1.0325 -1.0591 -1.0893 -1.1230
 -1.3462 -1.2937 -1.2505 -1.2139 -1.1829 -1.1577 -1.1388 -1.1257 -1.1178 -1.1138
 -1.1127 -1.1119 -1.1097 -1.1067 -1.0943 -1.0418 -1.0025 -0.9899 -1.0000 -1.0206
 -1.0449 -1.0720 -1.1016 -1.1339 -1.1688 -1.2068 -1.2484 -1.2954 -1.3484 -1.4033
 -1.2699 -1.2344 -1.2056 -1.1808 -1.1581 -1.1374 -1.1193 -1.1044 -1.0929 -1.0840
 -1.0768 -1.0707 -1.0652 -1.0633 -1.0592 -1.0314 -1.0009 -0.9895 -1.0009 -1.0253
 -1.0533 -1.0825 -1.1131 -1.1452 -1.1791 -1.2149 -1.2535 -1.2951 -1.3423 -1.3961
 -1.4525
 -1.1765 -1.1553 -1.1398 -1.1275 -1.1157 -1.1034 -1.0906 -1.0783 -1.0672 -1.0578
 -1.0495 -1.0416 -1.0339 -1.0274 -1.0239 -1.0072 -0.9904 -0.9829 -0.9950 -1.0224
 -1.0554 -1.0888 -1.1221 -1.1557 -1.1899 -1.2250 -1.2617 -1.3006 -1.3426 -1.3896
 -1.4443
 -1.0730 -1.0636 -1.0586 -1.0566 -1.0552 -1.0526 -1.0481 -1.0418 -1.0349 -1.0279
 -1.0212 -1.0146 -1.0078 -1.0008 -0.9960 -0.9818 -0.9724 -0.9711 -0.9842 -1.0132
 -1.0504 -1.0892 -1.1270 -1.1639 -1.2001 -1.2362 -1.2727 -1.3101 -1.3493 -1.3915
 -1.4389
 -0.9667 -0.9660 -0.9690 -0.9742 -0.9808 -0.9869 -0.9912 -0.9929 -0.9925 -0.9905
 -0.9877 -0.9844 -0.9805 -0.9762 -0.9720 -0.9606 -0.9538 -0.9565 -0.9709 -0.9993
 -1.0382 -1.0813 -1.1244 -1.1660 -1.2059 -1.2445 -1.2825 -1.3202 -1.3584 -1.3979
 -1.4398
 -0.8592 -0.8653 -0.8745 -0.8853 -0.8973 -0.9098 -0.9214 -0.9309 -0.9382 -0.9431
 -0.9461 -0.9478 -0.9484 -0.9480 -0.9469 -0.9419 -0.9370 -0.9417 -0.9574 -0.9849
 -1.0230 -1.0676 -1.1147 -1.1613 -1.2060 -1.2487 -1.2897 -1.3294 -1.3684 -1.4075
 -1.4475
 -0.7505 -0.7615 -0.7783 -0.7926 -0.8088 -0.8257 -0.8424 -0.8583 -0.8725 -0.8847
 -0.8947 -0.9027 -0.9091 -0.9140 -0.9207 -0.9257 -0.9220 -0.9267 -0.9437
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  i   
 -1.7261 -1.6532 -1.5996 -1.5606 -1.5326 -1.5096 -1.4860 -1.4578 -1.4245 -1.3860
 -1.3398 -1.2853 -1.2253 -1.1659 -1.1074 -0.9994 -0.9335 -0.9074 -0.9092
 -1.5987 -1.5162 -1.4592 -1.4224 -1.3998 -1.3863 -1.3767 -1.3651 -1.3500 -1.3299
 -1.3020 -1.2642 -1.2165 -1.1648 -1.1157 -1.0175 -0.9568 -0.9316 -0.9329 -0.9491
 -1.5336 -1.4292 -1.3612 -1.3279 -1.3052 -1.2944 -1.2906 -1.2883 -1.2845 -1.2773
 -1.2642 -1.2424 -1.2089 -1.1660 -1.1222 -1.0329 -0.9768 -0.9524 -0.9532 -0.9687
 -0.9923
 -1.5134 -1.3944 -1.3133 -1.2650 -1.2406 -1.2315 -1.2305 -1.2317 -1.2311 -1.2290
 -1.2240 -1.2143 -1.1958 -1.1645 -1.1269 -1.0456 -0.9935 -0.9698 -0.9701 -0.9852
 -1.0079 -1.0359
 -1.5140 -1.4011 -1.3121 -1.2499 -1.2105 -1.1882 -1.1788 -1.1782 -1.1833 -1.1894
 -1.1883 -1.1828 -1.1733 -1.1559 -1.1268 -1.0541 -1.0056 -0.9829 -0.9833 -0.9988
 -1.0216 -1.0488 -1.0796 -1.1141
 -1.5035 -1.3986 -1.3141 -1.2479 -1.1980 -1.1628 -1.1401 -1.1280 -1.1250 -1.1308
 -1.1395 -1.1436 -1.1428 -1.1357 -1.1186 -1.0571 -1.0124 -0.9910 -0.9918 -1.0086
 -1.0329 -1.0606 -1.0910 -1.1241 -1.1601 -1.1991 -1.2418 -1.2898 -1.3433 -1.3981
 -1.4709 -1.3794 -1.3040 -1.2435 -1.1953 -1.1578 -1.1297 -1.1102 -1.0978 -1.0906
 -1.0879 -1.0895 -1.0928 -1.0956 -1.0928 -1.0536 -1.0136 -0.9937 -0.9950 -1.0134
 -1.0404 -1.0703 -1.1017 -1.1347 -1.1695 -1.2064 -1.2461 -1.2889 -1.3369 -1.3910
 -1.4473
 -1.4145 -1.3385 -1.2751 -1.2237 -1.1820 -1.1477 -1.1194 -1.0970 -1.0802 -1.0681
 -1.0589 -1.0521 -1.0477 -1.0473 -1.0491 -1.0362 -1.0087 -0.9912 -0.9928 -1.0123
 -1.0425 -1.0760 -1.1100 -1.1444 -1.1795 -1.2156 -1.2535 -1.2935 -1.3366 -1.3844
 -1.4393
 -1.3355 -1.2747 -1.2249 -1.1845 -1.1515 -1.1240 -1.1002 -1.0795 -1.0621 -1.0481
 -1.0369 -1.0275 -1.0193 -1.0128 -1.0102 -1.0040 -0.9935 -0.9832 -0.9860 -1.0058
 -1.0385 -1.0763 -1.1145 -1.1520 -1.1890 -1.2260 -1.2637 -1.3023 -1.3426 -1.3858
 -1.4339
 -1.2445 -1.1976 -1.1597 -1.1290 -1.1048 -1.0851 -1.0679 -1.0522 -1.0378 -1.0251
 -1.0142 -1.0050 -0.9967 -0.9892 -0.9833 -0.9745 -0.9701 -0.9692 -0.9753 -0.9949
 -1.0281 -1.0690 -1.1118 -1.1538 -1.1944 -1.2338 -1.2727 -1.3116 -1.3509 -1.3916
 -1.4344
 -1.1521 -1.1125 -1.0836 -1.0612 -1.0442 -1.0314 -1.0211 -1.0119 -1.0029 -0.9941
 -0.9860 -0.9788 -0.9725 -0.9666 -0.9612 -0.9514 -0.9473 -0.9512 -0.9618 -0.9820
 -1.0144 -1.0563 -1.1025 -1.1491 -1.1943 -1.2376 -1.2795 -1.3202 -1.3603 -1.4005
 -1.4415
 -1.0606 -1.0280 -1.0035 -0.9862 -0.9744 -0.9668 -0.9620 -0.9587 -0.9557 -0.9526
 -0.9490 -0.9457 -0.9427 -0.9400 -0.9439 -0.9347 -0.9251 -0.9292 -0.9455
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  i   
 -2.1008 -2.0054 -1.9252 -1.8540 -1.7892 -1.7219 -1.6427 -1.5521 -1.4740 -1.4078
 -1.3463 -1.2852 -1.2245 -1.1673 -1.1154 -1.0113 -0.9414 -0.9055 -0.9006
 -1.9360 -1.8337 -1.7518 -1.6848 -1.6279 -1.5762 -1.5209 -1.4599 -1.4072 -1.3614
 -1.3170 -1.2695 -1.2186 -1.1678 -1.1208 -1.0260 -0.9629 -0.9300 -0.9245 -0.9379
 -1.8176 -1.7084 -1.6225 -1.5555 -1.5033 -1.4615 -1.4239 -1.3835 -1.3479 -1.3169
 -1.2866 -1.2528 -1.2129 -1.1690 -1.1264 -1.0393 -0.9813 -0.9506 -0.9442 -0.9563
 -0.9793
 -1.7325 -1.6073 -1.5157 -1.4532 -1.4049 -1.3686 -1.3405 -1.3148 -1.2912 -1.2710
 -1.2516 -1.2301 -1.2026 -1.1677 -1.1300 -1.0498 -0.9960 -0.9671 -0.9605 -0.9715
 -0.9935 -1.0218
 -1.6860 -1.5456 -1.4391 -1.3620 -1.3103 -1.2807 -1.2668 -1.2541 -1.2403 -1.2267
 -1.2138 -1.2004 -1.1839 -1.1604 -1.1297 -1.0566 -1.0066 -0.9796 -0.9732 -0.9838
 -1.0056 -1.0334 -1.0651 -1.1008
 -1.6778 -1.5336 -1.4156 -1.3233 -1.2559 -1.2102 -1.1845 -1.1763 -1.1774 -1.1797
 -1.1772 -1.1693 -1.1582 -1.1441 -1.1231 -1.0592 -1.0130 -0.9879 -0.9823 -0.9931
 -1.0154 -1.0436 -1.0751 -1.1094 -1.1468 -1.1874 -1.2317 -1.2811 -1.3353 -1.3898
 -1.6730 -1.5304 -1.4118 -1.3167 -1.2430 -1.1888 -1.1517 -1.1281 -1.1151 -1.1118
 -1.1163 -1.1225 -1.1240 -1.1189 -1.1075 -1.0573 -1.0151 -0.9920 -0.9874 -0.9987
 -1.0221 -1.0519 -1.0843 -1.1186 -1.1548 -1.1933 -1.2346 -1.2793 -1.3284 -1.3828
 -1.4387
 -1.6587 -1.5228 -1.4078 -1.3139 -1.2398 -1.1826 -1.1397 -1.1090 -1.0884 -1.0752
 -1.0675 -1.0652 -1.0680 -1.0723 -1.0737 -1.0495 -1.0128 -0.9920 -0.9883 -1.0002
 -1.0221 -1.0566 -1.0913 -1.1270 -1.1634 -1.2012 -1.2407 -1.2820 -1.3266 -1.3760
 -1.4311
 -1.6204 -1.4996 -1.3918 -1.3034 -1.2323 -1.1763 -1.1324 -1.0985 -1.0731 -1.0549
 -1.0418 -1.0324 -1.0261 -1.0238 -1.0253 -1.0245 -1.0051 -0.9876 -0.9851 -0.9974
 -1.0228 -1.0571 -1.0950 -1.1335 -1.1718 -1.2103 -1.2496 -1.2899 -1.3319 -1.3766
 -1.4257
 -1.5627 -1.4558 -1.3609 -1.2807 -1.2152 -1.1629 -1.1213 -1.0878 -1.0610 -1.0399
 -1.0238 -1.0114 -1.0017 -0.9940 -0.9893 -0.9876 -0.9855 -0.9786 -0.9780 -0.9903
 -1.0156 -1.0513 -1.0924 -1.1347 -1.1763 -1.2170 -1.2575 -1.2980 -1.3389 -1.3813
 -1.4256
 -1.4956 -1.3986 -1.3146 -1.2429 -1.1845 -1.1375 -1.1000 -1.0695 -1.0443 -1.0235
 -1.0065 -0.9928 -0.9819 -0.9730 -0.9658 -0.9568 -0.9573 -0.9612 -0.9670 -0.9802
 -1.0050 -1.0408 -1.0840 -1.1300 -1.1758 -1.2202 -1.2634 -1.3055 -1.3471 -1.3889
 -1.4315
 -1.4278 -1.3365 -1.2590 -1.1942 -1.1417 -1.0998 -1.0667 -1.0403 -1.0186 -1.0004
 -0.9849 -0.9720 -0.9614 -0.9528 -0.9548 -0.9321 -0.9205 -0.9354 -0.9521
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =  i   
 -2.6260 -2.5265 -2.4345 -2.3412 -2.2420 -2.1178 -1.9489 -1.7407 -1.5650 -1.4400
 -1.3502 -1.2786 -1.2171 -1.1624 -1.1136 -1.0154 -0.9451 -0.9043 -0.8906
 -2.4010 -2.2935 -2.2012 -2.1159 -2.0289 -1.9297 -1.8016 -1.6437 -1.5084 -1.4072
 -1.3312 -1.2686 -1.2129 -1.1625 -1.1173 -1.0267 -0.9643 -0.9273 -0.9148 -0.9229
 -2.2333 -2.1136 -2.0153 -1.9315 -1.8550 -1.7770 -1.6834 -1.5657 -1.4592 -1.3760
 -1.3119 -1.2583 -1.2091 -1.1631 -1.1209 -1.0364 -0.9789 -0.9453 -0.9337 -0.9404
 -0.9612
 -2.1082 -1.9786 -1.8717 -1.7838 -1.7097 -1.6437 -1.5764 -1.4921 -1.4094 -1.3416
 -1.2883 -1.2438 -1.2024 -1.1618 -1.1231 -1.0438 -0.9903 -0.9593 -0.9487 -0.9547
 -0.9739 -1.0020
 -1.9756 -1.8489 -1.7478 -1.6630 -1.5904 -1.5289 -1.4750 -1.4176 -1.3560 -1.3022
 -1.2588 -1.2230 -1.1900 -1.1565 -1.1224 -1.0486 -0.9985 -0.9698 -0.9602 -0.9661
 -0.9845 -1.0116 -1.0442 -1.0812
 -1.9007 -1.7478 -1.6254 -1.5315 -1.4628 -1.4136 -1.3749 -1.3387 -1.2983 -1.2585
 -1.2243 -1.1958 -1.1705 -1.1450 -1.1173 -1.0505 -1.0037 -0.9771 -0.9686 -0.9749
 -0.9930 -1.0198 -1.0520 -1.0878 -1.1269 -1.1696 -1.2163 -1.2677 -1.3233 -1.3779
 -1.8746 -1.7106 -1.5732 -1.4616 -1.3750 -1.3101 -1.2639 -1.2339 -1.2141 -1.1982
 -1.1819 -1.1641 -1.1454 -1.1265 -1.1061 -1.0491 -1.0057 -0.9813 -0.9738 -0.9807
 -0.9991 -1.0263 -1.0589 -1.0947 -1.1328 -1.1735 -1.2171 -1.2641 -1.3153 -1.3708
 -1.4262
 -1.8681 -1.6990 -1.5550 -1.4356 -1.3391 -1.2641 -1.2080 -1.1674 -1.1388 -1.1199
 -1.1103 -1.1072 -1.1048 -1.0984 -1.0868 -1.0438 -1.0045 -0.9822 -0.9758 -0.9832
 -1.0021 -1.0301 -1.0640 -1.1009 -1.1393 -1.1792 -1.2212 -1.2653 -1.3126 -1.3632
 -1.4186
 -1.8661 -1.6952 -1.5490 -1.4258 -1.3249 -1.2447 -1.1826 -1.1360 -1.1021 -1.0780
 -1.0611 -1.0505 -1.0459 -1.0458 -1.0462 -1.0312 -0.9993 -0.9796 -0.9746 -0.9826
 -1.0022 -1.0310 -1.0667 -1.1057 -1.1458 -1.1865 -1.2281 -1.2708 -1.3152 -1.3623
 -1.4130
 -1.8576 -1.6928 -1.5470 -1.4232 -1.3204 -1.2374 -1.1721 -1.1216 -1.0834 -1.0552
 -1.0346 -1.0198 -1.0090 -1.0021 -0.9990 -0.9995 -0.9892 -0.9736 -0.9701 -0.9785
 -0.9982 -1.0277 -1.0647 -1.1062 -1.1489 -1.1916 -1.2342 -1.2769 -1.3203 -1.3650
 -1.4119
 -1.8361 -1.6781 -1.5389 -1.4174 -1.3150 -1.2315 -1.1651 -1.1128 -1.0722 -1.0410
 -1.0172 -0.9995 -0.9861 -0.9760 -0.9683 -0.9616 -0.9639 -0.9627 -0.9621 -0.9714
 -0.9911 -1.0207 -1.0586 -1.1021 -1.1479 -1.1935 -1.2385 -1.2827 -1.3266 -1.3708
 -1.4157
 -1.8092 -1.6552 -1.5199 -1.4033 -1.3034 -1.2211 -1.1550 -1.1025 -1.0613 -1.0288
 -1.0032 -0.9833 -0.9680 -0.9563 -0.9541 -0.9175 -0.9234 -0.9469 -0.9506
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value =  i   
 -2.9064 -2.8213 -2.7382 -2.6460 -2.5112 -2.3328 -2.1182 -1.8739 -1.6278 -1.4601
 -1.3513 -1.2733 -1.2105 -1.1568 -1.1094 -1.0140 -0.9461 -0.9037 -0.8861
 -2.6578 -2.5616 -2.4763 -2.3915 -2.2952 -2.1727 -2.0030 -1.7796 -1.5801 -1.4356
 -1.3372 -1.2655 -1.2071 -1.1567 -1.1122 -1.0234 -0.9617 -0.9240 -0.9090 -0.9142
 -2.4611 -2.3497 -2.2569 -2.1743 -2.0918 -1.9972 -1.8723 -1.7030 -1.5408 -1.4147
 -1.3247 -1.2584 -1.2043 -1.1571 -1.1150 -1.0313 -0.9742 -0.9400 -0.9268 -0.9312
 -0.9502
 -2.3128 -2.1851 -2.0802 -1.9928 -1.9153 -1.8386 -1.7499 -1.6276 -1.4984 -1.3905
 -1.3094 -1.2488 -1.1995 -1.1560 -1.1166 -1.0374 -0.9840 -0.9525 -0.9407 -0.9449
 -0.9623 -0.9897
 -2.1828 -2.0539 -1.9423 -1.8479 -1.7678 -1.6974 -1.6296 -1.5465 -1.4486 -1.3594
 -1.2886 -1.2345 -1.1907 -1.1519 -1.1159 -1.0415 -0.9911 -0.9619 -0.9513 -0.9558
 -0.9723 -0.9983 -1.0309 -1.0683
 -2.0396 -1.9020 -1.7945 -1.7095 -1.6379 -1.5739 -1.5156 -1.4583 -1.3896 -1.3200
 -1.2607 -1.2140 -1.1763 -1.1432 -1.1118 -1.0431 -0.9957 -0.9685 -0.9590 -0.9639
 -0.9801 -1.0055 -1.0374 -1.0738 -1.1139 -1.1578 -1.2059 -1.2586 -1.3147 -1.3695
 -1.9796 -1.8184 -1.6854 -1.5797 -1.4975 -1.4347 -1.3876 -1.3504 -1.3123 -1.2684
 -1.2249 -1.1870 -1.1556 -1.1284 -1.1027 -1.0418 -0.9976 -0.9724 -0.9639 -0.9694
 -0.9859 -1.0111 -1.0431 -1.0793 -1.1184 -1.1604 -1.2055 -1.2538 -1.3063 -1.3623
 -1.4175
 -1.9605 -1.7882 -1.6415 -1.5197 -1.4216 -1.3446 -1.2851 -1.2402 -1.2066 -1.1802
 -1.1601 -1.1431 -1.1257 -1.1069 -1.0873 -1.0372 -0.9967 -0.9735 -0.9661 -0.9721
 -0.9889 -1.0146 -1.0472 -1.0841 -1.1236 -1.1648 -1.2080 -1.2537 -1.3022 -1.3542
 -1.4102
 -1.9576 -1.7797 -1.6257 -1.4954 -1.3878 -1.3014 -1.2336 -1.1817 -1.1423 -1.1120
 -1.0893 -1.0748 -1.0673 -1.0629 -1.0571 -1.0272 -0.9921 -0.9714 -0.9654 -0.9720
 -0.9896 -1.0160 -1.0496 -1.0881 -1.1288 -1.1707 -1.2137 -1.2579 -1.3038 -1.3523
 -1.4042
 -1.9652 -1.7844 -1.6258 -1.4902 -1.3768 -1.2843 -1.2107 -1.1532 -1.1093 -1.0762
 -1.0512 -1.0326 -1.0195 -1.0116 -1.0081 -1.0033 -0.9841 -0.9663 -0.9617 -0.9689
 -0.9868 -1.0138 -1.0484 -1.0884 -1.1311 -1.1746 -1.2185 -1.2626 -1.3075 -1.3540
 -1.4020
 -1.9684 -1.7891 -1.6307 -1.4917 -1.3749 -1.2784 -1.2008 -1.1395 -1.0919 -1.0555
 -1.0279 -1.0073 -0.9918 -0.9801 -0.9717 -0.9647 -0.9643 -0.9574 -0.9549 -0.9630
 -0.9811 -1.0085 -1.0437 -1.0851 -1.1299 -1.1759 -1.2218 -1.2672 -1.3125 -1.3581
 -1.4036
 -1.9672 -1.7892 -1.6313 -1.4936 -1.3747 -1.2758 -1.1955 -1.1316 -1.0814 -1.0425
 -1.0123 -0.9893 -0.9718 -0.9586 -0.9479 -0.9114 -0.9327 -0.9447 -0.9450
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value =  i   
 -3.1480 -3.0912 -3.0325 -2.9576 -2.8137 -2.6006 -2.3316 -2.0183 -1.6996 -1.4840
 -1.3526 -1.2662 -1.2018 -1.1487 -1.1027 -1.0100 -0.9436 -0.9007 -0.8820
 -2.8936 -2.8212 -2.7557 -2.6838 -2.5883 -2.4479 -2.2353 -1.9392 -1.6658 -1.4690
 -1.3436 -1.2607 -1.1993 -1.1487 -1.1048 -1.0177 -0.9567 -0.9185 -0.9018 -0.9045
 -2.6792 -2.5874 -2.5108 -2.4388 -2.3581 -2.2515 -2.0959 -1.8702 -1.6405 -1.4608
 -1.3388 -1.2572 -1.1975 -1.1490 -1.1070 -1.0241 -0.9672 -0.9325 -0.9180 -0.9208
 -0.9379
 -2.5087 -2.3953 -2.3031 -2.2249 -2.1507 -2.0677 -1.9584 -1.7959 -1.6104 -1.4503
 -1.3337 -1.2532 -1.1949 -1.1484 -1.1084 -1.0291 -0.9755 -0.9434 -0.9306 -0.9336
 -0.9494 -0.9757
 -2.3740 -2.2445 -2.1365 -2.0469 -1.9700 -1.8976 -1.8179 -1.7085 -1.5676 -1.4318
 -1.3242 -1.2464 -1.1900 -1.1457 -1.1079 -1.0325 -0.9817 -0.9517 -0.9401 -0.9436
 -0.9587 -0.9834 -1.0158 -1.0536
 -2.2097 -2.0948 -1.9934 -1.9019 -1.8206 -1.7484 -1.6812 -1.6074 -1.5088 -1.4011
 -1.3071 -1.2349 -1.1813 -1.1397 -1.1046 -1.0340 -0.9858 -0.9578 -0.9472 -0.9511
 -0.9660 -0.9898 -1.0210 -1.0578 -1.0988 -1.1440 -1.1936 -1.2480 -1.3055 -1.3611
 -2.0871 -1.9412 -1.8261 -1.7366 -1.6654 -1.6050 -1.5491 -1.4951 -1.4324 -1.3555
