 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
  1.2171  1.1735  1.0959  1.0327  0.9989  0.9674  0.9143  0.8543  0.8155  0.8075
  0.8172  0.8393  0.8663  0.8899  0.9108  0.9369  0.9230  0.8832  0.8387
  1.1512  1.1346  1.1003  1.0615  1.0196  0.9743  0.9285  0.8870  0.8541  0.8320
  0.8224  0.8260  0.8413  0.8615  0.8797  0.9025  0.8904  0.8524  0.8047  0.7514
  1.1056  1.1004  1.0886  1.0668  1.0305  0.9877  0.9485  0.9140  0.8824  0.8541
  0.8341  0.8246  0.8280  0.8416  0.8561  0.8748  0.8635  0.8270  0.7778  0.7245
  0.6703
  1.0803  1.0709  1.0608  1.0486  1.0316  1.0076  0.9743  0.9353  0.9004  0.8738
  0.8523  0.8351  0.8264  0.8302  0.8400  0.8538  0.8423  0.8070  0.7581  0.7049
  0.6508  0.5971
  1.0811  1.0631  1.0481  1.0353  1.0226  1.0076  0.9886  0.9651  0.9364  0.9053
  0.8787  0.8575  0.8393  0.8304  0.8326  0.8399  0.8273  0.7928  0.7434  0.6894
  0.6347  0.5804  0.5271  0.4750
  1.1063  1.0781  1.0549  1.0367  1.0221  1.0088  0.9947  0.9785  0.9597  0.9386
  0.9157  0.8930  0.8717  0.8520  0.8407  0.8338  0.8191  0.7849  0.7345  0.6783
  0.6218  0.5661  0.5117  0.4584  0.4068  0.3563  0.3063  0.2537  0.1968  0.1383
  1.1523  1.1139  1.0812  1.0551  1.0348  1.0186  1.0044  0.9904  0.9752  0.9588
  0.9416  0.9238  0.9060  0.8857  0.8679  0.8395  0.8177  0.7832  0.7322  0.6729
  0.6132  0.5550  0.4984  0.4435  0.3903  0.3388  0.2883  0.2383  0.1854  0.1273
  0.0668
  1.2126  1.1667  1.1255  1.0906  1.0627  1.0405  1.0226  1.0071  0.9921  0.9768
  0.9612  0.9455  0.9299  0.9137  0.8958  0.8587  0.8250  0.7873  0.7359  0.6743
  0.6104  0.5483  0.4886  0.4310  0.3756  0.3222  0.2704  0.2196  0.1688  0.1156
  0.0561
  1.2790  1.2294  1.1829  1.1410  1.1053  1.0759  1.0519  1.0320  1.0143  0.9976
  0.9812  0.9650  0.9492  0.9338  0.9172  0.8787  0.8390  0.7959  0.7437  0.6809
  0.6134  0.5466  0.4825  0.4213  0.3626  0.3065  0.2523  0.1999  0.1486  0.0970
  0.0425
  1.3446  1.2959  1.2478  1.2021  1.1606  1.1245  1.0935  1.0675  1.0449  1.0246
  1.0057  0.9874  0.9698  0.9528  0.9358  0.8957  0.8543  0.8079  0.7547  0.6923
  0.6233  0.5529  0.4841  0.4183  0.3556  0.2959  0.2385  0.1834  0.1301  0.0778
  0.0258
  1.4081  1.3611  1.3138  1.2679  1.2240  1.1830  1.1461  1.1137  1.0851  1.0597
  1.0365  1.0147  0.9940  0.9743  0.9552  0.9106  0.8679  0.8201  0.7659  0.7043
  0.6360  0.5641  0.4921  0.4218  0.3546  0.2905  0.2292  0.1706  0.1143  0.0597
  0.0061
  1.4694  1.4250  1.3767  1.3329  1.2891  1.2465  1.2061  1.1685  1.1343  1.1032
  1.0748  1.0484  1.0235  1.0000  0.9754  0.9234  0.8798  0.8325  0.7773
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F098M
  1.1858  1.1427  1.0906  1.0342  0.9774  0.9239  0.8773  0.8402  0.8148  0.8025
  0.8040  0.8180  0.8402  0.8639  0.8840  0.9164  0.9168  0.8853  0.8373
  1.2126  1.1823  1.1377  1.0840  1.0267  0.9702  0.9180  0.8734  0.8382  0.8144
  0.8033  0.8057  0.8196  0.8385  0.8562  0.8832  0.8822  0.8538  0.8078  0.7550
  1.1872  1.1781  1.1499  1.1098  1.0624  1.0107  0.9587  0.9107  0.8695  0.8370
  0.8150  0.8050  0.8082  0.8211  0.8354  0.8570  0.8543  0.8279  0.7836  0.7316
  0.6780
  1.1423  1.1452  1.1324  1.1060  1.0701  1.0283  0.9838  0.9397  0.8996  0.8644
  0.8362  0.8163  0.8075  0.8116  0.8216  0.8378  0.8331  0.8076  0.7647  0.7130
  0.6591  0.6052
  1.1112  1.1063  1.0982  1.0828  1.0604  1.0325  1.0003  0.9649  0.9271  0.8896
  0.8595  0.8357  0.8186  0.8115  0.8151  0.8253  0.8183  0.7926  0.7505  0.6986
  0.6439  0.5892  0.5354  0.4827
  1.1035  1.0912  1.0783  1.0654  1.0517  1.0354  1.0154  0.9914  0.9631  0.9300
  0.8957  0.8659  0.8410  0.8238  0.8172  0.8192  0.8095  0.7832  0.7412  0.6883
  0.6319  0.5757  0.5206  0.4668  0.4144  0.3630  0.3120  0.2586  0.2013  0.1429
  1.1184  1.0968  1.0768  1.0589  1.0434  1.0290  1.0142  0.9974  0.9782  0.9571
  0.9340  0.9082  0.8818  0.8564  0.8368  0.8195  0.8064  0.7792  0.7370  0.6828
  0.6240  0.5652  0.5080  0.4524  0.3985  0.3462  0.2948  0.2438  0.1901  0.1318
  0.0714
