 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F547M
 -4.1973 -3.8596 -3.6264 -3.3777 -3.1071 -2.8910 -2.7744 -2.7034 -2.6074 -2.4677
 -2.3075 -2.1332 -1.9583 -1.7957 -1.6413 -1.3003 -1.0231 -0.8146 -0.6519
 -3.8142 -3.4306 -3.1517 -2.9274 -2.7466 -2.6036 -2.4875 -2.3855 -2.2855 -2.1798
 -2.0631 -1.9313 -1.7856 -1.6379 -1.4993 -1.2037 -0.9697 -0.7915 -0.6573 -0.5600
 -3.5498 -3.1518 -2.8526 -2.6354 -2.4865 -2.3712 -2.2613 -2.1563 -2.0592 -1.9677
 -1.8726 -1.7684 -1.6488 -1.5185 -1.3935 -1.1312 -0.9293 -0.7754 -0.6619 -0.5765
 -0.5095
 -3.4041 -3.0232 -2.7291 -2.5017 -2.3268 -2.1938 -2.0958 -2.0158 -1.9285 -1.8314
 -1.7360 -1.6445 -1.5479 -1.4375 -1.3239 -1.0828 -0.9019 -0.7663 -0.6656 -0.5884
 -0.5266 -0.4751
 -3.2902 -2.9352 -2.6574 -2.4372 -2.2598 -2.1159 -1.9984 -1.9016 -1.8206 -1.7442
 -1.6572 -1.5632 -1.4733 -1.3795 -1.2784 -1.0525 -0.8839 -0.7606 -0.6705 -0.6009
 -0.5443 -0.4964 -0.4546 -0.4176
 -3.1687 -2.8467 -2.5920 -2.3868 -2.2170 -2.0734 -1.9506 -1.8446 -1.7516 -1.6676
 -1.5885 -1.5074 -1.4225 -1.3378 -1.2466 -1.0341 -0.8722 -0.7558 -0.6733 -0.6113
 -0.5606 -0.5171 -0.4787 -0.4442 -0.4127 -0.3844 -0.3600 -0.3438 -0.3386 -0.3418
 -3.0311 -2.7436 -2.5152 -2.3296 -2.1731 -2.0372 -1.9170 -1.8091 -1.7119 -1.6230
 -1.5395 -1.4589 -1.3790 -1.3022 -1.2219 -1.0230 -0.8650 -0.7510 -0.6725 -0.6169
 -0.5729 -0.5350 -0.5012 -0.4702 -0.4414 -0.4145 -0.3906 -0.3699 -0.3576 -0.3576
 -0.3669
 -2.8873 -2.6297 -2.4249 -2.2587 -2.1179 -1.9940 -1.8813 -1.7773 -1.6808 -1.5912
 -1.5068 -1.4260 -1.3476 -1.2714 -1.1978 -1.0146 -0.8611 -0.7470 -0.6689 -0.6165
 -0.5786 -0.5474 -0.5195 -0.4935 -0.4688 -0.4451 -0.4227 -0.4027 -0.3864 -0.3772
 -0.3823
 -2.7445 -2.5125 -2.3259 -2.1748 -2.0479 -1.9363 -1.8340 -1.7379 -1.6467 -1.5600
 -1.4774 -1.3983 -1.3218 -1.2474 -1.1760 -1.0034 -0.8567 -0.7435 -0.6636 -0.6113
 -0.5770 -0.5520 -0.5309 -0.5113 -0.4921 -0.4730 -0.4542 -0.4361 -0.4198 -0.4072
 -0.4020
 -2.6210 -2.4091 -2.2332 -2.0899 -1.9713 -1.8687 -1.7764 -1.6894 -1.6060 -1.5254
 -1.4474 -1.3720 -1.2989 -1.2280 -1.1591 -0.9945 -0.8528 -0.7415 -0.6602 -0.6055
 -0.5711 -0.5495 -0.5344 -0.5218 -0.5094 -0.4964 -0.4829 -0.4689 -0.4551 -0.4427
 -0.4309
 -2.5214 -2.3228 -2.1534 -2.0115 -1.8937 -1.7950 -1.7085 -1.6293 -1.5541 -1.4813
 -1.4100 -1.3404 -1.2724 -1.2059 -1.1410 -0.9856 -0.8483 -0.7385 -0.6570 -0.6003
 -0.5640 -0.5426 -0.5307 -0.5237 -0.5183 -0.5123 -0.5054 -0.4972 -0.4880 -0.4786
 -0.4702
