 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.6053 -4.5362 -4.7365 -4.6662 -4.4701 -4.2113 -3.9272 -3.7331 -3.5587 -3.3787
 -3.2101 -3.0541 -2.9104 -2.7768 -2.6515 -2.3823 -2.1193 -1.8727 -1.7255
 -4.5974 -4.3679 -4.1839 -4.0603 -3.9901 -3.8872 -3.7191 -3.5329 -3.3586 -3.1932
 -3.0363 -2.8900 -2.7547 -2.6298 -2.5134 -2.2536 -2.0322 -1.8529 -1.7164 -1.6121
 -4.3845 -4.1575 -3.9552 -3.7839 -3.6459 -3.5534 -3.4797 -3.3648 -3.2162 -3.0594
 -2.9123 -2.7748 -2.6476 -2.5303 -2.4222 -2.1860 -1.9902 -1.8314 -1.7087 -1.6139
 -1.5382
 -4.2155 -4.0068 -3.8092 -3.6314 -3.4758 -3.3411 -3.2306 -3.1485 -3.0639 -2.9506
 -2.8197 -2.6906 -2.5706 -2.4597 -2.3574 -2.1369 -1.9592 -1.8174 -1.7061 -1.6195
 -1.5496 -1.4912
 -4.0712 -3.8839 -3.7005 -3.5274 -3.3707 -3.2306 -3.1056 -2.9949 -2.9046 -2.8217
 -2.7308 -2.6246 -2.5144 -2.4093 -2.3121 -2.1027 -1.9368 -1.8070 -1.7059 -1.6269
 -1.5626 -1.5085 -1.4616 -1.4206
 -3.9468 -3.7754 -3.6096 -3.4469 -3.2944 -3.1552 -3.0296 -2.9160 -2.8134 -2.7210
 -2.6371 -2.5545 -2.4651 -2.3715 -2.2797 -2.0792 -1.9209 -1.7989 -1.7055 -1.6336
 -1.5753 -1.5259 -1.4830 -1.4446 -1.4081 -1.3751 -1.3474 -1.3267 -1.3142 -1.3106
 -3.8422 -3.6806 -3.5274 -3.3781 -3.2329 -3.0973 -2.9730 -2.8602 -2.7584 -2.6648
 -2.5775 -2.4950 -2.4155 -2.3356 -2.2542 -2.0632 -1.9096 -1.7915 -1.7034 -1.6373
 -1.5851 -1.5413 -1.5030 -1.4686 -1.4370 -1.4066 -1.3791 -1.3566 -1.3407 -1.3332
 -1.3362
 -3.7576 -3.6009 -3.4540 -3.3143 -3.1791 -3.0488 -2.9271 -2.8156 -2.7149 -2.6231
 -2.5379 -2.4570 -2.3788 -2.3033 -2.2291 -2.0525 -1.9023 -1.7860 -1.6997 -1.6371
 -1.5901 -1.5522 -1.5195 -1.4900 -1.4628 -1.4370 -1.4113 -1.3882 -1.3704 -1.3603
 -1.3592
 -3.6928 -3.5372 -3.3921 -3.2528 -3.1266 -3.0039 -2.8863 -2.7764 -2.6763 -2.5854
 -2.5022 -2.4244 -2.3498 -2.2772 -2.2062 -2.0401 -1.8962 -1.7813 -1.6948 -1.6331
 -1.5892 -1.5564 -1.5297 -1.5063 -1.4845 -1.4635 -1.4435 -1.4245 -1.4085 -1.3957
 -1.3859
 -3.6479 -3.4907 -3.3444 -3.2081 -3.0809 -2.9621 -2.8504 -2.7436 -2.6441 -2.5532
 -2.4708 -2.3950 -2.3238 -2.2547 -2.1874 -2.0298 -1.8915 -1.7786 -1.6919 -1.6291
 -1.5854 -1.5553 -1.5335 -1.5161 -1.5005 -1.4855 -1.4708 -1.4563 -1.4423 -1.4298
 -1.4184
 -3.6187 -3.4573 -3.3082 -3.1702 -3.0425 -2.9241 -2.8143 -2.7119 -2.6147 -2.5241
 -2.4414 -2.3662 -2.2969 -2.2317 -2.1689 -2.0193 -1.8860 -1.7755 -1.6893 -1.6253
 -1.5806 -1.5506 -1.5313 -1.5186 -1.5090 -1.5004 -1.4919 -1.4831 -1.4740 -1.4651
 -1.4573
 -3.5884 -3.4171 -3.2641 -3.1264 -3.0011 -2.8858 -2.7786 -2.6779 -2.5836 -2.4956
 -2.4138 -2.3384 -2.2697 -2.2064 -2.1467 -2.0069 -1.8794 -1.7715 -1.6861
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.9762 -4.8821 -4.7440 -4.4941 -4.2138 -3.9488 -3.7246 -3.5354 -3.3629 -3.2002
 -3.0464 -2.9034 -2.7716 -2.6502 -2.5378 -2.2948 -2.0756 -1.8766 -1.7285
 -4.6442 -4.4294 -4.3073 -4.2305 -4.0545 -3.8178 -3.5908 -3.3976 -3.2280 -3.0698
 -2.9212 -2.7833 -2.6571 -2.5421 -2.4368 -2.2074 -2.0127 -1.8471 -1.7130 -1.6079
