 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -1.2567 -0.5409 -0.1471 -0.0907 -0.4528 -0.9996 -1.7121 -1.5897 -1.4724 -1.3491
 -1.2213 -1.1387 -0.9942 -0.8532 -0.7204 -0.4649 -0.2707 -0.1389 -0.0513
 -2.4160 -2.0797 -1.8381 -1.6817 -1.5828 -1.4952 -1.4047 -1.3154 -1.2296 -1.1450
 -1.0519 -0.9456 -0.8311 -0.7192 -0.6158 -0.3993 -0.2397 -0.1308 -0.0588 -0.0106
 -2.2330 -1.9197 -1.6762 -1.4910 -1.3570 -1.2692 -1.2135 -1.1568 -1.0845 -1.0016
 -0.9199 -0.8360 -0.7418 -0.6444 -0.5531 -0.3637 -0.2264 -0.1324 -0.0693 -0.0259
  0.0046
 -2.0940 -1.8158 -1.5904 -1.4068 -1.2597 -1.1465 -1.0624 -1.0019 -0.9530 -0.8950
 -0.8226 -0.7491 -0.6723 -0.5899 -0.5091 -0.3391 -0.2173 -0.1356 -0.0804 -0.0413
 -0.0129  0.0078
 -1.9584 -1.7196 -1.5206 -1.3508 -1.2053 -1.0837 -0.9862 -0.9090 -0.8461 -0.7919
 -0.7375 -0.6764 -0.6134 -0.5447 -0.4751 -0.3215 -0.2099 -0.1373 -0.0898 -0.0556
 -0.0301 -0.0109  0.0036  0.0155
 -1.8171 -1.6152 -1.4451 -1.2957 -1.1615 -1.0417 -0.9385 -0.8533 -0.7831 -0.7222
 -0.6662 -0.6116 -0.5585 -0.5022 -0.4432 -0.3068 -0.2025 -0.1352 -0.0946 -0.0667
 -0.0453 -0.0288 -0.0161 -0.0065  0.0008  0.0045  0.0033 -0.0040 -0.0183 -0.0399
 -1.6763 -1.5027 -1.3589 -1.2312 -1.1133 -1.0030 -0.9017 -0.8127 -0.7378 -0.6744
 -0.6176 -0.5638 -0.5124 -0.4627 -0.4118 -0.2914 -0.1943 -0.1295 -0.0931 -0.0717
 -0.0562 -0.0440 -0.0344 -0.0271 -0.0214 -0.0158 -0.0129 -0.0158 -0.0270 -0.0472
 -0.0732
 -1.5384 -1.3885 -1.2647 -1.1557 -1.0548 -0.9580 -0.8646 -0.7776 -0.7006 -0.6345
 -0.5777 -0.5261 -0.4771 -0.4302 -0.3837 -0.2748 -0.1853 -0.1216 -0.0861 -0.0691
 -0.0601 -0.0539 -0.0491 -0.0455 -0.0426 -0.0405 -0.0379 -0.0375 -0.0428 -0.0564
 -0.0800
 -1.4059 -1.2781 -1.1673 -1.0719 -0.9851 -0.9014 -0.8193 -0.7393 -0.6644 -0.5973
 -0.5395 -0.4892 -0.4435 -0.4003 -0.3578 -0.2572 -0.1740 -0.1129 -0.0763 -0.0604
 -0.0561 -0.0564 -0.0579 -0.0595 -0.0610 -0.0623 -0.0637 -0.0671 -0.0728 -0.0805
 -0.0901
 -1.2789 -1.1715 -1.0757 -0.9879 -0.9100 -0.8375 -0.7665 -0.6959 -0.6271 -0.5624
 -0.5040 -0.4536 -0.4099 -0.3702 -0.3325 -0.2412 -0.1631 -0.1044 -0.0671 -0.0495
 -0.0462 -0.0508 -0.0585 -0.0666 -0.0739 -0.0801 -0.0855 -0.0904 -0.1003 -0.1060
 -0.1089
 -1.1574 -1.0687 -0.9899 -0.9097 -0.8352 -0.7686 -0.7061 -0.6448 -0.5841 -0.5249
 -0.4691 -0.4188 -0.3753 -0.3378 -0.3040 -0.2244 -0.1515 -0.0953 -0.0582 -0.0391
 -0.0345 -0.0401 -0.0516 -0.0655 -0.0792 -0.0915 -0.1024 -0.1118 -0.1203 -0.1285
 -0.1377
 -1.0413 -0.9697 -0.9099 -0.8385 -0.7660 -0.7015 -0.6431 -0.5882 -0.5349 -0.4827
 -0.4320 -0.3845 -0.3415 -0.3045 -0.2723 -0.2068 -0.1392 -0.0856 -0.0496
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  r   
 -3.2519 -2.5743 -2.0670 -1.7352 -1.6052 -1.5930 -1.6862 -1.5388 -1.4023 -1.2705
 -1.1392 -1.0246 -0.8926 -0.7691 -0.6557 -0.4261 -0.2517 -0.1276 -0.0438
 -3.0085 -2.5763 -2.2630 -2.0013 -1.7788 -1.5959 -1.4467 -1.3219 -1.2116 -1.1077
 -1.0037 -0.8952 -0.7838 -0.6774 -0.5798 -0.3778 -0.2278 -0.1218 -0.0504 -0.0012
 -2.6987 -2.2481 -1.9132 -1.6745 -1.5177 -1.4014 -1.2888 -1.1791 -1.0787 -0.9877
 -0.9015 -0.8138 -0.7191 -0.6234 -0.5342 -0.3502 -0.2164 -0.1228 -0.0598 -0.0165
  0.0140
 -2.5380 -2.1077 -1.7779 -1.5284 -1.3431 -1.2096 -1.1220 -1.0601 -0.9916 -0.9100
 -0.8274 -0.7497 -0.6710 -0.5870 -0.5062 -0.3343 -0.2106 -0.1258 -0.0696 -0.0307
 -0.0026  0.0180
 -2.4290 -2.0298 -1.7183 -1.4752 -1.2849 -1.1375 -1.0251 -0.9411 -0.8818 -0.8323
 -0.7715 -0.7018 -0.6308 -0.5579 -0.4843 -0.3243 -0.2073 -0.1282 -0.0777 -0.0436
 -0.0186  0.0003  0.0142  0.0240
 -2.3271 -1.9649 -1.6781 -1.4497 -1.2643 -1.1126 -0.9898 -0.8918 -0.8137 -0.7508
 -0.6988 -0.6471 -0.5907 -0.5289 -0.4639 -0.3159 -0.2040 -0.1282 -0.0820 -0.0533
 -0.0326 -0.0166 -0.0046  0.0043  0.0104  0.0135  0.0125  0.0054 -0.0119 -0.0344
 -2.2193 -1.8940 -1.6348 -1.4249 -1.2505 -1.1025 -0.9761 -0.8698 -0.7821 -0.7093
 -0.6469 -0.5916 -0.5416 -0.4916 -0.4375 -0.3051 -0.1988 -0.1249 -0.0811 -0.0574
 -0.0423 -0.0309 -0.0221 -0.0154 -0.0106 -0.0076 -0.0073 -0.0105 -0.0201 -0.0408
 -0.0671
 -2.1064 -1.8155 -1.5828 -1.3920 -1.2310 -1.0913 -0.9678 -0.8586 -0.7643 -0.6847
