 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.4461 -0.4454 -0.4345 -0.4165 -0.3966 -0.3599 -0.3472 -0.3571 -0.3877 -0.4318
 -0.4803 -0.5294 -0.5785 -0.6275 -0.6756 -0.7239 -0.7736 -0.8256 -0.8804 -0.9370
 -0.4991 -0.5155 -0.5170 -0.5038 -0.4812 -0.4562 -0.4329 -0.4124 -0.3953 -0.3832
 -0.3785 -0.3815 -0.3863 -0.3875 -0.3833 -0.3598 -0.3494 -0.3598 -0.3901 -0.4354
 -0.4867 -0.5384 -0.5896 -0.6404 -0.6908 -0.7402 -0.7897 -0.8407 -0.8943 -0.9511
 -1.0109
 -0.3903 -0.4202 -0.4386 -0.4427 -0.4348 -0.4189 -0.4006 -0.3831 -0.3676 -0.3540
 -0.3434 -0.3370 -0.3361 -0.3395 -0.3439 -0.3486 -0.3466 -0.3580 -0.3879 -0.4337
 -0.4880 -0.5433 -0.5975 -0.6506 -0.7029 -0.7535 -0.8037 -0.8547 -0.9079 -0.9642
 -1.0241
 -0.2766 -0.3167 -0.3477 -0.3671 -0.3748 -0.3726 -0.3637 -0.3518 -0.3400 -0.3291
 -0.3195 -0.3118 -0.3066 -0.3049 -0.3069 -0.3208 -0.3355 -0.3521 -0.3822 -0.4278
 -0.4842 -0.5435 -0.6017 -0.6581 -0.7131 -0.7669 -0.8202 -0.8738 -0.9278 -0.9820
 -1.0364
 -0.1610 -0.2093 -0.2496 -0.2795 -0.3009 -0.3127 -0.3165 -0.3142 -0.3087 -0.3023
 -0.2961 -0.2908 -0.2864 -0.2836 -0.2831 -0.2941 -0.3155 -0.3408 -0.3729 -0.4176
 -0.4742 -0.5363 -0.5986 -0.6591 -0.7176 -0.7743 -0.8299 -0.8845 -0.9386 -0.9928
 -1.0481
 -0.0472 -0.0990 -0.1457 -0.1840 -0.2162 -0.2392 -0.2552 -0.2648 -0.2691 -0.2696
 -0.2685 -0.2672 -0.2660 -0.2653 -0.2655 -0.2742 -0.2956 -0.3255 -0.3614 -0.4059
 -0.4614 -0.5244 -0.5896 -0.6541 -0.7165 -0.7768 -0.8354 -0.8925 -0.9484 -1.0038
 -1.0591
  0.0658  0.0144 -0.0360 -0.0815 -0.1214 -0.1548 -0.1813 -0.2015 -0.2166 -0.2268
 -0.2333 -0.2378 -0.2412 -0.2443 -0.2474 -0.2586 -0.2793 -0.3100 -0.3486
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.2281 -1.1971 -1.0875 -0.9679 -0.8509 -0.7540 -0.6883 -0.6348 -0.5845 -0.5369
 -0.4940 -0.4548 -0.4191 -0.3865 -0.3569 -0.2996 -0.2685 -0.2659 -0.2913
 -1.0201 -1.0402 -1.0445 -0.9621 -0.8608 -0.7656 -0.6912 -0.6356 -0.5859 -0.5407
 -0.5004 -0.4640 -0.4309 -0.4009 -0.3739 -0.3224 -0.2955 -0.2946 -0.3189 -0.3579
 -0.9303 -0.8750 -0.8647 -0.8899 -0.8503 -0.7718 -0.6954 -0.6350 -0.5861 -0.5427
 -0.5045 -0.4704 -0.4395 -0.4117 -0.3869 -0.3398 -0.3163 -0.3167 -0.3399 -0.3785
 -0.4229
 -0.8708 -0.8100 -0.7535 -0.7227 -0.7336 -0.7393 -0.6936 -0.6347 -0.5843 -0.5421
 -0.5058 -0.4736 -0.4448 -0.4189 -0.3958 -0.3525 -0.3316 -0.3333 -0.3559 -0.3941
 -0.4391 -0.4859
 -0.8072 -0.7628 -0.7068 -0.6535 -0.6161 -0.6032 -0.6156 -0.6126 -0.5785 -0.5385
 -0.5037 -0.4735 -0.4465 -0.4224 -0.4010 -0.3610 -0.3424 -0.3451 -0.3676 -0.4055
 -0.4515 -0.4995 -0.5478 -0.5955
 -0.7312 -0.7086 -0.6674 -0.6177 -0.5710 -0.5341 -0.5115 -0.5069 -0.5163 -0.5145
 -0.4938 -0.4688 -0.4446 -0.4224 -0.4026 -0.3657 -0.3491 -0.3529 -0.3754 -0.4133
 -0.4603 -0.5102 -0.5602 -0.6102 -0.6595 -0.7091 -0.7604 -0.8144 -0.8709 -0.9272
 -0.6416 -0.6400 -0.6193 -0.5838 -0.5421 -0.5028 -0.4703 -0.4460 -0.4321 -0.4314
 -0.4381 -0.4394 -0.4315 -0.4169 -0.4003 -0.3669 -0.3522 -0.3570 -0.3797 -0.4175
 -0.4656 -0.5175 -0.5698 -0.6217 -0.6734 -0.7242 -0.7754 -0.8281 -0.8836 -0.9420
 -1.0013
 -0.5407 -0.5559 -0.5554 -0.5389 -0.5106 -0.4771 -0.4450 -0.4175 -0.3959 -0.3806
 -0.3732 -0.3742 -0.3799 -0.3843 -0.3836 -0.3645 -0.3519 -0.3576 -0.3803 -0.4180
 -0.4669 -0.5212 -0.5761 -0.6305 -0.6841 -0.7374 -0.7898 -0.8424 -0.8967 -0.9539
 -1.0146
 -0.4320 -0.4595 -0.4753 -0.4773 -0.4661 -0.4453 -0.4200 -0.3949 -0.3731 -0.3553
 -0.3417 -0.3332 -0.3305 -0.3334 -0.3392 -0.3497 -0.3478 -0.3550 -0.3780 -0.4153
 -0.4645 -0.5209 -0.5791 -0.6367 -0.6930 -0.7485 -0.8036 -0.8590 -0.9146 -0.9705
 -1.0266
 -0.3195 -0.3559 -0.3827 -0.4000 -0.4056 -0.4006 -0.3874 -0.3698 -0.3518 -0.3354
 -0.3218 -0.3114 -0.3043 -0.3011 -0.3020 -0.3171 -0.3343 -0.3485 -0.3721 -0.4086
 -0.4571 -0.5145 -0.5757 -0.6368 -0.6965 -0.7547 -0.8121 -0.8684 -0.9244 -0.9804
 -1.0373
 -0.2068 -0.2461 -0.2815 -0.3098 -0.3292 -0.3391 -0.3404 -0.3346 -0.3246 -0.3131
 -0.3023 -0.2933 -0.2864 -0.2819 -0.2799 -0.2881 -0.3101 -0.3354 -0.3632 -0.3996
 -0.4469 -0.5040 -0.5670 -0.6314 -0.6947 -0.7563 -0.8165 -0.8753 -0.9330 -0.9902
 -1.0472
 -0.0948 -0.1354 -0.1754 -0.2110 -0.2402 -0.2623 -0.2770 -0.2844 -0.2859 -0.2829
 -0.2778 -0.2726 -0.2683 -0.2652 -0.2637 -0.2685 -0.2876 -0.3167 -0.3504
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  z   
 -1.2767 -1.1892 -1.0572 -0.9348 -0.8208 -0.7262 -0.6621 -0.6135 -0.5698 -0.5250
 -0.4853 -0.4495 -0.4170 -0.3875 -0.3607 -0.3069 -0.2755 -0.2682 -0.2861
 -1.0881 -1.1219 -1.0546 -0.9408 -0.8339 -0.7380 -0.6679 -0.6159 -0.5714 -0.5286
 -0.4911 -0.4577 -0.4275 -0.4002 -0.3755 -0.3270 -0.2998 -0.2951 -0.3137 -0.3496
 -0.9611 -0.9244 -0.9534 -0.9285 -0.8397 -0.7507 -0.6737 -0.6170 -0.5718 -0.5305
 -0.4948 -0.4632 -0.4349 -0.4095 -0.3866 -0.3421 -0.3181 -0.3156 -0.3342 -0.3696
 -0.4132
 -0.9066 -0.8364 -0.7868 -0.7888 -0.8025 -0.7508 -0.6803 -0.6180 -0.5707 -0.5304
 -0.4959 -0.4659 -0.4393 -0.4155 -0.3943 -0.3531 -0.3317 -0.3309 -0.3497 -0.3846
 -0.4287 -0.4755
 -0.8533 -0.7947 -0.7286 -0.6763 -0.6537 -0.6656 -0.6619 -0.6179 -0.5688 -0.5283
 -0.4945 -0.4659 -0.4407 -0.4185 -0.3987 -0.3607 -0.3413 -0.3418 -0.3610 -0.3957
 -0.4403 -0.4884 -0.5371 -0.5854
 -0.7877 -0.7507 -0.6963 -0.6373 -0.5880 -0.5559 -0.5468 -0.5561 -0.5513 -0.5224
 -0.4902 -0.4630 -0.4393 -0.4185 -0.4001 -0.3650 -0.3475 -0.3492 -0.3689 -0.4034
 -0.4485 -0.4981 -0.5485 -0.5990 -0.6495 -0.7006 -0.7529 -0.8069 -0.8630 -0.9206
 -0.7068 -0.6921 -0.6581 -0.6106 -0.5602 -0.5167 -0.4839 -0.4645 -0.4610 -0.4678
 -0.4670 -0.4525 -0.4338 -0.4154 -0.3986 -0.3665 -0.3509 -0.3535 -0.3734 -0.4079
 -0.4534 -0.5046 -0.5571 -0.6096 -0.6619 -0.7143 -0.7669 -0.8206 -0.8763 -0.9354
 -0.9944
 -0.6124 -0.6167 -0.6039 -0.5753 -0.5361 -0.4945 -0.4573 -0.4279 -0.4073 -0.3959
 -0.3951 -0.4003 -0.4034 -0.4004 -0.3917 -0.3650 -0.3514 -0.3549 -0.3750 -0.4093
 -0.4548 -0.5074 -0.5624 -0.6173 -0.6718 -0.7260 -0.7795 -0.8334 -0.8889 -0.9469
 -1.0080
 -0.5089 -0.5267 -0.5320 -0.5228 -0.5007 -0.4702 -0.4372 -0.4069 -0.3822 -0.3634
 -0.3510 -0.3453 -0.3463 -0.3518 -0.3574 -0.3580 -0.3487 -0.3534 -0.3738 -0.4078
 -0.4533 -0.5072 -0.5647 -0.6227 -0.6798 -0.7363 -0.7924 -0.8482 -0.9041 -0.9613
 -1.0198
 -0.4005 -0.4269 -0.4456 -0.4533 -0.4489 -0.4341 -0.4122 -0.3875 -0.3641 -0.3443
 -0.3289 -0.3180 -0.3117 -0.3103 -0.3134 -0.3301 -0.3409 -0.3487 -0.3693 -0.4026
 -0.4474 -0.5016 -0.5612 -0.6223 -0.6826 -0.7418 -0.8001 -0.8576 -0.9146 -0.9719
 -1.0299
 -0.2909 -0.3216 -0.3490 -0.3690 -0.3797 -0.3808 -0.3734 -0.3597 -0.3430 -0.3262
 -0.3116 -0.3002 -0.2920 -0.2872 -0.2858 -0.2966 -0.3182 -0.3390 -0.3619 -0.3950
 -0.4388 -0.4924 -0.5531 -0.6168 -0.6804 -0.7428 -0.8038 -0.8636 -0.9225 -0.9808
 -1.0388
 -0.1829 -0.2141 -0.2461 -0.2745 -0.2965 -0.3109 -0.3176 -0.3172 -0.3114 -0.3022
 -0.2919 -0.2827 -0.2755 -0.2707 -0.2682 -0.2730 -0.2927 -0.3205 -0.3508
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  z   
 -1.2877 -1.1562 -1.0187 -0.9000 -0.7963 -0.7055 -0.6418 -0.5930 -0.5528 -0.5111
 -0.4742 -0.4410 -0.4113 -0.3846 -0.3605 -0.3111 -0.2806 -0.2715 -0.2817
 -1.1747 -1.1511 -1.0342 -0.9104 -0.8059 -0.7155 -0.6479 -0.5973 -0.5543 -0.5144
 -0.4794 -0.4483 -0.4206 -0.3959 -0.3734 -0.3286 -0.3021 -0.2953 -0.3089 -0.3406
 -0.9916 -1.0051 -1.0116 -0.9204 -0.8152 -0.7257 -0.6530 -0.5988 -0.5552 -0.5160
 -0.4824 -0.4530 -0.4270 -0.4039 -0.3831 -0.3417 -0.3181 -0.3138 -0.3285 -0.3600
 -0.4021
 -0.9305 -0.8600 -0.8426 -0.8678 -0.8177 -0.7339 -0.6592 -0.5997 -0.5544 -0.5160
 -0.4834 -0.4553 -0.4307 -0.4090 -0.3896 -0.3514 -0.3299 -0.3275 -0.3432 -0.3746
 -0.4169 -0.4636
 -0.8881 -0.8157 -0.7463 -0.7086 -0.7181 -0.7172 -0.6627 -0.6023 -0.5530 -0.5148
 -0.4823 -0.4552 -0.4319 -0.4115 -0.3934 -0.3581 -0.3386 -0.3374 -0.3540 -0.3855
 -0.4279 -0.4757 -0.5246 -0.5735
 -0.8348 -0.7819 -0.7149 -0.6508 -0.6063 -0.5911 -0.6006 -0.5910 -0.5519 -0.5119
 -0.4794 -0.4529 -0.4306 -0.4114 -0.3946 -0.3621 -0.3445 -0.3444 -0.3616 -0.3932
 -0.4357 -0.4844 -0.5351 -0.5860 -0.6367 -0.6883 -0.7417 -0.7978 -0.8560 -0.9129
 -0.7653 -0.7353 -0.6866 -0.6277 -0.5713 -0.5278 -0.5015 -0.4947 -0.5010 -0.4961
 -0.4730 -0.4479 -0.4269 -0.4089 -0.3932 -0.3636 -0.3479 -0.3488 -0.3663 -0.3979
 -0.4404 -0.4901 -0.5426 -0.5956 -0.6486 -0.7018 -0.7553 -0.8102 -0.8676 -0.9274
 -0.9867
 -0.6801 -0.6708 -0.6440 -0.6022 -0.5528 -0.5047 -0.4655 -0.4378 -0.4222 -0.4190
 -0.4238 -0.4241 -0.4153 -0.4024 -0.3891 -0.3626 -0.3489 -0.3506 -0.3682 -0.3996
 -0.4421 -0.4925 -0.5469 -0.6022 -0.6574 -0.7125 -0.7679 -0.8233 -0.8798 -0.9384
 -1.0000
 -0.5836 -0.5904 -0.5822 -0.5603 -0.5266 -0.4868 -0.4474 -0.4139 -0.3887 -0.3717
 -0.3628 -0.3621 -0.3662 -0.3705 -0.3714 -0.3583 -0.3471 -0.3499 -0.3678 -0.3990
 -0.4414 -0.4924 -0.5486 -0.6066 -0.6644 -0.7218 -0.7790 -0.8360 -0.8933 -0.9514
 -1.0115
 -0.4809 -0.4965 -0.5042 -0.5004 -0.4848 -0.4597 -0.4294 -0.3984 -0.3712 -0.3497
 -0.3342 -0.3246 -0.3205 -0.3218 -0.3270 -0.3410 -0.3422 -0.3465 -0.3644 -0.3951
 -0.4369 -0.4878 -0.5453 -0.6057 -0.6664 -0.7264 -0.7857 -0.8444 -0.9028 -0.9614
 -1.0208
 -0.3770 -0.3968 -0.4138 -0.4239 -0.4244 -0.4156 -0.3991 -0.3776 -0.3549 -0.3340
 -0.3170 -0.3045 -0.2962 -0.2921 -0.2921 -0.3062 -0.3256 -0.3397 -0.3585 -0.3888
 -0.4298 -0.4802 -0.5380 -0.6004 -0.6638 -0.7267 -0.7886 -0.8495 -0.9096 -0.9693
 -1.0284
 -0.2749 -0.2942 -0.3163 -0.3352 -0.3483 -0.3538 -0.3517 -0.3432 -0.3303 -0.3153
 -0.3008 -0.2886 -0.2797 -0.2740 -0.2714 -0.2779 -0.2987 -0.3240 -0.3495
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.2555 -1.1087 -0.9743 -0.8632 -0.7669 -0.6831 -0.6228 -0.5727 -0.5328 -0.4955
 -0.4610 -0.4298 -0.4024 -0.3781 -0.3564 -0.3118 -0.2832 -0.2723 -0.2792
 -1.1537 -1.1365 -0.9994 -0.8762 -0.7748 -0.6905 -0.6273 -0.5773 -0.5358 -0.4984
 -0.4654 -0.4363 -0.4107 -0.3880 -0.3678 -0.3271 -0.3020 -0.2942 -0.3043 -0.3313
 -1.0443 -1.0839 -1.0136 -0.8943 -0.7867 -0.6979 -0.6309 -0.5788 -0.5371 -0.4996
 -0.4680 -0.4404 -0.4162 -0.3951 -0.3762 -0.3385 -0.3159 -0.3106 -0.3226 -0.3502
 -0.3897
 -0.9458 -0.8966 -0.9265 -0.8958 -0.8002 -0.7093 -0.6357 -0.5800 -0.5366 -0.4996
 -0.4687 -0.4423 -0.4194 -0.3995 -0.3820 -0.3471 -0.3263 -0.3227 -0.3361 -0.3643
 -0.4040 -0.4500
 -0.9102 -0.8286 -0.7692 -0.7699 -0.7791 -0.7171 -0.6433 -0.5819 -0.5357 -0.4990
 -0.4677 -0.4423 -0.4204 -0.4017 -0.3853 -0.3532 -0.3342 -0.3317 -0.3461 -0.3748
 -0.4145 -0.4612 -0.5103 -0.5596
 -0.8705 -0.8015 -0.7255 -0.6646 -0.6391 -0.6495 -0.6369 -0.5857 -0.5357 -0.4968
 -0.4656 -0.4402 -0.4193 -0.4016 -0.3863 -0.3570 -0.3399 -0.3383 -0.3533 -0.3822
 -0.4220 -0.4693 -0.5198 -0.5712 -0.6228 -0.6753 -0.7298 -0.7870 -0.8462 -0.9038
 -0.8136 -0.7676 -0.7047 -0.6371 -0.5798 -0.5439 -0.5334 -0.5389 -0.5274 -0.4942
 -0.4622 -0.4365 -0.4161 -0.3993 -0.3851 -0.3584 -0.3434 -0.3427 -0.3579 -0.3869
 -0.4267 -0.4743 -0.5263 -0.5796 -0.6333 -0.6873 -0.7421 -0.7984 -0.8571 -0.9179
 -0.9776
 -0.7411 -0.7161 -0.6740 -0.6196 -0.5617 -0.5106 -0.4737 -0.4525 -0.4470 -0.4503
 -0.4464 -0.4294 -0.4105 -0.3948 -0.3816 -0.3576 -0.3446 -0.3450 -0.3602 -0.3891
 -0.4288 -0.4767 -0.5299 -0.5853 -0.6410 -0.6969 -0.7533 -0.8102 -0.8682 -0.9282
 -0.9907
 -0.6540 -0.6458 -0.6242 -0.5888 -0.5438 -0.4959 -0.4526 -0.4188 -0.3959 -0.3834
 -0.3805 -0.3839 -0.3851 -0.3810 -0.3735 -0.3539 -0.3433 -0.3448 -0.3604 -0.3891
 -0.4288 -0.4771 -0.5314 -0.5889 -0.6470 -0.7051 -0.7633 -0.8214 -0.8801 -0.9400
 -1.0015
 -0.5596 -0.5619 -0.5566 -0.5401 -0.5124 -0.4773 -0.4393 -0.4038 -0.3749 -0.3537
 -0.3400 -0.3332 -0.3328 -0.3363 -0.3411 -0.3453 -0.3396 -0.3423 -0.3580 -0.3862
 -0.4254 -0.4736 -0.5285 -0.5877 -0.6482 -0.7087 -0.7689 -0.8288 -0.8886 -0.9495
 -1.0098
 -0.4629 -0.4694 -0.4747 -0.4731 -0.4624 -0.4430 -0.4173 -0.3888 -0.3613 -0.3378
 -0.3199 -0.3077 -0.3006 -0.2982 -0.3000 -0.3159 -0.3298 -0.3372 -0.3533 -0.3811
 -0.4196 -0.4673 -0.5224 -0.5826 -0.6453 -0.7083 -0.7709 -0.8328 -0.8942 -0.9554
 -1.0159
 -0.3688 -0.3742 -0.3841 -0.3922 -0.3949 -0.3904 -0.3790 -0.3623 -0.3429 -0.3230
 -0.3054 -0.2916 -0.2820 -0.2763 -0.2743 -0.2834 -0.3045 -0.3261 -0.3461
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.2038 -1.0581 -0.9326 -0.8299 -0.7354 -0.6560 -0.6010 -0.5551 -0.5140 -0.4783
 -0.4460 -0.4166 -0.3908 -0.3681 -0.3484 -0.3086 -0.2843 -0.2743 -0.2765
 -1.1939 -1.1004 -0.9604 -0.8424 -0.7460 -0.6640 -0.6060 -0.5579 -0.5165 -0.4810
 -0.4498 -0.4222 -0.3981 -0.3772 -0.3587 -0.3221 -0.2991 -0.2913 -0.2992 -0.3219
 -1.1263 -1.1093 -0.9892 -0.8624 -0.7577 -0.6724 -0.6077 -0.5586 -0.5182 -0.4819
 -0.4519 -0.4258 -0.4031 -0.3834 -0.3662 -0.3322 -0.3113 -0.3056 -0.3157 -0.3401
 -0.3765
 -1.0139 -0.9692 -0.9784 -0.8821 -0.7735 -0.6835 -0.6124 -0.5592 -0.5178 -0.4818
 -0.4524 -0.4275 -0.4060 -0.3875 -0.3714 -0.3400 -0.3207 -0.3163 -0.3280 -0.3535
 -0.3902 -0.4347
 -0.9222 -0.8410 -0.8173 -0.8429 -0.7842 -0.6958 -0.6201 -0.5612 -0.5169 -0.4817
 -0.4516 -0.4274 -0.4069 -0.3895 -0.3745 -0.3457 -0.3280 -0.3245 -0.3370 -0.3632
 -0.4004 -0.4453 -0.4943 -0.5438
 -0.8941 -0.8117 -0.7337 -0.6903 -0.6999 -0.6908 -0.6281 -0.5658 -0.5167 -0.4799
 -0.4498 -0.4257 -0.4060 -0.3895 -0.3756 -0.3494 -0.3335 -0.3308 -0.3437 -0.3703
 -0.4076 -0.4529 -0.5029 -0.5547 -0.6070 -0.6601 -0.7156 -0.7744 -0.8345 -0.8932
 -0.8531 -0.7889 -0.7137 -0.6423 -0.5923 -0.5760 -0.5826 -0.5636 -0.5188 -0.4781
 -0.4474 -0.4225 -0.4032 -0.3875 -0.3745 -0.3508 -0.3372 -0.3354 -0.3483 -0.3749
 -0.4123 -0.4578 -0.5088 -0.5622 -0.6163 -0.6711 -0.7270 -0.7847 -0.8447 -0.9066
 -0.9670
 -0.7927 -0.7513 -0.6936 -0.6281 -0.5653 -0.5165 -0.4878 -0.4798 -0.4815 -0.4702
 -0.4434 -0.4185 -0.3986 -0.3836 -0.3713 -0.3500 -0.3386 -0.3380 -0.3510 -0.3773
 -0.4146 -0.4603 -0.5119 -0.5669 -0.6230 -0.6796 -0.7368 -0.7947 -0.8542 -0.9160
 -0.9796
 -0.7182 -0.6941 -0.6568 -0.6077 -0.5527 -0.4994 -0.4555 -0.4248 -0.4078 -0.4028
 -0.4039 -0.4011 -0.3897 -0.3765 -0.3654 -0.3466 -0.3375 -0.3383 -0.3518 -0.3780
 -0.4153 -0.4613 -0.5135 -0.5699 -0.6279 -0.6865 -0.7455 -0.8051 -0.8651 -0.9264
 -0.9897
 -0.6303 -0.6216 -0.6014 -0.5709 -0.5313 -0.4870 -0.4435 -0.4059 -0.3775 -0.3587
 -0.3486 -0.3460 -0.3483 -0.3502 -0.3496 -0.3408 -0.3342 -0.3365 -0.3503 -0.3761
 -0.4129 -0.4587 -0.5113 -0.5687 -0.6285 -0.6890 -0.7499 -0.8108 -0.8721 -0.9338
 -0.9964
 -0.5379 -0.5379 -0.5300 -0.5151 -0.4921 -0.4622 -0.4283 -0.3942 -0.3637 -0.3394
 -0.3221 -0.3114 -0.3064 -0.3064 -0.3097 -0.3224 -0.3279 -0.3324 -0.3466 -0.3721
 -0.4082 -0.4536 -0.5062 -0.5641 -0.6253 -0.6879 -0.7508 -0.8136 -0.8762 -0.9389
 -1.0013
 -0.4412 -0.4430 -0.4465 -0.4437 -0.4347 -0.4195 -0.3988 -0.3747 -0.3498 -0.3265
 -0.3071 -0.2928 -0.2835 -0.2787 -0.2457 -0.2914 -0.3186 -0.3260 -0.3407
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.1457 -1.0048 -0.8893 -0.7967 -0.7039 -0.6303 -0.5757 -0.5332 -0.4935 -0.4602
 -0.4294 -0.4014 -0.3768 -0.3556 -0.3374 -0.3018 -0.2803 -0.2712 -0.2727
 -1.1997 -1.0518 -0.9176 -0.8066 -0.7163 -0.6384 -0.5804 -0.5363 -0.4956 -0.4623
 -0.4327 -0.4063 -0.3834 -0.3637 -0.3466 -0.3138 -0.2933 -0.2862 -0.2929 -0.3125
 -1.0962 -1.0917 -0.9479 -0.8280 -0.7289 -0.6470 -0.5840 -0.5372 -0.4981 -0.4631
 -0.4344 -0.4095 -0.3880 -0.3695 -0.3536 -0.3230 -0.3042 -0.2988 -0.3076 -0.3294
 -0.3625
