 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -1.3278 -1.3251 -1.3240 -1.3239 -1.3247 -1.3246 -1.3255 -1.3303 -1.3410 -1.3592
 -1.3860
 -3.1110 -2.9542 -2.8147 -2.6780 -2.5418 -2.4083 -2.2814 -2.1634 -2.0564 -1.9622
 -1.8817 -1.8142 -1.7561 -1.7048 -1.6582 -1.5517 -1.4614 -1.3934 -1.3490 -1.3278
 -1.3233 -1.3264 -1.3312 -1.3362 -1.3411 -1.3461 -1.3515 -1.3590 -1.3688 -1.3806
 -1.3943
 -3.0899 -2.9237 -2.7810 -2.6499 -2.5225 -2.3966 -2.2741 -2.1582 -2.0511 -1.9543
 -1.8698 -1.7983 -1.7380 -1.6855 -1.6381 -1.5353 -1.4497 -1.3841 -1.3400 -1.3176
 -1.3136 -1.3203 -1.3310 -1.3421 -1.3526 -1.3622 -1.3713 -1.3801 -1.3892 -1.3995
 -1.4108
 -3.0999 -2.9094 -2.7564 -2.6249 -2.5032 -2.3837 -2.2673 -2.1546 -2.0487 -1.9511
 -1.8633 -1.7871 -1.7230 -1.6688 -1.6214 -1.5202 -1.4376 -1.3741 -1.3307 -1.3069
 -1.3015 -1.3091 -1.3236 -1.3404 -1.3571 -1.3725 -1.3868 -1.3998 -1.4120 -1.4241
 -1.4370
 -3.1350 -2.9115 -2.7409 -2.6030 -2.4834 -2.3698 -2.2591 -2.1513 -2.0476 -1.9503
 -1.8611 -1.7813 -1.7121 -1.6538 -1.6047 -1.5058 -1.4258 -1.3639 -1.3212
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.2053 -4.0308 -3.7351 -3.4299 -3.1360 -2.8866 -2.7036 -2.5544 -2.4212 -2.2988
 -2.1838 -2.0763 -1.9766 -1.8848 -1.8009 -1.6249 -1.4893 -1.3858 -1.3113
 -3.7986 -3.7174 -3.6168 -3.3731 -3.1031 -2.8511 -2.6464 -2.4892 -2.3556 -2.2361
 -2.1247 -2.0214 -1.9262 -1.8395 -1.7608 -1.5979 -1.4748 -1.3827 -1.3169 -1.2720
 -3.6382 -3.4272 -3.3066 -3.2458 -3.0724 -2.8407 -2.6253 -2.4516 -2.3136 -2.1955
 -2.0874 -1.9877 -1.8963 -1.8134 -1.7386 -1.5844 -1.4687 -1.3834 -1.3233 -1.2830
 -1.2559
 -3.5632 -3.3287 -3.1284 -2.9787 -2.8968 -2.8020 -2.6238 -2.4405 -2.2894 -2.1683
 -2.0623 -1.9656 -1.8774 -1.7976 -1.7258 -1.5782 -1.4673 -1.3861 -1.3299 -1.2931
 -1.2687 -1.2519
 -3.5141 -3.2847 -3.0718 -2.8829 -2.7252 -2.6076 -2.5311 -2.4276 -2.2836 -2.1514
 -2.0443 -1.9495 -1.8637 -1.7865 -1.7172 -1.5749 -1.4677 -1.3893 -1.3356 -1.3017
 -1.2803 -1.2656 -1.2558 -1.2492
 -3.4782 -3.2583 -3.0481 -2.8532 -2.6766 -2.5226 -2.3955 -2.2990 -2.2260 -2.1360
 -2.0318 -1.9369 -1.8523 -1.7770 -1.7097 -1.5719 -1.4678 -1.3913 -1.3395 -1.3079
 -1.2897 -1.2782 -1.2705 -1.2661 -1.2637 -1.2650 -1.2720 -1.2863 -1.3076 -1.3317
 -3.4524 -3.2408 -3.0368 -2.8442 -2.6661 -2.5050 -2.3610 -2.2352 -2.1312 -2.0518
 -1.9860 -1.9169 -1.8414 -1.7677 -1.7016 -1.5676 -1.4663 -1.3914 -1.3408 -1.3108
 -1.2957 -1.2882 -1.2839 -1.2818 -1.2818 -1.2828 -1.2868 -1.2963 -1.3132 -1.3377
 -1.3661
 -3.4336 -3.2299 -3.0320 -2.8431 -2.6667 -2.5043 -2.3566 -2.2236 -2.1063 -2.0060
 -1.9240 -1.8605 -1.8056 -1.7494 -1.6910 -1.5611 -1.4625 -1.3889 -1.3389 -1.3099
 -1.2973 -1.2940 -1.2942 -1.2958 -1.2985 -1.3024 -1.3065 -1.3132 -1.3251 -1.3443
 -1.3722
 -3.4280 -3.2218 -3.0306 -2.8459 -2.6710 -2.5093 -2.3612 -2.2261 -2.1042 -1.9962
 -1.9032 -1.8263 -1.7644 -1.7125 -1.6648 -1.5497 -1.4547 -1.3829 -1.3334 -1.3047
 -1.2936 -1.2942 -1.2996 -1.3062 -1.3130 -1.3200 -1.3278 -1.3377 -1.3498 -1.3639
 -1.3798
 -3.4452 -3.2298 -3.0349 -2.8562 -2.6841 -2.5222 -2.3736 -2.2378 -2.1142 -2.0024
 -1.9035 -1.8186 -1.7483 -1.6900 -1.6401 -1.5351 -1.4446 -1.3752 -1.3261 -1.2969
 -1.2857 -1.2884 -1.2985 -1.3107 -1.3229 -1.3345 -1.3458 -1.3569 -1.3684 -1.3812
 -1.3969
 -3.4987 -3.2411 -3.0433 -2.8679 -2.7017 -2.5416 -2.3914 -2.2540 -2.1291 -2.0154
 -1.9128 -1.8223 -1.7451 -1.6808 -1.6268 -1.5196 -1.4336 -1.3651 -1.3170 -1.2872
 -1.2750 -1.2780 -1.2910 -1.3083 -1.3263 -1.3435 -1.3598 -1.3750 -1.3895 -1.4040
 -1.4193
 -3.5994 -3.2869 -3.0632 -2.8828 -2.7181 -2.5631 -2.4157 -2.2760 -2.1484 -2.0326
 -1.9276 -1.8333 -1.7503 -1.6796 -1.6204 -1.5076 -1.4224 -1.3552 -1.3069
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  r   
 -4.2513 -3.9982 -3.6700 -3.3630 -3.0744 -2.8272 -2.6450 -2.5011 -2.3752 -2.2567
 -2.1463 -2.0428 -1.9465 -1.8576 -1.7759 -1.6032 -1.4715 -1.3723 -1.2992
 -3.8941 -3.8387 -3.6226 -3.3328 -3.0563 -2.8018 -2.6021 -2.4488 -2.3207 -2.2044
 -2.0967 -1.9965 -1.9037 -1.8186 -1.7410 -1.5797 -1.4588 -1.3693 -1.3045 -1.2596
 -3.6703 -3.4989 -3.4462 -3.3024 -3.0528 -2.8081 -2.5904 -2.4209 -2.2868 -2.1710
 -2.0657 -1.9683 -1.8786 -1.7967 -1.7222 -1.5686 -1.4541 -1.3701 -1.3103 -1.2695
 -1.2425
 -3.6029 -3.3605 -3.1790 -3.0857 -3.0069 -2.8156 -2.6030 -2.4158 -2.2686 -2.1493
 -2.0453 -1.9501 -1.8629 -1.7835 -1.7117 -1.5638 -1.4537 -1.3731 -1.3165 -1.2786
 -1.2542 -1.2378
 -3.5732 -3.3229 -3.1003 -2.9187 -2.7872 -2.7087 -2.5995 -2.4295 -2.2676 -2.1369
 -2.0311 -1.9372 -1.8518 -1.7745 -1.7048 -1.5616 -1.4548 -1.3765 -1.3220 -1.2864
 -1.2645 -1.2503 -1.2410 -1.2352
 -3.5600 -3.3127 -3.0841 -2.8794 -2.7046 -2.5601 -2.4517 -2.3721 -2.2686 -2.1376
 -2.0222 -1.9274 -1.8429 -1.7670 -1.6990 -1.5597 -1.4557 -1.3791 -1.3261 -1.2922
 -1.2726 -1.2613 -1.2543 -1.2506 -1.2502 -1.2537 -1.2618 -1.2759 -1.2965 -1.3225
 -3.5586 -3.3154 -3.0874 -2.8781 -2.6906 -2.5260 -2.3835 -2.2638 -2.1714 -2.0965
 -2.0113 -1.9201 -1.8355 -1.7600 -1.6930 -1.5568 -1.4552 -1.3800 -1.3278 -1.2953
 -1.2779 -1.2699 -1.2662 -1.2649 -1.2659 -1.2694 -1.2758 -1.2864 -1.3030 -1.3282
 -1.3575
 -3.5644 -3.3271 -3.1009 -2.8909 -2.6994 -2.5279 -2.3751 -2.2401 -2.1231 -2.0251
 -1.9472 -1.8824 -1.8185 -1.7515 -1.6863 -1.5521 -1.4526 -1.3786 -1.3270 -1.2951
 -1.2793 -1.2745 -1.2750 -1.2774 -1.2812 -1.2863 -1.2920 -1.3004 -1.3138 -1.3342
 -1.3627
 -3.5825 -3.3420 -3.1198 -2.9100 -2.7166 -2.5417 -2.3846 -2.2436 -2.1179 -2.0076
 -1.9132 -1.8353 -1.7735 -1.7202 -1.6682 -1.5438 -1.4465 -1.3737 -1.3227 -1.2911
 -1.2765 -1.2744 -1.2793 -1.2866 -1.2944 -1.3027 -1.3118 -1.3219 -1.3338 -1.3497
 -1.3698
 -3.6209 -3.3669 -3.1465 -2.9398 -2.7451 -2.5668 -2.4063 -2.2619 -2.1319 -2.0154
 -1.9128 -1.8246 -1.7514 -1.6918 -1.6414 -1.5323 -1.4385 -1.3673 -1.3165 -1.2846
 -1.2699 -1.2693 -1.2779 -1.2902 -1.3033 -1.3160 -1.3287 -1.3412 -1.3543 -1.3687
 -1.3858
 -3.6937 -3.4047 -3.1769 -2.9728 -2.7811 -2.6007 -2.4359 -2.2877 -2.1545 -2.0342
 -1.9263 -1.8313 -1.7499 -1.6823 -1.6262 -1.5171 -1.4286 -1.3583 -1.3082 -1.2759
 -1.2605 -1.2600 -1.2708 -1.2876 -1.3060 -1.3242 -1.3416 -1.3582 -1.3741 -1.3902
 -1.4066
 -3.8200 -3.4684 -3.2168 -3.0084 -2.8192 -2.6411 -2.4740 -2.3209 -2.1834 -2.0596
 -1.9481 -1.8481 -1.7602 -1.6850 -1.6223 -1.5052 -1.4183 -1.3488 -1.2983
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  r   
 -4.2743 -3.9391 -3.6039 -3.3039 -3.0320 -2.7885 -2.6046 -2.4584 -2.3353 -2.2207
 -2.1140 -2.0140 -1.9207 -1.8343 -1.7545 -1.5840 -1.4536 -1.3556 -1.2849
 -4.0314 -3.8834 -3.5918 -3.2892 -3.0161 -2.7683 -2.5704 -2.4172 -2.2898 -2.1767
 -2.0720 -1.9745 -1.8840 -1.8005 -1.7238 -1.5630 -1.4423 -1.3539 -1.2902 -1.2454
 -3.7116 -3.6289 -3.5410 -3.2938 -3.0226 -2.7764 -2.5631 -2.3957 -2.2624 -2.1488
 -2.0458 -1.9506 -1.8626 -1.7816 -1.7075 -1.5533 -1.4384 -1.3550 -1.2956 -1.2543
 -1.2271
 -3.6281 -3.3950 -3.2718 -3.2175 -3.0340 -2.7969 -2.5790 -2.3940 -2.2485 -2.1311
 -2.0287 -1.9352 -1.8492 -1.7704 -1.6986 -1.5494 -1.4385 -1.3580 -1.3013 -1.2625
 -1.2376 -1.2216
 -3.6141 -3.3468 -3.1273 -2.9749 -2.8969 -2.7942 -2.6031 -2.4123 -2.2501 -2.1219
 -2.0173 -1.9245 -1.8399 -1.7628 -1.6928 -1.5478 -1.4400 -1.3616 -1.3066 -1.2697
 -1.2467 -1.2326 -1.2240 -1.2195
 -3.6238 -3.3494 -3.1058 -2.9001 -2.7381 -2.6218 -2.5411 -2.4250 -2.2686 -2.1254
 -2.0109 -1.9168 -1.8327 -1.7567 -1.6880 -1.5466 -1.4414 -1.3645 -1.3107 -1.2752
 -1.2539 -1.2422 -1.2357 -1.2328 -1.2327 -1.2367 -1.2466 -1.2635 -1.2867 -1.3116
 -3.6492 -3.3721 -3.1206 -2.8981 -2.7069 -2.5472 -2.4156 -2.3139 -2.2317 -2.1316
 -2.0137 -1.9123 -1.8271 -1.7513 -1.6833 -1.5445 -1.4416 -1.3659 -1.3128 -1.2784
 -1.2586 -1.2493 -1.2458 -1.2454 -1.2474 -1.2521 -1.2595 -1.2717 -1.2907 -1.3167
 -1.3454
 -3.6831 -3.4077 -3.1525 -2.9219 -2.7185 -2.5417 -2.3896 -2.2583 -2.1475 -2.0582
 -1.9825 -1.9027 -1.8222 -1.7464 -1.6785 -1.5412 -1.4400 -1.3654 -1.3127 -1.2787
 -1.2601 -1.2532 -1.2532 -1.2562 -1.2610 -1.2674 -1.2760 -1.2868 -1.3014 -1.3219
 -1.3511
 -3.7293 -3.4498 -3.1930 -2.9578 -2.7467 -2.5606 -2.3976 -2.2548 -2.1295 -2.0206
 -1.9286 -1.8527 -1.7889 -1.7292 -1.6693 -1.5349 -1.4352 -1.3616 -1.3093 -1.2756
 -1.2579 -1.2530 -1.2565 -1.2639 -1.2727 -1.2822 -1.2928 -1.3045 -1.3182 -1.3351
 -1.3577
 -3.7941 -3.4994 -3.2435 -3.0077 -2.7909 -2.5969 -2.4260 -2.2753 -2.1421 -2.0241
 -1.9208 -1.8319 -1.7575 -1.6972 -1.6452 -1.5271 -1.4293 -1.3565 -1.3043 -1.2703
 -1.2526 -1.2487 -1.2550 -1.2668 -1.2804 -1.2941 -1.3081 -1.3222 -1.3370 -1.3533
 -1.3722
 -3.8882 -3.5620 -3.2984 -3.0629 -2.8452 -2.6456 -2.4667 -2.3088 -2.1690 -2.0446
 -1.9341 -1.8371 -1.7536 -1.6837 -1.6261 -1.5137 -1.4210 -1.3490 -1.2971 -1.2628
 -1.2446 -1.2408 -1.2486 -1.2640 -1.2824 -1.3012 -1.3198 -1.3377 -1.3553 -1.3731
 -1.3910
 -4.0332 -3.6472 -3.3615 -3.1209 -2.9036 -2.7030 -2.5188 -2.3532 -2.2064 -2.0760
 -1.9597 -1.8563 -1.7656 -1.6877 -1.6224 -1.5017 -1.4125 -1.3403 -1.2882
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  r   
 -4.2706 -3.9011 -3.5614 -3.2657 -2.9993 -2.7612 -2.5774 -2.4254 -2.3011 -2.1908
 -2.0867 -1.9893 -1.8986 -1.8143 -1.7362 -1.5675 -1.4368 -1.3401 -1.2699
 -4.0285 -3.8895 -3.5630 -3.2558 -2.9823 -2.7400 -2.5459 -2.3910 -2.2639 -2.1530
 -2.0504 -1.9552 -1.8667 -1.7846 -1.7089 -1.5481 -1.4261 -1.3373 -1.2741 -1.2295
 -3.8115 -3.7721 -3.5622 -3.2724 -2.9955 -2.7461 -2.5392 -2.3734 -2.2411 -2.1292
 -2.0280 -1.9346 -1.8481 -1.7681 -1.6945 -1.5392 -1.4225 -1.3383 -1.2790 -1.2375
 -1.2098
 -3.6510 -3.4620 -3.4167 -3.2728 -3.0216 -2.7747 -2.5553 -2.3740 -2.2306 -2.1143
 -2.0134 -1.9213 -1.8365 -1.7584 -1.6866 -1.5357 -1.4226 -1.3412 -1.2842 -1.2449
 -1.2191 -1.2031
 -3.6377 -3.3641 -3.1695 -3.0823 -3.0035 -2.8035 -2.5869 -2.3933 -2.2340 -2.1073
 -2.0039 -1.9122 -1.8285 -1.7518 -1.6816 -1.5345 -1.4243 -1.3447 -1.2892 -1.2514
 -1.2271 -1.2128 -1.2046 -1.2006
 -3.6670 -3.3684 -3.1186 -2.9262 -2.7991 -2.7244 -2.6044 -2.4245 -2.2544 -2.1122
 -1.9991 -1.9058 -1.8223 -1.7465 -1.6775 -1.5337 -1.4260 -1.3478 -1.2932 -1.2565
 -1.2336 -1.2209 -1.2147 -1.2125 -1.2136 -1.2192 -1.2305 -1.2486 -1.2729 -1.2987
 -3.7191 -3.4078 -3.1368 -2.9079 -2.7230 -2.5797 -2.4742 -2.3894 -2.2738 -2.1317
 -2.0042 -1.9027 -1.8178 -1.7420 -1.6736 -1.5321 -1.4266 -1.3497 -1.2956 -1.2597
 -1.2379 -1.2269 -1.2232 -1.2233 -1.2262 -1.2321 -1.2413 -1.2554 -1.2759 -1.3030
 -1.3322
 -3.7876 -3.4681 -3.1840 -2.9369 -2.7272 -2.5521 -2.4076 -2.2876 -2.1908 -2.1068
 -2.0118 -1.9064 -1.8159 -1.7386 -1.6699 -1.5294 -1.4257 -1.3498 -1.2960 -1.2606
 -1.2397 -1.2304 -1.2292 -1.2325 -1.2380 -1.2455 -1.2555 -1.2679 -1.2846 -1.3073
 -1.3373
 -3.8646 -3.5376 -3.2468 -2.9872 -2.7611 -2.5683 -2.4049 -2.2654 -2.1449 -2.0418
 -1.9554 -1.8798 -1.8050 -1.7330 -1.6650 -1.5246 -1.4218 -1.3469 -1.2935 -1.2583
 -1.2382 -1.2304 -1.2319 -1.2388 -1.2481 -1.2585 -1.2704 -1.2834 -1.2989 -1.3184
 -1.3430
 -3.9603 -3.6182 -3.3230 -3.0575 -2.8193 -2.6120 -2.4341 -2.2813 -2.1489 -2.0328
 -1.9314 -1.8443 -1.7704 -1.7077 -1.6509 -1.5199 -1.4176 -1.3429 -1.2896 -1.2540
 -1.2341 -1.2272 -1.2307 -1.2410 -1.2544 -1.2689 -1.2840 -1.2997 -1.3164 -1.3339
 -1.3557
 -4.0820 -3.7103 -3.4049 -3.1360 -2.8925 -2.6742 -2.4831 -2.3181 -2.1751 -2.0499
 -1.9396 -1.8429 -1.7590 -1.6878 -1.6288 -1.5101 -1.4114 -1.3371 -1.2836 -1.2476
 -1.2273 -1.2206 -1.2253 -1.2383 -1.2558 -1.2749 -1.2942 -1.3135 -1.3328 -1.3526
 -1.3723
 -4.2471 -3.8204 -3.4947 -3.2184 -2.9722 -2.7490 -2.5485 -2.3717 -2.2177 -2.0832
 -1.9649 -1.8606 -1.7691 -1.6899 -1.6228 -1.4982 -1.4045 -1.3296 -1.2761
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.1685 -3.8046 -3.4857 -3.2104 -2.9516 -2.7236 -2.5489 -2.4021 -2.2751 -2.1658
 -2.0639 -1.9684 -1.8798 -1.7974 -1.7209 -1.5540 -1.4231 -1.3243 -1.2532
 -4.0903 -3.8349 -3.5063 -3.2101 -2.9472 -2.7098 -2.5243 -2.3709 -2.2427 -2.1331
 -2.0321 -1.9385 -1.8517 -1.7711 -1.6963 -1.5356 -1.4114 -1.3205 -1.2565 -1.2117
 -3.9453 -3.8194 -3.5375 -3.2385 -2.9660 -2.7215 -2.5176 -2.3556 -2.2236 -2.1123
 -2.0124 -1.9204 -1.8352 -1.7564 -1.6833 -1.5271 -1.4076 -1.3210 -1.2607 -1.2190
 -1.1909
 -3.7570 -3.5843 -3.5099 -3.2691 -3.0004 -2.7533 -2.5351 -2.3568 -2.2152 -2.0995
 -1.9997 -1.9087 -1.8250 -1.7476 -1.6762 -1.5238 -1.4075 -1.3235 -1.2653 -1.2255
 -1.1990 -1.1827
 -3.6426 -3.3841 -3.2561 -3.2107 -3.0268 -2.7903 -2.5696 -2.3766 -2.2193 -2.0941
 -1.9915 -1.9006 -1.8178 -1.7417 -1.6716 -1.5227 -1.4090 -1.3267 -1.2698 -1.2313
 -1.2060 -1.1910 -1.1832 -1.1796
 -3.6838 -3.3733 -3.1327 -2.9772 -2.9086 -2.8019 -2.6057 -2.4109 -2.2397 -2.0996
 -1.9877 -1.8952 -1.8123 -1.7369 -1.6678 -1.5219 -1.4108 -1.3299 -1.2737 -1.2360
 -1.2118 -1.1980 -1.1917 -1.1901 -1.1924 -1.1987 -1.2113 -1.2315 -1.2568 -1.2837
 -3.7620 -3.4218 -3.1406 -2.9163 -2.7511 -2.6425 -2.5638 -2.4370 -2.2724 -2.1201
 -1.9936 -1.8929 -1.8085 -1.7328 -1.6643 -1.5205 -1.4117 -1.3321 -1.2764 -1.2392
 -1.2159 -1.2033 -1.1988 -1.1992 -1.2028 -1.2096 -1.2204 -1.2363 -1.2586 -1.2868
 -1.3169
 -3.8648 -3.5036 -3.1961 -2.9396 -2.7310 -2.5669 -2.4393 -2.3406 -2.2527 -2.1416
 -2.0134 -1.8988 -1.8075 -1.7303 -1.6611 -1.5182 -1.4111 -1.3327 -1.2774 -1.2405
 -1.2179 -1.2066 -1.2039 -1.2068 -1.2127 -1.2211 -1.2323 -1.2463 -1.2650 -1.2899
 -1.3211
 -3.9775 -3.6027 -3.2780 -2.9986 -2.7637 -2.5703 -2.4124 -2.2815 -2.1713 -2.0784
 -1.9940 -1.9042 -1.8099 -1.7284 -1.6577 -1.5140 -1.4079 -1.3306 -1.2757 -1.2390
 -1.2172 -1.2071 -1.2063 -1.2119 -1.2210 -1.2321 -1.2451 -1.2601 -1.2773 -1.2987
 -1.3257
 -4.1006 -3.7169 -3.3804 -3.0866 -2.8312 -2.6150 -2.4352 -2.2848 -2.1570 -2.0459
 -1.9494 -1.8659 -1.7912 -1.7202 -1.6543 -1.5112 -1.4046 -1.3276 -1.2728 -1.2359
 -1.2141 -1.2048 -1.2055 -1.2136 -1.2261 -1.2408 -1.2567 -1.2737 -1.2922 -1.3126
 -1.3360
 -4.2469 -3.8425 -3.4915 -3.1888 -2.9212 -2.6872 -2.4875 -2.3192 -2.1767 -2.0538
 -1.9461 -1.8516 -1.7690 -1.6974 -1.6357 -1.5059 -1.4003 -1.3230 -1.2679 -1.2305
 -1.2084 -1.1994 -1.2011 -1.2112 -1.2269 -1.2455 -1.2653 -1.2856 -1.3065 -1.3283
 -1.3504
 -4.4164 -3.9795 -3.6101 -3.2972 -3.0220 -2.7784 -2.5633 -2.3778 -2.2199 -2.0844
 -1.9670 -1.8639 -1.7732 -1.6939 -1.6019 -1.4981 -1.3950 -1.3168 -1.2610
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  r   
 -4.1090 -3.7469 -3.4381 -3.1775 -2.9200 -2.6998 -2.5244 -2.3806 -2.2541 -2.1462
 -2.0452 -1.9511 -1.8638 -1.7829 -1.7078 -1.5428 -1.4116 -1.3107 -1.2359
 -4.1433 -3.7910 -3.4643 -3.1755 -2.9211 -2.6894 -2.5028 -2.3537 -2.2253 -2.1169
 -2.0169 -1.9244 -1.8387 -1.7593 -1.6854 -1.5251 -1.3986 -1.3045 -1.2383 -1.1926
 -3.9236 -3.8237 -3.5019 -3.2092 -2.9428 -2.7025 -2.5004 -2.3410 -2.2089 -2.0987
 -1.9994 -1.9082 -1.8240 -1.7460 -1.6735 -1.5169 -1.3944 -1.3043 -1.2417 -1.1990
 -1.1704
