 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  r   
  0.2278  2.0539  3.0554  1.6913 -1.6747 -6.0795 -5.1924 -3.4272 -2.3266 -2.1279
 -1.9482 -1.8540 -2.2008 -2.6754 -2.8210 -2.4379
 -3.3077 -2.3992 -1.6569 -1.9360 -3.1000 -4.9886 -4.5685 -3.7312 -3.0788 -2.7761
 -2.5470 -2.4254 -2.5234 -2.6913 -2.7195 -2.3962 -2.1874 -2.0715 -2.0791
 -4.6983 -4.3404 -3.8786 -3.6464 -3.6469 -4.0316 -3.8771 -3.6034 -3.3058 -3.0462
 -2.8507 -2.7318 -2.6866 -2.6659 -2.6142 -2.3543 -2.1810 -2.0752 -2.0344 -2.0042
 -1.9325
 -3.9441 -3.7697 -3.6097 -3.4399 -3.3155 -3.2086 -3.1182 -3.0435 -3.0076 -2.9381
 -2.8594 -2.7733 -2.6906 -2.5992 -2.5051 -2.3122 -2.1720 -2.0799 -2.0203 -1.9821
 -1.9562 -1.9379 -1.9250
 -3.6498 -3.5229 -3.4012 -3.2747 -3.1645 -3.0641 -2.9751 -2.8974 -2.8298 -2.7683
 -2.7062 -2.6398 -2.5726 -2.5039 -2.4333 -2.2768 -2.1644 -2.0888 -2.0374 -2.0018
 -1.9767 -1.9588 -1.9457 -1.9374 -1.9344
 -3.3691 -3.2816 -3.1936 -3.1033 -3.0132 -2.9267 -2.8466 -2.7737 -2.7080 -2.6486
 -2.5937 -2.5405 -2.4857 -2.4323 -2.3762 -2.2482 -2.1550 -2.0924 -2.0493 -2.0181
 -1.9953 -1.9787 -1.9663 -1.9576 -1.9521 -1.9509
 -3.1021 -3.0458 -2.9869 -2.9257 -2.8615 -2.7964 -2.7327 -2.6724 -2.6159 -2.5630
 -2.5138 -2.4673 -2.4225 -2.3792 -2.3338 -2.2264 -2.1438 -2.0907 -2.0560 -2.0310
 -2.0120 -1.9976 -1.9869 -1.9788 -1.9731 -1.9701 -1.9705 -1.9785 -1.9965 -2.0198
 -2.8486 -2.8155 -2.7811 -2.7456 -2.7074 -2.6660 -2.6224 -2.5789 -2.5359 -2.4938
 -2.4527 -2.4129 -2.3745 -2.3372 -2.3004 -2.2090 -2.1341 -2.0842 -2.0552 -2.0371
 -2.0239 -2.0136 -2.0057 -1.9998 -1.9952 -1.9923 -1.9906 -1.9935 -2.0048 -2.0261
 -2.0537
 -2.6214 -2.6039 -2.5873 -2.5715 -2.5544 -2.5346 -2.5118 -2.4861 -2.4585 -2.4295
 -2.3990 -2.3675 -2.3356 -2.3039 -2.2720 -2.1938 -2.1250 -2.0762 -2.0483 -2.0349
 -2.0282 -2.0239 -2.0207 -2.0183 -2.0166 -2.0153 -2.0154 -2.0162 -2.0214 -2.0350
 -2.0596
 -2.4184 -2.4150 -2.4129 -2.4120 -2.4104 -2.4073 -2.4015 -2.3926 -2.3803 -2.3644
 -2.3455 -2.3236 -2.2993 -2.2735 -2.2465 -2.1779 -2.1151 -2.0673 -2.0387 -2.0261
 -2.0239 -2.0261 -2.0293 -2.0322 -2.0348 -2.0369 -2.0391 -2.0420 -2.0465 -2.0555
 -2.0692
 -2.2397 -2.2495 -2.2590 -2.2682 -2.2776 -2.2861 -2.2929 -2.2975 -2.2989 -2.2959
 -2.2884 -2.2769 -2.2618 -2.2434 -2.2222 -2.1630 -2.1055 -2.0591 -2.0293 -2.0150
 -2.0135 -2.0198 -2.0292 -2.0387 -2.0471 -2.0542 -2.0605 -2.0662 -2.0722 -2.0793
 -2.0875
 -2.0935 -2.1074 -2.1231 -2.1404 -2.1579 -2.1742 -2.1899 -2.2039 -2.2155 -2.2232
 -2.2266 -2.2256 -2.2200 -2.2099 -2.1954 -2.1475 -2.0955 -2.0509 -2.0203 -2.0046
 -2.0015 -2.0083 -2.0213 -2.0367 -2.0516 -2.0649 -2.0767 -2.0870 -2.0963 -2.1054
 -2.1155
