 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F090W
 -0.5645 -0.5826 -0.7607 -0.7895 -0.7526 -0.6634 -0.5367 -0.4607 -0.3915 -0.3179
 -0.2480 -0.1830 -0.1236 -0.0706 -0.0255  0.0632  0.0848  0.0197 -0.0203
 -0.5772 -0.5435 -0.5185 -0.5161 -0.5382 -0.5379 -0.4951 -0.4333 -0.3688 -0.3056
 -0.2444 -0.1871 -0.1350 -0.0894 -0.0512  0.0098  0.0238  0.0042 -0.0311 -0.0727
 -0.4789 -0.4505 -0.4193 -0.3925 -0.3755 -0.3800 -0.3944 -0.3849 -0.3471 -0.2955
 -0.2428 -0.1915 -0.1443 -0.1028 -0.0683 -0.0132  0.0002 -0.0190 -0.0542 -0.0956
 -0.1394
 -0.3842 -0.3704 -0.3462 -0.3192 -0.2944 -0.2743 -0.2643 -0.2701 -0.2747 -0.2613
 -0.2301 -0.1902 -0.1492 -0.1119 -0.0806 -0.0309 -0.0184 -0.0368 -0.0724 -0.1140
 -0.1577 -0.2026
 -0.2830 -0.2877 -0.2777 -0.2585 -0.2365 -0.2155 -0.1971 -0.1828 -0.1775 -0.1773
 -0.1755 -0.1633 -0.1412 -0.1135 -0.0865 -0.0422 -0.0311 -0.0496 -0.0856 -0.1284
 -0.1728 -0.2181 -0.2641 -0.3106
 -0.1745 -0.1953 -0.2026 -0.1969 -0.1834 -0.1669 -0.1505 -0.1351 -0.1209 -0.1094
 -0.1039 -0.1023 -0.0987 -0.0906 -0.0787 -0.0466 -0.0375 -0.0561 -0.0929 -0.1383
 -0.1847 -0.2313 -0.2782 -0.3252 -0.3721 -0.4197 -0.4688 -0.5200 -0.5738 -0.6305
 -0.0611 -0.0945 -0.1168 -0.1262 -0.1255 -0.1180 -0.1070 -0.0952 -0.0833 -0.0709
 -0.0598 -0.0522 -0.0489 -0.0477 -0.0463 -0.0400 -0.0373 -0.0549 -0.0936 -0.1424
 -0.1924 -0.2415 -0.2901 -0.3385 -0.3865 -0.4333 -0.4805 -0.5299 -0.5830 -0.6402
 -0.6993
  0.0549  0.0117 -0.0218 -0.0442 -0.0569 -0.0615 -0.0598 -0.0544 -0.0472 -0.0388
 -0.0298 -0.0214 -0.0152 -0.0125 -0.0124 -0.0187 -0.0291 -0.0493 -0.0880 -0.1396
 -0.1942 -0.2474 -0.2989 -0.3493 -0.3991 -0.4481 -0.4959 -0.5441 -0.5945 -0.6488
 -0.7078
  0.1712  0.1204  0.0788  0.0471  0.0223  0.0061 -0.0034 -0.0074 -0.0076 -0.0048
 -0.0003  0.0047  0.0093  0.0121  0.0128  0.0045 -0.0137 -0.0397 -0.0783 -0.1313
 -0.1898 -0.2480 -0.3040 -0.3578 -0.4101 -0.4612 -0.5115 -0.5613 -0.6121 -0.6641
 -0.7171
  0.2854  0.2287  0.1809  0.1412  0.1088  0.0831  0.0635  0.0495  0.0399  0.0348
  0.0327  0.0325  0.0332  0.0334  0.0325  0.0235  0.0032 -0.0263 -0.0659 -0.1182
 -0.1785 -0.2407 -0.3014 -0.3597 -0.4157 -0.4697 -0.5224 -0.5739 -0.6248 -0.6758
 -0.7280
  0.3953  0.3351  0.2828  0.2376  0.1989  0.1660  0.1385  0.1158  0.0973  0.0831
  0.0729  0.0658  0.0608  0.0568  0.0528  0.0393  0.0182 -0.0130 -0.0539 -0.1046
 -0.1642 -0.2280 -0.2923 -0.3552 -0.4155 -0.4734 -0.5293 -0.5834 -0.6362 -0.6884
 -0.7406
  0.4989  0.4432  0.3904  0.3412  0.2960  0.2554  0.2196  0.1888  0.1626  0.1405
  0.1220  0.1068  0.0946  0.0847  0.0762  0.0553  0.0312 -0.0004 -0.0418
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F090W
 -0.8369 -0.8681 -0.8666 -0.7963 -0.7007 -0.6027 -0.5173 -0.4464 -0.3814 -0.3198
 -0.2618 -0.2075 -0.1570 -0.1105 -0.0689  0.0132  0.0515  0.0353  0.0007
 -0.6941 -0.6609 -0.6657 -0.6908 -0.6584 -0.5850 -0.5061 -0.4366 -0.3748 -0.3173
 -0.2637 -0.2134 -0.1666 -0.1240 -0.0861 -0.0162  0.0150  0.0083 -0.0227 -0.0633
 -0.6028 -0.5591 -0.5211 -0.5024 -0.5189 -0.5261 -0.4852 -0.4254 -0.3676 -0.3142
 -0.2646 -0.2180 -0.1747 -0.1353 -0.1003 -0.0368 -0.0090 -0.0147 -0.0447 -0.0850
 -0.1288
 -0.5200 -0.4866 -0.4456 -0.4059 -0.3787 -0.3739 -0.3888 -0.3861 -0.3518 -0.3065
 -0.2620 -0.2194 -0.1794 -0.1428 -0.1104 -0.0522 -0.0274 -0.0326 -0.0615 -0.1019
 -0.1459 -0.1912
 -0.4314 -0.4164 -0.3858 -0.3497 -0.3162 -0.2882 -0.2710 -0.2691 -0.2785 -0.2725
 -0.2477 -0.2144 -0.1793 -0.1457 -0.1157 -0.0622 -0.0401 -0.0455 -0.0737 -0.1146
 -0.1596 -0.2056 -0.2522 -0.3001
 -0.3343 -0.3368 -0.3240 -0.2981 -0.2681 -0.2397 -0.2146 -0.1943 -0.1828 -0.1829
 -0.1859 -0.1811 -0.1653 -0.1416 -0.1158 -0.0669 -0.0473 -0.0531 -0.0810 -0.1232
 -0.1700 -0.2176 -0.2653 -0.3132 -0.3607 -0.4087 -0.4585 -0.5111 -0.5667 -0.6243
