 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F182M
  1.2200  1.4358  1.5988  1.6117  1.5668  1.5221  1.4753  1.4326  1.3751  1.3185
  1.2601  1.1978  1.1318  1.0620  0.9898  0.8156  0.6416  0.4695  0.3140
  1.2919  1.3148  1.3423  1.3938  1.4598  1.4757  1.4460  1.3993  1.3476  1.2935
  1.2359  1.1741  1.1083  1.0400  0.9711  0.8010  0.6357  0.4741  0.3161  0.1624
  1.2071  1.2272  1.2414  1.2557  1.2770  1.3235  1.3628  1.3565  1.3185  1.2666
  1.2115  1.1518  1.0876  1.0204  0.9524  0.7846  0.6226  0.4646  0.3095  0.1584
  0.0117
  1.1222  1.1490  1.1628  1.1704  1.1760  1.1817  1.1970  1.2286  1.2421  1.2229
  1.1803  1.1261  1.0653  1.0001  0.9333  0.7673  0.6081  0.4537  0.3023  0.1536
  0.0092 -0.1311
  1.0240  1.0674  1.0885  1.0976  1.1003  1.1000  1.0976  1.0963  1.1069  1.1170
  1.1111  1.0818  1.0349  0.9766  0.9127  0.7495  0.5923  0.4418  0.2944  0.1482
  0.0057 -0.1326 -0.2667 -0.3971
  0.9111  0.9704  1.0079  1.0250  1.0308  1.0302  1.0262  1.0197  1.0113  1.0053
  1.0029  0.9951  0.9720  0.9333  0.8829  0.7306  0.5758  0.4285  0.2851  0.1424
  0.0017 -0.1351 -0.2677 -0.3963 -0.5219 -0.6444 -0.7636 -0.8793 -0.9915 -1.1001
  0.7862  0.8581  0.9143  0.9436  0.9582  0.9620  0.9594  0.9537  0.9452  0.9343
  0.9213  0.9068  0.8895  0.8646  0.8291  0.7054  0.5581  0.4131  0.2738  0.1357
 -0.0024 -0.1381 -0.2697 -0.3971 -0.5206 -0.6405 -0.7573 -0.8714 -0.9831 -1.0923
 -1.1972
  0.6516  0.7338  0.8022  0.8470  0.8742  0.8876  0.8907  0.8876  0.8810  0.8723
  0.8604  0.8443  0.8233  0.7980  0.7682  0.6669  0.5366  0.3969  0.2608  0.1272
 -0.0069 -0.1408 -0.2717 -0.3986 -0.5213 -0.6401 -0.7555 -0.8679 -0.9776 -1.0850
 -1.1903
  0.5099  0.6006  0.6760  0.7330  0.7739  0.7996  0.8128  0.8164  0.8136  0.8076
  0.7993  0.7874  0.7697  0.7457  0.7162  0.6240  0.5079  0.3779  0.2448  0.1149
 -0.0150 -0.1458 -0.2758 -0.4027 -0.5255 -0.6442 -0.7591 -0.8706 -0.9791 -1.0849
 -1.1880
  0.3636  0.4617  0.5422  0.6068  0.6571  0.6943  0.7195  0.7334  0.7384  0.7372
  0.7325  0.7250  0.7138  0.6957  0.6709  0.5864  0.4797  0.3582  0.2305  0.1034
 -0.0224 -0.1488 -0.2758 -0.4018 -0.5248 -0.6438 -0.7588 -0.8700 -0.9778 -1.0825
 -1.1860
  0.2164  0.3164  0.4007  0.4709  0.5282  0.5739  0.6090  0.6341  0.6492  0.6564
  0.6575  0.6547  0.6489  0.6390  0.6232  0.5526  0.4523  0.3389  0.2171  0.0924
 -0.0311 -0.1539 -0.2770 -0.4004 -0.5223 -0.6414 -0.7570 -0.8688 -0.9769 -1.0816
 -1.1831
  0.0750  0.1517  0.2292  0.3040  0.3727  0.4325  0.4813  0.5179  0.5438  0.5607
  0.5704  0.5743  0.5742  0.5708  0.5632  0.5154  0.4266  0.3190  0.2030
