 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  R   
 -2.7005 -2.5589 -2.4591 -2.3136 -2.1199 -1.9510 -1.8558 -1.8050 -1.7484 -1.6664
 -1.5708 -1.4650 -1.3595 -1.2625 -1.1716 -0.9795 -0.8406 -0.7504 -0.6870
 -2.5447 -2.3281 -2.1585 -2.0120 -1.8880 -1.7881 -1.7085 -1.6420 -1.5810 -1.5199
 -1.4545 -1.3807 -1.2973 -1.2105 -1.1285 -0.9583 -0.8374 -0.7593 -0.7090 -0.6804
 -2.4385 -2.1844 -1.9761 -1.8202 -1.7170 -1.6426 -1.5753 -1.5131 -1.4581 -1.4092
 -1.3602 -1.3070 -1.2432 -1.1694 -1.0964 -0.9440 -0.8367 -0.7681 -0.7268 -0.7022
 -0.6884
 -2.3819 -2.1278 -1.9119 -1.7382 -1.6069 -1.5145 -1.4562 -1.4183 -1.3797 -1.3343
 -1.2879 -1.2439 -1.1972 -1.1392 -1.0753 -0.9366 -0.8385 -0.7768 -0.7405 -0.7186
 -0.7060 -0.6999
 -2.3316 -2.0922 -1.8849 -1.7122 -1.5735 -1.4667 -1.3888 -1.3340 -1.2968 -1.2675
 -1.2331 -1.1926 -1.1534 -1.1099 -1.0573 -0.9316 -0.8400 -0.7831 -0.7516 -0.7333
 -0.7225 -0.7172 -0.7161 -0.7188
 -2.2635 -2.0478 -1.8586 -1.6971 -1.5619 -1.4509 -1.3631 -1.2963 -1.2460 -1.2067
 -1.1739 -1.1417 -1.1075 -1.0740 -1.0336 -0.9249 -0.8390 -0.7851 -0.7579 -0.7443
 -0.7369 -0.7336 -0.7336 -0.7365 -0.7418 -0.7499 -0.7613 -0.7796 -0.8067 -0.8376
 -2.1711 -1.9820 -1.8156 -1.6720 -1.5482 -1.4418 -1.3515 -1.2771 -1.2183 -1.1716
 -1.1323 -1.0969 -1.0630 -1.0330 -1.0013 -0.9120 -0.8343 -0.7825 -0.7577 -0.7492
 -0.7469 -0.7473 -0.7499 -0.7542 -0.7602 -0.7679 -0.7780 -0.7909 -0.8110 -0.8407
 -0.8751
 -2.0602 -1.8963 -1.7525 -1.6284 -1.5204 -1.4248 -1.3393 -1.2636 -1.1992 -1.1466
 -1.1033 -1.0655 -1.0306 -0.9978 -0.9689 -0.8919 -0.8245 -0.7757 -0.7518 -0.7467
 -0.7502 -0.7560 -0.7627 -0.7702 -0.7783 -0.7871 -0.7971 -0.8091 -0.8242 -0.8455
 -0.8779
 -1.9354 -1.7957 -1.6724 -1.5660 -1.4739 -1.3915 -1.3157 -1.2453 -1.1811 -1.1250
 -1.0778 -1.0383 -1.0032 -0.9705 -0.9413 -0.8700 -0.8099 -0.7656 -0.7418 -0.7380
 -0.7458 -0.7577 -0.7702 -0.7824 -0.7942 -0.8057 -0.8173 -0.8296 -0.8434 -0.8603
 -0.8836
 -1.8073 -1.6906 -1.5851 -1.4933 -1.4145 -1.3446 -1.2799 -1.2181 -1.1591 -1.1040
 -1.0548 -1.0129 -0.9774 -0.9460 -0.9175 -0.8512 -0.7949 -0.7544 -0.7311 -0.7261
 -0.7351 -0.7512 -0.7696 -0.7878 -0.8048 -0.8205 -0.8356 -0.8501 -0.8647 -0.8805
 -0.8974
 -1.6786 -1.5831 -1.4942 -1.4149 -1.3462 -1.2863 -1.2316 -1.1792 -1.1279 -1.0779
 -1.0305 -0.9876 -0.9508 -0.9197 -0.8928 -0.8334 -0.7807 -0.7426 -0.7204 -0.7142
 -0.7220 -0.7393 -0.7616 -0.7854 -0.8083 -0.8297 -0.8495 -0.8678 -0.8852 -0.9024
 -0.9204
 -1.5492 -1.4732 -1.4030 -1.3352 -1.2751 -1.2223 -1.1749 -1.1305 -1.0871 -1.0442
 -1.0018 -0.9613 -0.9242 -0.8924 -0.8672 -0.8166 -0.7673 -0.7302 -0.7097
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  R   
 -3.1414 -2.9677 -2.7927 -2.6186 -2.4511 -2.2881 -2.1256 -1.9628 -1.8086 -1.6729
 -1.5520 -1.4405 -1.3355 -1.2387 -1.1421 -0.9625 -0.8311 -0.7428 -0.6885
 -2.9744 -2.7777 -2.5828 -2.3940 -2.2179 -2.0587 -1.9152 -1.7800 -1.6575 -1.5505
 -1.4553 -1.3657 -1.2773 -1.1917 -1.1124 -0.9487 -0.8304 -0.7513 -0.7031 -0.6753
 -2.8289 -2.5879 -2.3803 -2.2242 -2.0566 -1.9052 -1.7715 -1.6530 -1.5491 -1.4598
 -1.3822 -1.3105 -1.2382 -1.1632 -1.0911 -0.9407 -0.8324 -0.7602 -0.7167 -0.6917
 -0.6777
 -2.7305 -2.4539 -2.2271 -2.0439 -1.8946 -1.7697 -1.6614 -1.5632 -1.4717 -1.3909
 -1.3222 -1.2625 -1.2052 -1.1429 -1.0782 -0.9385 -0.8371 -0.7695 -0.7293 -0.7068
 -0.6944 -0.6887
 -2.6933 -2.4111 -2.1554 -1.9463 -1.7806 -1.6497 -1.5462 -1.4638 -1.3973 -1.3392
 -1.2781 -1.2216 -1.1715 -1.1223 -1.0669 -0.9376 -0.8415 -0.7772 -0.7397 -0.7199
 -0.7096 -0.7049 -0.7046 -0.7080
 -2.6716 -2.3896 -2.1305 -1.9067 -1.7212 -1.5725 -1.4566 -1.3692 -1.3053 -1.2607
 -1.2239 -1.1830 -1.1398 -1.0970 -1.0518 -0.9347 -0.8434 -0.7816 -0.7463 -0.7298
 -0.7226 -0.7202 -0.7211 -0.7248 -0.7312 -0.7405 -0.7531 -0.7725 -0.8002 -0.8309
 -2.6359 -2.3689 -2.1183 -1.8983 -1.7127 -1.5600 -1.4368 -1.3395 -1.2646 -1.2070
 -1.1626 -1.1275 -1.0950 -1.0623 -1.0274 -0.9276 -0.8416 -0.7821 -0.7482 -0.7346
 -0.7317 -0.7329 -0.7364 -0.7417 -0.7487 -0.7575 -0.7689 -0.7831 -0.8041 -0.8342
 -0.8687
 -2.5756 -2.3293 -2.0961 -1.8884 -1.7098 -1.5602 -1.4358 -1.3331 -1.2501 -1.1842
 -1.1313 -1.0878 -1.0511 -1.0195 -0.9913 -0.9115 -0.8352 -0.7783 -0.7453 -0.7334
 -0.7347 -0.7409 -0.7484 -0.7568 -0.7660 -0.7758 -0.7872 -0.8003 -0.8167 -0.8389
 -0.8717
 -2.4859 -2.2621 -2.0509 -1.8602 -1.6951 -1.5545 -1.4350 -1.3330 -1.2463 -1.1738
 -1.1142 -1.0652 -1.0235 -0.9871 -0.9564 -0.8861 -0.8214 -0.7700 -0.7380 -0.7268
 -0.7310 -0.7424 -0.7554 -0.7684 -0.7811 -0.7936 -0.8065 -0.8201 -0.8351 -0.8532
 -0.8773
 -2.3753 -2.1802 -1.9922 -1.8198 -1.6688 -1.5394 -1.4279 -1.3308 -1.2454 -1.1706
 -1.1061 -1.0517 -1.0061 -0.9668 -0.9327 -0.8625 -0.8038 -0.7584 -0.7285 -0.7167
 -0.7215 -0.7363 -0.7547 -0.7734 -0.7912 -0.8079 -0.8240 -0.8398 -0.8557 -0.8727
 -0.8907
 -2.2533 -2.0835 -1.9193 -1.7664 -1.6303 -1.5120 -1.4095 -1.3193 -1.2386 -1.1656
 -1.1000 -1.0422 -0.9926 -0.9505 -0.9145 -0.8430 -0.7862 -0.7445 -0.7174 -0.7055
 -0.7093 -0.7249 -0.7469 -0.7710 -0.7946 -0.8167 -0.8375 -0.8570 -0.8755 -0.8939
 -0.9130
 -2.1219 -1.9758 -1.8369 -1.7052 -1.5838 -1.4756 -1.3817 -1.2985 -1.2234 -1.1546
 -1.0910 -1.0330 -0.9810 -0.9359 -0.9018 -0.8276 -0.7686 -0.7283 -0.7047
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  R   
 -3.5949 -3.4451 -3.2983 -3.1463 -2.9907 -2.8062 -2.5652 -2.2687 -1.9926 -1.7616
 -1.5765 -1.4296 -1.3108 -1.2115 -1.1255 -0.9521 -0.8236 -0.7334 -0.6769
 -3.4131 -3.2440 -3.0776 -2.9086 -2.7334 -2.5473 -2.3317 -2.0831 -1.8547 -1.6608
 -1.5022 -1.3733 -1.2670 -1.1766 -1.0977 -0.9383 -0.8220 -0.7413 -0.6902 -0.6609
 -3.2804 -3.0985 -2.9178 -2.7343 -2.5484 -2.3619 -2.1691 -1.9586 -1.7617 -1.5923
 -1.4519 -1.3366 -1.2403 -1.1570 -1.0834 -0.9343 -0.8258 -0.7507 -0.7030 -0.6760
 -0.6621
 -3.1464 -2.9373 -2.7629 -2.5888 -2.4078 -2.2241 -2.0441 -1.8633 -1.6909 -1.5394
 -1.4123 -1.3075 -1.2201 -1.1440 -1.0754 -0.9344 -0.8315 -0.7602 -0.7149 -0.6896
 -0.6769 -0.6718
 -3.0448 -2.8010 -2.5849 -2.3928 -2.2213 -2.0673 -1.9242 -1.7763 -1.6294 -1.4947
 -1.3780 -1.2806 -1.2001 -1.1315 -1.0685 -0.9351 -0.8368 -0.7683 -0.7250 -0.7013
 -0.6904 -0.6865 -0.6872 -0.6919
 -3.0129 -2.7415 -2.4865 -2.2574 -2.0589 -1.8894 -1.7475 -1.6307 -1.5298 -1.4356
 -1.3426 -1.2555 -1.1795 -1.1154 -1.0591 -0.9341 -0.8399 -0.7740 -0.7324 -0.7103
 -0.7017 -0.7000 -0.7021 -0.7071 -0.7150 -0.7258 -0.7403 -0.7614 -0.7899 -0.8205
 -3.0114 -2.7293 -2.4553 -2.2051 -1.9870 -1.8025 -1.6486 -1.5207 -1.4152 -1.3313
 -1.2661 -1.2092 -1.1524 -1.0966 -1.0448 -0.9300 -0.8399 -0.7763 -0.7363 -0.7159
 -0.7096 -0.7110 -0.7157 -0.7225 -0.7310 -0.7414 -0.7546 -0.7712 -0.7933 -0.8239
 -0.8579
 -3.0102 -2.7327 -2.4551 -2.1947 -1.9648 -1.7698 -1.6073 -1.4730 -1.3629 -1.2727
 -1.1999 -1.1429 -1.0981 -1.0584 -1.0196 -0.9215 -0.8362 -0.7750 -0.7362 -0.7170
 -0.7095 -0.7178 -0.7263 -0.7361 -0.7468 -0.7583 -0.7715 -0.7858 -0.8038 -0.8283
 -0.8613
 -2.9825 -2.7214 -2.4512 -2.1939 -1.9617 -1.7622 -1.5952 -1.4564 -1.3416 -1.2473
 -1.1699 -1.1065 -1.0547 -1.0128 -0.9785 -0.9017 -0.8274 -0.7693 -0.7319 -0.7134
 -0.7109 -0.7192 -0.7323 -0.7465 -0.7606 -0.7748 -0.7895 -0.8049 -0.8219 -0.8417
 -0.8670
 -2.9276 -2.6846 -2.4346 -2.1887 -1.9631 -1.7658 -1.5989 -1.4585 -1.3412 -1.2429
 -1.1607 -1.0923 -1.0354 -0.9878 -0.9481 -0.8743 -0.8118 -0.7604 -0.7246 -0.7062
 -0.7039 -0.7143 -0.7315 -0.7508 -0.7698 -0.7880 -0.8058 -0.8233 -0.8410 -0.8600
 -0.8798
