 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.0263 -0.0012 -0.0190 -0.0127  0.0319  0.0733  0.0760  0.0584  0.0594  0.0919
  0.1426  0.2063  0.2730  0.3350  0.3925  0.5062  0.5716  0.5983  0.6086
 -0.0170  0.0521  0.0909  0.1184  0.1366  0.1452  0.1476  0.1494  0.1562  0.1711
  0.1967  0.2349  0.2850  0.3403  0.3925  0.4946  0.5534  0.5765  0.5800  0.5693
 -0.0104  0.0787  0.1477  0.1926  0.2099  0.2128  0.2162  0.2219  0.2274  0.2333
  0.2453  0.2663  0.3005  0.3459  0.3920  0.4839  0.5374  0.5577  0.5571  0.5454
  0.5268
 -0.0065  0.0786  0.1514  0.2099  0.2518  0.2761  0.2818  0.2759  0.2730  0.2785
  0.2884  0.3005  0.3195  0.3518  0.3910  0.4741  0.5236  0.5419  0.5398  0.5275
  0.5093  0.4868
  0.0156  0.0884  0.1539  0.2112  0.2588  0.2949  0.3185  0.3306  0.3324  0.3291
  0.3305  0.3381  0.3474  0.3650  0.3942  0.4676  0.5138  0.5306  0.5263  0.5124
  0.4937  0.4714  0.4461  0.4181
  0.0636  0.1198  0.1719  0.2203  0.2643  0.3026  0.3332  0.3552  0.3692  0.3774
  0.3815  0.3851  0.3902  0.3960  0.4107  0.4669  0.5094  0.5252  0.5185  0.5015
  0.4807  0.4573  0.4319  0.4043  0.3747  0.3430  0.3085  0.2685  0.2222  0.1738
  0.1376  0.1761  0.2123  0.2472  0.2815  0.3146  0.3452  0.3713  0.3913  0.4058
  0.4167  0.4256  0.4336  0.4380  0.4445  0.4773  0.5112  0.5258  0.5177  0.4966
  0.4718  0.4459  0.4188  0.3906  0.3611  0.3303  0.2974  0.2621  0.2214  0.1736
  0.1229
  0.2316  0.2545  0.2755  0.2957  0.3170  0.3400  0.3644  0.3888  0.4106  0.4283
  0.4422  0.4537  0.4640  0.4728  0.4786  0.5003  0.5212  0.5322  0.5234  0.4992
  0.4694  0.4390  0.4088  0.3785  0.3479  0.3168  0.2846  0.2507  0.2143  0.1730
  0.1235
  0.3388  0.3486  0.3569  0.3644  0.3727  0.3836  0.3979  0.4152  0.4338  0.4513
  0.4663  0.4784  0.4889  0.4985  0.5056  0.5246  0.5383  0.5434  0.5338  0.5081
  0.4741  0.4382  0.4032  0.3692  0.3360  0.3032  0.2702  0.2367  0.2019  0.1645
  0.1219
  0.4514  0.4512  0.4496  0.4472  0.4448  0.4444  0.4474  0.4547  0.4657  0.4789
  0.4922  0.5039  0.5135  0.5217  0.5286  0.5450  0.5560  0.5571  0.5464  0.5214
  0.4858  0.4457  0.4053  0.3663  0.3290  0.2931  0.2580  0.2234  0.1885  0.1527
  0.1150
  0.5676  0.5586  0.5490  0.5391  0.5289  0.5193  0.5124  0.5093  0.5106  0.5158
  0.5239  0.5327  0.5407  0.5471  0.5522  0.5630  0.5721  0.5712  0.5591  0.5351
