 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F098M
 -2.0297 -2.0614 -2.2398 -2.2731 -2.2462 -2.1728 -2.0612 -1.9984 -1.9465 -1.8940
 -1.8467 -1.8029 -1.7633 -1.7285 -1.7008 -1.6497 -1.6479 -1.7211 -1.7848
 -2.0640 -2.0420 -2.0283 -2.0354 -2.0648 -2.0726 -2.0408 -1.9922 -1.9436 -1.8985
 -1.8567 -1.8186 -1.7848 -1.7561 -1.7330 -1.7033 -1.7136 -1.7525 -1.8032 -1.8577
 -1.9901 -1.9709 -1.9502 -1.9341 -1.9273 -1.9403 -1.9622 -1.9617 -1.9367 -1.9010
 -1.8660 -1.8325 -1.8024 -1.7765 -1.7560 -1.7298 -1.7392 -1.7767 -1.8271 -1.8811
 -1.9359
 -1.9194 -1.9112 -1.8949 -1.8774 -1.8628 -1.8530 -1.8530 -1.8678 -1.8817 -1.8797
 -1.8626 -1.8384 -1.8132 -1.7905 -1.7723 -1.7498 -1.7591 -1.7953 -1.8457 -1.8999
 -1.9546 -2.0088
 -1.8416 -1.8497 -1.8442 -1.8319 -1.8187 -1.8075 -1.7996 -1.7961 -1.8015 -1.8120
 -1.8208 -1.8202 -1.8108 -1.7960 -1.7812 -1.7628 -1.7726 -1.8084 -1.8591 -1.9145
 -1.9700 -2.0249 -2.0788 -2.1320
 -1.7562 -1.7786 -1.7884 -1.7866 -1.7793 -1.7709 -1.7639 -1.7588 -1.7559 -1.7562
 -1.7619 -1.7705 -1.7768 -1.7788 -1.7770 -1.7687 -1.7799 -1.8155 -1.8667 -1.9246
 -1.9821 -2.0385 -2.0937 -2.1476 -2.1998 -2.2514 -2.3037 -2.3576 -2.4140 -2.4733
 -1.6655 -1.6990 -1.7226 -1.7339 -1.7366 -1.7346 -1.7310 -1.7281 -1.7263 -1.7251
 -1.7255 -1.7288 -1.7353 -1.7430 -1.7502 -1.7643 -1.7808 -1.8152 -1.8680 -1.9290
 -1.9901 -2.0491 -2.1064 -2.1620 -2.2160 -2.2673 -2.3177 -2.3695 -2.4246 -2.4837
 -2.5449
 -1.5722 -1.6139 -1.6473 -1.6705 -1.6849 -1.6925 -1.6956 -1.6970 -1.6981 -1.6993
 -1.7008 -1.7031 -1.7069 -1.7132 -1.7214 -1.7463 -1.7743 -1.8107 -1.8634 -1.9269
 -1.9923 -2.0554 -2.1158 -2.1740 -2.2303 -2.2844 -2.3358 -2.3865 -2.4388 -2.4946
 -2.5551
 -1.4786 -1.5262 -1.5662 -1.5976 -1.6229 -1.6408 -1.6531 -1.6613 -1.6674 -1.6723
 -1.6767 -1.6812 -1.6862 -1.6923 -1.6999 -1.7266 -1.7613 -1.8028 -1.8552 -1.9199
 -1.9890 -2.0569 -2.1217 -2.1836 -2.2429 -2.2998 -2.3546 -2.4078 -2.4609 -2.5143
 -2.5679
 -1.3873 -1.4390 -1.4834 -1.5212 -1.5530 -1.5794 -1.6007 -1.6173 -1.6307 -1.6411
 -1.6498 -1.6579 -1.6657 -1.6738 -1.6827 -1.7101 -1.7466 -1.7910 -1.8442 -1.9082
