 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.3584 -0.3411 -0.3301 -0.3237 -0.3116 -0.2920 -0.2491 -0.2272 -0.1987 -0.1562
 -0.0998 -0.0413  0.0241  0.0942  0.1600  0.2827  0.3415  0.3560  0.3510
 -0.3358 -0.2499 -0.1969 -0.1735 -0.1731 -0.1706 -0.1583 -0.1400 -0.1182 -0.0924
 -0.0559 -0.0059  0.0531  0.1115  0.1642  0.2616  0.3150  0.3337  0.3326  0.3198
 -0.2899 -0.2187 -0.1578 -0.1098 -0.0784 -0.0674 -0.0728 -0.0746 -0.0623 -0.0377
 -0.0097  0.0242  0.0695  0.1196  0.1664  0.2547  0.3008  0.3153  0.3121  0.2990
  0.2796
 -0.2421 -0.1847 -0.1311 -0.0824 -0.0414 -0.0113  0.0067  0.0124  0.0113  0.0168
  0.0346  0.0571  0.0875  0.1270  0.1675  0.2473  0.2894  0.3003  0.2947  0.2809
  0.2619  0.2389
 -0.1742 -0.1347 -0.0947 -0.0543 -0.0153  0.0191  0.0462  0.0654  0.0778  0.0851
  0.0924  0.1045  0.1198  0.1436  0.1733  0.2431  0.2822  0.2903  0.2814  0.2658
  0.2462  0.2233  0.1977  0.1703
 -0.0868 -0.0652 -0.0415 -0.0142  0.0161  0.0471  0.0757  0.0993  0.1174  0.1317
  0.1439  0.1551  0.1649  0.1780  0.1955  0.2451  0.2804  0.2870  0.2741  0.2547
  0.2330  0.2091  0.1832  0.1554  0.1256  0.0932  0.0574  0.0178 -0.0261 -0.0744
  0.0129  0.0212  0.0295  0.0421  0.0600  0.0822  0.1064  0.1297  0.1493  0.1653
  0.1791  0.1921  0.2037  0.2143  0.2266  0.2588  0.2849  0.2903  0.2745  0.2500
  0.2240  0.1975  0.1701  0.1415  0.1119  0.0821  0.0503  0.0144 -0.0274 -0.0752
 -0.1258
  0.1229  0.1186  0.1149  0.1147  0.1192  0.1295  0.1451  0.1633  0.1811  0.1968
  0.2099  0.2217  0.2329  0.2432  0.2541  0.2789  0.2959  0.2989  0.2820  0.2532
  0.2217  0.1906  0.1600  0.1293  0.0984  0.0671  0.0360  0.0031 -0.0337 -0.0763
 -0.1257
  0.2347  0.2210  0.2092  0.1991  0.1925  0.1913  0.1958  0.2054  0.2178  0.2306
  0.2420  0.2517  0.2604  0.2687  0.2774  0.2987  0.3109  0.3106  0.2938  0.2631
  0.2267  0.1898  0.1542  0.1198  0.0863  0.0533  0.0203 -0.0143 -0.0506 -0.0885
 -0.1277
  0.3482  0.3284  0.3077  0.2907  0.2762  0.2651  0.2589  0.2582  0.2620  0.2689
  0.2768  0.2839  0.2898  0.2950  0.3003  0.3159  0.3255  0.3233  0.3070  0.2772
  0.2389  0.1974  0.1563  0.1168  0.0792  0.0430  0.0078 -0.0269 -0.0656 -0.1013
 -0.1350
  0.4635  0.4408  0.4104  0.3846  0.3654  0.3475  0.3329  0.3225  0.3168  0.3152
  0.3167  0.3196  0.3224  0.3244  0.3260  0.3325  0.3393  0.3357  0.3195  0.2913
  0.2537  0.2107  0.1656  0.1210  0.0782  0.0377 -0.0012 -0.0385 -0.0750 -0.1112
 -0.1483
  0.5805  0.5582  0.5173  0.4797  0.4564  0.4340  0.4134  0.3957  0.3815  0.3709
  0.3642  0.3605  0.3585  0.3569  0.3545  0.3485  0.3523  0.3478  0.3313
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.4108 -0.3662 -0.3351 -0.3141 -0.2959 -0.2773 -0.2509 -0.2289 -0.1972 -0.1539
 -0.0987 -0.0372  0.0288  0.0935  0.1528  0.2686  0.3355  0.3618  0.3601
 -0.3428 -0.2755 -0.2416 -0.2143 -0.1897 -0.1711 -0.1570 -0.1433 -0.1247 -0.0979
 -0.0604 -0.0111  0.0459  0.1024  0.1543  0.2555  0.3154  0.3389  0.3392  0.3275
 -0.3251 -0.2350 -0.1666 -0.1232 -0.1091 -0.1086 -0.1015 -0.0868 -0.0690 -0.0496
 -0.0246  0.0093  0.0547  0.1044  0.1513  0.2438  0.2990  0.3206  0.3195  0.3069
  0.2876
 -0.3157 -0.2288 -0.1551 -0.0959 -0.0528 -0.0269 -0.0213 -0.0282 -0.0279 -0.0136
  0.0079  0.0329  0.0653  0.1065  0.1477  0.2334  0.2851  0.3055  0.3033  0.2899
  0.2708  0.2476
 -0.2915 -0.2161 -0.1487 -0.0895 -0.0395 -0.0003  0.0273  0.0434  0.0464  0.0430
  0.0478  0.0616  0.0832  0.1136  0.1490  0.2264  0.2751  0.2946  0.2910  0.2760
  0.2561  0.2329  0.2068  0.1779
 -0.2451 -0.1854 -0.1298 -0.0783 -0.0308  0.0114  0.0466  0.0738  0.0933  0.1054
  0.1104  0.1141  0.1210  0.1357  0.1586  0.2246  0.2702  0.2889  0.2839  0.2661
  0.2439  0.2195  0.1931  0.1646  0.1341  0.1015  0.0658  0.0257 -0.0210 -0.0698
 -0.1763 -0.1331 -0.0922 -0.0524 -0.0131  0.0252  0.0610  0.0922  0.1178  0.1380
  0.1537  0.1652  0.1720  0.1786  0.1896  0.2308  0.2708  0.2888  0.2831  0.2620
  0.2359  0.2087  0.1806  0.1514  0.1210  0.0892  0.0555  0.0190 -0.0219 -0.0702
 -0.1210
 -0.0898 -0.0614 -0.0348 -0.0082  0.0198  0.0496  0.0803  0.1104  0.1377  0.1608
  0.1802  0.1964  0.2090  0.2188  0.2274  0.2522  0.2783  0.2938  0.2880  0.2647
  0.2339  0.2023  0.1711  0.1397  0.1082  0.0761  0.0429  0.0082 -0.0288 -0.0710
 -0.1209
  0.0081  0.0248  0.0394  0.0539  0.0700  0.0890  0.1112  0.1356  0.1603  0.1834
  0.2035  0.2205  0.2350  0.2471  0.2575  0.2790  0.2948  0.3037  0.2973  0.2732
  0.2387  0.2018  0.1658  0.1308  0.0966  0.0629  0.0289 -0.0055 -0.0412 -0.0795
 -0.1227
  0.1092  0.1182  0.1241  0.1290  0.1348  0.1433  0.1553  0.1711  0.1896  0.2091
  0.2278  0.2442  0.2581  0.2699  0.2802  0.3016  0.3140  0.3172  0.3092  0.2859
  0.2502  0.2093  0.1680  0.1281  0.0900  0.0531  0.0170 -0.0186 -0.0543 -0.0911
 -0.1296
  0.2090  0.2133  0.2146  0.2130  0.2110  0.2106  0.2132  0.2196  0.2296  0.2424
  0.2568  0.2709  0.2833  0.2936  0.3023  0.3203  0.3315  0.3320  0.3219  0.2994
