 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  i   
 -1.1141 -1.0618 -1.0584 -1.0305 -0.9645 -0.9055 -0.8898 -0.8960 -0.8849 -0.8421
 -0.7822 -0.7099 -0.6354 -0.5670 -0.5034 -0.3773 -0.3023 -0.2685 -0.2539
 -1.0807 -0.9812 -0.9192 -0.8728 -0.8390 -0.8175 -0.8040 -0.7922 -0.7763 -0.7531
 -0.7201 -0.6752 -0.6188 -0.5578 -0.5002 -0.3871 -0.3197 -0.2903 -0.2823 -0.2901
 -1.0583 -0.9370 -0.8436 -0.7808 -0.7504 -0.7370 -0.7241 -0.7100 -0.6967 -0.6839
 -0.6657 -0.6392 -0.5998 -0.5494 -0.4985 -0.3966 -0.3352 -0.3091 -0.3052 -0.3137
 -0.3299
 -1.0469 -0.9292 -0.8316 -0.7545 -0.6987 -0.6640 -0.6501 -0.6494 -0.6461 -0.6345
 -0.6190 -0.6019 -0.5784 -0.5418 -0.4983 -0.4058 -0.3488 -0.3249 -0.3226 -0.3314
 -0.3469 -0.3675
 -1.0203 -0.9153 -0.8248 -0.7484 -0.6867 -0.6401 -0.6083 -0.5896 -0.5822 -0.5806
 -0.5745 -0.5622 -0.5487 -0.5272 -0.4941 -0.4119 -0.3585 -0.3362 -0.3361 -0.3464
 -0.3623 -0.3822 -0.4058 -0.4330
 -0.9684 -0.8810 -0.8040 -0.7364 -0.6780 -0.6290 -0.5905 -0.5621 -0.5426 -0.5296
 -0.5210 -0.5133 -0.5042 -0.4948 -0.4767 -0.4121 -0.3627 -0.3414 -0.3439 -0.3574
 -0.3752 -0.3959 -0.4193 -0.4453 -0.4740 -0.5055 -0.5405 -0.5815 -0.6293 -0.6793
 -0.8908 -0.8218 -0.7610 -0.7069 -0.6580 -0.6141 -0.5757 -0.5435 -0.5185 -0.4993
 -0.4841 -0.4711 -0.4593 -0.4514 -0.4417 -0.4012 -0.3605 -0.3405 -0.3445 -0.3621
 -0.3839 -0.4072 -0.4319 -0.4581 -0.4860 -0.5158 -0.5482 -0.5835 -0.6249 -0.6738
 -0.7255
 -0.7945 -0.7414 -0.6955 -0.6557 -0.6196 -0.5857 -0.5533 -0.5232 -0.4967 -0.4749
 -0.4570 -0.4417 -0.4277 -0.4153 -0.4065 -0.3773 -0.3500 -0.3337 -0.3383 -0.3592
 -0.3861 -0.4139 -0.4416 -0.4697 -0.4984 -0.5279 -0.5588 -0.5919 -0.6280 -0.6695
 -0.7195
 -0.6854 -0.6462 -0.6128 -0.5850 -0.5611 -0.5388 -0.5163 -0.4931 -0.4702 -0.4491
 -0.4308 -0.4153 -0.4014 -0.3885 -0.3783 -0.3521 -0.3322 -0.3219 -0.3274 -0.3497
 -0.3810 -0.4144 -0.4470 -0.4787 -0.5098 -0.5406 -0.5718 -0.6038 -0.6375 -0.6742
 -0.7164
 -0.5722 -0.5439 -0.5207 -0.5019 -0.4876 -0.4755 -0.4635 -0.4499 -0.4344 -0.4180
 -0.4019 -0.3876 -0.3751 -0.3640 -0.3542 -0.3310 -0.3138 -0.3076 -0.3142 -0.3358
 -0.3688 -0.4065 -0.4446 -0.4814 -0.5165 -0.5503 -0.5834 -0.6161 -0.6492 -0.6836
 -0.7200
 -0.4568 -0.4376 -0.4227 -0.4115 -0.4041 -0.3996 -0.3962 -0.3920 -0.3857 -0.3770
 -0.3665 -0.3556 -0.3455 -0.3368 -0.3292 -0.3121 -0.2972 -0.2930 -0.3009 -0.3215
 -0.3536 -0.3928 -0.4349 -0.4769 -0.5171 -0.5553 -0.5919 -0.6270 -0.6614 -0.6957
 -0.7309
 -0.3393 -0.3273 -0.3230 -0.3172 -0.3155 -0.3165 -0.3192 -0.3223 -0.3242 -0.3242
 -0.3216 -0.3170 -0.3112 -0.3056 -0.3033 -0.2954 -0.2824 -0.2781 -0.2875
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  i   
 -1.3966 -1.3100 -1.2385 -1.1776 -1.1251 -1.0758 -1.0243 -0.9672 -0.9062 -0.8441
 -0.7790 -0.7103 -0.6393 -0.5713 -0.5045 -0.3812 -0.3020 -0.2639 -0.2548
 -1.2653 -1.1658 -1.0870 -1.0243 -0.9738 -0.9321 -0.8950 -0.8564 -0.8163 -0.7749
 -0.7300 -0.6792 -0.6218 -0.5624 -0.5067 -0.3945 -0.3220 -0.2860 -0.2775 -0.2851
 -1.1943 -1.0672 -0.9752 -0.9194 -0.8689 -0.8298 -0.7986 -0.7706 -0.7433 -0.7159
 -0.6864 -0.6520 -0.6092 -0.5589 -0.5089 -0.4065 -0.3395 -0.3052 -0.2971 -0.3044
 -0.3204
 -1.1698 -1.0229 -0.9145 -0.8395 -0.7892 -0.7551 -0.7303 -0.7088 -0.6865 -0.6650
 -0.6438 -0.6213 -0.5932 -0.5548 -0.5111 -0.4172 -0.3545 -0.3215 -0.3136 -0.3210
 -0.3365 -0.3575
 -1.1706 -1.0273 -0.9058 -0.8130 -0.7456 -0.6982 -0.6661 -0.6455 -0.6330 -0.6235
 -0.6075 -0.5892 -0.5695 -0.5445 -0.5095 -0.4245 -0.3656 -0.3340 -0.3265 -0.3347
 -0.3507 -0.3712 -0.3956 -0.4236
 -1.1635 -1.0265 -0.9074 -0.8075 -0.7265 -0.6636 -0.6171 -0.5853 -0.5663 -0.5590
 -0.5566 -0.5500 -0.5393 -0.5238 -0.5004 -0.4266 -0.3718 -0.3416 -0.3348 -0.3446
 -0.3624 -0.3839 -0.4081 -0.4350 -0.4647 -0.4973 -0.5336 -0.5756 -0.6238 -0.6736
 -1.1351 -1.0113 -0.9008 -0.8059 -0.7259 -0.6598 -0.6068 -0.5662 -0.5365 -0.5156
 -0.5019 -0.4945 -0.4895 -0.4844 -0.4747 -0.4225 -0.3724 -0.3439 -0.3377 -0.3495
 -0.3703 -0.3943 -0.4198 -0.4470 -0.4759 -0.5068 -0.5403 -0.5769 -0.6192 -0.6683
 -0.7201
 -1.0817 -0.9738 -0.8759 -0.7904 -0.7169 -0.6542 -0.6010 -0.5568 -0.5215 -0.4941
 -0.4728 -0.4563 -0.4440 -0.4364 -0.4317 -0.4050 -0.3671 -0.3410 -0.3353 -0.3482
 -0.3725 -0.4003 -0.4289 -0.4578 -0.4875 -0.5180 -0.5502 -0.5843 -0.6216 -0.6639
 -0.7143
 -1.0034 -0.9112 -0.8276 -0.7539 -0.6902 -0.6352 -0.5873 -0.5453 -0.5089 -0.4784
 -0.4533 -0.4329 -0.4159 -0.4021 -0.3930 -0.3735 -0.3517 -0.3328 -0.3281 -0.3415
 -0.3684 -0.4008 -0.4338 -0.4662 -0.4981 -0.5300 -0.5623 -0.5955 -0.6304 -0.6681
 -0.7111
 -0.9115 -0.8337 -0.7631 -0.7002 -0.6462 -0.6002 -0.5602 -0.5243 -0.4916 -0.4621
 -0.4362 -0.4141 -0.3954 -0.3795 -0.3667 -0.3446 -0.3289 -0.3187 -0.3173 -0.3304
 -0.3578 -0.3935 -0.4313 -0.4685 -0.5044 -0.5390 -0.5732 -0.6071 -0.6413 -0.6768
 -0.7143
 -0.8180 -0.7464 -0.6858 -0.6325 -0.5870 -0.5491 -0.5171 -0.4890 -0.4629 -0.4383
 -0.4150 -0.3939 -0.3752 -0.3592 -0.3458 -0.3217 -0.3066 -0.3010 -0.3039 -0.3174
 -0.3440 -0.3806 -0.4220 -0.4641 -0.5048 -0.5437 -0.5812 -0.6174 -0.6528 -0.6883
 -0.7246
 -0.7252 -0.6594 -0.6036 -0.5568 -0.5180 -0.4863 -0.4608 -0.4396 -0.4208 -0.4029
 -0.3852 -0.3679 -0.3516 -0.3370 -0.3303 -0.3048 -0.2848 -0.2797 -0.2879
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  i   
 -1.7799 -1.6780 -1.5893 -1.5066 -1.4276 -1.3403 -1.2318 -1.1023 -0.9842 -0.8825
 -0.7924 -0.7104 -0.6355 -0.5683 -0.5085 -0.3889 -0.3068 -0.2600 -0.2452
 -1.6117 -1.5010 -1.4075 -1.3253 -1.2493 -1.1742 -1.0895 -0.9924 -0.9040 -0.8259
 -0.7549 -0.6875 -0.6230 -0.5629 -0.5085 -0.3995 -0.3252 -0.2824 -0.2677 -0.2727
 -1.4933 -1.3739 -1.2741 -1.1889 -1.1145 -1.0473 -0.9809 -0.9076 -0.8390 -0.7778
 -0.7219 -0.6682 -0.6143 -0.5610 -0.5112 -0.4105 -0.3418 -0.3016 -0.2868 -0.2909
 -0.3065
 -1.4077 -1.2691 -1.1637 -1.0822 -1.0107 -0.9477 -0.8911 -0.8349 -0.7808 -0.7320
 -0.6876 -0.6457 -0.6032 -0.5583 -0.5134 -0.4198 -0.3554 -0.3174 -0.3026 -0.3062
 -0.3211 -0.3426
 -1.3612 -1.2031 -1.0769 -0.9785 -0.9041 -0.8503 -0.8109 -0.7709 -0.7293 -0.6892
 -0.6523 -0.6183 -0.5857 -0.5508 -0.5124 -0.4259 -0.3654 -0.3295 -0.3153 -0.3187
 -0.3337 -0.3549 -0.3802 -0.4094
