 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F322W2
 -3.4701 -3.5252 -3.5746 -3.6184 -3.6589 -3.6867 -3.6399 -3.6226 -3.6060 -3.6022
 -3.6179 -3.6644 -3.7103 -3.7743 -3.8450 -4.0247 -4.1974 -4.3802 -4.5500
 -3.3695 -3.4296 -3.4896 -3.5494 -3.6022 -3.6403 -3.6639 -3.6741 -3.6733 -3.6646
 -3.6626 -3.6835 -3.7328 -3.7976 -3.8675 -4.0444 -4.2200 -4.3915 -4.5562 -4.7139
 -3.3653 -3.4160 -3.4685 -3.5218 -3.5734 -3.6210 -3.6608 -3.6886 -3.7070 -3.7186
 -3.7206 -3.7265 -3.7602 -3.8189 -3.8864 -4.0611 -4.2346 -4.4054 -4.5697 -4.7265
 -4.8767
 -3.3797 -3.4221 -3.4672 -3.5145 -3.5626 -3.6089 -3.6504 -3.6861 -3.7155 -3.7399
 -3.7630 -3.7754 -3.7960 -3.8427 -3.9048 -4.0752 -4.2463 -4.4157 -4.5799 -4.7364
 -4.8858 -5.0292
 -3.4156 -3.4480 -3.4842 -3.5241 -3.5670 -3.6113 -3.6540 -3.6925 -3.7262 -3.7569
 -3.7865 -3.8147 -3.8370 -3.8748 -3.9274 -4.0886 -4.2562 -4.4232 -4.5871 -4.7438
 -4.8930 -5.0357 -5.1726 -5.3047
 -3.4735 -3.4953 -3.5208 -3.5511 -3.5865 -3.6259 -3.6669 -3.7071 -3.7445 -3.7787
 -3.8119 -3.8462 -3.8749 -3.9111 -3.9582 -4.1042 -4.2659 -4.4291 -4.5916 -4.7488
 -4.8983 -5.0409 -5.1772 -5.3084 -5.4353 -5.5582 -5.6774 -5.7932 -5.9059 -6.0156
 -3.5488 -3.5638 -3.5784 -3.5976 -3.6231 -3.6548 -3.6909 -3.7291 -3.7675 -3.8045
 -3.8399 -3.8757 -3.9101 -3.9459 -3.9904 -4.1249 -4.2774 -4.4349 -4.5941 -4.7510
 -4.9016 -5.0446 -5.1810 -5.3117 -5.4375 -5.5590 -5.6767 -5.7910 -5.9025 -6.0113
 -6.1173
 -3.6404 -3.6490 -3.6564 -3.6654 -3.6795 -3.7010 -3.7290 -3.7619 -3.7978 -3.8344
 -3.8710 -3.9074 -3.9437 -3.9799 -4.0219 -4.1475 -4.2914 -4.4424 -4.5963 -4.7510
 -4.9021 -5.0464 -5.1836 -5.3144 -5.4398 -5.5606 -5.6773 -5.7903 -5.9002 -6.0075
 -6.1124
 -3.7406 -3.7463 -3.7504 -3.7531 -3.7574 -3.7677 -3.7853 -3.8097 -3.8395 -3.8727
 -3.9076 -3.9433 -3.9793 -4.0155 -4.0550 -4.1721 -4.3078 -4.4533 -4.6021 -4.7527
 -4.9027 -5.0482 -5.1869 -5.3188 -5.4447 -5.5654 -5.6817 -5.7943 -5.9034 -6.0092
 -6.1121
 -3.8496 -3.8557 -3.8532 -3.8536 -3.8530 -3.8541 -3.8610 -3.8750 -3.8956 -3.9218
 -3.9518 -3.9845 -4.0185 -4.0535 -4.0903 -4.1976 -4.3238 -4.4625 -4.6067 -4.7528
 -4.8994 -5.0443 -5.1842 -5.3177 -5.4447 -5.5660 -5.6823 -5.7944 -5.9050 -6.0099
