 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.2610 -1.2478 -1.2776 -1.2869 -1.2600 -1.2349 -1.2447 -1.2709 -1.2783 -1.2525
 -1.2088 -1.1517 -1.0908 -1.0343 -0.9819 -0.8803 -0.8256 -0.8082 -0.8053
 -1.2660 -1.2131 -1.1891 -1.1758 -1.1708 -1.1741 -1.1822 -1.1894 -1.1905 -1.1824
 -1.1628 -1.1301 -1.0851 -1.0347 -0.9871 -0.8957 -0.8463 -0.8314 -0.8347 -0.8511
 -1.2691 -1.1986 -1.1462 -1.1153 -1.1094 -1.1163 -1.1218 -1.1244 -1.1260 -1.1266
 -1.1201 -1.1040 -1.0744 -1.0334 -0.9915 -0.9093 -0.8642 -0.8513 -0.8583 -0.8754
 -0.8986
 -1.2703 -1.2043 -1.1489 -1.1054 -1.0758 -1.0615 -1.0635 -1.0759 -1.0848 -1.0851
 -1.0807 -1.0734 -1.0587 -1.0304 -0.9951 -0.9211 -0.8793 -0.8679 -0.8760 -0.8935
 -0.9164 -0.9430
 -1.2510 -1.1970 -1.1487 -1.1065 -1.0716 -1.0460 -1.0308 -1.0253 -1.0290 -1.0371
 -1.0405 -1.0377 -1.0329 -1.0192 -0.9937 -0.9289 -0.8900 -0.8797 -0.8897 -0.9086
 -0.9320 -0.9584 -0.9875 -1.0189
 -1.2053 -1.1672 -1.1315 -1.0977 -1.0662 -1.0386 -1.0170 -1.0023 -0.9940 -0.9908
 -0.9910 -0.9917 -0.9908 -0.9890 -0.9783 -0.9304 -0.8951 -0.8855 -0.8976 -0.9196
 -0.9448 -0.9723 -1.0016 -1.0328 -1.0656 -1.1003 -1.1376 -1.1799 -1.2281 -1.2783
 -1.1341 -1.1126 -1.0918 -1.0706 -1.0482 -1.0256 -1.0042 -0.9860 -0.9725 -0.9633
 -0.9568 -0.9520 -0.9481 -0.9475 -0.9447 -0.9205 -0.8937 -0.8852 -0.8986 -0.9245
 -0.9536 -0.9835 -1.0144 -1.0462 -1.0790 -1.1130 -1.1488 -1.1867 -1.2298 -1.2796
 -1.3320
 -1.0434 -1.0364 -1.0298 -1.0223 -1.0121 -0.9989 -0.9834 -0.9672 -0.9525 -0.9408
 -0.9318 -0.9246 -0.9182 -0.9130 -0.9108 -0.8975 -0.8838 -0.8790 -0.8931 -0.9219
 -0.9559 -0.9902 -1.0241 -1.0579 -1.0919 -1.1263 -1.1615 -1.1982 -1.2373 -1.2809
 -1.3323
 -0.9405 -0.9454 -0.9504 -0.9547 -0.9565 -0.9547 -0.9487 -0.9392 -0.9280 -0.9170
 -0.9077 -0.9002 -0.8937 -0.8878 -0.8842 -0.8732 -0.8668 -0.8679 -0.8828 -0.9131
 -0.9513 -0.9910 -1.0296 -1.0669 -1.1035 -1.1394 -1.1755 -1.2119 -1.2495 -1.2896
 -1.3345
 -0.8327 -0.8461 -0.8599 -0.8731 -0.8850 -0.8937 -0.8984 -0.8983 -0.8943 -0.8879
 -0.8807 -0.8744 -0.8693 -0.8649 -0.8615 -0.8530 -0.8490 -0.8540 -0.8701 -0.8998
 -0.9396 -0.9834 -1.0273 -1.0695 -1.1100 -1.1490 -1.1871 -1.2247 -1.2624 -1.3009
 -1.3413
 -0.7215 -0.7423 -0.7630 -0.7829 -0.8019 -0.8191 -0.8332 -0.8429 -0.8481 -0.8493
 -0.8476 -0.8446 -0.8418 -0.8396 -0.8382 -0.8351 -0.8329 -0.8399 -0.8574 -0.8861
 -0.9251 -0.9704 -1.0180 -1.0652 -1.1106 -1.1538 -1.1953 -1.2354 -1.2746 -1.3136
 -1.3533
 -0.6069 -0.6340 -0.6633 -0.6877 -0.7121 -0.7353 -0.7564 -0.7746 -0.7888 -0.7990
 -0.8051 -0.8083 -0.8097 -0.8107 -0.8143 -0.8195 -0.8185 -0.8256 -0.8447
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.4604 -1.4214 -1.3961 -1.3798 -1.3690 -1.3585 -1.3434 -1.3205 -1.2900 -1.2535
 -1.2094 -1.1577 -1.1009 -1.0450 -0.9904 -0.8892 -0.8283 -0.8044 -0.8067
 -1.3687 -1.3176 -1.2852 -1.2664 -1.2561 -1.2503 -1.2452 -1.2357 -1.2213 -1.2016
 -1.1746 -1.1385 -1.0933 -1.0446 -0.9985 -0.9067 -0.8507 -0.8283 -0.8308 -0.8469
 -1.3301 -1.2553 -1.2091 -1.1897 -1.1756 -1.1693 -1.1672 -1.1651 -1.1606 -1.1527
 -1.1395 -1.1183 -1.0866 -1.0461 -1.0049 -0.9216 -0.8700 -0.8487 -0.8512 -0.8671
 -0.8900
 -1.3266 -1.2364 -1.1750 -1.1385 -1.1200 -1.1132 -1.1125 -1.1132 -1.1114 -1.1080
 -1.1021 -1.0922 -1.0745 -1.0450 -1.0096 -0.9339 -0.8862 -0.8656 -0.8679 -0.8840
