 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F350LP
 -3.0560 -3.0162 -2.9732 -2.9333 -2.8907 -2.8529 -2.8656 -2.8405 -2.8057 -2.7539
 -2.6863 -2.6230 -2.5434 -2.4572 -2.3777 -2.2106 -2.0989 -2.0271 -1.9773
 -3.0091 -2.9074 -2.8410 -2.8063 -2.7961 -2.7841 -2.7618 -2.7331 -2.7007 -2.6638
 -2.6153 -2.5519 -2.4784 -2.4048 -2.3365 -2.1964 -2.0962 -2.0294 -1.9859 -1.9576
 -2.9527 -2.8654 -2.7890 -2.7271 -2.6836 -2.6620 -2.6579 -2.6496 -2.6257 -2.5885
 -2.5474 -2.4998 -2.4397 -2.3742 -2.3120 -2.1841 -2.0945 -2.0355 -1.9971 -1.9718
 -1.9552
 -2.8982 -2.8240 -2.7541 -2.6905 -2.6360 -2.5935 -2.5640 -2.5473 -2.5374 -2.5192
 -2.4869 -2.4495 -2.4037 -2.3487 -2.2929 -2.1751 -2.0933 -2.0412 -2.0078 -1.9857
 -1.9710 -1.9614
 -2.8251 -2.7686 -2.7122 -2.6564 -2.6031 -2.5553 -2.5156 -2.4843 -2.4598 -2.4402
 -2.4195 -2.3922 -2.3607 -2.3202 -2.2743 -2.1673 -2.0912 -2.0446 -2.0167 -1.9985
 -1.9863 -1.9784 -1.9736 -1.9704
 -2.7337 -2.6953 -2.6552 -2.6123 -2.5673 -2.5225 -2.4807 -2.4442 -2.4134 -2.3863
 -2.3610 -2.3358 -2.3109 -2.2814 -2.2470 -2.1580 -2.0871 -2.0442 -2.0216 -2.0084
 -1.9998 -1.9946 -1.9917 -1.9907 -1.9904 -1.9918 -1.9967 -2.0061 -2.0210 -2.0419
 -2.6318 -2.6066 -2.5820 -2.5537 -2.5209 -2.4844 -2.4465 -2.4102 -2.3774 -2.3485
 -2.3214 -2.2948 -2.2690 -2.2433 -2.2152 -2.1430 -2.0803 -2.0397 -2.0208 -2.0130
 -2.0096 -2.0082 -2.0085 -2.0098 -2.0119 -2.0136 -2.0168 -2.0238 -2.0362 -2.0552
 -2.0804
 -2.5213 -2.5089 -2.4962 -2.4806 -2.4608 -2.4358 -2.4061 -2.3744 -2.3434 -2.3145
 -2.2881 -2.2629 -2.2378 -2.2131 -2.1875 -2.1246 -2.0704 -2.0323 -2.0148 -2.0111
 -2.0132 -2.0171 -2.0217 -2.0266 -2.0316 -2.0366 -2.0406 -2.0459 -2.0552 -2.0706
 -2.0934
 -2.4108 -2.4078 -2.4032 -2.3972 -2.3882 -2.3743 -2.3551 -2.3314 -2.3055 -2.2793
 -2.2546 -2.2314 -2.2090 -2.1868 -2.1638 -2.1064 -2.0579 -2.0231 -2.0057 -2.0036
 -2.0099 -2.0195 -2.0296 -2.0394 -2.0486 -2.0569 -2.0650 -2.0742 -2.0848 -2.0965
 -2.1092
 -2.3003 -2.3033 -2.3079 -2.3085 -2.3071 -2.3026 -2.2936 -2.2795 -2.2615 -2.2409
 -2.2196 -2.1991 -2.1796 -2.1606 -2.1413 -2.0906 -2.0459 -2.0137 -1.9963 -1.9934
 -2.0011 -2.0145 -2.0300 -2.0455 -2.0599 -2.0729 -2.0849 -2.0960 -2.1109 -2.1218
 -2.1303
 -2.1898 -2.1954 -2.2103 -2.2193 -2.2221 -2.2238 -2.2228 -2.2178 -2.2086 -2.1957
 -2.1803 -2.1638 -2.1475 -2.1319 -2.1164 -2.0752 -2.0343 -2.0041 -1.9872 -1.9833
 -1.9903 -2.0048 -2.0237 -2.0441 -2.0642 -2.0827 -2.0998 -2.1152 -2.1295 -2.1432
 -2.1573
 -2.0793 -2.0841 -2.1104 -2.1307 -2.1370 -2.1426 -2.1468 -2.1485 -2.1471 -2.1424
 -2.1345 -2.1241 -2.1123 -2.1003 -2.0891 -2.0602 -2.0231 -1.9943 -1.9784
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F350LP
 -3.1139 -3.0591 -3.0120 -2.9720 -2.9332 -2.8964 -2.8756 -2.8397 -2.7942 -2.7371
 -2.6680 -2.5948 -2.5141 -2.4342 -2.3609 -2.2064 -2.0955 -2.0205 -1.9719
 -3.0315 -2.9528 -2.9061 -2.8646 -2.8248 -2.7907 -2.7614 -2.7328 -2.6998 -2.6588
 -2.6069 -2.5429 -2.4706 -2.3988 -2.3319 -2.1931 -2.0927 -2.0250 -1.9809 -1.9515
 -3.0039 -2.8974 -2.8119 -2.7523 -2.7240 -2.7099 -2.6886 -2.6589 -2.6264 -2.5922
 -2.5526 -2.5037 -2.4428 -2.3772 -2.3148 -2.1854 -2.0926 -2.0306 -1.9912 -1.9655
 -1.9486
 -2.9876 -2.8819 -2.7887 -2.7112 -2.6517 -2.6114 -2.5930 -2.5877 -2.5735 -2.5436
 -2.5065 -2.4662 -2.4181 -2.3608 -2.3039 -2.1811 -2.0937 -2.0363 -2.0008 -1.9783
 -1.9634 -1.9537
 -2.9592 -2.8639 -2.7762 -2.6979 -2.6307 -2.5760 -2.5345 -2.5056 -2.4904 -2.4806
 -2.4603 -2.4296 -2.3912 -2.3443 -2.2928 -2.1779 -2.0946 -2.0404 -2.0088 -1.9898
 -1.9776 -1.9698 -1.9652 -1.9632
 -2.9104 -2.8307 -2.7547 -2.6836 -2.6184 -2.5603 -2.5106 -2.4700 -2.4376 -2.4127
 -2.3943 -2.3755 -2.3516 -2.3190 -2.2785 -2.1738 -2.0939 -2.0419 -2.0133 -1.9986
 -1.9900 -1.9850 -1.9824 -1.9818 -1.9828 -1.9855 -1.9907 -1.9998 -2.0153 -2.0364
 -2.8409 -2.7781 -2.7169 -2.6574 -2.6000 -2.5452 -2.4945 -2.4493 -2.4105 -2.3771
 -2.3481 -2.3228 -2.3011 -2.2781 -2.2493 -2.1657 -2.0907 -2.0401 -2.0133 -2.0026
 -1.9988 -1.9977 -1.9983 -2.0001 -2.0028 -2.0064 -2.0115 -2.0188 -2.0302 -2.0495
 -2.0749
 -2.7554 -2.7080 -2.6616 -2.6154 -2.5688 -2.5220 -2.4755 -2.4307 -2.3897 -2.3532
 -2.3205 -2.2907 -2.2640 -2.2392 -2.2146 -2.1478 -2.0837 -2.0352 -2.0091 -2.0010
 -2.0020 -2.0060 -2.0109 -2.0163 -2.0218 -2.0274 -2.0337 -2.0410 -2.0501 -2.0647
 -2.0879
 -2.6598 -2.6249 -2.5910 -2.5572 -2.5224 -2.4856 -2.4468 -2.4069 -2.3676 -2.3307
 -2.2971 -2.2664 -2.2380 -2.2115 -2.1861 -2.1254 -2.0707 -2.0272 -2.0016 -1.9943
 -1.9988 -2.0081 -2.0183 -2.0285 -2.0381 -2.0471 -2.0559 -2.0647 -2.0745 -2.0864
 -2.1034
 -2.5620 -2.5364 -2.5121 -2.4882 -2.4636 -2.4369 -2.4073 -2.3749 -2.3408 -2.3066
 -2.2739 -2.2437 -2.2160 -2.1901 -2.1652 -2.1065 -2.0563 -2.0175 -1.9929 -1.9850
 -1.9904 -2.0032 -2.0186 -2.0342 -2.0490 -2.0626 -2.0752 -2.0871 -2.0988 -2.1110
 -2.1241
 -2.4659 -2.4467 -2.4284 -2.4119 -2.3952 -2.3772 -2.3563 -2.3322 -2.3054 -2.2767
 -2.2473 -2.2189 -2.1924 -2.1681 -2.1451 -2.0905 -2.0428 -2.0070 -1.9840 -1.9752
