 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
 -1.6052 -1.6009 -1.5926 -1.5853 -1.5750 -1.5626 -1.5190 -1.5198 -1.5304 -1.5518
 -1.5828 -1.6063 -1.6524 -1.6998 -1.7499 -1.8774 -2.0118 -2.1454 -2.2761
 -1.6053 -1.6233 -1.6230 -1.6063 -1.5798 -1.5622 -1.5566 -1.5595 -1.5693 -1.5860
 -1.6121 -1.6479 -1.6903 -1.7357 -1.7827 -1.9044 -2.0309 -2.1605 -2.2890 -2.4151
 -1.6370 -1.6468 -1.6564 -1.6617 -1.6587 -1.6433 -1.6200 -1.6062 -1.6080 -1.6229
 -1.6456 -1.6765 -1.7161 -1.7608 -1.8073 -1.9266 -2.0493 -2.1756 -2.3019 -2.4257
 -2.5464
 -1.6640 -1.6701 -1.6790 -1.6887 -1.6963 -1.6991 -1.6953 -1.6845 -1.6725 -1.6716
 -1.6854 -1.7095 -1.7433 -1.7851 -1.8305 -1.9481 -2.0674 -2.1896 -2.3134 -2.4353
 -2.5540 -2.6696
 -1.7005 -1.7006 -1.7051 -1.7130 -1.7225 -1.7315 -1.7378 -1.7406 -1.7410 -1.7402
 -1.7436 -1.7573 -1.7805 -1.8136 -1.8542 -1.9685 -2.0852 -2.2033 -2.3237 -2.4438
 -2.5611 -2.6752 -2.7862 -2.8943
 -1.7476 -1.7412 -1.7395 -1.7425 -1.7494 -1.7590 -1.7690 -1.7777 -1.7851 -1.7924
 -1.8011 -1.8128 -1.8295 -1.8540 -1.8861 -1.9886 -2.1024 -2.2170 -2.3336 -2.4514
 -2.5676 -2.6808 -2.7906 -2.8974 -3.0019 -3.1045 -3.2051 -3.3041 -3.4014 -3.4972
 -1.8041 -1.7923 -1.7840 -1.7807 -1.7826 -1.7891 -1.7986 -1.8093 -1.8199 -1.8304
 -1.8421 -1.8569 -1.8749 -1.8966 -1.9236 -2.0123 -2.1190 -2.2304 -2.3434 -2.4582
 -2.5731 -2.6857 -2.7950 -2.9010 -3.0040 -3.1040 -3.2019 -3.2986 -3.3949 -3.4908
 -3.5843
 -1.8696 -1.8528 -1.8391 -1.8294 -1.8250 -1.8263 -1.8322 -1.8415 -1.8527 -1.8644
 -1.8770 -1.8917 -1.9097 -1.9316 -1.9575 -2.0380 -2.1363 -2.2434 -2.3531 -2.4647
 -2.5775 -2.6895 -2.7987 -2.9046 -3.0071 -3.1065 -3.2031 -3.2977 -3.3913 -3.4845
 -3.5779
 -1.9424 -1.9213 -1.9035 -1.8887 -1.8781 -1.8730 -1.8734 -1.8787 -1.8877 -1.8989
 -1.9114 -1.9253 -1.9416 -1.9614 -1.9857 -2.0623 -2.1546 -2.2570 -2.3638 -2.4727
 -2.5830 -2.6938 -2.8031 -2.9095 -3.0123 -3.1117 -3.2082 -3.3026 -3.3951 -3.4857
 -3.5747
 -2.0226 -1.9978 -1.9758 -1.9571 -1.9417 -1.9305 -1.9246 -1.9241 -1.9284 -1.9367
 -1.9475 -1.9602 -1.9746 -1.9915 -2.0122 -2.0830 -2.1705 -2.2684 -2.3722 -2.4787
 -2.5865 -2.6951 -2.8035 -2.9100 -3.0135 -3.1134 -3.2101 -3.3037 -3.3976 -3.4868
 -3.5728
 -2.1100 -2.0823 -2.0560 -2.0327 -2.0144 -1.9987 -1.9871 -1.9801 -1.9783 -1.9813
 -1.9882 -1.9983 -2.0105 -2.0248 -2.0418 -2.1025 -2.1857 -2.2790 -2.3798 -2.4842
 -2.5900 -2.6965 -2.8031 -2.9091 -3.0129 -3.1137 -3.2111 -3.3052 -3.3964 -3.4850
 -3.5717
 -2.2048 -2.1748 -2.1441 -2.1151 -2.0945 -2.0759 -2.0600 -2.0476 -2.0395 -2.0359
 -2.0370 -2.0422 -2.0508 -2.0620 -2.0745 -2.1208 -2.2002 -2.2888 -2.3866
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F150W2
 -1.5663 -1.5590 -1.5492 -1.5399 -1.5310 -1.5240 -1.5101 -1.5153 -1.5286 -1.5511
 -1.5827 -1.6167 -1.6610 -1.7074 -1.7558 -1.8800 -2.0095 -2.1407 -2.2722
 -1.6008 -1.5973 -1.5800 -1.5674 -1.5602 -1.5553 -1.5529 -1.5551 -1.5641 -1.5815
 -1.6085 -1.6450 -1.6880 -1.7341 -1.7817 -1.9038 -2.0294 -2.1576 -2.2859 -2.4119
 -1.6150 -1.6303 -1.6399 -1.6383 -1.6198 -1.5982 -1.5889 -1.5905 -1.5990 -1.6136
 -1.6357 -1.6673 -1.7081 -1.7537 -1.8014 -1.9231 -2.0466 -2.1722 -2.2983 -2.4220
 -2.5428
 -1.6240 -1.6404 -1.6571 -1.6706 -1.6775 -1.6753 -1.6602 -1.6402 -1.6335 -1.6434
 -1.6637 -1.6913 -1.7274 -1.7713 -1.8183 -1.9399 -2.0620 -2.1851 -2.3090 -2.4311
 -2.5499 -2.6657
 -1.6394 -1.6520 -1.6675 -1.6837 -1.6983 -1.7091 -1.7146 -1.7138 -1.7050 -1.6958
 -1.7004 -1.7193 -1.7493 -1.7886 -1.8340 -1.9546 -2.0758 -2.1967 -2.3184 -2.4390
 -2.5566 -2.6709 -2.7821 -2.8907
 -1.6650 -1.6717 -1.6827 -1.6964 -1.7117 -1.7268 -1.7399 -1.7500 -1.7577 -1.7622
