 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.3767 -1.3653 -1.3963 -1.4063 -1.3799 -1.3549 -1.3651 -1.3919 -1.3993 -1.3744
 -1.3310 -1.2739 -1.2129 -1.1567 -1.1043 -1.0027 -0.9475 -0.9295 -0.9265
 -1.3830 -1.3317 -1.3088 -1.2961 -1.2915 -1.2950 -1.3033 -1.3107 -1.3119 -1.3040
 -1.2846 -1.2520 -1.2070 -1.1567 -1.1092 -1.0177 -0.9680 -0.9527 -0.9556 -0.9715
 -1.3870 -1.3180 -1.2666 -1.2362 -1.2306 -1.2377 -1.2433 -1.2459 -1.2476 -1.2481
 -1.2417 -1.2257 -1.1961 -1.1551 -1.1133 -1.0310 -0.9857 -0.9725 -0.9790 -0.9958
 -1.0186
 -1.3887 -1.3242 -1.2697 -1.2266 -1.1972 -1.1830 -1.1851 -1.1975 -1.2064 -1.2067
 -1.2023 -1.1950 -1.1802 -1.1519 -1.1166 -1.0426 -1.0006 -0.9889 -0.9967 -1.0139
 -1.0363 -1.0625
 -1.3699 -1.3174 -1.2699 -1.2280 -1.1932 -1.1676 -1.1524 -1.1470 -1.1506 -1.1588
 -1.1621 -1.1593 -1.1543 -1.1406 -1.1150 -1.0502 -1.0112 -1.0006 -1.0103 -1.0290
 -1.0520 -1.0780 -1.1066 -1.1375
 -1.3248 -1.2881 -1.2532 -1.2196 -1.1882 -1.1605 -1.1387 -1.1240 -1.1157 -1.1125
 -1.1128 -1.1133 -1.1124 -1.1105 -1.0996 -1.0516 -1.0162 -1.0064 -1.0183 -1.0399
 -1.0649 -1.0920 -1.1209 -1.1515 -1.1837 -1.2178 -1.2544 -1.2959 -1.3434 -1.3930
 -1.2543 -1.2341 -1.2141 -1.1932 -1.1708 -1.1479 -1.1263 -1.1079 -1.0943 -1.0850
 -1.0786 -1.0738 -1.0698 -1.0691 -1.0661 -1.0418 -1.0148 -1.0061 -1.0193 -1.0448
 -1.0737 -1.1033 -1.1338 -1.1651 -1.1975 -1.2308 -1.2659 -1.3031 -1.3455 -1.3946
 -1.4465
 -1.1644 -1.1586 -1.1528 -1.1456 -1.1354 -1.1220 -1.1061 -1.0895 -1.0745 -1.0627
 -1.0537 -1.0464 -1.0399 -1.0348 -1.0325 -1.0189 -1.0050 -0.9999 -1.0137 -1.0423
 -1.0760 -1.1101 -1.1436 -1.1770 -1.2106 -1.2444 -1.2790 -1.3151 -1.3535 -1.3964
 -1.4472
 -1.0623 -1.0683 -1.0740 -1.0786 -1.0806 -1.0785 -1.0721 -1.0621 -1.0504 -1.0391
 -1.0296 -1.0221 -1.0156 -1.0096 -1.0059 -0.9947 -0.9880 -0.9888 -1.0036 -1.0336
 -1.0715 -1.1108 -1.1491 -1.1862 -1.2223 -1.2579 -1.2934 -1.3292 -1.3662 -1.4056
 -1.4498
 -0.9553 -0.9697 -0.9841 -0.9977 -1.0097 -1.0183 -1.0226 -1.0220 -1.0174 -1.0105
 -1.0029 -0.9964 -0.9911 -0.9867 -0.9832 -0.9746 -0.9703 -0.9751 -0.9910 -1.0203
 -1.0599 -1.1034 -1.1469 -1.1889 -1.2290 -1.2676 -1.3053 -1.3424 -1.3795 -1.4175
 -1.4571
