 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F182M
 -2.0137 -1.9470 -1.8337 -1.7685 -1.7704 -1.7577 -1.6858 -1.5997 -1.5523 -1.5528
 -1.5813 -1.6323 -1.6921 -1.7542 -1.8209 -1.9925 -2.1620 -2.3267 -2.4866
 -1.9715 -1.9569 -1.9201 -1.8814 -1.8387 -1.7899 -1.7391 -1.6927 -1.6571 -1.6367
 -1.6365 -1.6613 -1.7101 -1.7727 -1.8396 -2.0085 -2.1740 -2.3357 -2.4933 -2.6469
 -1.9456 -1.9551 -1.9591 -1.9443 -1.8994 -1.8468 -1.8040 -1.7679 -1.7355 -1.7085
 -1.6956 -1.7032 -1.7380 -1.7949 -1.8598 -2.0256 -2.1875 -2.3456 -2.5005 -2.6514
 -2.7980
 -1.9360 -1.9416 -1.9507 -1.9572 -1.9525 -1.9284 -1.8805 -1.8253 -1.7875 -1.7682
 -1.7586 -1.7580 -1.7758 -1.8208 -1.8815 -2.0438 -2.2025 -2.3564 -2.5081 -2.6566
 -2.8008 -2.9409
 -1.9549 -1.9497 -1.9517 -1.9576 -1.9627 -1.9601 -1.9444 -1.9142 -1.8726 -1.8344
 -1.8166 -1.8170 -1.8264 -1.8554 -1.9067 -2.0630 -2.2191 -2.3691 -2.5165 -2.6623
 -2.8046 -2.9428 -3.0767 -3.2070
 -2.0083 -1.9872 -1.9763 -1.9730 -1.9745 -1.9769 -1.9748 -1.9640 -1.9448 -1.9216
 -1.8998 -1.8892 -1.8930 -1.9082 -1.9439 -2.0839 -2.2368 -2.3837 -2.5264 -2.6685
 -2.8089 -2.9456 -3.0780 -3.2064 -3.3312 -3.4527 -3.5713 -3.6873 -3.8006 -3.9091
 -2.0997 -2.0593 -2.0311 -2.0134 -2.0044 -2.0016 -2.0014 -1.9992 -1.9923 -1.9815
 -1.9714 -1.9661 -1.9689 -1.9776 -2.0004 -2.1121 -2.2558 -2.3997 -2.5384 -2.6758
 -2.8134 -2.9488 -3.0802 -3.2075 -3.3307 -3.4505 -3.5672 -3.6809 -3.7923 -3.9014
 -4.0062
 -2.2267 -2.1672 -2.1197 -2.0840 -2.0600 -2.0459 -2.0392 -2.0365 -2.0343 -2.0304
 -2.0259 -2.0250 -2.0311 -2.0437 -2.0615 -2.1521 -2.2789 -2.4170 -2.5522 -2.6848
 -2.8183 -2.9518 -3.0825 -3.2092 -3.3317 -3.4503 -3.5656 -3.6777 -3.7871 -3.8942
 -3.9994
 -2.3771 -2.3041 -2.2401 -2.1862 -2.1446 -2.1152 -2.0969 -2.0871 -2.0826 -2.0802
 -2.0783 -2.0783 -2.0835 -2.0962 -2.1143 -2.1953 -2.3086 -2.4376 -2.5689 -2.6979
 -2.8268 -2.9570 -3.0867 -3.2135 -3.3361 -3.4546 -3.5693 -3.6805 -3.7886 -3.8940
 -3.9973
 -2.5380 -2.4609 -2.3862 -2.3175 -2.2589 -2.2130 -2.1796 -2.1578 -2.1453 -2.1391
 -2.1362 -2.1354 -2.1377 -2.1458 -2.1608 -2.2334 -2.3371 -2.4573 -2.5839 -2.7100
 -2.8348 -2.9604 -3.0870 -3.2126 -3.3354 -3.4542 -3.5691 -3.6801 -3.7877 -3.8922
 -3.9956
