 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -3.4448 -3.4053 -3.5937 -3.5568 -3.4198 -3.2231 -3.0035 -2.8579 -2.7307 -2.5988
 -2.4735 -2.3563 -2.2489 -2.1518 -2.0652 -1.8853 -1.7569 -1.6561 -1.6102
 -3.4453 -3.2979 -3.1757 -3.0966 -3.0597 -2.9943 -2.8741 -2.7394 -2.6149 -2.4972
 -2.3847 -2.2794 -2.1828 -2.0954 -2.0169 -1.8557 -1.7408 -1.6669 -1.6230 -1.5980
 -3.2878 -3.1459 -3.0110 -2.8927 -2.7983 -2.7419 -2.7028 -2.6315 -2.5318 -2.4238
 -2.3221 -2.2266 -2.1386 -2.0588 -1.9872 -1.8415 -1.7393 -1.6748 -1.6368 -1.6146
 -1.6029
 -3.1550 -3.0319 -2.9050 -2.7834 -2.6744 -2.5818 -2.5108 -2.4654 -2.4209 -2.3544
 -2.2711 -2.1860 -2.1064 -2.0336 -1.9679 -1.8335 -1.7397 -1.6823 -1.6493 -1.6301
 -1.6194 -1.6151
 -3.0305 -2.9303 -2.8202 -2.7070 -2.5985 -2.5007 -2.4162 -2.3451 -2.2927 -2.2491
 -2.2015 -2.1419 -2.0762 -2.0117 -1.9520 -1.8275 -1.7396 -1.6874 -1.6590 -1.6435
 -1.6349 -1.6313 -1.6322 -1.6373
 -2.9122 -2.8297 -2.7402 -2.6416 -2.5411 -2.4449 -2.3584 -2.2831 -2.2189 -2.1649
 -2.1195 -2.0774 -2.0316 -1.9821 -1.9323 -1.8203 -1.7373 -1.6882 -1.6637 -1.6532
 -1.6481 -1.6467 -1.6486 -1.6534 -1.6608 -1.6718 -1.6872 -1.7078 -1.7342 -1.7666
 -2.8024 -2.7315 -2.6584 -2.5760 -2.4879 -2.3989 -2.3142 -2.2381 -2.1728 -2.1165
 -2.0670 -2.0225 -1.9819 -1.9425 -1.9026 -1.8080 -1.7316 -1.6830 -1.6621 -1.6570
 -1.6572 -1.6596 -1.6639 -1.6701 -1.6781 -1.6864 -1.6973 -1.7135 -1.7373 -1.7690
 -1.8048
 -2.7035 -2.6393 -2.5753 -2.5062 -2.4317 -2.3537 -2.2752 -2.2007 -2.1347 -2.0783
 -2.0296 -1.9859 -1.9452 -1.9074 -1.8715 -1.7894 -1.7218 -1.6753 -1.6549 -1.6535
 -1.6597 -1.6676 -1.6761 -1.6852 -1.6952 -1.7060 -1.7165 -1.7293 -1.7472 -1.7726
 -1.8069
 -2.6178 -2.5567 -2.4961 -2.4324 -2.3696 -2.3028 -2.2338 -2.1649 -2.1001 -2.0430
 -1.9945 -1.9528 -1.9148 -1.8790 -1.8448 -1.7687 -1.7080 -1.6653 -1.6440 -1.6439
 -1.6548 -1.6689 -1.6832 -1.6970 -1.7105 -1.7237 -1.7373 -1.7515 -1.7685 -1.7887
 -1.8116
 -2.5478 -2.4872 -2.4269 -2.3669 -2.3072 -2.2479 -2.1885 -2.1277 -2.0678 -2.0115
 -1.9621 -1.9206 -1.8849 -1.8518 -1.8205 -1.7506 -1.6937 -1.6540 -1.6328 -1.6312
 -1.6435 -1.6622 -1.6824 -1.7022 -1.7207 -1.7381 -1.7548 -1.7710 -1.7875 -1.8052
 -1.8242
 -2.4918 -2.4277 -2.3659 -2.3062 -2.2485 -2.1925 -2.1383 -2.0853 -2.0322 -1.9801
 -1.9316 -1.8892 -1.8536 -1.8233 -1.7960 -1.7333 -1.6799 -1.6424 -1.6222 -1.6187
 -1.6299 -1.6500 -1.6743 -1.6997 -1.7242 -1.7470 -1.7683 -1.7882 -1.8073 -1.8262
 -1.8459
 -2.4358 -2.3548 -2.2877 -2.2307 -2.1800 -2.1327 -2.0861 -2.0388 -1.9914 -1.9451
