 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -8.4458 -8.3631 -8.0810 -7.6660 -7.2542 -6.8910 -6.5752 -6.3081 -6.0744 -5.8666
 -5.6809 -5.5078 -5.3462 -5.1955 -5.0553 -4.7519 -4.5008 -4.2786 -4.0731 -3.8831
 -3.7112 -3.5580
 -8.3080 -7.9774 -7.8858 -7.6870 -7.3302 -6.9590 -6.6231 -6.3329 -6.0853 -5.8677
 -5.6766 -5.5008 -5.3363 -5.1825 -5.0389 -4.7260 -4.4703 -4.2496 -4.0494 -3.8668
 -3.7034 -3.5586 -3.4314 -3.3204
 -8.3584 -7.8950 -7.5738 -7.4338 -7.3146 -7.0263 -6.6973 -6.3905 -6.1217 -5.8910
 -5.6890 -5.5095 -5.3422 -5.1852 -5.0379 -4.7145 -4.4512 -4.2296 -4.0330 -3.8563
 -3.6997 -3.5621 -3.4414 -3.3360 -3.2449 -3.1636 -3.0890 -3.0230 -2.9698 -2.9350
 -8.4801 -7.9557 -7.5350 -7.2269 -7.0404 -6.9323 -6.7433 -6.4641 -6.1861 -5.9365
 -5.7207 -5.5321 -5.3615 -5.2014 -5.0507 -4.7163 -4.4427 -4.2174 -4.0226 -3.8503
 -3.6990 -3.5674 -3.4527 -3.3528 -3.2662 -3.1920 -3.1267 -3.0668 -3.0120 -2.9704
 -2.9459
 -8.6468 -8.0818 -7.6055 -7.2208 -6.9280 -6.7208 -6.5762 -6.4430 -6.2458 -6.0041
 -5.7731 -5.5707 -5.3929 -5.2297 -5.0759 -4.7311 -4.4457 -4.2133 -4.0176 -3.8479
 -3.7005 -3.5737 -3.4644 -3.3700 -3.2885 -3.2185 -3.1567 -3.1025 -3.0560 -3.0172
 -2.9860
 -8.8501 -8.2462 -7.7310 -7.2960 -6.9420 -6.6659 -6.4555 -6.2889 -6.1468 -6.0018
 -5.8244 -5.6233 -5.4342 -5.2657 -5.1091 -4.7553 -4.4577 -4.2156 -4.0161 -3.8468
 -3.7020 -3.5788 -3.4742 -3.3849 -3.3087 -3.2440 -3.1893 -3.1422 -3.1014 -3.0661
 -3.0354
 -9.0192 -8.4268 -7.8983 -7.4277 -7.0286 -6.7011 -6.4404 -6.2338 -6.0623 -5.9103
 -5.7693 -5.6281 -5.4746 -5.3114 -5.1542 -4.7940 -4.4847 -4.2310 -4.0244 -3.8527
 -3.7083 -3.5869 -3.4853 -3.4002 -3.3286 -3.2689 -3.2194 -3.1777 -3.1422 -3.1119
 -3.0863
 -9.2249 -8.6198 -8.0772 -7.5914 -7.1605 -6.7929 -6.4885 -6.2417 -6.0414 -5.8718
 -5.7196 -5.5784 -5.4446 -5.3136 -5.1798 -4.8394 -4.5221 -4.2562 -4.0404 -3.8637
 -3.7174 -3.5960 -3.4958 -3.4135 -3.3459 -3.2906 -3.2460 -3.2096 -3.1795 -3.1544
 -3.1327
 -9.4671 -8.8251 -8.2448 -7.7635 -7.3191 -6.9244 -6.5848 -6.3002 -6.0658 -5.8718
 -5.7062 -5.5578 -5.4198 -5.2899 -5.1859 -4.8915 -4.5699 -4.2912 -4.0641
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = BX   
 -8.7561 -8.2510 -7.8295 -7.4835 -7.1524 -6.8743 -6.6290 -6.4025 -6.1938 -6.0032
 -5.8294 -5.6672 -5.5165 -5.3765 -5.2465 -4.9608 -4.7047 -4.4718 -4.2445
 -8.9153 -8.3468 -7.8669 -7.4670 -7.1246 -6.8236 -6.5658 -6.3327 -6.1145 -5.9263
 -5.7505 -5.5867 -5.4345 -5.2933 -5.1624 -4.8761 -4.6312 -4.4054 -4.1882 -3.9785
 -8.9131 -8.4570 -7.9631 -7.5181 -7.1466 -6.8169 -6.5390 -6.2978 -6.0736 -5.8819
 -5.7044 -5.5389 -5.3848 -5.2416 -5.1085 -4.8183 -4.5738 -4.3529 -4.1438 -3.9452
 -3.7606
 -8.5004 -8.4481 -8.0568 -7.6124 -7.2026 -6.8516 -6.5473 -6.2908 -6.0638 -5.8610
 -5.6811 -5.5136 -5.3573 -5.2116 -5.0759 -4.7792 -4.5325 -4.3143 -4.1113 -3.9208
 -3.7458 -3.5884
 -8.3168 -8.1202 -8.0129 -7.6878 -7.2927 -6.9181 -6.5920 -6.3115 -6.0724 -5.8603
 -5.6753 -5.5053 -5.3465 -5.1981 -5.0593 -4.7545 -4.5029 -4.2857 -4.0868 -3.9033
 -3.7359 -3.5863 -3.4540 -3.3379
 -8.3383 -7.9010 -7.6694 -7.5936 -7.3475 -7.0037 -6.6644 -6.3627 -6.1042 -5.8813
 -5.6847 -5.5113 -5.3498 -5.1985 -5.0565 -4.7426 -4.4837 -4.2651 -4.0699 -3.8912
 -3.7297 -3.5867 -3.4608 -3.3503 -3.2535 -3.1688 -3.0909 -3.0189 -2.9649 -2.9282
 -8.4663 -7.9380 -7.5362 -7.2823 -7.1778 -7.0265 -6.7426 -6.4399 -6.1634 -5.9214
 -5.7136 -5.5306 -5.3659 -5.2117 -5.0666 -4.7430 -4.4747 -4.2519 -4.0581 -3.8833
 -3.7268 -3.5891 -3.4690 -3.3639 -3.2723 -3.1925 -3.1227 -3.0601 -3.0023 -2.9606
 -2.9352
 -8.6650 -8.0692 -7.5893 -7.2177 -6.9580 -6.8043 -6.6933 -6.4987 -6.2405 -5.9874
 -5.7616 -5.5661 -5.3941 -5.2369 -5.0887 -4.7560 -4.4767 -4.2467 -4.0517 -3.8793
 -3.7266 -3.5932 -3.4779 -3.3780 -3.2914 -3.2165 -3.1522 -3.0969 -3.0474 -3.0032
 -2.9722
 -8.9100 -8.2588 -7.7194 -7.2809 -6.9364 -6.6813 -6.5009 -6.3680 -6.2335 -6.0470
 -5.8270 -5.6167 -5.4332 -5.2701 -5.1192 -4.7783 -4.4879 -4.2482 -4.0489 -3.8769
 -3.7266 -3.5965 -3.4854 -3.3904 -3.3087 -3.2388 -3.1797 -3.1294 -3.0866 -3.0500
 -3.0182
 -9.1833 -8.4958 -7.9110 -7.4190 -7.0153 -6.6942 -6.4473 -6.2589 -6.1074 -5.9733
 -5.8345 -5.6726 -5.4911 -5.3185 -5.1630 -4.8152 -4.5144 -4.2633 -4.0565 -3.8821
 -3.7322 -3.6039 -3.4954 -3.4040 -3.3267 -3.2614 -3.2070 -3.1617 -3.1240 -3.0935
 -3.0653
 -9.5540 -8.7802 -8.1351 -7.6062 -7.1554 -6.7822 -6.4815 -6.2441 -6.0561 -5.8992
 -5.7595 -5.6283 -5.4966 -5.3568 -5.2089 -4.8608 -4.5517 -4.2892 -4.0729 -3.8932
 -3.7415 -3.6132 -3.5058 -3.4168 -3.3429 -3.2817 -3.2317 -3.1912 -3.1586 -3.1322
 -3.1113
-10.0221 -9.1120 -8.3539 -7.8158 -7.3373 -6.9236 -6.5772 -6.2943 -6.0661 -5.8809
 -5.7246 -5.5851 -5.4556 -5.3324 -5.2569 -4.9151 -4.5998 -4.3259 -4.0981
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = BX   
 -8.6146 -8.1513 -7.7602 -7.4343 -7.1115 -6.8491 -6.6127 -6.3908 -6.1855 -5.9984
 -5.8288 -5.6705 -5.5232 -5.3861 -5.2585 -4.9770 -4.7257 -4.4977 -4.2778
 -8.7909 -8.2472 -7.7928 -7.4190 -7.0880 -6.8012 -6.5524 -6.3229 -6.1118 -5.9255
 -5.7564 -5.5970 -5.4487 -5.3110 -5.1830 -4.9015 -4.6602 -4.4388 -4.2266 -4.0199
 -8.8989 -8.3856 -7.8912 -7.4622 -7.1089 -6.7922 -6.5261 -6.2913 -6.0715 -5.8852
 -5.7123 -5.5514 -5.4018 -5.2626 -5.1330 -4.8486 -4.6079 -4.3910 -4.1854 -3.9879
 -3.8017
 -8.7734 -8.4664 -8.0125 -7.5589 -7.1609 -6.8245 -6.5306 -6.2826 -6.0617 -5.8632
 -5.6883 -5.5256 -5.3740 -5.2327 -5.1010 -4.8114 -4.5688 -4.3544 -4.1542 -3.9640
 -3.7863 -3.6243
 -8.3789 -8.2965 -8.0597 -7.6640 -7.2525 -6.8853 -6.5685 -6.2991 -6.0671 -5.8597
 -5.6800 -5.5151 -5.3612 -5.2176 -5.0833 -4.7868 -4.5397 -4.3260 -4.1301 -3.9458
 -3.7749 -3.6201 -3.4823 -3.3606
 -8.3188 -7.9413 -7.8372 -7.6764 -7.3419 -6.9740 -6.6371 -6.3439 -6.0938 -5.8776
 -5.6859 -5.5177 -5.3614 -5.2151 -5.0780 -4.7736 -4.5198 -4.3046 -4.1115 -3.9322
 -3.7669 -3.6181 -3.4864 -3.3704 -3.2684 -3.1778 -3.0946 -3.0183 -2.9625 -2.9230
 -8.4345 -7.9203 -7.5593 -7.4041 -7.3090 -7.0455 -6.7237 -6.4164 -6.1459 -5.9127
 -5.7109 -5.5331 -5.3737 -5.2248 -5.0848 -4.7720 -4.5097 -4.2900 -4.0981 -3.9226
 -3.7619 -3.6181 -3.4917 -3.3811 -3.2842 -3.1993 -3.1247 -3.0565 -2.9950 -2.9524
 -2.9249
 -8.6491 -8.0396 -7.5711 -7.2279 -7.0278 -6.9356 -6.7664 -6.4984 -6.2226 -5.9724
 -5.7541 -5.5648 -5.3980 -5.2461 -5.1033 -4.7824 -4.5102 -4.2835 -4.0900 -3.9169
 -3.7599 -3.6201 -3.4981 -3.3923 -3.3004 -3.2203 -3.1516 -3.0915 -3.0375 -2.9901
 -2.9589
 -8.9159 -8.2397 -7.6927 -7.2622 -6.9377 -6.7177 -6.5858 -6.4708 -6.2828 -6.0459
 -5.8154 -5.6112 -5.4335 -5.2758 -5.1302 -4.8018 -4.5197 -4.2838 -4.0858 -3.9129
 -3.7584 -3.6218 -3.5035 -3.4021 -3.3149 -3.2396 -3.1753 -3.1206 -3.0742 -3.0346
 -3.0006
 -9.2663 -8.5137 -7.8942 -7.3948 -6.9966 -6.6899 -6.4652 -6.3051 -6.1811 -6.0506
 -5.8805 -5.6820 -5.4904 -5.3216 -5.1709 -4.8358 -4.5444 -4.2977 -4.0923 -3.9169
 -3.7631 -3.6283 -3.5124 -3.4142 -3.3308 -3.2598 -3.1999 -3.1499 -3.1085 -3.0749
 -3.0476
 -9.7379 -8.8616 -8.1522 -7.5933 -7.1342 -6.7646 -6.4742 -6.2519 -6.0818 -5.9433
 -5.8183 -5.6889 -5.5428 -5.3798 -5.2214 -4.8793 -4.5804 -4.3232 -4.1082 -3.9274
 -3.7721 -3.6376 -3.5228 -3.4264 -3.3459 -3.2785 -3.2227 -3.1770 -3.1403 -3.1113
 -3.0891
-10.3306 -9.2834 -8.4318 -7.8353 -7.3292 -6.9062 -6.5615 -6.2857 -6.0683 -5.8957
 -5.7521 -5.6244 -5.5038 -5.3829 -5.2817 -4.9323 -4.6277 -4.3603 -4.1335
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = BX   
 -8.4825 -8.0810 -7.7215 -7.4001 -7.0927 -6.8166 -6.5729 -6.3561 -6.1618 -5.9859
 -5.8251 -5.6764 -5.5373 -5.4055 -5.2800 -5.0009 -4.7529 -4.5213 -4.3058
 -8.6926 -8.1645 -7.7335 -7.3901 -7.0686 -6.7919 -6.5507 -6.3268 -6.1204 -5.9401
 -5.7726 -5.6167 -5.4716 -5.3368 -5.2112 -4.9333 -4.6946 -4.4740 -4.2654 -4.0620
 -8.8820 -8.3095 -7.8260 -7.4229 -7.0858 -6.7797 -6.5233 -6.2936 -6.0796 -5.8977
 -5.7290 -5.5719 -5.4260 -5.2902 -5.1638 -4.8845 -4.6469 -4.4331 -4.2305 -4.0346
 -3.8472
 -8.8593 -8.4449 -7.9594 -7.5099 -7.1341 -6.8066 -6.5229 -6.2827 -6.0666 -5.8732
 -5.7028 -5.5443 -5.3968 -5.2595 -5.1314 -4.8485 -4.6098 -4.3986 -4.2011 -4.0118
 -3.8320 -3.6653
 -8.5380 -8.4100 -8.0627 -7.6290 -7.2157 -6.8658 -6.5552 -6.2941 -6.0688 -5.8649
 -5.6910 -5.5306 -5.3810 -5.2417 -5.1115 -4.8231 -4.5808 -4.3705 -4.1772 -3.9936
 -3.8201 -3.6602 -3.5162 -3.3882
 -8.3144 -8.0586 -7.9812 -7.7022 -7.3213 -6.9453 -6.6197 -6.3319 -6.0907 -5.8802
 -5.6927 -5.5294 -5.3775 -5.2357 -5.1030 -4.8079 -4.5597 -4.3480 -4.1577 -3.9789
 -3.8110 -3.6568 -3.5185 -3.3963 -3.2890 -3.1920 -3.1018 -3.0226 -2.9638 -2.9203
 -8.3975 -7.9121 -7.6320 -7.5641 -7.3634 -7.0392 -6.7019 -6.4002 -6.1355 -5.9099
 -5.7140 -5.5405 -5.3858 -5.2415 -5.1061 -4.8035 -4.5477 -4.3316 -4.1424 -3.9676
 -3.8043 -3.6550 -3.5218 -3.4048 -3.3021 -3.2118 -3.1315 -3.0567 -2.9918 -2.9468
 -2.9163
 -8.5998 -8.0046 -7.5593 -7.2672 -7.1576 -7.0399 -6.7808 -6.4849 -6.2076 -5.9629
 -5.7516 -5.5679 -5.4056 -5.2586 -5.1206 -4.8106 -4.5460 -4.3232 -4.1322 -3.9597
 -3.8004 -3.6551 -3.5261 -3.4137 -3.3158 -3.2304 -3.1558 -3.0902 -3.0307 -2.9799
 -2.9473
 -8.8800 -8.1992 -7.6596 -7.2473 -6.9563 -6.7955 -6.7045 -6.5328 -6.2854 -6.0338
 -5.8058 -5.6095 -5.4369 -5.2840 -5.1434 -4.8266 -4.5533 -4.3219 -4.1262 -3.9539
 -3.7972 -3.6552 -3.5298 -3.4213 -3.3278 -3.2469 -3.1772 -3.1173 -3.0660 -3.0214
 -2.9843
 -9.2794 -8.4920 -7.8585 -7.3638 -6.9797 -6.6956 -6.5054 -6.3861 -6.2725 -6.0999
 -5.8861 -5.6765 -5.4898 -5.3261 -5.1802 -4.8570 -4.5754 -4.3342 -4.1310 -3.9561
 -3.8004 -3.6605 -3.5375 -3.4318 -3.3417 -3.2648 -3.1993 -3.1438 -3.0977 -3.0599
 -3.0291
 -9.8238 -8.8830 -8.1357 -7.5628 -7.1063 -6.7470 -6.4725 -6.2717 -6.1272 -6.0112
 -5.8890 -5.7374 -5.5598 -5.3844 -5.2287 -4.8974 -4.6089 -4.3581 -4.1458 -3.9655
 -3.8083 -3.6691 -3.5473 -3.4432 -3.3555 -3.2818 -3.2201 -3.1687 -3.1266 -3.0936
 -3.0684
-10.5131 -9.3722 -8.4912 -7.8266 -7.3049 -6.8817 -6.5443 -6.2798 -6.0772 -5.9213
 -5.7944 -5.6794 -5.5615 -5.4314 -5.2889 -4.9478 -4.6538 -4.3936 -4.1706
