 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -4.0909 -3.3671 -2.9868 -2.9412 -3.2550 -3.7074 -4.1988 -4.0616 -3.9285 -3.7879
 -3.6398 -3.5305 -3.3670 -3.2034 -3.0484 -2.7211 -2.4421 -2.2342 -2.0678
 -4.8847 -4.5483 -4.3047 -4.1446 -4.0407 -3.9460 -3.8450 -3.7421 -3.6400 -3.5367
 -3.4219 -3.2907 -3.1495 -3.0111 -2.8814 -2.5963 -2.3662 -2.1890 -2.0578 -1.9586
 -4.6787 -4.3634 -4.1158 -3.9243 -3.7819 -3.6837 -3.6166 -3.5457 -3.4557 -3.3524
 -3.2489 -3.1408 -3.0200 -2.8963 -2.7798 -2.5288 -2.3271 -2.1703 -2.0526 -1.9626
 -1.8910
 -4.5200 -4.2370 -4.0052 -3.8145 -3.6590 -3.5343 -3.4359 -3.3593 -3.2930 -3.2147
 -3.1191 -3.0212 -2.9186 -2.8098 -2.7042 -2.4768 -2.2974 -2.1580 -2.0522 -1.9702
 -1.9042 -1.8488
 -4.3685 -4.1223 -3.9143 -3.7358 -3.5819 -3.4504 -3.3394 -3.2451 -3.1631 -3.0888
 -3.0126 -2.9276 -2.8388 -2.7433 -2.6481 -2.4389 -2.2749 -2.1492 -2.0539 -1.9795
 -1.9188 -1.8676 -1.8230 -1.7824
 -4.2161 -4.0047 -3.8231 -3.6625 -3.5184 -3.3896 -3.2753 -3.1750 -3.0861 -3.0045
 -2.9268 -2.8498 -2.7729 -2.6911 -2.6062 -2.4119 -2.2583 -2.1416 -2.0548 -1.9877
 -1.9330 -1.8864 -1.8455 -1.8088 -1.7737 -1.7418 -1.7152 -1.6956 -1.6843 -1.6820
 -4.0703 -3.8846 -3.7269 -3.5855 -3.4553 -3.3346 -3.2235 -3.1225 -3.0316 -2.9486
 -2.8702 -2.7943 -2.7203 -2.6469 -2.5720 -2.3934 -2.2464 -2.1347 -2.0530 -1.9923
 -1.9439 -1.9027 -1.8666 -1.8337 -1.8033 -1.7738 -1.7471 -1.7253 -1.7104 -1.7040
 -1.7081
 -3.9338 -3.7687 -3.6283 -3.5031 -3.3875 -3.2780 -3.1737 -3.0762 -2.9864 -2.9036
 -2.8268 -2.7535 -2.6822 -2.6125 -2.5432 -2.3790 -2.2388 -2.1292 -2.0492 -1.9921
 -1.9493 -1.9142 -1.8837 -1.8559 -1.8298 -1.8050 -1.7800 -1.7574 -1.7401 -1.7306
 -1.7303
 -3.8099 -3.6618 -3.5315 -3.4173 -3.3134 -3.2146 -3.1195 -3.0282 -2.9419 -2.8614
