 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.9787 -0.9729 -0.9738 -0.9808 -0.9800 -0.9660 -0.9058 -0.8871 -0.8609 -0.8215
 -0.7691 -0.7101 -0.6495 -0.5836 -0.5207 -0.4045 -0.3537 -0.3466 -0.3559
 -0.9649 -0.8876 -0.8416 -0.8237 -0.8276 -0.8290 -0.8204 -0.8055 -0.7869 -0.7640
 -0.7304 -0.6833 -0.6272 -0.5715 -0.5216 -0.4306 -0.3827 -0.3687 -0.3737 -0.3897
 -0.9234 -0.8607 -0.8071 -0.7651 -0.7385 -0.7312 -0.7396 -0.7442 -0.7349 -0.7132
 -0.6879 -0.6566 -0.6139 -0.5663 -0.5219 -0.4392 -0.3980 -0.3878 -0.3946 -0.4108
 -0.4329
 -0.8786 -0.8292 -0.7825 -0.7398 -0.7040 -0.6780 -0.6634 -0.6603 -0.6640 -0.6610
 -0.6459 -0.6260 -0.5980 -0.5608 -0.5226 -0.4478 -0.4103 -0.4033 -0.4123 -0.4290
 -0.4507 -0.4761
 -0.8132 -0.7810 -0.7474 -0.7127 -0.6788 -0.6488 -0.6254 -0.6092 -0.5994 -0.5945
 -0.5895 -0.5798 -0.5669 -0.5455 -0.5179 -0.4529 -0.4180 -0.4136 -0.4257 -0.4442
 -0.4664 -0.4916 -0.5194 -0.5488
 -0.7281 -0.7132 -0.6953 -0.6733 -0.6477 -0.6212 -0.5965 -0.5762 -0.5609 -0.5490
 -0.5391 -0.5301 -0.5226 -0.5116 -0.4963 -0.4515 -0.4202 -0.4171 -0.4331 -0.4552
 -0.4795 -0.5057 -0.5338 -0.5636 -0.5952 -0.6293 -0.6666 -0.7076 -0.7527 -0.8021
 -0.6306 -0.6285 -0.6254 -0.6175 -0.6041 -0.5861 -0.5659 -0.5462 -0.5296 -0.5162
 -0.5046 -0.4938 -0.4843 -0.4757 -0.4654 -0.4380 -0.4160 -0.4140 -0.4328 -0.4599
 -0.4884 -0.5171 -0.5468 -0.5774 -0.6089 -0.6405 -0.6740 -0.7114 -0.7545 -0.8034
 -0.8550
 -0.5227 -0.5327 -0.5412 -0.5458 -0.5453 -0.5388 -0.5270 -0.5125 -0.4980 -0.4851
 -0.4743 -0.4647 -0.4556 -0.4471 -0.4382 -0.4179 -0.4050 -0.4054 -0.4254 -0.4567
 -0.4907 -0.5240 -0.5567 -0.5894 -0.6222 -0.6553 -0.6882 -0.7227 -0.7610 -0.8049
 -0.8554
 -0.4125 -0.4318 -0.4483 -0.4623 -0.4726 -0.4773 -0.4763 -0.4702 -0.4612 -0.4515
 -0.4427 -0.4352 -0.4285 -0.4221 -0.4151 -0.3983 -0.3900 -0.3938 -0.4136 -0.4470
 -0.4857 -0.5248 -0.5624 -0.5987 -0.6341 -0.6689 -0.7037 -0.7400 -0.7778 -0.8171
 -0.8577
 -0.3001 -0.3258 -0.3509 -0.3717 -0.3897 -0.4040 -0.4133 -0.4172 -0.4166 -0.4129
 -0.4079 -0.4033 -0.3995 -0.3961 -0.3926 -0.3812 -0.3754 -0.3811 -0.4003 -0.4328
 -0.4735 -0.5171 -0.5602 -0.6015 -0.6410 -0.6789 -0.7158 -0.7522 -0.7925 -0.8297
 -0.8649
 -0.1855 -0.2147 -0.2490 -0.2788 -0.3013 -0.3222 -0.3397 -0.3530 -0.3617 -0.3663
 -0.3678 -0.3676 -0.3672 -0.3671 -0.3672 -0.3648 -0.3616 -0.3686 -0.3878 -0.4187
 -0.4587 -0.5038 -0.5509 -0.5973 -0.6417 -0.6840 -0.7244 -0.7634 -0.8014 -0.8392
 -0.8778
 -0.0687 -0.0985 -0.1426 -0.1845 -0.2110 -0.2363 -0.2596 -0.2801 -0.2971 -0.3104
 -0.3199 -0.3265 -0.3310 -0.3348 -0.3389 -0.3491 -0.3486 -0.3563 -0.3761
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.0188 -0.9827 -0.9610 -0.9502 -0.9418 -0.9310 -0.9043 -0.8880 -0.8612 -0.8223
 -0.7711 -0.7118 -0.6496 -0.5882 -0.5317 -0.4218 -0.3609 -0.3402 -0.3461
 -0.9596 -0.9008 -0.8745 -0.8545 -0.8370 -0.8248 -0.8166 -0.8080 -0.7940 -0.7711
 -0.7370 -0.6908 -0.6367 -0.5829 -0.5335 -0.4379 -0.3829 -0.3639 -0.3673 -0.3822
 -0.9477 -0.8674 -0.8076 -0.7714 -0.7631 -0.7676 -0.7654 -0.7552 -0.7416 -0.7258
 -0.7041 -0.6729 -0.6302 -0.5830 -0.5384 -0.4511 -0.4003 -0.3828 -0.3874 -0.4030
 -0.4250
 -0.9415 -0.8647 -0.8000 -0.7483 -0.7115 -0.6907 -0.6891 -0.6995 -0.7026 -0.6916
 -0.6733 -0.6511 -0.6211 -0.5822 -0.5432 -0.4625 -0.4150 -0.3984 -0.4039 -0.4202
 -0.4419 -0.4674
 -0.9194 -0.8538 -0.7951 -0.7435 -0.6999 -0.6660 -0.6427 -0.6303 -0.6302 -0.6362
 -0.6342 -0.6232 -0.6041 -0.5760 -0.5427 -0.4701 -0.4255 -0.4096 -0.4163 -0.4341
 -0.4566 -0.4822 -0.5104 -0.5412
 -0.8746 -0.8243 -0.7771 -0.7327 -0.6915 -0.6547 -0.6240 -0.6007 -0.5844 -0.5750
 -0.5725 -0.5711 -0.5667 -0.5544 -0.5337 -0.4723 -0.4308 -0.4155 -0.4235 -0.4440
 -0.4687 -0.4955 -0.5241 -0.5546 -0.5868 -0.6212 -0.6584 -0.6998 -0.7477 -0.7975
 -0.8073 -0.7731 -0.7401 -0.7070 -0.6736 -0.6405 -0.6094 -0.5822 -0.5602 -0.5429
 -0.5297 -0.5206 -0.5159 -0.5116 -0.5027 -0.4665 -0.4304 -0.4158 -0.4245 -0.4482
 -0.4767 -0.5061 -0.5364 -0.5676 -0.5999 -0.6335 -0.6688 -0.7068 -0.7491 -0.7985
 -0.8503
 -0.7223 -0.7025 -0.6834 -0.6631 -0.6405 -0.6157 -0.5895 -0.5635 -0.5400 -0.5201
 -0.5035 -0.4897 -0.4793 -0.4715 -0.4649 -0.4450 -0.4230 -0.4109 -0.4196 -0.4455
 -0.4786 -0.5124 -0.5457 -0.5791 -0.6126 -0.6464 -0.6814 -0.7176 -0.7561 -0.7997
 -0.8507
 -0.6259 -0.6173 -0.6098 -0.6013 -0.5904 -0.5759 -0.5580 -0.5377 -0.5168 -0.4972
 -0.4802 -0.4657 -0.4535 -0.4435 -0.4350 -0.4182 -0.4065 -0.4011 -0.4104 -0.4371
 -0.4739 -0.5129 -0.5510 -0.5878 -0.6239 -0.6594 -0.6951 -0.7312 -0.7685 -0.8082
 -0.8528
 -0.5258 -0.5248 -0.5257 -0.5265 -0.5256 -0.5215 -0.5134 -0.5014 -0.4867 -0.4708
 -0.4554 -0.4419 -0.4305 -0.4209 -0.4125 -0.3956 -0.3872 -0.3875 -0.3985 -0.4244
 -0.4624 -0.5054 -0.5486 -0.5904 -0.6303 -0.6689 -0.7067 -0.7440 -0.7813 -0.8196
 -0.8597
