 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  r   
 -4.2330 -3.8479 -3.5589 -3.2468 -2.9140 -2.6441 -2.4849 -2.3920 -2.3032 -2.1943
 -2.0750 -1.9476 -1.8226 -1.7078 -1.6001 -1.3692 -1.1955 -1.0762 -0.9884
 -3.8161 -3.3814 -3.0571 -2.7940 -2.5820 -2.4162 -2.2871 -2.1832 -2.0931 -2.0084
 -1.9231 -1.8315 -1.7316 -1.6294 -1.5331 -1.3307 -1.1812 -1.0782 -1.0071 -0.9614
 -3.5386 -3.0872 -2.7467 -2.5023 -2.3387 -2.2189 -2.1139 -2.0206 -1.9400 -1.8697
 -1.8028 -1.7339 -1.6557 -1.5684 -1.4829 -1.3030 -1.1717 -1.0817 -1.0223 -0.9825
 -0.9552
 -3.4005 -2.9653 -2.6277 -2.3717 -2.1841 -2.0522 -1.9653 -1.9042 -1.8439 -1.7782
 -1.7141 -1.6548 -1.5949 -1.5248 -1.4495 -1.2861 -1.1670 -1.0867 -1.0341 -0.9981
 -0.9729 -0.9551
 -3.3073 -2.8997 -2.5783 -2.3276 -2.1341 -1.9883 -1.8818 -1.8052 -1.7500 -1.7043
 -1.6531 -1.5963 -1.5428 -1.4869 -1.4236 -1.2749 -1.1641 -1.0904 -1.0440 -1.0125
 -0.9899 -0.9735 -0.9620 -0.9544
 -3.2091 -2.8387 -2.5428 -2.3070 -2.1185 -1.9681 -1.8505 -1.7610 -1.6926 -1.6379
 -1.5908 -1.5444 -1.4960 -1.4491 -1.3965 -1.2646 -1.1605 -1.0908 -1.0495 -1.0235
 -1.0048 -0.9911 -0.9811 -0.9743 -0.9702 -0.9690 -0.9711 -0.9807 -1.0000 -1.0238
 -3.0892 -2.7601 -2.4952 -2.2814 -2.1061 -1.9603 -1.8391 -1.7403 -1.6622 -1.5998
 -1.5467 -1.4984 -1.4519 -1.4095 -1.3658 -1.2508 -1.1545 -1.0873 -1.0490 -1.0285
 -1.0155 -1.0059 -0.9990 -0.9942 -0.9912 -0.9900 -0.9914 -0.9957 -1.0076 -1.0301
 -1.0581
 -2.9526 -2.6631 -2.4293 -2.2393 -2.0818 -1.9474 -1.8304 -1.7290 -1.6435 -1.5739
 -1.5163 -1.4659 -1.4191 -1.3750 -1.3351 -1.2327 -1.1452 -1.0806 -1.0432 -1.0263
 -1.0192 -1.0155 -1.0132 -1.0120 -1.0117 -1.0121 -1.0138 -1.0176 -1.0247 -1.0383
 -1.0641
 -2.8023 -2.5516 -2.3465 -2.1789 -2.0396 -1.9192 -1.8119 -1.7148 -1.6281 -1.5532
 -1.4906 -1.4379 -1.3912 -1.3476 -1.3080 -1.2127 -1.1322 -1.0715 -1.0339 -1.0180
 -1.0152 -1.0178 -1.0216 -1.0256 -1.0294 -1.0331 -1.0370 -1.0415 -1.0476 -1.0571
 -1.0733
 -2.6531 -2.4398 -2.2591 -2.1098 -1.9858 -1.8788 -1.7827 -1.6937 -1.6110 -1.5355
 -1.4692 -1.4130 -1.3653 -1.3230 -1.2844 -1.1953 -1.1192 -1.0619 -1.0245 -1.0072
 -1.0054 -1.0120 -1.0220 -1.0322 -1.0417 -1.0501 -1.0579 -1.0652 -1.0727 -1.0814
 -1.0910
 -2.5088 -2.3293 -2.1715 -2.0371 -1.9242 -1.8278 -1.7418 -1.6619 -1.5862 -1.5147
