 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1130W
 -1.3827 -1.5074 -1.6249 -1.7244 -1.8034 -1.8683 -1.9247 -1.9783 -2.0368 -2.1087
 -2.1756 -2.2415 -2.3129 -2.3822 -2.4556 -2.6421 -2.8280 -3.0077 -3.1765
 -1.3677 -1.4875 -1.6040 -1.7141 -1.8165 -1.9104 -1.9948 -2.0697 -2.1368 -2.1971
 -2.2504 -2.2998 -2.3543 -2.4207 -2.4938 -2.6800 -2.8626 -3.0406 -3.2102 -3.3711
 -1.3578 -1.4737 -1.5877 -1.7005 -1.8118 -1.9188 -2.0186 -2.1088 -2.1876 -2.2521
 -2.3059 -2.3501 -2.3935 -2.4526 -2.5233 -2.7085 -2.8893 -3.0657 -3.2354 -3.3969
 -3.5502
 -1.3530 -1.4660 -1.5760 -1.6836 -1.7893 -1.8935 -1.9961 -2.0956 -2.1892 -2.2737
 -2.3421 -2.3924 -2.4305 -2.4779 -2.5441 -2.7276 -2.9081 -3.0830 -3.2522 -3.4139
 -3.5675 -3.7137
 -1.3527 -1.4633 -1.5704 -1.6743 -1.7754 -1.8743 -1.9712 -2.0658 -2.1585 -2.2491
 -2.3354 -2.4095 -2.4598 -2.5017 -2.5610 -2.7405 -2.9209 -3.0949 -3.2636 -3.4252
 -3.5790 -3.7254 -3.8648 -3.9983
 -1.3576 -1.4650 -1.5694 -1.6705 -1.7684 -1.8635 -1.9564 -2.0469 -2.1350 -2.2207
 -2.3052 -2.3886 -2.4604 -2.5104 -2.5707 -2.7492 -2.9292 -3.1029 -3.2710 -3.4327
 -3.5867 -3.7333 -3.8729 -4.0064 -4.1342 -4.2572 -4.3764 -4.4919 -4.6042 -4.7143
 -1.3712 -1.4727 -1.5729 -1.6708 -1.7659 -1.8584 -1.9484 -2.0361 -2.1217 -2.2048
 -2.2855 -2.3650 -2.4440 -2.5041 -2.5628 -2.7522 -2.9339 -3.1077 -3.2754 -3.4372
 -3.5916 -3.7385 -3.8785 -4.0122 -4.1401 -4.2627 -4.3810 -4.4957 -4.6069 -4.7152
 -4.8219
 -1.3984 -1.4910 -1.5840 -1.6765 -1.7678 -1.8574 -1.9449 -2.0304 -2.1139 -2.1955
 -2.2749 -2.3523 -2.4284 -2.4984 -2.5532 -2.7428 -2.9326 -3.1090 -3.2773 -3.4394
 -3.5943 -3.7418 -3.8823 -4.0163 -4.1445 -4.2672 -4.3851 -4.4990 -4.6094 -4.7166
 -4.8212
 -1.4419 -1.5250 -1.6089 -1.6931 -1.7780 -1.8627 -1.9470 -2.0300 -2.1116 -2.1917
 -2.2701 -2.3469 -2.4219 -2.4938 -2.5516 -2.7336 -2.9253 -3.1071 -3.2785 -3.4419
 -3.5978 -3.7462 -3.8874 -4.0221 -4.1507 -4.2738 -4.3919 -4.5056 -4.6154 -4.7219
 -4.8256
 -1.4943 -1.5711 -1.6468 -1.7217 -1.7978 -1.8754 -1.9539 -2.0330 -2.1118 -2.1899
 -2.2668 -2.3425 -2.4168 -2.4889 -2.5539 -2.7257 -2.9132 -3.0970 -3.2716 -3.4382
 -3.5959 -3.7453 -3.8873 -4.0227 -4.1521 -4.2757 -4.3943 -4.5081 -4.6178 -4.7238
 -4.8289
 -1.5535 -1.6271 -1.6971 -1.7651 -1.8327 -1.9013 -1.9720 -2.0447 -2.1188 -2.1934
 -2.2678 -2.3417 -2.4146 -2.4862 -2.5547 -2.7229 -2.9039 -3.0857 -3.2617 -3.4306
 -3.5914 -3.7428 -3.8859 -4.0222 -4.1523 -4.2768 -4.3961 -4.5105 -4.6204 -4.7264
 -4.8291
 -1.6195 -1.6930 -1.7558 -1.8207 -1.8819 -1.9428 -2.0049 -2.0691 -2.1361 -2.2053
 -2.2756 -2.3464 -2.4170 -2.4871 -2.5540 -2.7252 -2.8974 -3.0732 -3.2488
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1130W
 -1.3647 -1.4649 -1.5574 -1.6422 -1.7198 -1.7948 -1.8719 -1.9532 -2.0335 -2.1076
 -2.1750 -2.2395 -2.3070 -2.3800 -2.4631 -2.6482 -2.8265 -3.0039 -3.1746
 -1.3922 -1.5034 -1.6066 -1.7022 -1.7905 -1.8728 -1.9520 -2.0318 -2.1094 -2.1806
 -2.2433 -2.2999 -2.3586 -2.4266 -2.5003 -2.6863 -2.8650 -3.0395 -3.2086 -3.3692
 -1.3838 -1.4990 -1.6106 -1.7226 -1.8238 -1.9168 -2.0020 -2.0825 -2.1599 -2.2314
 -2.2938 -2.3466 -2.3965 -2.4575 -2.5287 -2.7144 -2.8937 -3.0664 -3.2341 -3.3948
 -3.5479
 -1.3649 -1.4795 -1.5936 -1.7066 -1.8164 -1.9213 -2.0195 -2.1099 -2.1921 -2.2667
 -2.3326 -2.3871 -2.4314 -2.4820 -2.5483 -2.7325 -2.9126 -3.0846 -3.2511 -3.4116
 -3.5649 -3.7111
 -1.3584 -1.4703 -1.5798 -1.6885 -1.7957 -1.9004 -2.0017 -2.0989 -2.1915 -2.2779
 -2.3534 -2.4167 -2.4659 -2.5070 -2.5646 -2.7442 -2.9248 -3.0970 -3.2625 -3.4226
