 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1500W
 -1.9319 -2.0566 -2.1735 -2.2732 -2.3534 -2.4212 -2.4826 -2.5427 -2.6088 -2.6875
 -2.7626 -2.8329 -2.9055 -2.9739 -3.0457 -3.2291 -3.4119 -3.5909 -3.7588
 -1.9196 -2.0392 -2.1555 -2.2657 -2.3687 -2.4640 -2.5510 -2.6299 -2.7026 -2.7703
 -2.8324 -2.8893 -2.9474 -3.0136 -3.0853 -3.2688 -3.4494 -3.6265 -3.7957 -3.9566
 -1.9114 -2.0273 -2.1415 -2.2546 -2.3664 -2.4742 -2.5754 -2.6680 -2.7507 -2.8215
 -2.8832 -2.9359 -2.9849 -3.0450 -3.1149 -3.2982 -3.4779 -3.6534 -3.8230 -3.9847
 -4.1382
 -1.9073 -2.0209 -2.1315 -2.2399 -2.3465 -2.4518 -2.5558 -2.6570 -2.7531 -2.8411
 -2.9150 -2.9727 -3.0180 -3.0681 -3.1345 -3.3173 -3.4974 -3.6716 -3.8407 -4.0026
 -4.1565 -4.3029
 -1.9067 -2.0187 -2.1270 -2.2321 -2.3344 -2.4345 -2.5329 -2.6296 -2.7249 -2.8185
 -2.9083 -2.9868 -3.0428 -3.0884 -3.1491 -3.3297 -3.5103 -3.6839 -3.8524 -4.0142
 -4.1683 -4.3150 -4.4548 -4.5885
 -1.9089 -2.0193 -2.1261 -2.2291 -2.3285 -2.4251 -2.5194 -2.6117 -2.7023 -2.7913
 -2.8795 -2.9666 -3.0421 -3.0952 -3.1563 -3.3377 -3.5185 -3.6920 -3.8599 -4.0217
 -4.1760 -4.3229 -4.4629 -4.5968 -4.7249 -4.8483 -4.9680 -5.0841 -5.1970 -5.3078
 -1.9159 -2.0230 -2.1277 -2.2289 -2.3266 -2.4209 -2.5125 -2.6017 -2.6892 -2.7750
 -2.8592 -2.9427 -3.0255 -3.0884 -3.1473 -3.3405 -3.5232 -3.6969 -3.8644 -4.0263
 -4.1809 -4.3281 -4.4685 -4.6025 -4.7307 -4.8537 -4.9725 -5.0877 -5.1996 -5.3088
 -5.4161
 -1.9314 -2.0328 -2.1332 -2.2315 -2.3271 -2.4198 -2.5095 -2.5967 -2.6819 -2.7655
 -2.8476 -2.9284 -3.0083 -3.0814 -3.1363 -3.3317 -3.5230 -3.6989 -3.8665 -4.0284
 -4.1835 -4.3313 -4.4721 -4.6065 -4.7350 -4.8581 -4.9764 -5.0909 -5.2019 -5.3099
 -5.4154
 -1.9595 -2.0536 -2.1477 -2.2409 -2.3328 -2.4228 -2.5107 -2.5963 -2.6798 -2.7618
 -2.8423 -2.9217 -2.9999 -3.0748 -3.1331 -3.3219 -3.5174 -3.6990 -3.8687 -4.0313
 -4.1871 -4.3357 -4.4771 -4.6121 -4.7411 -4.8646 -4.9830 -5.0971 -5.2075 -5.3148
 -5.4194
 -1.9962 -2.0835 -2.1708 -2.2572 -2.3434 -2.4291 -2.5138 -2.5971 -2.6789 -2.7591
 -2.8381 -2.9160 -2.9929 -3.0675 -3.1341 -3.3123 -3.5054 -3.6908 -3.8642 -4.0287
 -4.1854 -4.3349 -4.4771 -4.6128 -4.7424 -4.8664 -4.9853 -5.0995 -5.2097 -5.3163
 -5.4223
 -2.0401 -2.1237 -2.2049 -2.2849 -2.3644 -2.4440 -2.5237 -2.6033 -2.6824 -2.7605
 -2.8374 -2.9135 -2.9886 -3.0624 -3.1329 -3.3073 -3.4949 -3.6800 -3.8564 -4.0235
 -4.1822 -4.3327 -4.4758 -4.6123 -4.7427 -4.8674 -4.9871 -5.1018 -5.2121 -5.3187
 -5.4221
 -2.0913 -2.1742 -2.2485 -2.3241 -2.3973 -2.4703 -2.5438 -2.6178 -2.6926 -2.7674
 -2.8418 -2.9155 -2.9885 -3.0609 -3.1295 -3.3069 -3.4859 -3.6666 -3.8453
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1500W
 -1.9157 -2.0166 -2.1098 -2.1955 -2.2739 -2.3496 -2.4273 -2.5102 -2.5963 -2.6782
 -2.7541 -2.8251 -2.8955 -2.9684 -3.0517 -3.2354 -3.4119 -3.5874 -3.7576
 -1.9444 -2.0557 -2.1590 -2.2548 -2.3438 -2.4270 -2.5068 -2.5885 -2.6712 -2.7498
 -2.8215 -2.8863 -2.9494 -3.0179 -3.0906 -3.2753 -3.4529 -3.6259 -3.7946 -3.9551
 -1.9375 -2.0524 -2.1637 -2.2753 -2.3764 -2.4700 -2.5560 -2.6381 -2.7193 -2.7969
 -2.8677 -2.9297 -2.9862 -3.0491 -3.1197 -3.3043 -3.4831 -3.6548 -3.8221 -3.9828
 -4.1360
 -1.9199 -2.0341 -2.1477 -2.2603 -2.3700 -2.4750 -2.5737 -2.6652 -2.7499 -2.8289
 -2.9016 -2.9647 -3.0174 -3.0721 -3.1390 -3.3224 -3.5025 -3.6741 -3.8401 -4.0005
 -4.1541 -4.3006
 -1.9140 -2.0258 -2.1351 -2.2436 -2.3509 -2.4560 -2.5580 -2.6564 -2.7507 -2.8396
 -2.9195 -2.9891 -3.0464 -3.0939 -3.1537 -3.3338 -3.5147 -3.6868 -3.8520 -4.0119
 -4.1656 -4.3124 -4.4524 -4.5864
 -1.9134 -2.0234 -2.1301 -2.2345 -2.3373 -2.4384 -2.5374 -2.6339 -2.7278 -2.8197
 -2.9088 -2.9912 -3.0597 -3.1141 -3.1675 -3.3412 -3.5223 -3.6949 -3.8598 -4.0192
 -4.1730 -4.3200 -4.4602 -4.5943 -4.7229 -4.8468 -4.9670 -5.0836 -5.1966 -5.3068
 -1.9140 -2.0242 -2.1297 -2.2321 -2.3321 -2.4299 -2.5257 -2.6192 -2.7102 -2.7985
 -2.8846 -2.9696 -3.0497 -3.1146 -3.1715 -3.3465 -3.5267 -3.6999 -3.8648 -4.0239
 -4.1776 -4.3250 -4.4656 -4.5999 -4.7285 -4.8520 -4.9712 -5.0869 -5.1991 -5.3080
 -5.4149
 -1.9174 -2.0259 -2.1309 -2.2324 -2.3308 -2.4264 -2.5195 -2.6103 -2.6990 -2.7852
 -2.8688 -2.9502 -3.0305 -3.1027 -3.1615 -3.3464 -3.5290 -3.7024 -3.8676 -4.0265
 -4.1803 -4.3281 -4.4691 -4.6038 -4.7326 -4.8560 -4.9748 -5.0896 -5.2011 -5.3093
 -5.4144
 -1.9259 -2.0315 -2.1347 -2.2351 -2.3326 -2.4269 -2.5184 -2.6073 -2.6940 -2.7785
 -2.8606 -2.9406 -3.0185 -3.0929 -3.1540 -3.3370 -3.5302 -3.7056 -3.8714 -4.0303
 -4.1842 -4.3324 -4.4741 -4.6093 -4.7386 -4.8623 -4.9811 -5.0956 -5.2064 -5.3140
 -5.4187
 -1.9417 -2.0411 -2.1404 -2.2382 -2.3338 -2.4268 -2.5170 -2.6044 -2.6896 -2.7726
 -2.8536 -2.9327 -3.0097 -3.0839 -3.1506 -3.3239 -3.5200 -3.7026 -3.8702 -4.0294
 -4.1832 -4.3318 -4.4741 -4.6099 -4.7397 -4.8639 -4.9830 -5.0976 -5.2081 -5.3152
 -5.4215
 -1.9664 -2.0598 -2.1532 -2.2465 -2.3387 -2.4292 -2.5176 -2.6036 -2.6874 -2.7691
 -2.8489 -2.9270 -3.0032 -3.0771 -3.1470 -3.3160 -3.5074 -3.6944 -3.8666 -4.0272
 -4.1812 -4.3300 -4.4729 -4.6094 -4.7399 -4.8648 -4.9845 -5.0995 -5.2101 -5.3171
 -5.4208
 -2.0004 -2.0878 -2.1753 -2.2628 -2.3501 -2.4366 -2.5221 -2.6059 -2.6879 -2.7682
 -2.8467 -2.9235 -2.9986 -3.0720 -3.1432 -3.3133 -3.4924 -3.6810 -3.8606
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F1500W
 -1.8971 -1.9941 -2.0829 -2.1631 -2.2338 -2.3035 -2.3818 -2.4724 -2.5651 -2.6545
 -2.7384 -2.8173 -2.8938 -2.9699 -3.0458 -3.2315 -3.4080 -3.5780 -3.7473
 -1.9434 -2.0481 -2.1447 -2.2326 -2.3123 -2.3857 -2.4583 -2.5436 -2.6314 -2.7168
 -2.7973 -2.8721 -2.9443 -3.0177 -3.0927 -3.2790 -3.4567 -3.6267 -3.7925 -3.9528
 -1.9594 -2.0717 -2.1755 -2.2707 -2.3574 -2.4356 -2.5082 -2.5891 -2.6739 -2.7575
 -2.8368 -2.9098 -2.9782 -3.0479 -3.1211 -3.3075 -3.4868 -3.6575 -3.8217 -3.9808
 -4.1334
 -1.9451 -2.0614 -2.1764 -2.2829 -2.3801 -2.4675 -2.5448 -2.6223 -2.7044 -2.7867
 -2.8657 -2.9386 -3.0047 -3.0698 -3.1398 -3.3249 -3.5055 -3.6769 -3.8406 -3.9987
 -4.1513 -4.2976
 -1.9238 -2.0391 -2.1532 -2.2643 -2.3705 -2.4705 -2.5623 -2.6446 -2.7262 -2.8080
 -2.8876 -2.9620 -3.0283 -3.0891 -3.1541 -3.3356 -3.5169 -3.6891 -3.8528 -4.0102
 -4.1624 -4.3090 -4.4492 -4.5837
 -1.9169 -2.0278 -2.1360 -2.2425 -2.3475 -2.4497 -2.5478 -2.6409 -2.7297 -2.8154
 -2.8982 -2.9764 -3.0473 -3.1087 -3.1679 -3.3426 -3.5238 -3.6966 -3.8607 -4.0177
 -4.1696 -4.3163 -4.4567 -4.5912 -4.7203 -4.8446 -4.9653 -5.0827 -5.1965 -5.3062
 -1.9176 -2.0263 -2.1309 -2.2334 -2.3347 -2.4347 -2.5323 -2.6262 -2.7164 -2.8039
 -2.8897 -2.9729 -3.0507 -3.1203 -3.1814 -3.3479 -3.5278 -3.7012 -3.8658 -4.0228
 -4.1743 -4.3210 -4.4617 -4.5964 -4.7254 -4.8494 -4.9692 -5.0855 -5.1986 -5.3077
 -5.4137
 -1.9204 -2.0289 -2.1322 -2.2322 -2.3303 -2.4271 -2.5225 -2.6156 -2.7058 -2.7926
 -2.8763 -2.9580 -3.0376 -3.1124 -3.1808 -3.3529 -3.5302 -3.7038 -3.8688 -4.0261
 -4.1785 -4.3241 -4.4650 -4.6000 -4.7291 -4.8529 -4.9724 -5.0882 -5.2003 -5.3088
 -5.4136
 -1.9224 -2.0331 -2.1364 -2.2358 -2.3323 -2.4269 -2.5199 -2.6110 -2.7001 -2.7864
 -2.8696 -2.9495 -3.0267 -3.1007 -3.1697 -3.3516 -3.5342 -3.7077 -3.8733 -4.0309
 -4.1822 -4.3287 -4.4699 -4.6053 -4.7348 -4.8589 -4.9783 -5.0934 -5.2049 -5.3132
 -5.4181
 -1.9255 -2.0348 -2.1376 -2.2369 -2.3331 -2.4267 -2.5182 -2.6074 -2.6949 -2.7801
 -2.8628 -2.9425 -3.0191 -3.0923 -3.1609 -3.3376 -3.5309 -3.7073 -3.8733 -4.0313
 -4.1826 -4.3288 -4.4700 -4.6058 -4.7358 -4.8603 -4.9799 -5.0950 -5.2061 -5.3137
 -5.4207
 -1.9325 -2.0375 -2.1392 -2.2378 -2.3338 -2.4271 -2.5178 -2.6060 -2.6921 -2.7760
 -2.8577 -2.9371 -3.0137 -3.0872 -3.1567 -3.3261 -3.5187 -3.7042 -3.8724 -4.0309
 -4.1821 -4.3281 -4.4693 -4.6054 -4.7359 -4.8610 -4.9812 -5.0965 -5.2077 -5.3151
 -5.4192
 -1.9460 -2.0461 -2.1444 -2.2409 -2.3354 -2.4279 -2.5180 -2.6056 -2.6906 -2.7735
 -2.8541 -2.9328 -3.0092 -3.0829 -3.1571 -3.3171 -3.4976 -3.6984 -3.8706
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =F1500W
 -1.8727 -1.9656 -2.0506 -2.1282 -2.1980 -2.2677 -2.3457 -2.4359 -2.5313 -2.6265
 -2.7187 -2.8066 -2.8903 -2.9705 -3.0479 -3.2329 -3.4078 -3.5762 -3.7400
 -1.9303 -2.0315 -2.1243 -2.2083 -2.2843 -2.3536 -2.4208 -2.5034 -2.5914 -2.6807
 -2.7687 -2.8538 -2.9356 -3.0150 -3.0927 -3.2803 -3.4577 -3.6270 -3.7903 -3.9488
 -1.9601 -2.0672 -2.1662 -2.2561 -2.3366 -2.4073 -2.4705 -2.5474 -2.6309 -2.7165
 -2.8017 -2.8847 -2.9648 -3.0427 -3.1197 -3.3084 -3.4877 -3.6583 -3.8215 -3.9785
 -4.1304
 -1.9685 -2.0819 -2.1870 -2.2833 -2.3701 -2.4462 -2.5099 -2.5802 -2.6598 -2.7425
 -2.8256 -2.9070 -2.9856 -3.0617 -3.1372 -3.3252 -3.5059 -3.6774 -3.8410 -3.9974
 -4.1485 -4.2943
 -1.9477 -2.0691 -2.1841 -2.2905 -2.3873 -2.4719 -2.5431 -2.6082 -2.6837 -2.7636
 -2.8446 -2.9248 -3.0022 -3.0766 -3.1499 -3.3355 -3.5168 -3.6891 -3.8531 -4.0096
 -4.1601 -4.3057 -4.4457 -4.5803
 -1.9247 -2.0410 -2.1554 -2.2670 -2.3740 -2.4735 -2.5603 -2.6309 -2.7037 -2.7814
 -2.8608 -2.9400 -3.0167 -3.0900 -3.1611 -3.3422 -3.5234 -3.6964 -3.8608 -4.0176
 -4.1678 -4.3129 -4.4529 -4.5874 -4.7168 -4.8418 -4.9631 -5.0810 -5.1957 -5.3064
 -1.9168 -2.0279 -2.1362 -2.2430 -2.3481 -2.4501 -2.5457 -2.6303 -2.7085 -2.7885
 -2.8696 -2.9500 -3.0280 -3.1017 -3.1724 -3.3473 -3.5273 -3.7009 -3.8658 -4.0229
 -4.1732 -4.3179 -4.4575 -4.5921 -4.7213 -4.8459 -4.9663 -5.0833 -5.1972 -5.3076
 -5.4139
 -1.9189 -2.0272 -2.1314 -2.2331 -2.3333 -2.4324 -2.5284 -2.6182 -2.7015 -2.7820
 -2.8633 -2.9456 -3.0272 -3.1060 -3.1803 -3.3526 -3.5299 -3.7035 -3.8690 -4.0264
 -4.1767 -4.3212 -4.4607 -4.5951 -4.7245 -4.8488 -4.9689 -5.0851 -5.1980 -5.3078
 -5.4161
 -1.9247 -2.0343 -2.1368 -2.2353 -2.3314 -2.4264 -2.5201 -2.6108 -2.6975 -2.7800
 -2.8599 -2.9389 -3.0181 -3.0973 -3.1753 -3.3596 -3.5342 -3.7076 -3.8736 -4.0315
 -4.1820 -4.3263 -4.4655 -4.6001 -4.7297 -4.8542 -4.9743 -5.0901 -5.2024 -5.3115
 -5.4174
 -1.9293 -2.0388 -2.1415 -2.2392 -2.3332 -2.4252 -2.5160 -2.6052 -2.6923 -2.7766
 -2.8576 -2.9358 -3.0120 -3.0872 -3.1622 -3.3518 -3.5355 -3.7079 -3.8741 -4.0322
 -4.1829 -4.3271 -4.4660 -4.6005 -4.7303 -4.8551 -4.9753 -5.0910 -5.2029 -5.3114
 -5.4168
 -1.9298 -2.0403 -2.1442 -2.2424 -2.3363 -2.4271 -2.5161 -2.6036 -2.6896 -2.7738
 -2.8556 -2.9346 -3.0106 -3.0842 -3.1561 -3.3379 -3.5291 -3.7078 -3.8740 -4.0324
 -4.1832 -4.3274 -4.4661 -4.6004 -4.7304 -4.8556 -4.9762 -5.0921 -5.2040 -5.3123
 -5.4171
 -1.9300 -2.0400 -2.1443 -2.2436 -2.3379 -2.4289 -2.5175 -2.6041 -2.6891 -2.7723
 -2.8538 -2.9331 -3.0098 -3.0837 -3.1570 -3.3179 -3.5150 -3.7073 -3.8733
