 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F850LP
 -1.0776 -1.1023 -1.1670 -1.2186 -1.2413 -1.2627 -1.3083 -1.3628 -1.3956 -1.3958
 -1.3779 -1.3459 -1.3090 -1.2759 -1.2451 -1.1961 -1.1905 -1.2139 -1.2444
 -1.1265 -1.1227 -1.1424 -1.1700 -1.2032 -1.2414 -1.2811 -1.3169 -1.3439 -1.3598
 -1.3626 -1.3513 -1.3274 -1.2982 -1.2709 -1.2271 -1.2209 -1.2436 -1.2783 -1.3204
 -1.1598 -1.1447 -1.1414 -1.1521 -1.1804 -1.2170 -1.2506 -1.2796 -1.3057 -1.3287
 -1.3428 -1.3460 -1.3353 -1.3135 -1.2906 -1.2523 -1.2463 -1.2682 -1.3050 -1.3477
 -1.3924
 -1.1775 -1.1683 -1.1640 -1.1649 -1.1729 -1.1895 -1.2168 -1.2509 -1.2810 -1.3025
 -1.3185 -1.3300 -1.3327 -1.3218 -1.3042 -1.2717 -1.2667 -1.2877 -1.3245 -1.3673
 -1.4122 -1.4578
 -1.1689 -1.1705 -1.1727 -1.1750 -1.1788 -1.1860 -1.1981 -1.2155 -1.2387 -1.2649
 -1.2867 -1.3027 -1.3157 -1.3187 -1.3097 -1.2845 -1.2810 -1.3016 -1.3391 -1.3829
 -1.4285 -1.4749 -1.5212 -1.5672
 -1.1330 -1.1480 -1.1607 -1.1699 -1.1764 -1.1822 -1.1893 -1.1990 -1.2117 -1.2269
 -1.2444 -1.2620 -1.2784 -1.2933 -1.2990 -1.2896 -1.2886 -1.3092 -1.3479 -1.3939
 -1.4414 -1.4892 -1.5369 -1.5843 -1.6310 -1.6771 -1.7232 -1.7720 -1.8248 -1.8792
 -1.0723 -1.1013 -1.1263 -1.1457 -1.1594 -1.1692 -1.1770 -1.1846 -1.1936 -1.2039
 -1.2152 -1.2272 -1.2396 -1.2550 -1.2679 -1.2822 -1.2892 -1.3103 -1.3498 -1.3990
 -1.4499 -1.5002 -1.5500 -1.5992 -1.6477 -1.6953 -1.7427 -1.7900 -1.8403 -1.8955
 -1.9529
 -0.9927 -1.0336 -1.0705 -1.1014 -1.1251 -1.1425 -1.1552 -1.1652 -1.1742 -1.1836
 -1.1933 -1.2031 -1.2129 -1.2236 -1.2364 -1.2603 -1.2805 -1.3053 -1.3452 -1.3970
 -1.4522 -1.5065 -1.5593 -1.6110 -1.6617 -1.7114 -1.7604 -1.8091 -1.8584 -1.9102
 -1.9678
 -0.9020 -0.9517 -0.9980 -1.0390 -1.0731 -1.1000 -1.1206 -1.1362 -1.1490 -1.1603
 -1.1711 -1.1815 -1.1915 -1.2012 -1.2124 -1.2375 -1.2644 -1.2952 -1.3362 -1.3894
 -1.4483 -1.5074 -1.5645 -1.6197 -1.6733 -1.7255 -1.7768 -1.8273 -1.8775 -1.9287
 -1.9828
 -0.8071 -0.8617 -0.9140 -0.9624 -1.0054 -1.0416 -1.0714 -1.0950 -1.1141 -1.1301
 -1.1441 -1.1571 -1.1692 -1.1806 -1.1920 -1.2186 -1.2472 -1.2817 -1.3240 -1.3769
 -1.4374 -1.5001 -1.5619 -1.6214 -1.6788 -1.7342 -1.7881 -1.8409 -1.8928 -1.9447
 -1.9974
 -0.7094 -0.7679 -0.8244 -0.8773 -0.9261 -0.9702 -1.0085 -1.0408 -1.0678 -1.0905
 -1.1099 -1.1273 -1.1430 -1.1575 -1.1712 -1.2023 -1.2321 -1.2681 -1.3116 -1.3636
 -1.4235 -1.4877 -1.5528 -1.6166 -1.6782 -1.7373 -1.7946 -1.8502 -1.9045 -1.9580
 -2.0114
 -0.6089 -0.6703 -0.7325 -0.7877 -0.8405 -0.8896 -0.9345 -0.9747 -1.0098 -1.0402
 -1.0666 -1.0899 -1.1108 -1.1298 -1.1500 -1.1886 -1.2191 -1.2544 -1.2990
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F850LP
 -1.1854 -1.1927 -1.2149 -1.2466 -1.2836 -1.3209 -1.3540 -1.3794 -1.3946 -1.3980
 -1.3878 -1.3651 -1.3338 -1.3007 -1.2702 -1.2168 -1.1979 -1.2130 -1.2478
 -1.1302 -1.1273 -1.1442 -1.1755 -1.2150 -1.2574 -1.2981 -1.3330 -1.3596 -1.3759
 -1.3796 -1.3697 -1.3476 -1.3201 -1.2938 -1.2468 -1.2302 -1.2432 -1.2763 -1.3178
 -1.1285 -1.1067 -1.1100 -1.1328 -1.1653 -1.2047 -1.2467 -1.2861 -1.3198 -1.3456
 -1.3612 -1.3647 -1.3544 -1.3337 -1.3114 -1.2707 -1.2565 -1.2682 -1.2999 -1.3411
 -1.3852
 -1.1533 -1.1210 -1.1112 -1.1208 -1.1444 -1.1766 -1.2132 -1.2501 -1.2834 -1.3124
 -1.3346 -1.3487 -1.3514 -1.3405 -1.3230 -1.2885 -1.2768 -1.2880 -1.3186 -1.3596
 -1.4043 -1.4500
 -1.1746 -1.1512 -1.1376 -1.1364 -1.1461 -1.1642 -1.1887 -1.2178 -1.2501 -1.2824
 -1.3072 -1.3255 -1.3370 -1.3383 -1.3278 -1.3001 -1.2911 -1.3026 -1.3326 -1.3740
 -1.4196 -1.4663 -1.5130 -1.5595
 -1.1744 -1.1601 -1.1526 -1.1499 -1.1514 -1.1578 -1.1695 -1.1864 -1.2085 -1.2363
 -1.2659 -1.2912 -1.3113 -1.3234 -1.3241 -1.3055 -1.2996 -1.3118 -1.3418 -1.3842
 -1.4315 -1.4798 -1.5280 -1.5760 -1.6234 -1.6704 -1.7175 -1.7670 -1.8202 -1.8744
 -1.1496 -1.1474 -1.1489 -1.1526 -1.1568 -1.1618 -1.1685 -1.1780 -1.1905 -1.2056
 -1.2232 -1.2438 -1.2657 -1.2868 -1.3017 -1.3044 -1.3022 -1.3156 -1.3457 -1.3895
 -1.4392 -1.4900 -1.5404 -1.5902 -1.6394 -1.6879 -1.7362 -1.7845 -1.8355 -1.8908
 -1.9482
 -1.1003 -1.1117 -1.1245 -1.1370 -1.1479 -1.1566 -1.1637 -1.1707 -1.1789 -1.1888
 -1.1998 -1.2120 -1.2257 -1.2427 -1.2613 -1.2894 -1.2990 -1.3143 -1.3446 -1.3891
 -1.4416 -1.4959 -1.5492 -1.6015 -1.6529 -1.7033 -1.7533 -1.8029 -1.8531 -1.9056
 -1.9634
 -1.0278 -1.0527 -1.0781 -1.1015 -1.1214 -1.1371 -1.1489 -1.1580 -1.1659 -1.1740
 -1.1827 -1.1920 -1.2016 -1.2124 -1.2264 -1.2597 -1.2860 -1.3082 -1.3394 -1.3841
 -1.4387 -1.4968 -1.5541 -1.6098 -1.6640 -1.7169 -1.7691 -1.8205 -1.8718 -1.9238
 -1.9785
 -0.9392 -0.9756 -1.0119 -1.0458 -1.0757 -1.1004 -1.1197 -1.1343 -1.1457 -1.1553
 -1.1644 -1.1735 -1.1827 -1.1920 -1.2025 -1.2324 -1.2642 -1.2956 -1.3300 -1.3745
 -1.4295 -1.4902 -1.5515 -1.6113 -1.6691 -1.7252 -1.7800 -1.8336 -1.8865 -1.9393
 -1.9929
 -0.8415 -0.8856 -0.9307 -0.9733 -1.0120 -1.0459 -1.0740 -1.0965 -1.1142 -1.1284
 -1.1406 -1.1519 -1.1627 -1.1732 -1.1837 -1.2116 -1.2431 -1.2789 -1.3179 -1.3630
 -1.4173 -1.4787 -1.5428 -1.6066 -1.6685 -1.7282 -1.7862 -1.8426 -1.8977 -1.9522
 -2.0064
 -0.7360 -0.7885 -0.8393 -0.8883 -0.9342 -0.9758 -1.0123 -1.0433 -1.0690 -1.0902
 -1.1079 -1.1234 -1.1377 -1.1511 -1.1700 -1.1973 -1.2227 -1.2581 -1.3031
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F850LP
 -1.3613 -1.3533 -1.3562 -1.3659 -1.3798 -1.3936 -1.4032 -1.4072 -1.4101 -1.4082
 -1.3967 -1.3748 -1.3459 -1.3160 -1.2884 -1.2370 -1.2120 -1.2145 -1.2417
 -1.2682 -1.2567 -1.2603 -1.2748 -1.2961 -1.3205 -1.3432 -1.3618 -1.3782 -1.3888
 -1.3897 -1.3785 -1.3572 -1.3318 -1.3077 -1.2629 -1.2422 -1.2457 -1.2710 -1.3094
 -1.2055 -1.1857 -1.1850 -1.1990 -1.2233 -1.2535 -1.2851 -1.3138 -1.3396 -1.3604
 -1.3726 -1.3734 -1.3618 -1.3421 -1.3212 -1.2824 -1.2655 -1.2701 -1.2941 -1.3315
 -1.3749
 -1.1844 -1.1485 -1.1322 -1.1417 -1.1636 -1.1948 -1.2301 -1.2648 -1.2969 -1.3248
 -1.3461 -1.3581 -1.3582 -1.3465 -1.3297 -1.2962 -1.2827 -1.2886 -1.3120 -1.3488
 -1.3925 -1.4382
 -1.1921 -1.1447 -1.1180 -1.1101 -1.1197 -1.1453 -1.1831 -1.2218 -1.2571 -1.2882
 -1.3141 -1.3336 -1.3445 -1.3436 -1.3328 -1.3051 -1.2947 -1.3020 -1.3255 -1.3621
 -1.4064 -1.4534 -1.5006 -1.5479
 -1.2074 -1.1634 -1.1328 -1.1152 -1.1109 -1.1190 -1.1400 -1.1733 -1.2123 -1.2504
 -1.2822 -1.3057 -1.3222 -1.3311 -1.3295 -1.3093 -1.3019 -1.3109 -1.3350 -1.3718
 -1.4171 -1.4656 -1.5145 -1.5634 -1.6117 -1.6599 -1.7083 -1.7591 -1.8131 -1.8670
 -1.2097 -1.1717 -1.1457 -1.1300 -1.1227 -1.1239 -1.1333 -1.1498 -1.1721 -1.2000
 -1.2322 -1.2641 -1.2902 -1.3082 -1.3170 -1.3091 -1.3050 -1.3156 -1.3405 -1.3778
 -1.4241 -1.4746 -1.5257 -1.5766 -1.6267 -1.6764 -1.7260 -1.7761 -1.8281 -1.8837
 -1.9406
 -1.1949 -1.1654 -1.1460 -1.1351 -1.1308 -1.1313 -1.1361 -1.1453 -1.1588 -1.1754
 -1.1942 -1.2157 -1.2400 -1.2644 -1.2851 -1.3035 -1.3040 -1.3165 -1.3420 -1.3797
 -1.4250 -1.4798 -1.5335 -1.5868 -1.6392 -1.6909 -1.7422 -1.7928 -1.8443 -1.8984
 -1.9562
 -1.1555 -1.1405 -1.1298 -1.1264 -1.1275 -1.1314 -1.1368 -1.1435 -1.1523 -1.1632
 -1.1757 -1.1893 -1.2040 -1.2210 -1.2403 -1.2807 -1.2983 -1.3136 -1.3401 -1.3780
 -1.4261 -1.4810 -1.5379 -1.5943 -1.6495 -1.7037 -1.7571 -1.8099 -1.8626 -1.9160
 -1.9714
