 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.6937 -0.7338 -0.7650 -0.7849 -0.7931 -0.7911 -0.7818 -0.7690 -0.7559 -0.7433
 -0.7316 -0.7213 -0.7135 -0.7094 -0.7092 -0.7182 -0.7288 -0.7415 -0.7681 -0.8108
 -0.8645 -0.9216 -0.9776 -1.0321 -1.0854 -1.1379 -1.1902 -1.2432 -1.2969 -1.3512
 -1.4060
 -0.5759 -0.6235 -0.6634 -0.6935 -0.7151 -0.7272 -0.7310 -0.7283 -0.7220 -0.7142
 -0.7064 -0.6990 -0.6923 -0.6872 -0.6844 -0.6907 -0.7082 -0.7299 -0.7586 -0.8004
 -0.8544 -0.9142 -0.9744 -1.0330 -1.0896 -1.1447 -1.1989 -1.2524 -1.3057 -1.3595
 -1.4147
 -0.4610 -0.5113 -0.5571 -0.5951 -0.6271 -0.6501 -0.6662 -0.6756 -0.6794 -0.6790
 -0.6768 -0.6739 -0.6708 -0.6681 -0.6662 -0.6703 -0.6878 -0.7142 -0.7469 -0.7885
 -0.8414 -0.9021 -0.9652 -1.0278 -1.0884 -1.1469 -1.2039 -1.2596 -1.3143 -1.3687
 -1.4234
 -0.3483 -0.3971 -0.4459 -0.4905 -0.5299 -0.5629 -0.5892 -0.6092 -0.6240 -0.6337
 -0.6393 -0.6427 -0.6447 -0.6462 -0.6474 -0.6543 -0.6712 -0.6984 -0.7338
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.6855 -1.6534 -1.5415 -1.4193 -1.3001 -1.2011 -1.1331 -1.0771 -1.0243 -0.9741
 -0.9280 -0.8853 -0.8455 -0.8086 -0.7746 -0.7066 -0.6667 -0.6578 -0.6793
 -1.4723 -1.4918 -1.4951 -1.4105 -1.3064 -1.2088 -1.1322 -1.0744 -1.0223 -0.9745
 -0.9312 -0.8913 -0.8543 -0.8202 -0.7889 -0.7273 -0.6923 -0.6858 -0.7062 -0.7424
 -1.3784 -1.3222 -1.3108 -1.3351 -1.2933 -1.2120 -1.1332 -1.0707 -1.0197 -0.9737
 -0.9328 -0.8953 -0.8608 -0.8290 -0.8001 -0.7434 -0.7124 -0.7074 -0.7268 -0.7625
 -0.8049
 -1.3144 -1.2535 -1.1959 -1.1636 -1.1731 -1.1771 -1.1290 -1.0677 -1.0153 -0.9708
 -0.9319 -0.8966 -0.8643 -0.8347 -0.8078 -0.7553 -0.7273 -0.7237 -0.7425 -0.7777
 -0.8205 -0.8656
 -1.2458 -1.2020 -1.1456 -1.0911 -1.0520 -1.0373 -1.0482 -1.0434 -1.0071 -0.9650
 -0.9278 -0.8948 -0.8646 -0.8369 -0.8119 -0.7632 -0.7377 -0.7354 -0.7540 -0.7889
 -0.8324 -0.8785 -0.9256 -0.9728
 -1.1646 -1.1430 -1.1022 -1.0520 -1.0040 -0.9654 -0.9409 -0.9346 -0.9425 -0.9389
 -0.9161 -0.8885 -0.8613 -0.8358 -0.8125 -0.7674 -0.7442 -0.7431 -0.7618 -0.7965
 -0.8409 -0.8887 -0.9371 -0.9860 -1.0349 -1.0847 -1.1365 -1.1913 -1.2486 -1.3056
 -1.0699 -1.0693 -1.0495 -1.0143 -0.9720 -0.9314 -0.8972 -0.8711 -0.8554 -0.8529
 -0.8578 -0.8571 -0.8466 -0.8291 -0.8094 -0.7681 -0.7471 -0.7471 -0.7659 -0.8006
 -0.8460 -0.8957 -0.9461 -0.9966 -1.0473 -1.0977 -1.1490 -1.2022 -1.2584 -1.3176
 -1.3775
 -0.9647 -0.9804 -0.9808 -0.9650 -0.9367 -0.9026 -0.8693 -0.8403 -0.8169 -0.7996
 -0.7902 -0.7891 -0.7926 -0.7946 -0.7914 -0.7652 -0.7466 -0.7476 -0.7665 -0.8010
 -0.8472 -0.8991 -0.9520 -1.0046 -1.0570 -1.1094 -1.1614 -1.2140 -1.2686 -1.3262
 -1.3875
 -0.8531 -0.8801 -0.8963 -0.8989 -0.8882 -0.8673 -0.8413 -0.8151 -0.7918 -0.7721
 -0.7566 -0.7459 -0.7408 -0.7413 -0.7448 -0.7495 -0.7421 -0.7448 -0.7641 -0.7982
 -0.8447 -0.8987 -0.9548 -1.0104 -1.0651 -1.1193 -1.1734 -1.2282 -1.2836 -1.3397
 -1.3962
 -0.7394 -0.7741 -0.8002 -0.8176 -0.8236 -0.8188 -0.8054 -0.7871 -0.7679 -0.7501
 -0.7348 -0.7223 -0.7130 -0.7073 -0.7058 -0.7156 -0.7282 -0.7382 -0.7581 -0.7914
 -0.8371 -0.8922 -0.9512 -1.0103 -1.0682 -1.1249 -1.1809 -1.2362 -1.2914 -1.3470
 -1.4038
 -0.6276 -0.6634 -0.6969 -0.7244 -0.7436 -0.7536 -0.7550 -0.7489 -0.7381 -0.7255
 -0.7133 -0.7026 -0.6937 -0.6869 -0.6826 -0.6856 -0.7032 -0.7247 -0.7490 -0.7823
 -0.8268 -0.8815 -0.9424 -1.0048 -1.0663 -1.1262 -1.1848 -1.2421 -1.2987 -1.3550
 -1.4113
 -0.5188 -0.5539 -0.5905 -0.6241 -0.6522 -0.6738 -0.6883 -0.6955 -0.6965 -0.6928
 -0.6866 -0.6801 -0.6741 -0.6692 -0.6655 -0.6652 -0.6801 -0.7056 -0.7361
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  z   
 -1.7343 -1.6453 -1.5109 -1.3863 -1.2705 -1.1740 -1.1075 -1.0563 -1.0101 -0.9628
 -0.9204 -0.8812 -0.8450 -0.8116 -0.7806 -0.7163 -0.6754 -0.6610 -0.6744
 -1.5412 -1.5745 -1.5058 -1.3894 -1.2801 -1.1821 -1.1097 -1.0554 -1.0083 -0.9633
 -0.9231 -0.8864 -0.8527 -0.8215 -0.7926 -0.7340 -0.6981 -0.6870 -0.7012 -0.7343
 -1.4102 -1.3728 -1.4011 -1.3747 -1.2833 -1.1916 -1.1123 -1.0535 -1.0061 -0.9624
 -0.9242 -0.8896 -0.8579 -0.8288 -0.8020 -0.7478 -0.7155 -0.7069 -0.7213 -0.7536
 -0.7952
 -1.3515 -1.2811 -1.2305 -1.2312 -1.2436 -1.1895 -1.1163 -1.0517 -1.0025 -0.9599
 -0.9231 -0.8903 -0.8606 -0.8333 -0.8083 -0.7579 -0.7285 -0.7218 -0.7364 -0.7682
 -0.8100 -0.8553
 -1.2935 -1.2355 -1.1688 -1.1152 -1.0909 -1.1013 -1.0958 -1.0494 -0.9981 -0.9557
 -0.9196 -0.8885 -0.8604 -0.8349 -0.8116 -0.7647 -0.7377 -0.7326 -0.7476 -0.7790
 -0.8212 -0.8674 -0.9148 -0.9625
 -1.2227 -1.1868 -1.1327 -1.0730 -1.0222 -0.9883 -0.9774 -0.9851 -0.9786 -0.9476
 -0.9134 -0.8838 -0.8575 -0.8337 -0.8120 -0.7684 -0.7436 -0.7398 -0.7553 -0.7866
 -0.8290 -0.8765 -0.9254 -0.9748 -1.0249 -1.0761 -1.1289 -1.1838 -1.2408 -1.2991
 -1.1369 -1.1232 -1.0900 -1.0427 -0.9915 -0.9464 -0.9118 -0.8907 -0.8854 -0.8907
 -0.8883 -0.8717 -0.8505 -0.8293 -0.8095 -0.7694 -0.7467 -0.7440 -0.7598 -0.7910
 -0.8337 -0.8826 -0.9333 -0.9844 -1.0358 -1.0878 -1.1405 -1.1947 -1.2512 -1.3109
 -1.3705
 -1.0384 -1.0431 -1.0311 -1.0031 -0.9638 -0.9215 -0.8828 -0.8517 -0.8294 -0.8161
 -0.8136 -0.8171 -0.8182 -0.8129 -0.8015 -0.7673 -0.7470 -0.7453 -0.7614 -0.7923
 -0.8350 -0.8852 -0.9382 -0.9914 -1.0446 -1.0979 -1.1510 -1.2050 -1.2607 -1.3192
 -1.3809
 -0.9322 -0.9492 -0.9548 -0.9462 -0.9245 -0.8937 -0.8599 -0.8283 -0.8019 -0.7815
 -0.7672 -0.7596 -0.7585 -0.7619 -0.7652 -0.7595 -0.7439 -0.7436 -0.7600 -0.7907
 -0.8334 -0.8848 -0.9402 -0.9963 -1.0518 -1.1070 -1.1622 -1.2174 -1.2732 -1.3305
 -1.3893
 -0.8231 -0.8471 -0.8650 -0.8727 -0.8687 -0.8540 -0.8318 -0.8062 -0.7815 -0.7602
 -0.7430 -0.7303 -0.7219 -0.7183 -0.7191 -0.7303 -0.7357 -0.7388 -0.7555 -0.7855
 -0.8275 -0.8791 -0.9365 -0.9956 -1.0542 -1.1117 -1.1687 -1.2252 -1.2816 -1.3384
 -1.3963
 -0.7152 -0.7415 -0.7665 -0.7854 -0.7959 -0.7971 -0.7896 -0.7754 -0.7578 -0.7399
 -0.7238 -0.7106 -0.7005 -0.6936 -0.6899 -0.6954 -0.7122 -0.7289 -0.7480 -0.7778
 -0.8188 -0.8699 -0.9283 -0.9900 -1.0518 -1.1124 -1.1719 -1.2303 -1.2880 -1.3455
 -1.4028
 -0.6116 -0.6361 -0.6638 -0.6897 -0.7104 -0.7242 -0.7306 -0.7299 -0.7235 -0.7134
 -0.7020 -0.6914 -0.6825 -0.6758 -0.6712 -0.6707 -0.6859 -0.7099 -0.7368
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  z   
 -1.7455 -1.6120 -1.4722 -1.3520 -1.2471 -1.1545 -1.0884 -1.0367 -0.9937 -0.9496
 -0.9102 -0.8740 -0.8409 -0.8105 -0.7825 -0.7230 -0.6828 -0.6660 -0.6705
 -1.6287 -1.6046 -1.4855 -1.3594 -1.2529 -1.1607 -1.0909 -1.0378 -0.9920 -0.9499
 -0.9124 -0.8784 -0.8474 -0.8190 -0.7927 -0.7380 -0.7024 -0.6883 -0.6969 -0.7255
 -1.4417 -1.4549 -1.4606 -1.3672 -1.2593 -1.1675 -1.0928 -1.0364 -0.9903 -0.9487
 -0.9129 -0.8808 -0.8517 -0.8250 -0.8005 -0.7496 -0.7172 -0.7060 -0.7160 -0.7442
 -0.7841
 -1.3768 -1.3060 -1.2877 -1.3120 -1.2598 -1.1732 -1.0961 -1.0345 -0.9870 -0.9463
 -0.9115 -0.8810 -0.8535 -0.8286 -0.8057 -0.7582 -0.7283 -0.7193 -0.7303 -0.7583
 -0.7983 -0.8434
 -1.3299 -1.2579 -1.1878 -1.1488 -1.1570 -1.1544 -1.0974 -1.0345 -0.9832 -0.9429
 -0.9083 -0.8790 -0.8530 -0.8296 -0.8083 -0.7641 -0.7365 -0.7289 -0.7409 -0.7689
 -0.8088 -0.8546 -0.9023 -0.9507
 -1.2716 -1.2196 -1.1528 -1.0878 -1.0418 -1.0248 -1.0327 -1.0213 -0.9799 -0.9379
 -0.9034 -0.8748 -0.8502 -0.8282 -0.8083 -0.7675 -0.7420 -0.7357 -0.7483 -0.7764
 -0.8161 -0.8628 -0.9118 -0.9617 -1.0122 -1.0640 -1.1180 -1.1748 -1.2337 -1.2913
 -1.1972 -1.1681 -1.1203 -1.0613 -1.0039 -0.9587 -0.9306 -0.9220 -0.9267 -0.9201
 -0.8951 -0.8681 -0.8449 -0.8243 -0.8059 -0.7684 -0.7452 -0.7400 -0.7529 -0.7810
 -0.8206 -0.8680 -0.9186 -0.9702 -1.0224 -1.0753 -1.1290 -1.1845 -1.2425 -1.3029
 -1.3629
 -1.1079 -1.0989 -1.0729 -1.0317 -0.9820 -0.9329 -0.8921 -0.8626 -0.8452 -0.8404
 -0.8437 -0.8424 -0.8317 -0.8165 -0.8007 -0.7668 -0.7458 -0.7417 -0.7549 -0.7827
 -0.8223 -0.8702 -0.9225 -0.9761 -1.0300 -1.0843 -1.1393 -1.1948 -1.2516 -1.3107
 -1.3729
 -1.0091 -1.0150 -1.0067 -0.9854 -0.9521 -0.9119 -0.8714 -0.8364 -0.8095 -0.7908
 -0.7802 -0.7779 -0.7803 -0.7826 -0.7814 -0.7617 -0.7436 -0.7408 -0.7543 -0.7820
 -0.8215 -0.8699 -0.9239 -0.9800 -1.0362 -1.0923 -1.1487 -1.2052 -1.2623 -1.3206
 -1.3810
 -0.9064 -0.9188 -0.9254 -0.9215 -0.9062 -0.8812 -0.8503 -0.8183 -0.7898 -0.7667
 -0.7495 -0.7381 -0.7323 -0.7316 -0.7348 -0.7433 -0.7384 -0.7372 -0.7509 -0.7781
 -0.8169 -0.8652 -0.9204 -0.9789 -1.0378 -1.0962 -1.1542 -1.2120 -1.2697 -1.3279
 -1.3871
 -0.8050 -0.8194 -0.8335 -0.8422 -0.8424 -0.8335 -0.8168 -0.7948 -0.7711 -0.7488
 -0.7303 -0.7161 -0.7061 -0.7001 -0.6979 -0.7068 -0.7210 -0.7302 -0.7449 -0.7717
 -0.8097 -0.8575 -0.9131 -0.9734 -1.0350 -1.0961 -1.1565 -1.2161 -1.2750 -1.3338
 -1.3923
 -0.7085 -0.7197 -0.7367 -0.7526 -0.7640 -0.7687 -0.7663 -0.7574 -0.7438 -0.7278
 -0.7121 -0.6985 -0.6878 -0.6803 -0.6757 -0.6769 -0.6930 -0.7142 -0.7358
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.7133 -1.5642 -1.4281 -1.3161 -1.2190 -1.1338 -1.0709 -1.0175 -0.9745 -0.9348
 -0.8979 -0.8640 -0.8334 -0.8057 -0.7803 -0.7261 -0.6881 -0.6686 -0.6691
 -1.6084 -1.5903 -1.4509 -1.3257 -1.2229 -1.1371 -1.0718 -1.0190 -0.9745 -0.9348
 -0.8995 -0.8676 -0.8390 -0.8129 -0.7890 -0.7389 -0.7046 -0.6889 -0.6932 -0.7165
 -1.4957 -1.5350 -1.4633 -1.3416 -1.2317 -1.1410 -1.0721 -1.0176 -0.9732 -0.9333
 -0.8995 -0.8694 -0.8424 -0.8179 -0.7956 -0.7487 -0.7172 -0.7043 -0.7107 -0.7347
 -0.7720
 -1.3935 -1.3440 -1.3733 -1.3412 -1.2430 -1.1495 -1.0738 -1.0160 -0.9703 -0.9308
 -0.8978 -0.8692 -0.8437 -0.8208 -0.7999 -0.7561 -0.7267 -0.7158 -0.7238 -0.7483
 -0.7854 -0.8298
 -1.3536 -1.2723 -1.2121 -1.2117 -1.2198 -1.1552 -1.0788 -1.0152 -0.9669 -0.9281
 -0.8947 -0.8671 -0.8429 -0.8214 -0.8019 -0.7614 -0.7340 -0.7244 -0.7335 -0.7584
 -0.7954 -0.8402 -0.8881 -0.9369
 -1.3090 -1.2410 -1.1650 -1.1029 -1.0760 -1.0849 -1.0704 -1.0168 -0.9645 -0.9237
 -0.8905 -0.8632 -0.8401 -0.8199 -0.8017 -0.7644 -0.7393 -0.7307 -0.7405 -0.7656
 -0.8025 -0.8476 -0.8965 -0.9469 -0.9981 -1.0509 -1.1060 -1.1640 -1.2240 -1.2822
 -1.2473 -1.2022 -1.1400 -1.0722 -1.0136 -0.9760 -0.9638 -0.9677 -0.9542 -0.9189
 -0.8852 -0.8575 -0.8352 -0.8162 -0.7994 -0.7652 -0.7424 -0.7350 -0.7450 -0.7702
 -0.8070 -0.8522 -0.9023 -0.9542 -1.0071 -1.0608 -1.1157 -1.1725 -1.2320 -1.2934
 -1.3537
 -1.1709 -1.1459 -1.1047 -1.0508 -0.9925 -0.9401 -0.9014 -0.8784 -0.8712 -0.8729
 -0.8673 -0.8487 -0.8279 -0.8101 -0.7946 -0.7636 -0.7432 -0.7371 -0.7473 -0.7723
 -0.8089 -0.8543 -0.9054 -0.9590 -1.0136 -1.0686 -1.1247 -1.1817 -1.2400 -1.3005
 -1.3635
 -1.0818 -1.0721 -1.0505 -1.0156 -0.9708 -0.9224 -0.8778 -0.8424 -0.8177 -0.8035
 -0.7990 -0.8009 -0.8006 -0.7947 -0.7851 -0.7591 -0.7414 -0.7367 -0.7474 -0.7722
 -0.8088 -0.8545 -0.9065 -0.9621 -1.0186 -1.0755 -1.1329 -1.1906 -1.2491 -1.3091
 -1.3709
 -0.9879 -0.9864 -0.9796 -0.9629 -0.9355 -0.9002 -0.8617 -0.8250 -0.7945 -0.7717
 -0.7563 -0.7480 -0.7460 -0.7478 -0.7509 -0.7496 -0.7373 -0.7341 -0.7450 -0.7693
 -0.8054 -0.8509 -0.9035 -0.9606 -1.0194 -1.0783 -1.1372 -1.1962 -1.2554 -1.3159
 -1.3761
 -0.8949 -0.8948 -0.8964 -0.8932 -0.8819 -0.8624 -0.8365 -0.8073 -0.7786 -0.7537
 -0.7343 -0.7204 -0.7117 -0.7076 -0.7076 -0.7186 -0.7270 -0.7287 -0.7402 -0.7642
 -0.7996 -0.8446 -0.8973 -0.9554 -1.0162 -1.0775 -1.1385 -1.1991 -1.2595 -1.3198
 -1.3798
 -0.8075 -0.8033 -0.8071 -0.8115 -0.8123 -0.8069 -0.7951 -0.7779 -0.7576 -0.7367
 -0.7177 -0.7024 -0.6913 -0.6839 -0.6801 -0.6843 -0.7005 -0.7173 -0.7329
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.6610 -1.5133 -1.3868 -1.2837 -1.1889 -1.1084 -1.0508 -1.0016 -0.9571 -0.9189
 -0.8841 -0.8521 -0.8233 -0.7974 -0.7742 -0.7252 -0.6921 -0.6738 -0.6681
 -1.6491 -1.5540 -1.4119 -1.2925 -1.1953 -1.1122 -1.0522 -1.0012 -0.9565 -0.9186
 -0.8850 -0.8549 -0.8279 -0.8037 -0.7817 -0.7361 -0.7041 -0.6881 -0.6895 -0.7079
 -1.5788 -1.5614 -1.4392 -1.3101 -1.2036 -1.1169 -1.0505 -0.9989 -0.9556 -0.9167
 -0.8845 -0.8560 -0.8306 -0.8080 -0.7874 -0.7446 -0.7148 -0.7012 -0.7051 -0.7253
 -0.7591
 -1.4631 -1.4180 -1.4266 -1.3281 -1.2169 -1.1249 -1.0520 -0.9967 -0.9527 -0.9142
 -0.8826 -0.8555 -0.8316 -0.8103 -0.7911 -0.7512 -0.7232 -0.7111 -0.7167 -0.7380
 -0.7720 -0.8147
 -1.3673 -1.2861 -1.2618 -1.2866 -1.2259 -1.1347 -1.0567 -0.9958 -0.9494 -0.9119
 -0.8795 -0.8534 -0.8307 -0.8107 -0.7929 -0.7560 -0.7299 -0.7188 -0.7254 -0.7473
 -0.7815 -0.8244 -0.8721 -0.9211
 -1.3343 -1.2529 -1.1746 -1.1301 -1.1385 -1.1279 -1.0626 -0.9979 -0.9467 -0.9079
 -0.8757 -0.8496 -0.8279 -0.8091 -0.7926 -0.7589 -0.7349 -0.7248 -0.7317 -0.7540
 -0.7882 -0.8313 -0.8797 -0.9305 -0.9825 -1.0358 -1.0919 -1.1515 -1.2123 -1.2715
 -1.2884 -1.2253 -1.1508 -1.0788 -1.0274 -1.0096 -1.0147 -0.9937 -0.9466 -0.9038
 -0.8713 -0.8445 -0.8233 -0.8055 -0.7902 -0.7595 -0.7381 -0.7291 -0.7362 -0.7585
 -0.7926 -0.8356 -0.8847 -0.9367 -0.9901 -1.0445 -1.1006 -1.1589 -1.2196 -1.2821
 -1.3430
 -1.2243 -1.1830 -1.1261 -1.0610 -0.9974 -0.9470 -0.9167 -0.9069 -0.9071 -0.8939
 -0.8652 -0.8386 -0.8169 -0.8000 -0.7856 -0.7579 -0.7392 -0.7315 -0.7389 -0.7609
 -0.7948 -0.8379 -0.8873 -0.9406 -0.9954 -1.0512 -1.1081 -1.1661 -1.2260 -1.2883
 -1.3523
 -1.1469 -1.1221 -1.0848 -1.0363 -0.9813 -0.9272 -0.8818 -0.8494 -0.8306 -0.8240
 -0.8235 -0.8192 -0.8062 -0.7913 -0.7782 -0.7536 -0.7375 -0.7317 -0.7396 -0.7615
 -0.7954 -0.8386 -0.8885 -0.9429 -0.9994 -1.0568 -1.1150 -1.1741 -1.2341 -1.2955
 -1.3590
 -1.0604 -1.0481 -1.0261 -0.9954 -0.9559 -0.9115 -0.8671 -0.8281 -0.7982 -0.7777
 -0.7659 -0.7619 -0.7627 -0.7631 -0.7609 -0.7469 -0.7338 -0.7297 -0.7381 -0.7596
 -0.7930 -0.8360 -0.8862 -0.9414 -0.9994 -1.0584 -1.1180 -1.1781 -1.2387 -1.3001
 -1.3626
 -0.9731 -0.9659 -0.9536 -0.9368 -0.9132 -0.8831 -0.8489 -0.8139 -0.7821 -0.7563
 -0.7374 -0.7251 -0.7187 -0.7172 -0.7189 -0.7272 -0.7269 -0.7253 -0.7343 -0.7556
 -0.7883 -0.8308 -0.8810 -0.9367 -0.9960 -1.0568 -1.1182 -1.1797 -1.2413 -1.3032
 -1.3650
 -0.8851 -0.8754 -0.8718 -0.8648 -0.8537 -0.8375 -0.8163 -0.7916 -0.7658 -0.7413
 -0.7205 -0.7047 -0.6939 -0.6875 -0.6522 -0.6945 -0.7168 -0.7185 -0.7282
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.6019 -1.4601 -1.3442 -1.2517 -1.1591 -1.0845 -1.0274 -0.9815 -0.9381 -0.9021
 -0.8688 -0.8382 -0.8108 -0.7865 -0.7650 -0.7205 -0.6902 -0.6729 -0.6665
 -1.6554 -1.5053 -1.3694 -1.2577 -1.1671 -1.0884 -1.0284 -0.9813 -0.9371 -0.9013
 -0.8692 -0.8403 -0.8147 -0.7919 -0.7715 -0.7299 -0.7008 -0.6855 -0.6851 -0.6996
 -1.5495 -1.5442 -1.3980 -1.2762 -1.1759 -1.0931 -1.0286 -0.9793 -0.9370 -0.8992
 -0.8683 -0.8410 -0.8169 -0.7956 -0.7765 -0.7375 -0.7101 -0.6966 -0.6986 -0.7156
 -0.7457
