 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.2134 -4.1601 -4.3578 -4.2920 -4.1098 -3.8783 -3.6301 -3.4601 -3.3101 -3.1557
 -3.0116 -2.8797 -2.7602 -2.6525 -2.5546 -2.3507 -2.1778 -2.0248 -1.9576
 -4.2163 -4.0171 -3.8563 -3.7500 -3.6934 -3.6062 -3.4602 -3.3007 -3.1549 -3.0185
 -2.8901 -2.7712 -2.6625 -2.5635 -2.4732 -2.2818 -2.1369 -2.0360 -1.9702 -1.9272
 -4.0291 -3.8355 -3.6598 -3.5104 -3.3918 -3.3164 -3.2596 -3.1669 -3.0459 -2.9193
 -2.8027 -2.6952 -2.5965 -2.5065 -2.4247 -2.2532 -2.1259 -2.0383 -1.9808 -1.9422
 -1.9161
 -3.8785 -3.7049 -3.5362 -3.3820 -3.2476 -3.1340 -3.0445 -2.9826 -2.9212 -2.8367
 -2.7370 -2.6391 -2.5495 -2.4676 -2.3925 -2.2350 -2.1194 -2.0420 -1.9912 -1.9568
 -1.9327 -1.9160
 -3.7460 -3.5958 -3.4431 -3.2953 -3.1602 -3.0411 -2.9384 -2.8511 -2.7844 -2.7269
 -2.6645 -2.5898 -2.5114 -2.4368 -2.3683 -2.2223 -2.1146 -2.0442 -1.9996 -1.9700
 -1.9486 -1.9333 -1.9231 -1.9176
 -3.6279 -3.4952 -3.3624 -3.2269 -3.0971 -2.9783 -2.8738 -2.7832 -2.7054 -2.6394
 -2.5822 -2.5275 -2.4684 -2.4060 -2.3449 -2.2111 -2.1092 -2.0431 -2.0035 -1.9797
 -1.9625 -1.9499 -1.9412 -1.9359 -1.9333 -1.9345 -1.9406 -1.9525 -1.9708 -1.9959
 -3.5255 -3.4036 -3.2859 -3.1654 -3.0447 -2.9301 -2.8257 -2.7342 -2.6559 -2.5884
 -2.5283 -2.4731 -2.4212 -2.3699 -2.3180 -2.1975 -2.1020 -2.0370 -2.0015 -1.9835
 -1.9722 -1.9639 -1.9582 -1.9548 -1.9534 -1.9523 -1.9540 -1.9615 -1.9773 -2.0018
 -2.0310
 -3.4399 -3.3234 -3.2133 -3.1045 -2.9956 -2.8882 -2.7868 -2.6949 -2.6155 -2.5478
 -2.4892 -2.4358 -2.3849 -2.3366 -2.2898 -2.1813 -2.0925 -2.0293 -1.9944 -1.9802
 -1.9752 -1.9729 -1.9718 -1.9718 -1.9730 -1.9751 -1.9769 -1.9812 -1.9911 -2.0091
 -2.0367
 -3.3724 -3.2572 -3.1488 -3.0423 -2.9440 -2.8460 -2.7504 -2.6605 -2.5800 -2.5107
 -2.4520 -2.4009 -2.3537 -2.3082 -2.2640 -2.1630 -2.0805 -2.0202 -1.9841 -1.9710
 -1.9706 -1.9748 -1.9799 -1.9851 -1.9903 -1.9954 -2.0010 -2.0073 -2.0166 -2.0293
 -2.0450
 -3.3241 -3.2073 -3.0973 -2.9936 -2.8956 -2.8030 -2.7148 -2.6295 -2.5499 -2.4791
 -2.4184 -2.3672 -2.3223 -2.2799 -2.2394 -2.1466 -2.0683 -2.0104 -1.9741 -1.9594
 -1.9602 -1.9688 -1.9801 -1.9916 -2.0023 -2.0121 -2.0214 -2.0303 -2.0396 -2.0502
 -2.0618
 -3.2910 -3.1691 -3.0559 -2.9507 -2.8528 -2.7616 -2.6765 -2.5967 -2.5207 -2.4502
 -2.3878 -2.3346 -2.2896 -2.2505 -2.2144 -2.1298 -2.0560 -2.0004 -1.9648 -1.9481
 -1.9477 -1.9576 -1.9729 -1.9902 -2.0072 -2.0229 -2.0373 -2.0505 -2.0629 -2.0752
 -2.0885
 -3.2528 -3.1166 -2.9989 -2.8956 -2.8031 -2.7181 -2.6381 -2.5614 -2.4887 -2.4211
 -2.3595 -2.3047 -2.2579 -2.2186 -2.1846 -2.1103 -2.0432 -1.9901 -1.9552
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  r   
 -4.5681 -4.4931 -4.3736 -4.1465 -3.8930 -3.6581 -3.4644 -3.3045 -3.1607 -3.0256
 -2.8979 -2.7789 -2.6693 -2.5692 -2.4782 -2.2903 -2.1411 -2.0204 -1.9485
 -4.2784 -4.0926 -3.9885 -3.9252 -3.7686 -3.5581 -3.3612 -3.1988 -3.0597 -2.9316
 -2.8116 -2.7003 -2.5985 -2.5065 -2.4234 -2.2506 -2.1183 -2.0220 -1.9567 -1.9138
 -4.1209 -3.9130 -3.7366 -3.6040 -3.5342 -3.4499 -3.2938 -3.1286 -2.9885 -2.8668
 -2.7539 -2.6496 -2.5544 -2.4684 -2.3910 -2.2308 -2.1098 -2.0234 -1.9656 -1.9273
 -1.9015
 -4.0101 -3.8100 -3.6239 -3.4558 -3.3178 -3.2213 -3.1584 -3.0678 -2.9396 -2.8197
 -2.7122 -2.6141 -2.5247 -2.4439 -2.3711 -2.2201 -2.1065 -2.0264 -1.9741 -1.9400
 -1.9166 -1.9005
 -3.9208 -3.7359 -3.5558 -3.3882 -3.2379 -3.1056 -2.9979 -2.9177 -2.8558 -2.7753
 -2.6800 -2.5862 -2.5014 -2.4254 -2.3566 -2.2134 -2.1051 -2.0290 -1.9808 -1.9508
 -1.9306 -1.9163 -1.9070 -1.9032
 -3.8507 -3.6748 -3.5057 -3.3424 -3.1910 -3.0547 -2.9334 -2.8283 -2.7428 -2.6796
 -2.6227 -2.5550 -2.4803 -2.4079 -2.3428 -2.2069 -2.1029 -2.0296 -1.9843 -1.9586
 -1.9425 -1.9312 -1.9237 -1.9195 -1.9173 -1.9187 -1.9256 -1.9394 -1.9606 -1.9871
 -3.7861 -3.6207 -3.4632 -3.3080 -3.1597 -3.0231 -2.9001 -2.7909 -2.6953 -2.6149
 -2.5495 -2.4958 -2.4427 -2.3853 -2.3266 -2.1984 -2.0987 -2.0273 -1.9836 -1.9615
 -1.9504 -1.9436 -1.9392 -1.9371 -1.9370 -1.9381 -1.9421 -1.9514 -1.9674 -1.9913
 -2.0225
 -3.7326 -3.5719 -3.4253 -3.2787 -3.1362 -3.0012 -2.8779 -2.7673 -2.6698 -2.5847
 -2.5123 -2.4510 -2.3981 -2.3497 -2.3016 -2.1856 -2.0915 -2.0220 -1.9789 -1.9587
 -1.9525 -1.9512 -1.9515 -1.9529 -1.9554 -1.9571 -1.9600 -1.9667 -1.9793 -1.9995
 -2.0282
 -3.6968 -3.5335 -3.3897 -3.2509 -3.1148 -2.9837 -2.8612 -2.7495 -2.6502 -2.5632
 -2.4884 -2.4245 -2.3687 -2.3187 -2.2729 -2.1681 -2.0798 -2.0134 -1.9706 -1.9509
 -1.9479 -1.9524 -1.9586 -1.9651 -1.9715 -1.9781 -1.9853 -1.9947 -2.0064 -2.0202
 -2.0359
 -3.6862 -3.5113 -3.3629 -3.2282 -3.0984 -2.9721 -2.8514 -2.7395 -2.6383 -2.5486
 -2.4710 -2.4050 -2.3484 -2.2981 -2.2520 -2.1512 -2.0674 -2.0037 -1.9613 -1.9404
 -1.9380 -1.9462 -1.9583 -1.9709 -1.9828 -1.9939 -2.0047 -2.0152 -2.0262 -2.0384
 -2.0517
 -3.7057 -3.5065 -3.3469 -3.2107 -3.0849 -2.9629 -2.8455 -2.7340 -2.6314 -2.5392
 -2.4580 -2.3883 -2.3294 -2.2789 -2.2337 -2.1354 -2.0547 -1.9931 -1.9515 -1.9294
 -1.9256 -1.9348 -1.9507 -1.9690 -1.9871 -2.0040 -2.0199 -2.0345 -2.0485 -2.0624
 -2.0772
 -3.7501 -3.5191 -3.3417 -3.1980 -3.0734 -2.9557 -2.8419 -2.7325 -2.6291 -2.5343
 -2.4498 -2.3760 -2.3129 -2.2598 -2.2143 -2.1199 -2.0422 -1.9823 -1.9415
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.7668 -4.5949 -4.3037 -4.0077 -3.7306 -3.4980 -3.3244 -3.1776 -3.0441 -2.9215
 -2.8063 -2.6981 -2.5972 -2.5039 -2.4185 -2.2403 -2.1048 -2.0026 -1.9302
 -4.3625 -4.2849 -4.1873 -3.9481 -3.6875 -3.4504 -3.2592 -3.1081 -2.9759 -2.8570
 -2.7460 -2.6425 -2.5465 -2.4585 -2.3786 -2.2142 -2.0912 -2.0005 -1.9366 -1.8938
 -4.2018 -3.9973 -3.8813 -3.8234 -3.6540 -3.4308 -3.2276 -3.0641 -2.9306 -2.8141
 -2.7071 -2.6078 -2.5161 -2.4324 -2.3567 -2.2014 -2.0860 -2.0019 -1.9436 -1.9052
 -1.8800
 -4.1253 -3.8973 -3.7037 -3.5595 -3.4814 -3.3904 -3.2183 -3.0440 -2.9008 -2.7837
 -2.6797 -2.5841 -2.4963 -2.4163 -2.3440 -2.1957 -2.0853 -2.0052 -1.9506 -1.9156
 -1.8930 -1.8780
 -4.0755 -3.8508 -3.6441 -3.4619 -3.3105 -3.1982 -3.1256 -3.0262 -2.8879 -2.7617
 -2.6583 -2.5657 -2.4811 -2.4042 -2.3350 -2.1926 -2.0861 -2.0087 -1.9566 -1.9243
 -1.9046 -1.8916 -1.8836 -1.8789
 -4.0412 -3.8229 -3.6172 -3.4281 -3.2581 -3.1108 -2.9897 -2.8979 -2.8283 -2.7417
