 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -2.5454 -2.5227 -2.7079 -2.7032 -2.6109 -2.4636 -2.2884 -2.1703 -2.0682 -1.9594
 -1.8554 -1.7554 -1.6625 -1.5783 -1.5055 -1.3545 -1.2953 -1.2937 -1.2786
 -2.5346 -2.4431 -2.3691 -2.3276 -2.3192 -2.2848 -2.2007 -2.0988 -1.9998 -1.9035
 -1.8099 -1.7212 -1.6398 -1.5672 -1.5042 -1.3868 -1.3199 -1.2922 -1.2882 -1.2978
 -2.3952 -2.3113 -2.2300 -2.1581 -2.1017 -2.0745 -2.0610 -2.0194 -1.9478 -1.8634
 -1.7802 -1.7000 -1.6257 -1.5595 -1.5021 -1.3951 -1.3339 -1.3097 -1.3077 -1.3173
 -1.3345
 -2.2704 -2.2039 -2.1320 -2.0604 -1.9944 -1.9372 -1.8950 -1.8736 -1.8523 -1.8102
 -1.7490 -1.6810 -1.6147 -1.5544 -1.5017 -1.4031 -1.3459 -1.3240 -1.3238 -1.3341
 -1.3506 -1.3721
 -2.1462 -2.1003 -2.0447 -1.9833 -1.9211 -1.8624 -1.8099 -1.7649 -1.7332 -1.7086
 -1.6818 -1.6434 -1.5960 -1.5457 -1.4986 -1.4078 -1.3538 -1.3340 -1.3358 -1.3479
 -1.3650 -1.3859 -1.4106 -1.4393
 -2.0221 -1.9918 -1.9546 -1.9083 -1.8566 -1.8033 -1.7525 -1.7057 -1.6636 -1.6271
 -1.5984 -1.5741 -1.5477 -1.5172 -1.4845 -1.4073 -1.3567 -1.3382 -1.3420 -1.3577
 -1.3769 -1.3987 -1.4232 -1.4504 -1.4807 -1.5147 -1.5526 -1.5947 -1.6412 -1.6921
 -1.9016 -1.8812 -1.8583 -1.8265 -1.7887 -1.7459 -1.7013 -1.6579 -1.6176 -1.5801
 -1.5461 -1.5170 -1.4929 -1.4713 -1.4498 -1.3970 -1.3536 -1.3347 -1.3413 -1.3613
 -1.3848 -1.4093 -1.4351 -1.4624 -1.4916 -1.5218 -1.5547 -1.5923 -1.6361 -1.6862
