 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -5.3285 -5.2392 -5.4719 -5.3949 -5.1601 -4.8645 -4.5513 -4.3305 -4.1278 -3.9246
 -3.7415 -3.5743 -3.4178 -3.2703 -3.1308 -2.8364 -2.5539 -2.3125 -2.1663
 -5.2876 -5.0331 -4.8291 -4.6900 -4.6072 -4.4879 -4.2966 -4.0850 -3.8868 -3.7012
 -3.5288 -3.3699 -3.2239 -3.0895 -2.9649 -2.6904 -2.4640 -2.2890 -2.1617 -2.0678
 -5.0246 -4.7775 -4.5587 -4.3724 -4.2194 -4.1122 -4.0228 -3.8873 -3.7170 -3.5416
 -3.3813 -3.2340 -3.0987 -2.9746 -2.8611 -2.6173 -2.4224 -2.2716 -2.1601 -2.0759
 -2.0097
 -4.8112 -4.5868 -4.3785 -4.1909 -4.0239 -3.8756 -3.7503 -3.6538 -3.5531 -3.4224
 -3.2777 -3.1395 -3.0134 -2.8976 -2.7915 -2.5670 -2.3931 -2.2615 -2.1623 -2.0866
 -2.0256 -1.9747
 -4.6312 -4.4278 -4.2377 -4.0608 -3.8987 -3.7501 -3.6139 -3.4910 -3.3887 -3.2938
 -3.1907 -3.0737 -2.9558 -2.8461 -2.7460 -2.5341 -2.3728 -2.2538 -2.1655 -2.0977
 -2.0420 -1.9948 -1.9538 -1.9184
 -4.4809 -4.2911 -4.1174 -3.9544 -3.8024 -3.6609 -3.5293 -3.4071 -3.2952 -3.1935
 -3.1009 -3.0099 -2.9126 -2.8126 -2.7166 -2.5131 -2.3588 -2.2470 -2.1666 -2.1067
 -2.0571 -2.0144 -1.9768 -1.9431 -1.9117 -1.8842 -1.8627 -1.8487 -1.8434 -1.8475
 -4.3605 -4.1775 -4.0117 -3.8612 -3.7195 -3.5871 -3.4630 -3.3464 -3.2383 -3.1375
 -3.0433 -2.9545 -2.8689 -2.7833 -2.6971 -2.5003 -2.3492 -2.2397 -2.1642 -2.1109
 -2.0683 -2.0314 -1.9983 -1.9681 -1.9403 -1.9128 -1.8884 -1.8703 -1.8613 -1.8627
