 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140W
  1.7450  1.6312  1.5488  1.5457  1.5381  1.5512  1.5897  1.6046  1.6148  1.6244
  1.6234  1.6128  1.5953  1.5724  1.5464  1.4692  1.3571  1.2220  1.1152
  1.6919  1.6523  1.6199  1.5914  1.5712  1.5719  1.5800  1.5877  1.5950  1.5980
  1.5932  1.5810  1.5630  1.5401  1.5131  1.4298  1.3293  1.2191  1.1055  0.9913
  1.7221  1.6797  1.6440  1.6148  1.5919  1.5739  1.5692  1.5752  1.5800  1.5796
  1.5728  1.5590  1.5397  1.5158  1.4882  1.4057  1.3086  1.2017  1.0908  0.9794
  0.8685
  1.7501  1.7069  1.6682  1.6347  1.6067  1.5841  1.5672  1.5581  1.5596  1.5620
  1.5564  1.5423  1.5219  1.4970  1.4685  1.3856  1.2906  1.1867  1.0784  0.9692
  0.8607  0.7529
  1.7722  1.7316  1.6922  1.6561  1.6237  1.5955  1.5717  1.5526  1.5404  1.5345
  1.5316  1.5231  1.5062  1.4820  1.4531  1.3691  1.2751  1.1737  1.0679  0.9604
  0.8535  0.7479  0.6432  0.5391
  1.7864  1.7498  1.7129  1.6766  1.6421  1.6102  1.5813  1.5557  1.5337  1.5165
  1.5034  1.4930  1.4807  1.4625  1.4378  1.3557  1.2620  1.1624  1.0588  0.9529
  0.8472  0.7429  0.6398  0.5379  0.4363  0.3351  0.2346  0.1351  0.0368 -0.0602
  1.7915  1.7596  1.7275  1.6927  1.6587  1.6255  1.5937  1.5639  1.5364  1.5120
  1.4901  1.4704  1.4529  1.4352  1.4144  1.3424  1.2509  1.1528  1.0509  0.9466
  0.8419  0.7382  0.6363  0.5358  0.4367  0.3390  0.2421  0.1452  0.0477 -0.0499
 -0.1447
  1.7860  1.7596  1.7322  1.7014  1.6696  1.6376  1.6055  1.5738  1.5432  1.5144
  1.4873  1.4616  1.4371  1.4138  1.3909  1.3245  1.2398  1.1441  1.0439  0.9413
  0.8376  0.7344  0.6329  0.5333  0.4353  0.3389  0.2439  0.1497  0.0556 -0.0388
 -0.1339
  1.7688  1.7483  1.7255  1.7003  1.6716  1.6422  1.6120  1.5811  1.5496  1.5187
  1.4888  1.4596  1.4309  1.4029  1.3756  1.3063  1.2262  1.1347  1.0365  0.9355
  0.8330  0.7303  0.6286  0.5288  0.4313  0.3357  0.2418  0.1491  0.0570 -0.0346
 -0.1256
  1.7385  1.7243  1.7068  1.6863  1.6632  1.6377  1.6104  1.5822  1.5524  1.5219
  1.4911  1.4604  1.4297  1.3992  1.3689  1.2930  1.2140  1.1259  1.0307  0.9315
  0.8307  0.7291  0.6278  0.5278  0.4300  0.3346  0.2413  0.1499  0.0599 -0.0292
 -0.1190
  1.6951  1.6873  1.6757  1.6608  1.6428  1.6221  1.5990  1.5738  1.5471  1.5191
  1.4898  1.4595  1.4286  1.3972  1.3653  1.2849  1.2034  1.1178  1.0253  0.9280
  0.8285  0.7283  0.6279  0.5281  0.4300  0.3341  0.2406  0.1494  0.0603 -0.0273
 -0.1139
  1.6427  1.6401  1.6338  1.6241  1.6112  1.5954  1.5769  1.5558  1.5326  1.5076
  1.4810  1.4531  1.4239  1.3936  1.3621  1.2799  1.1957  1.1100  1.0199
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140W
  1.5735  1.5225  1.5069  1.5151  1.5272  1.5427  1.5582  1.5704  1.5805  1.5872
  1.5877  1.5808  1.5671  1.5479  1.5244  1.4515  1.3549  1.2394  1.1252
  1.6153  1.5787  1.5423  1.5176  1.5238  1.5341  1.5435  1.5524  1.5605  1.5657
  1.5645  1.5561  1.5411  1.5210  1.4968  1.4218  1.3290  1.2231  1.1107  0.9966
  1.6523  1.6124  1.5812  1.5565  1.5330  1.5295  1.5374  1.5422  1.5462  1.5493
  1.5471  1.5378  1.5221  1.5011  1.4762  1.4004  1.3091  1.2063  1.0968  0.9855
  0.8743
  1.6907  1.6466  1.6099  1.5812  1.5591  1.5420  1.5316  1.5347  1.5372  1.5376
  1.5342  1.5245  1.5084  1.4868  1.4612  1.3841  1.2933  1.1927  1.0855  0.9762
  0.8673  0.7591
  1.7286  1.6824  1.6416  1.6065  1.5778  1.5557  1.5381  1.5269  1.5238  1.5259
  1.5239  1.5146  1.4985  1.4767  1.4505  1.3720  1.2809  1.1816  1.0764  0.9686
  0.8612  0.7548  0.6496  0.5448
  1.7591  1.7175  1.6745  1.6357  1.6011  1.5716  1.5476  1.5287  1.5141  1.5058
  1.5043  1.5007  1.4888  1.4688  1.4428  1.3632  1.2715  1.1727  1.0690  0.9624
  0.8559  0.7507  0.6470  0.5444  0.4427  0.3418  0.2412  0.1408  0.0409 -0.0567
  1.7889  1.7491  1.7060  1.6656  1.6280  1.5933  1.5626  1.5364  1.5144  1.4967
  1.4835  1.4746  1.4664  1.4532  1.4330  1.3566  1.2643  1.1657  1.0629  0.9576
  0.8516  0.7470  0.6442  0.5430  0.4432  0.3443  0.2461  0.1486  0.0515 -0.0451
 -0.1412
  1.8103  1.7740  1.7332  1.6933  1.6547  1.6179  1.5828  1.5508  1.5222  1.4973
  1.4763  1.4582  1.4420  1.4272  1.4109  1.3480  1.2585  1.1602  1.0581  0.9538
  0.8485  0.7441  0.6416  0.5411  0.4425  0.3456  0.2499  0.1549  0.0600 -0.0350
 -0.1304
  1.8215  1.7897  1.7528  1.7151  1.6776  1.6407  1.6043  1.5691  1.5356  1.5051
  1.4777  1.4533  1.4306  1.4088  1.3881  1.3303  1.2502  1.1542  1.0529  0.9495
  0.8451  0.7408  0.6381  0.5375  0.4392  0.3429  0.2481  0.1543  0.0613 -0.0307
 -0.1219
  1.8208  1.7941  1.7620  1.7291  1.6942  1.6589  1.6234  1.5878  1.5523  1.5181
  1.4858  1.4560  1.4284  1.4018  1.3759  1.3121  1.2381  1.1485  1.0495  0.9474
  0.8440  0.7406  0.6380  0.5370  0.4385  0.3424  0.2483  0.1560  0.0653 -0.0245
 -0.1150
  1.8073  1.7868  1.7603  1.7325  1.7015  1.6694  1.6361  1.6020  1.5671  1.5320
  1.4972  1.4637  1.4318  1.4015  1.3719  1.2995  1.2252  1.1405  1.0456  0.9453
  0.8433  0.7409  0.6389  0.5380  0.4389  0.3423  0.2480  0.1561  0.0662 -0.0221
 -0.1093
  1.7846  1.7678  1.7477  1.7246  1.6988  1.6704  1.6401  1.6085  1.5756  1.5419
  1.5074  1.4726  1.4383  1.4049  1.3725  1.2932  1.2147  1.1319  1.0408
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F140W
  1.4808  1.4742  1.4863  1.4974  1.5157  1.5330  1.5409  1.5465  1.5521  1.5565
  1.5565  1.5511  1.5398  1.5231  1.5017  1.4334  1.3479  1.2467  1.1336
  1.5491  1.4994  1.4819  1.4946  1.5047  1.5157  1.5246  1.5294  1.5342  1.5378
  1.5367  1.5301  1.5177  1.4998  1.4776  1.4084  1.3241  1.2261  1.1175  1.0042
  1.5874  1.5556  1.5228  1.4959  1.5035  1.5114  1.5162  1.5192  1.5215  1.5238
  1.5221  1.5149  1.5020  1.4837  1.4609  1.3905  1.3060  1.2099  1.1044  0.9942
  0.8828
  1.6251  1.5884  1.5604  1.5379  1.5149  1.5096  1.5152  1.5154  1.5139  1.5135
  1.5112  1.5039  1.4910  1.4726  1.4495  1.3780  1.2929  1.1975  1.0941  0.9861
