 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.1236 -2.0876 -2.0927 -2.0675 -1.9984 -1.9331 -1.9133 -1.9162 -1.9011 -1.8527
 -1.7858 -1.7051 -1.6208 -1.5416 -1.4659 -1.3033 -1.1833 -1.1013 -1.0400
 -2.0946 -2.0066 -1.9485 -1.9011 -1.8629 -1.8350 -1.8146 -1.7957 -1.7727 -1.7420
 -1.7007 -1.6461 -1.5786 -1.5055 -1.4353 -1.2876 -1.1800 -1.1069 -1.0565 -1.0241
 -2.0738 -1.9606 -1.8678 -1.8012 -1.7649 -1.7445 -1.7234 -1.7004 -1.6779 -1.6556
 -1.6275 -1.5901 -1.5387 -1.4753 -1.4113 -1.2760 -1.1783 -1.1127 -1.0702 -1.0421
 -1.0233
 -2.0612 -1.9496 -1.8506 -1.7678 -1.7044 -1.6616 -1.6397 -1.6303 -1.6167 -1.5935
 -1.5662 -1.5371 -1.5011 -1.4510 -1.3939 -1.2685 -1.1782 -1.1187 -1.0810 -1.0563
 -1.0395 -1.0281
 -2.0337 -1.9337 -1.8411 -1.7585 -1.6884 -1.6325 -1.5915 -1.5636 -1.5467 -1.5345
 -1.5156 -1.4892 -1.4613 -1.4254 -1.3782 -1.2630 -1.1780 -1.1231 -1.0903 -1.0693
 -1.0552 -1.0455 -1.0391 -1.0352
 -1.9818 -1.8988 -1.8197 -1.7460 -1.6789 -1.6201 -1.5713 -1.5327 -1.5031 -1.4796
 -1.4598 -1.4392 -1.4156 -1.3905 -1.3562 -1.2564 -1.1761 -1.1242 -1.0957 -1.0795
 -1.0691 -1.0622 -1.0577 -1.0552 -1.0541 -1.0547 -1.0576 -1.0654 -1.0798 -1.1002
 -1.9049 -1.8404 -1.7780 -1.7180 -1.6606 -1.6066 -1.5571 -1.5138 -1.4778 -1.4477
 -1.4211 -1.3963 -1.3716 -1.3494 -1.3239 -1.2445 -1.1716 -1.1218 -1.0958 -1.0845
 -1.0792 -1.0763 -1.0750 -1.0748 -1.0754 -1.0768 -1.0798 -1.0846 -1.0947 -1.1128
 -1.1375
 -1.8093 -1.7613 -1.7150 -1.6703 -1.6260 -1.5818 -1.5379 -1.4957 -1.4572 -1.4236
 -1.3941 -1.3669 -1.3405 -1.3150 -1.2919 -1.2251 -1.1627 -1.1159 -1.0910 -1.0831
 -1.0831 -1.0856 -1.0888 -1.0922 -1.0957 -1.0992 -1.1033 -1.1084 -1.1159 -1.1281
 -1.1500
 -1.7015 -1.6679 -1.6351 -1.6038 -1.5728 -1.5404 -1.5061 -1.4701 -1.4342 -1.4002
 -1.3694 -1.3416 -1.3153 -1.2895 -1.2658 -1.2042 -1.1493 -1.1071 -1.0828 -1.0761
 -1.0801 -1.0883 -1.0971 -1.1056 -1.1133 -1.1202 -1.1268 -1.1334 -1.1408 -1.1507
 -1.1658
 -1.5900 -1.5679 -1.5460 -1.5251 -1.5050 -1.4838 -1.4603 -1.4335 -1.4042 -1.3738
 -1.3442 -1.3167 -1.2913 -1.2672 -1.2442 -1.1868 -1.1357 -1.0973 -1.0737 -1.0663
 -1.0715 -1.0835 -1.0979 -1.1122 -1.1253 -1.1370 -1.1476 -1.1573 -1.1666 -1.1766
 -1.1875
 -1.4767 -1.4647 -1.4520 -1.4391 -1.4268 -1.4146 -1.4007 -1.3836 -1.3630 -1.3396
 -1.3143 -1.2891 -1.2652 -1.2430 -1.2221 -1.1711 -1.1231 -1.0869 -1.0646 -1.0564
 -1.0607 -1.0738 -1.0917 -1.1113 -1.1302 -1.1476 -1.1634 -1.1776 -1.1904 -1.2027
 -1.2155
 -1.3616 -1.3583 -1.3563 -1.3496 -1.3435 -1.3375 -1.3307 -1.3219 -1.3101 -1.2950
 -1.2768 -1.2567 -1.2360 -1.2160 -1.1995 -1.1571 -1.1115 -1.0759 -1.0555
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.3619 -2.2988 -2.2456 -2.1976 -2.1526 -2.1056 -2.0516 -1.9879 -1.9176 -1.8453
