 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = BX   
 -6.2927 -6.0869 -5.8934 -5.7044 -5.5164 -5.3274 -5.1383 -4.9530 -4.7747 -4.6047
 -4.4453 -4.2962 -4.1554 -4.0203 -3.8899 -3.5869 -3.3273 -3.1142 -2.9380 -2.8004
 -2.6946 -2.6085 -2.5334 -2.4648 -2.4004 -2.3391 -2.2798 -2.2243 -2.1748 -2.1330
 -2.0999
 -6.0999 -5.9201 -5.7470 -5.5801 -5.4148 -5.2469 -5.0761 -4.9040 -4.7337 -4.5681
 -4.4098 -4.2603 -4.1199 -3.9870 -3.8604 -3.5732 -3.3242 -3.1167 -2.9450 -2.8079
 -2.7033 -2.6220 -2.5541 -2.4935 -2.4370 -2.3829 -2.3311 -2.2828 -2.2381 -2.1966
 -2.1581
 -5.9165 -5.7581 -5.6073 -5.4565 -5.3089 -5.1611 -5.0099 -4.8549 -4.6979 -4.5413
 -4.3879 -4.2403 -4.1003 -3.9684 -3.8438 -3.5646 -3.3253 -3.1224 -2.9543 -2.8178
 -2.7122 -2.6319 -2.5686 -2.5152 -2.4668 -2.4209 -2.3767 -2.3340 -2.2959 -2.2568
 -2.2190
 -5.7425 -5.6009 -5.4743 -5.3319 -5.1974 -5.0644 -4.9308 -4.7940 -4.6534 -4.5102
 -4.3664 -4.2245 -4.0871 -3.9563 -3.8326 -3.5574 -3.3249 -3.1269 -2.9618 -2.8267
 -2.7204 -2.6393 -2.5774 -2.5287 -2.4874 -2.4497 -2.4139 -2.3791 -2.3450 -2.3123
 -2.2817
 -5.5780 -5.4485 -5.3480 -5.2053 -5.0794 -4.9571 -4.8367 -4.7157 -4.5919 -4.4649
 -4.3350 -4.2036 -4.0731 -3.9459 -3.8268 -3.5516 -3.3230 -3.1302 -2.9675
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = BX   
 -7.8218 -7.3909 -7.0901 -6.8961 -6.7781 -6.6853 -6.5128 -6.3546 -6.1779 -5.9759
 -5.7474 -5.5043 -5.2609 -5.0264 -4.8062 -4.2943 -3.8224 -3.4298 -3.0821
 -7.4350 -7.0865 -6.8337 -6.6146 -6.4168 -6.2417 -6.0831 -5.9298 -5.7692 -5.5918
 -5.3916 -5.1690 -4.9374 -4.7160 -4.5107 -4.0553 -3.6529 -3.3033 -3.0240 -2.8035
 -7.1769 -6.7792 -6.4668 -6.2296 -6.0619 -5.9236 -5.7725 -5.6093 -5.4438 -5.2774
 -5.1008 -4.9067 -4.6959 -4.4882 -4.2969 -3.8855 -3.5359 -3.2314 -2.9823 -2.7870
 -2.6294
 -7.0448 -6.6460 -6.3160 -6.0437 -5.8204 -5.6390 -5.4979 -5.3750 -5.2273 -5.0543
 -4.8793 -4.7039 -4.5173 -4.3244 -4.1448 -3.7621 -3.4501 -3.1817 -2.9578 -2.7799
 -2.6358 -2.5138
 -6.9529 -6.5697 -6.2431 -5.9626 -5.7203 -5.5106 -5.3285 -5.1696 -5.0326 -4.8978
 -4.7367 -4.5637 -4.3897 -4.2126 -4.0410 -3.6787 -3.3914 -3.1494 -2.9457 -2.7816
 -2.6487 -2.5358 -2.4363 -2.3462
 -6.8660 -6.5089 -6.1967 -5.9208 -5.6744 -5.4530 -5.2537 -5.0739 -4.9097 -4.7590
 -4.6180 -4.4706 -4.3114 -4.1436 -3.9783 -3.6270 -3.3544 -3.1301 -2.9414 -2.7882
 -2.6645 -2.5601 -2.4680 -2.3842 -2.3068 -2.2351 -2.1691 -2.1073 -2.0517 -2.0157
 -6.7708 -6.4447 -6.1549 -5.8918 -5.6501 -5.4269 -5.2206 -5.0305 -4.8546 -4.6905
 -4.5364 -4.3906 -4.2496 -4.1024 -3.9493 -3.6004 -3.3341 -3.1203 -2.9419 -2.7964
 -2.6800 -2.5835 -2.4989 -2.4219 -2.3504 -2.2834 -2.2212 -2.1637 -2.1110 -2.0668
 -2.0422
 -6.6677 -6.3715 -6.1067 -5.8622 -5.6318 -5.4137 -5.2076 -5.0133 -4.8314 -4.6608
 -4.4998 -4.3478 -4.2044 -4.0657 -3.9280 -3.5976 -3.3274 -3.1178 -2.9457 -2.8046
 -2.6930 -2.6031 -2.5261 -2.4566 -2.3918 -2.3306 -2.2732 -2.2195 -2.1695 -2.1266
 -2.0935
 -6.5587 -6.2875 -6.0449 -5.8206 -5.6066 -5.3993 -5.1986 -5.0058 -4.8222 -4.6484
 -4.4840 -4.3285 -4.1814 -4.0414 -3.9073 -3.5968 -3.3303 -3.1192 -2.9500 -2.8113
 -2.7018 -2.6163 -2.5461 -2.4845 -2.4275 -2.3734 -2.3221 -2.2733 -2.2278 -2.1864
 -2.1516
 -6.4573 -6.2055 -5.9793 -5.7714 -5.5738 -5.3812 -5.1913 -5.0049 -4.8239 -4.6502
 -4.4845 -4.3272 -4.1779 -4.0361 -3.9015 -3.5983 -3.3396 -3.1273 -2.9580 -2.8203
 -2.7106 -2.6264 -2.5606 -2.5058 -2.4568 -2.4108 -2.3669 -2.3248 -2.2845 -2.2469
 -2.2121
 -6.3591 -6.1233 -5.9079 -5.7116 -5.5270 -5.3491 -5.1730 -4.9978 -4.8244 -4.6546
 -4.4904 -4.3330 -4.1828 -4.0399 -3.9043 -3.6010 -3.3472 -3.1365 -2.9661 -2.8287
 -2.7187 -2.6338 -2.5695 -2.5192 -2.4772 -2.4393 -2.4037 -2.3693 -2.3360 -2.3041
 -2.2742
 -6.2632 -6.0392 -5.8335 -5.6441 -5.4680 -5.3006 -5.1378 -4.9760 -4.8143 -4.6534
 -4.4947 -4.3402 -4.1920 -4.0477 -3.9157 -3.6049 -3.3531 -3.1468 -2.9743
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = BX   
 -8.0662 -7.7043 -7.4026 -7.1476 -6.9248 -6.7165 -6.5068 -6.2861 -6.0585 -5.8230
 -5.5770 -5.3258 -5.0807 -4.8558 -4.6504 -4.1979 -3.7945 -3.4349 -3.1155
 -7.6738 -7.2868 -6.9598 -6.6889 -6.4621 -6.2630 -6.0747 -5.8843 -5.6897 -5.4875
 -5.2726 -5.0448 -4.8153 -4.6007 -4.4061 -3.9904 -3.6373 -3.3222 -3.0490 -2.8261
 -7.2798 -6.8974 -6.6065 -6.3564 -6.1293 -5.9287 -5.7476 -5.5741 -5.4010 -5.2242
 -5.0380 -4.8372 -4.6253 -4.4200 -4.2327 -3.8410 -3.5225 -3.2461 -3.0046 -2.8035
 -2.6399
 -7.1132 -6.6769 -6.3285 -6.0567 -5.8514 -5.6930 -5.5338 -5.3643 -5.1949 -5.0277
 -4.8590 -4.6830 -4.4932 -4.2988 -4.1171 -3.7399 -3.4436 -3.1939 -2.9771 -2.7938
 -2.6432 -2.5166
 -7.0669 -6.6142 -6.2422 -5.9395 -5.6929 -5.4953 -5.3390 -5.2056 -5.0719 -4.9114
 -4.7410 -4.5720 -4.4008 -4.2211 -4.0452 -3.6758 -3.3924 -3.1604 -2.9620 -2.7930
 -2.6531 -2.5356 -2.4333 -2.3419
 -7.0720 -6.6149 -6.2344 -5.9182 -5.6541 -5.4319 -5.2425 -5.0783 -4.9352 -4.8086
 -4.6717 -4.5113 -4.3423 -4.1729 -4.0044 -3.6389 -3.3615 -3.1403 -2.9548 -2.7973
 -2.6665 -2.5572 -2.4623 -2.3772 -2.2992 -2.2282 -2.1624 -2.0999 -2.0440 -2.0097
 -7.0938 -6.6421 -6.2603 -5.9385 -5.6643 -5.4274 -5.2207 -5.0379 -4.8736 -4.7228
 -4.5843 -4.4523 -4.3093 -4.1504 -3.9863 -3.6219 -3.3451 -3.1296 -2.9524 -2.8036
 -2.6804 -2.5784 -2.4909 -2.4125 -2.3405 -2.2736 -2.2120 -2.1551 -2.1025 -2.0579
 -2.0332
 -7.1079 -6.6724 -6.2982 -5.9768 -5.6981 -5.4530 -5.2347 -5.0382 -4.8599 -4.6958
 -4.5421 -4.3976 -4.2623 -4.1269 -3.9817 -3.6216 -3.3397 -3.1255 -2.9531 -2.8102
 -2.6925 -2.5968 -2.5163 -2.4452 -2.3800 -2.3189 -2.2622 -2.2092 -2.1600 -2.1174
 -2.0840
 -7.0950 -6.6850 -6.3274 -6.0145 -5.7377 -5.4895 -5.2644 -5.0588 -4.8699 -4.6954
 -4.5324 -4.3789 -4.2339 -4.0969 -3.9635 -3.6316 -3.3423 -3.1246 -2.9542 -2.8148
 -2.7009 -2.6097 -2.5355 -2.4718 -2.4141 -2.3600 -2.3093 -2.2614 -2.2168 -2.1770
 -2.1421
 -7.0662 -6.6861 -6.3484 -6.0487 -5.7797 -5.5338 -5.3065 -5.0956 -4.8997 -4.7173
 -4.5469 -4.3867 -4.2352 -4.0918 -3.9556 -3.6411 -3.3596 -3.1328 -2.9600 -2.8217
 -2.7093 -2.6200 -2.5499 -2.4925 -2.4424 -2.3962 -2.3527 -2.3113 -2.2721 -2.2357
 -2.2021
 -7.0215 -6.6680 -6.3509 -6.0669 -5.8092 -5.5711 -5.3476 -5.1365 -4.9372 -4.7498
 -4.5738 -4.4084 -4.2521 -4.1037 -3.9633 -3.6473 -3.3757 -3.1474 -2.9686 -2.8290
 -2.7169 -2.6277 -2.5591 -2.5059 -2.4623 -2.4239 -2.3885 -2.3547 -2.3223 -2.2914
 -2.2628
 -6.9672 -6.6362 -6.3374 -6.0674 -5.8214 -5.5929 -5.3775 -5.1716 -4.9743 -4.7857
 -4.6068 -4.4376 -4.2756 -4.1234 -3.9866 -3.6502 -3.3906 -3.1684 -2.9800
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = BX   
 -8.4298 -8.1505 -7.8870 -7.6283 -7.3638 -7.0751 -6.7450 -6.3796 -6.0435 -5.7402
 -5.4608 -5.1997 -4.9574 -4.7397 -4.5444 -4.1295 -3.7743 -3.4492 -3.1536
 -7.9953 -7.6769 -7.3860 -7.1151 -6.8551 -6.5927 -6.3077 -6.0099 -5.7298 -5.4688
 -5.2194 -4.9776 -4.7476 -4.5366 -4.3468 -3.9507 -3.6259 -3.3404 -3.0834 -2.8587
 -7.6892 -7.3356 -7.0160 -6.7286 -6.4674 -6.2230 -5.9782 -5.7282 -5.4890 -5.2623
 -5.0422 -4.8228 -4.6058 -4.4008 -4.2145 -3.8289 -3.5234 -3.2638 -3.0344 -2.8318
 -2.6600
 -7.3978 -7.0253 -6.7194 -6.4434 -6.1846 -5.9474 -5.7262 -5.5097 -5.3009 -5.1013
 -4.9069 -4.7115 -4.5116 -4.3146 -4.1311 -3.7501 -3.4554 -3.2124 -3.0021 -2.8172
 -2.6586 -2.5249
 -7.2846 -6.8363 -6.4641 -6.1606 -5.9193 -5.7264 -5.5440 -5.3544 -5.1645 -4.9807
 -4.8030 -4.6272 -4.4469 -4.2618 -4.0822 -3.7020 -3.4122 -3.1794 -2.9824 -2.8112
 -2.6638 -2.5390 -2.4321 -2.3380
 -7.2938 -6.7986 -6.3822 -6.0395 -5.7615 -5.5357 -5.3508 -5.1971 -5.0596 -4.9069
 -4.7386 -4.5685 -4.4004 -4.2297 -4.0569 -3.6762 -3.3865 -3.1595 -2.9713 -2.8106
 -2.6727 -2.5561 -2.4564 -2.3689 -2.2898 -2.2178 -2.1519 -2.0899 -2.0344 -1.9996
 -7.3785 -6.8482 -6.4009 -6.0304 -5.7256 -5.4743 -5.2650 -5.0877 -4.9348 -4.8021
 -4.6774 -4.5361 -4.3761 -4.2111 -4.0467 -3.6668 -3.3735 -3.1484 -2.9660 -2.8129
 -2.6831 -2.5737 -2.4811 -2.4001 -2.3271 -2.2603 -2.1992 -2.1430 -2.0908 -2.0460
 -2.0208
 -7.5064 -6.9503 -6.4772 -6.0831 -5.7566 -5.4850 -5.2562 -5.0608 -4.8900 -4.7377
 -4.5989 -4.4712 -4.3445 -4.2024 -4.0472 -3.6708 -3.3709 -3.1440 -2.9644 -2.8165
 -2.6929 -2.5897 -2.5036 -2.4295 -2.3632 -2.3023 -2.2462 -2.1944 -2.1472 -2.1045
 -2.0703
 -7.6298 -7.0678 -6.5802 -6.1687 -5.8243 -5.5353 -5.2889 -5.0760 -4.8890 -4.7220
 -4.5695 -4.4276 -4.2946 -4.1673 -4.0365 -3.6830 -3.3749 -3.1429 -2.9637 -2.8189
 -2.6996 -2.6015 -2.5211 -2.4537 -2.3945 -2.3405 -2.2905 -2.2439 -2.2009 -2.1624
 -2.1284
 -7.7249 -7.1825 -6.6963 -6.2785 -5.9218 -5.6176 -5.3558 -5.1272 -4.9246 -4.7427
 -4.5772 -4.4244 -4.2811 -4.1457 -4.0166 -3.6995 -3.3938 -3.1514 -2.9688 -2.8244
 -2.7072 -2.6119 -2.5354 -2.4735 -2.4212 -2.3745 -2.3316 -2.2913 -2.2537 -2.2191
 -2.1880
 -7.7681 -7.2605 -6.7953 -6.3853 -6.0265 -5.7146 -5.4414 -5.1995 -4.9831 -4.7878
 -4.6096 -4.4456 -4.2931 -4.1498 -4.0143 -3.7046 -3.4184 -3.1687 -2.9779 -2.8313
 -2.7141 -2.6199 -2.5454 -2.4872 -2.4406 -2.4011 -2.3658 -2.3328 -2.3018 -2.2727
 -2.2460
 -7.7655 -7.2960 -6.8630 -6.4714 -6.1218 -5.8109 -5.5332 -5.2830 -5.0562 -4.8495
 -4.6602 -4.4858 -4.3241 -4.1731 -4.0296 -3.6983 -3.4487 -3.1948 -2.9910
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = BX   
 -8.6563 -8.4234 -8.1936 -7.9546 -7.6929 -7.3772 -6.9771 -6.5044 -6.0799 -5.7251
 -5.4227 -5.1563 -4.9171 -4.7021 -4.5101 -4.1058 -3.7671 -3.4598 -3.1744
 -8.1924 -7.9272 -7.6737 -7.4232 -7.1644 -6.8776 -6.5322 -6.1501 -5.7964 -5.4875
 -5.2131 -4.9630 -4.7329 -4.5237 -4.3354 -3.9442 -3.6276 -3.3506 -3.1030 -2.8805
 -7.8576 -7.5552 -7.2736 -7.0069 -6.7486 -6.4864 -6.1963 -5.8820 -5.5823 -5.3109
 -5.0633 -4.8313 -4.6115 -4.4071 -4.2211 -3.8358 -3.5326 -3.2770 -3.0518 -2.8508
 -2.6757
 -7.6070 -7.2845 -6.9805 -6.6963 -6.4308 -6.1797 -5.9294 -5.6665 -5.4102 -5.1718
 -4.9500 -4.7384 -4.5323 -4.3343 -4.1504 -3.7663 -3.4697 -3.2268 -3.0176 -2.8330
 -2.6714 -2.5334
 -7.4566 -7.0549 -6.6882 -6.4172 -6.1786 -5.9472 -5.7198 -5.4931 -5.2700 -5.0585
 -4.8593 -4.6679 -4.4785 -4.2904 -4.1097 -3.7246 -3.4297 -3.1944 -2.9960 -2.8238
 -2.6736 -2.5446 -2.4342 -2.3376
 -7.4127 -6.9249 -6.5240 -6.1923 -5.9198 -5.6966 -5.5128 -5.3428 -5.1627 -4.9747
 -4.7902 -4.6127 -4.4388 -4.2639 -4.0895 -3.7030 -3.4061 -3.1744 -2.9833 -2.8204
 -2.6798 -2.5590 -2.4557 -2.3657 -2.2854 -2.2129 -2.1463 -2.0839 -2.0286 -1.9937
 -7.4742 -6.9498 -6.5016 -6.1264 -5.8168 -5.5617 -5.3495 -5.1704 -5.0182 -4.8824
 -4.7394 -4.5792 -4.4125 -4.2473 -4.0820 -3.6965 -3.3946 -3.1632 -2.9768 -2.8206
 -2.6877 -2.5742 -2.4778 -2.3943 -2.3202 -2.2528 -2.1917 -2.1357 -2.0834 -2.0388
 -2.0130
 -7.6267 -7.0556 -6.5656 -6.1548 -5.8142 -5.5329 -5.2990 -5.1015 -4.9311 -4.7814
 -4.6482 -4.5238 -4.3907 -4.2403 -4.0821 -3.7023 -3.3934 -3.1590 -2.9746 -2.8228
 -2.6958 -2.5886 -2.4984 -2.4215 -2.3538 -2.2925 -2.2365 -2.1853 -2.1385 -2.0961
 -2.0617
 -7.8122 -7.2078 -6.6836 -6.2401 -5.8712 -5.5655 -5.3101 -5.0938 -4.9076 -4.7439
 -4.5963 -4.4607 -4.3341 -4.2100 -4.0767 -3.7151 -3.3991 -3.1587 -2.9736 -2.8245
 -2.7015 -2.5993 -2.5147 -2.4442 -2.3833 -2.3287 -2.2789 -2.2328 -2.1906 -2.1525
 -2.1194
 -7.9879 -7.3841 -6.8395 -6.3727 -5.9783 -5.6487 -5.3718 -5.1358 -4.9316 -4.7520
 -4.5911 -4.4439 -4.3066 -4.1770 -4.0527 -3.7338 -3.4184 -3.1684 -2.9790 -2.8298
 -2.7086 -2.6094 -2.5287 -2.4633 -2.4088 -2.3612 -2.3183 -2.2785 -2.2417 -2.2081
 -2.1780
 -8.1056 -7.5261 -6.9943 -6.5195 -6.1111 -5.7628 -5.4662 -5.2112 -4.9891 -4.7928
 -4.6169 -4.4571 -4.3096 -4.1717 -4.0410 -3.7386 -3.4455 -3.1864 -2.9890 -2.8368
 -2.7155 -2.6175 -2.5391 -2.4771 -2.4279 -2.3869 -2.3512 -2.3185 -2.2882 -2.2601
 -2.2345
 -8.1597 -7.6198 -7.1143 -6.6537 -6.2464 -5.8901 -5.5804 -5.3097 -5.0713 -4.8591
 -4.6683 -4.4952 -4.3363 -4.1892 -4.0416 -3.7295 -3.4804 -3.2127 -3.0036
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = BX   
 -8.8873 -8.6960 -8.5026 -8.2933 -8.0544 -7.7321 -7.2717 -6.6837 -6.1508 -5.7324
 -5.4048 -5.1307 -4.8921 -4.6801 -4.4906 -4.0932 -3.7661 -3.4718 -3.1984
 -8.4001 -8.1832 -7.9706 -7.7522 -7.5119 -7.2191 -6.8245 -6.3476 -5.8994 -5.5278
 -5.2229 -4.9628 -4.7319 -4.5244 -4.3375 -3.9488 -3.6369 -3.3672 -3.1245 -2.9050
 -8.0274 -7.7803 -7.5434 -7.3109 -7.0721 -6.8074 -6.4802 -6.0918 -5.7127 -5.3808
 -5.0980 -4.8508 -4.6279 -4.4240 -4.2387 -3.8526 -3.5494 -3.2952 -3.0720 -2.8724
 -2.6954
 -7.7741 -7.4878 -7.2202 -6.9660 -6.7192 -6.4701 -6.1962 -5.8790 -5.5583 -5.2649
 -5.0056 -4.7738 -4.5605 -4.3618 -4.1779 -3.7911 -3.4912 -3.2466 -3.0365 -2.8515
 -2.6878 -2.5456
 -7.5632 -7.2423 -6.9657 -6.7044 -6.4498 -6.2023 -5.9571 -5.6939 -5.4226 -5.1653
 -4.9307 -4.7164 -4.5156 -4.3242 -4.1433 -3.7544 -3.4538 -3.2146 -3.0134 -2.8393
 -2.6867 -2.5537 -2.4390 -2.3393
 -7.4891 -7.0661 -6.7111 -6.4171 -6.1718 -5.9577 -5.7501 -5.5320 -5.3027 -5.0774
 -4.8658 -4.6691 -4.4827 -4.3019 -4.1261 -3.7357 -3.4316 -3.1944 -2.9993 -2.8332
 -2.6897 -2.5650 -2.4574 -2.3641 -2.2818 -2.2085 -2.1410 -2.0773 -2.0223 -1.9873
 -7.5393 -7.0475 -6.6236 -6.2662 -5.9687 -5.7199 -5.5097 -5.3289 -5.1625 -4.9925
 -4.8125 -4.6315 -4.4569 -4.2874 -4.1199 -3.7311 -3.4213 -3.1830 -2.9917 -2.8314
 -2.6950 -2.5775 -2.4766 -2.3897 -2.3134 -2.2452 -2.1840 -2.1276 -2.0750 -2.0307
 -2.0048
 -7.6837 -7.1322 -6.6536 -6.2469 -5.9073 -5.6250 -5.3888 -5.1875 -5.0128 -4.8604
 -4.7238 -4.5877 -4.4382 -4.2793 -4.1200 -3.7380 -3.4213 -3.1790 -2.9887 -2.8323
 -2.7011 -2.5897 -2.4950 -2.4143 -2.3443 -2.2821 -2.2260 -2.1750 -2.1280 -2.0865
 -2.0522
 -7.9006 -7.2921 -6.7631 -6.3118 -5.9337 -5.6196 -5.3584 -5.1385 -4.9503 -4.7857
 -4.6394 -4.5072 -4.3835 -4.2568 -4.1175 -3.7513 -3.4285 -3.1795 -2.9877 -2.8333
 -2.7056 -2.5990 -2.5098 -2.4351 -2.3716 -2.3158 -2.2658 -2.2202 -2.1787 -2.1414
 -2.1088
 -8.1488 -7.5131 -6.9408 -6.4485 -6.0327 -5.6863 -5.3982 -5.1563 -4.9503 -4.7718
 -4.6137 -4.4706 -4.3384 -4.2143 -4.0937 -3.7712 -3.4489 -3.1906 -2.9937 -2.8386
 -2.7124 -2.6086 -2.5233 -2.4535 -2.3957 -2.3465 -2.3031 -2.2637 -2.2276 -2.1950
 -2.1660
 -8.3553 -7.7245 -7.1454 -6.6248 -6.1795 -5.8031 -5.4876 -5.2218 -4.9951 -4.7988
 -4.6258 -4.4706 -4.3286 -4.1962 -4.0711 -3.7763 -3.4772 -3.2100 -3.0048 -2.8462
 -2.7195 -2.6168 -2.5338 -2.4674 -2.4144 -2.3712 -2.3345 -2.3019 -2.2722 -2.2450
 -2.2207
 -8.4871 -7.8861 -7.3220 -6.8071 -6.3476 -5.9517 -5.6133 -5.3247 -5.0766 -4.8609
 -4.6706 -4.5006 -4.3465 -4.2046 -4.0497 -3.7666 -3.5134 -3.2377 -3.0210
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = BX   
 -9.1182 -8.9599 -8.7983 -8.6191 -8.4128 -8.0998 -7.5971 -6.9062 -6.2601 -5.7684
 -5.4036 -5.1155 -4.8734 -4.6622 -4.4737 -4.0817 -3.7635 -3.4814 -3.2198
 -8.6100 -8.4319 -8.2564 -8.0723 -7.8597 -7.5787 -7.1585 -6.5941 -6.0395 -5.5915
 -5.2470 -4.9702 -4.7348 -4.5272 -4.3410 -3.9537 -3.6455 -3.3813 -3.1446 -2.9291
 -8.2029 -8.0015 -7.8066 -7.6118 -7.4033 -7.1529 -6.8083 -6.3519 -5.8798 -5.4720
 -5.1441 -4.8761 -4.6460 -4.4412 -4.2560 -3.8688 -3.5652 -3.3127 -3.0917 -2.8943
 -2.7176
 -7.9057 -7.6719 -7.4503 -7.2361 -7.0211 -6.7894 -6.5072 -6.1407 -5.7444 -5.3798
 -5.0717 -4.8134 -4.5894 -4.3879 -4.2038 -3.8146 -3.5116 -3.2659 -3.0555 -2.8707
 -2.7067 -2.5617
 -7.7128 -7.4418 -7.1883 -6.9487 -6.7169 -6.4860 -6.2404 -5.9460 -5.6167 -5.2975
 -5.0140 -4.7689 -4.5527 -4.3562 -4.1742 -3.7824 -3.4769 -3.2345 -3.0315 -2.8560
 -2.7022 -2.5665 -2.4478 -2.3438
 -7.5677 -7.2181 -6.9328 -6.6919 -6.4670 -6.2407 -6.0101 -5.7640 -5.4915 -5.2163
 -4.9609 -4.7325 -4.5271 -4.3378 -4.1599 -3.7668 -3.4565 -3.2144 -3.0165 -2.8479
 -2.7022 -2.5746 -2.4630 -2.3657 -2.2801 -2.2043 -2.1358 -2.0703 -2.0151 -1.9798
 -7.5782 -7.1368 -6.7597 -6.4450 -6.1819 -5.9578 -5.7596 -5.5671 -5.3574 -5.1319
 -4.9082 -4.6992 -4.5067 -4.3270 -4.1554 -3.7642 -3.4479 -3.2033 -3.0080 -2.8445
 -2.7050 -2.5843 -2.4794 -2.3882 -2.3088 -2.2385 -2.1763 -2.1191 -2.0654 -2.0210
 -1.9950
 -7.6943 -7.1842 -6.7394 -6.3589 -6.0392 -5.7701 -5.5404 -5.3400 -5.1603 -4.9942
 -4.8311 -4.6619 -4.4888 -4.3198 -4.1567 -3.7725 -3.4499 -3.2000 -3.0046 -2.8444
 -2.7095 -2.5943 -2.4954 -2.4103 -2.3368 -2.2725 -2.2154 -2.1643 -2.1176 -2.0750
 -2.0407
 -7.9006 -7.3254 -6.8202 -6.3848 -6.0160 -5.7068 -5.4472 -5.2260 -5.0332 -4.8626
 -4.7112 -4.5750 -4.4436 -4.3049 -4.1566 -3.7862 -3.4588 -3.2018 -3.0037 -2.8448
 -2.7129 -2.6022 -2.5086 -2.4293 -2.3618 -2.3036 -2.2525 -2.2067 -2.1655 -2.1285
 -2.0962
 -8.1908 -7.5574 -6.9940 -6.5052 -6.0889 -5.7398 -5.4482 -5.2033 -4.9947 -4.8137
 -4.6539 -4.5108 -4.3807 -4.2590 -4.1379 -3.8074 -3.4808 -3.2150 -3.0108 -2.8502
 -2.7194 -2.6113 -2.5215 -2.4468 -2.3847 -2.3325 -2.2876 -2.2478 -2.2120 -2.1800
 -2.1519
 -8.4798 -7.8256 -7.2265 -6.6920 -6.2321 -5.8428 -5.5173 -5.2449 -5.0147 -4.8175
 -4.6454 -4.4925 -4.3539 -4.2259 -4.1056 -3.8152 -3.5105 -3.2365 -3.0236 -2.8586
 -2.7269 -2.6196 -2.5320 -2.4607 -2.4031 -2.3562 -2.3174 -2.2840 -2.2544 -2.2279
 -2.2043
 -8.7011 -8.0616 -7.4605 -6.9111 -6.4203 -5.9984 -5.6404 -5.3389 -5.0838 -4.8657
 -4.6763 -4.5094 -4.3596 -4.2228 -4.0597 -3.8096 -3.5479 -3.2663 -3.0421
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = BX   
 -9.3592 -9.2234 -9.0842 -8.9273 -8.7236 -8.4102 -7.8810 -7.1213 -6.3979 -5.8386
 -5.4394 -5.1385 -4.8940 -4.6828 -4.4969 -4.1067 -3.7901 -3.5118 -3.2542
 -8.8354 -8.6843 -8.5360 -8.3791 -8.1897 -7.9209 -7.4817 -6.8488 -6.2053 -5.6856
 -5.3026 -5.0102 -4.7712 -4.5644 -4.3798 -3.9931 -3.6828 -3.4171 -3.1799 -2.9633
 -8.3995 -8.2300 -8.0671 -7.9037 -7.7233 -7.4915 -7.1406 -6.6302 -6.0732 -5.5899
 -5.2171 -4.9286 -4.6923 -4.4876 -4.3039 -3.9167 -3.6088 -3.3520 -3.1274 -2.9268
 -2.7472
