 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F775W
 -1.1537 -1.1127 -1.1215 -1.1101 -1.0647 -1.0243 -1.0217 -1.0370 -1.0330 -0.9971
 -0.9433 -0.8771 -0.8074 -0.7435 -0.6840 -0.5675 -0.5017 -0.4754 -0.4673
 -1.1308 -1.0477 -1.0017 -0.9709 -0.9521 -0.9441 -0.9421 -0.9399 -0.9320 -0.9156
 -0.8883 -0.8484 -0.7964 -0.7394 -0.6855 -0.5808 -0.5211 -0.4984 -0.4962 -0.5090
 -1.1143 -1.0124 -0.9374 -0.8905 -0.8732 -0.8711 -0.8684 -0.8633 -0.8578 -0.8515
 -0.8388 -0.8168 -0.7815 -0.7347 -0.6872 -0.5929 -0.5382 -0.5181 -0.5195 -0.5327
 -0.5533
 -1.1042 -1.0068 -0.9286 -0.8689 -0.8280 -0.8053 -0.8006 -0.8072 -0.8104 -0.8048
 -0.7948 -0.7823 -0.7627 -0.7294 -0.6891 -0.6038 -0.5530 -0.5345 -0.5372 -0.5504
 -0.5700 -0.5945
 -1.0771 -0.9921 -0.9206 -0.8619 -0.8158 -0.7825 -0.7614 -0.7507 -0.7495 -0.7529
 -0.7515 -0.7438 -0.7344 -0.7164 -0.6864 -0.6110 -0.5634 -0.5462 -0.5508 -0.5653
 -0.5850 -0.6087 -0.6360 -0.6669
 -1.0246 -0.9562 -0.8973 -0.8466 -0.8035 -0.7685 -0.7419 -0.7231 -0.7108 -0.7032
 -0.6991 -0.6953 -0.6902 -0.6844 -0.6696 -0.6119 -0.5682 -0.5519 -0.5587 -0.5761
 -0.5976 -0.6219 -0.6487 -0.6783 -0.7105 -0.7457 -0.7844 -0.8289 -0.8797 -0.9325
 -0.9475 -0.8962 -0.8522 -0.8137 -0.7792 -0.7487 -0.7227 -0.7015 -0.6853 -0.6727
 -0.6624 -0.6536 -0.6455 -0.6411 -0.6345 -0.6012 -0.5664 -0.5512 -0.5594 -0.5809
 -0.6062 -0.6328 -0.6608 -0.6903 -0.7215 -0.7546 -0.7905 -0.8294 -0.8741 -0.9257
 -0.9801
 -0.8528 -0.8161 -0.7858 -0.7603 -0.7372 -0.7156 -0.6950 -0.6762 -0.6599 -0.6464
 -0.6347 -0.6241 -0.6139 -0.6050 -0.5992 -0.5772 -0.5558 -0.5445 -0.5534 -0.5780
 -0.6083 -0.6392 -0.6701 -0.7012 -0.7330 -0.7656 -0.7997 -0.8360 -0.8754 -0.9200
 -0.9726
 -0.7468 -0.7226 -0.7035 -0.6887 -0.6767 -0.6653 -0.6534 -0.6409 -0.6284 -0.6169
 -0.6064 -0.5968 -0.5875 -0.5781 -0.5711 -0.5518 -0.5379 -0.5327 -0.5425 -0.5686
 -0.6033 -0.6397 -0.6752 -0.7098 -0.7438 -0.7775 -0.8116 -0.8466 -0.8833 -0.9230
 -0.9681
 -0.6368 -0.6224 -0.6121 -0.6054 -0.6020 -0.5997 -0.5972 -0.5929 -0.5871 -0.5804
 -0.5735 -0.5668 -0.5600 -0.5533 -0.5469 -0.5306 -0.5194 -0.5183 -0.5292 -0.5547
 -0.5910 -0.6317 -0.6727 -0.7122 -0.7500 -0.7864 -0.8222 -0.8577 -0.8936 -0.9308
 -0.9702
 -0.5244 -0.5181 -0.5151 -0.5149 -0.5176 -0.5223 -0.5274 -0.5315 -0.5338 -0.5340
 -0.5327 -0.5306 -0.5279 -0.5249 -0.5216 -0.5118 -0.5026 -0.5035 -0.5158 -0.5403
 -0.5758 -0.6181 -0.6629 -0.7075 -0.7503 -0.7910 -0.8300 -0.8677 -0.9046 -0.9415
 -0.9794
 -0.4096 -0.4097 -0.4159 -0.4203 -0.4279 -0.4376 -0.4483 -0.4590 -0.4686 -0.4766
 -0.4824 -0.4865 -0.4892 -0.4910 -0.4952 -0.4954 -0.4875 -0.4883 -0.5023
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F775W
 -1.4272 -1.3489 -1.2886 -1.2414 -1.2038 -1.1700 -1.1344 -1.0932 -1.0467 -0.9967
 -0.9413 -0.8799 -0.8148 -0.7515 -0.6894 -0.5747 -0.5029 -0.4715 -0.4686
 -1.2982 -1.2091 -1.1437 -1.0969 -1.0631 -1.0378 -1.0161 -0.9921 -0.9650 -0.9345
 -0.8983 -0.8543 -0.8021 -0.7470 -0.6950 -0.5906 -0.5247 -0.4948 -0.4918 -0.5043
 -1.2305 -1.1171 -1.0397 -0.9974 -0.9634 -0.9407 -0.9250 -0.9109 -0.8960 -0.8789
 -0.8578 -0.8300 -0.7922 -0.7461 -0.6996 -0.6045 -0.5436 -0.5149 -0.5118 -0.5237
 -0.5441
 -1.2082 -1.0780 -0.9858 -0.9265 -0.8913 -0.8715 -0.8602 -0.8513 -0.8407 -0.8293
 -0.8165 -0.8007 -0.7778 -0.7434 -0.7032 -0.6164 -0.5596 -0.5318 -0.5286 -0.5403
 -0.5599 -0.5848
 -1.2084 -1.0831 -0.9805 -0.9054 -0.8540 -0.8209 -0.8015 -0.7921 -0.7894 -0.7884
 -0.7803 -0.7688 -0.7547 -0.7340 -0.7024 -0.6243 -0.5713 -0.5447 -0.5416 -0.5539
 -0.5738 -0.5980 -0.6260 -0.6578
 -1.1989 -1.0807 -0.9813 -0.9003 -0.8367 -0.7894 -0.7565 -0.7361 -0.7262 -0.7263
 -0.7301 -0.7294 -0.7242 -0.7134 -0.6937 -0.6269 -0.5778 -0.5526 -0.5500 -0.5638
 -0.5853 -0.6102 -0.6379 -0.6683 -0.7015 -0.7378 -0.7778 -0.8232 -0.8744 -0.9271
 -1.1679 -1.0626 -0.9718 -0.8959 -0.8333 -0.7831 -0.7443 -0.7159 -0.6966 -0.6838
 -0.6766 -0.6745 -0.6742 -0.6735 -0.6679 -0.6231 -0.5787 -0.5551 -0.5531 -0.5687
 -0.5929 -0.6202 -0.6490 -0.6795 -0.7116 -0.7459 -0.7829 -0.8230 -0.8685 -0.9204
 -0.9748
 -1.1130 -1.0230 -0.9441 -0.8770 -0.8205 -0.7733 -0.7341 -0.7026 -0.6785 -0.6606
 -0.6468 -0.6363 -0.6287 -0.6253 -0.6243 -0.6056 -0.5736 -0.5524 -0.5508 -0.5674
 -0.5950 -0.6261 -0.6577 -0.6897 -0.7224 -0.7560 -0.7913 -0.8287 -0.8692 -0.9146
 -0.9675
 -1.0352 -0.9600 -0.8944 -0.8382 -0.7907 -0.7504 -0.7157 -0.6859 -0.6611 -0.6410
 -0.6248 -0.6115 -0.6000 -0.5906 -0.5855 -0.5737 -0.5583 -0.5443 -0.5438 -0.5608
 -0.5910 -0.6264 -0.6623 -0.6976 -0.7324 -0.7671 -0.8023 -0.8385 -0.8764 -0.9171
 -0.9630
