 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F850LP
  0.0416  0.0175 -0.0478 -0.0991 -0.1218 -0.1432 -0.1888 -0.2433 -0.2761 -0.2765
 -0.2584 -0.2264 -0.1895 -0.1560 -0.1256 -0.0766 -0.0706 -0.0941 -0.1247
 -0.0070 -0.0031 -0.0229 -0.0505 -0.0837 -0.1219 -0.1616 -0.1974 -0.2244 -0.2403
 -0.2431 -0.2318 -0.2079 -0.1786 -0.1514 -0.1076 -0.1013 -0.1240 -0.1587 -0.2008
 -0.0402 -0.0252 -0.0218 -0.0326 -0.0609 -0.0975 -0.1311 -0.1601 -0.1862 -0.2091
 -0.2233 -0.2265 -0.2158 -0.1940 -0.1711 -0.1328 -0.1268 -0.1487 -0.1855 -0.2282
 -0.2729
 -0.0580 -0.0488 -0.0445 -0.0454 -0.0534 -0.0700 -0.0973 -0.1314 -0.1615 -0.1829
 -0.1990 -0.2105 -0.2132 -0.2022 -0.1847 -0.1522 -0.1471 -0.1682 -0.2050 -0.2478
 -0.2927 -0.3383
 -0.0494 -0.0510 -0.0532 -0.0555 -0.0593 -0.0665 -0.0786 -0.0960 -0.1192 -0.1454
 -0.1672 -0.1832 -0.1962 -0.1992 -0.1901 -0.1650 -0.1614 -0.1821 -0.2196 -0.2633
 -0.3090 -0.3554 -0.4017 -0.4476
 -0.0135 -0.0285 -0.0412 -0.0504 -0.0569 -0.0627 -0.0698 -0.0795 -0.0921 -0.1074
 -0.1249 -0.1425 -0.1589 -0.1738 -0.1795 -0.1701 -0.1691 -0.1896 -0.2284 -0.2744
 -0.3219 -0.3697 -0.4174 -0.4648 -0.5115 -0.5576 -0.6037 -0.6524 -0.7053 -0.7597
  0.0472  0.0182 -0.0068 -0.0261 -0.0399 -0.0497 -0.0575 -0.0651 -0.0741 -0.0844
 -0.0957 -0.1077 -0.1201 -0.1355 -0.1484 -0.1627 -0.1696 -0.1908 -0.2303 -0.2795
 -0.3304 -0.3807 -0.4304 -0.4797 -0.5281 -0.5758 -0.6232 -0.6705 -0.7208 -0.7760
 -0.8333
  0.1268  0.0859  0.0490  0.0181 -0.0055 -0.0230 -0.0357 -0.0456 -0.0547 -0.0641
 -0.0738 -0.0836 -0.0934 -0.1041 -0.1169 -0.1408 -0.1610 -0.1858 -0.2257 -0.2775
 -0.3327 -0.3870 -0.4398 -0.4915 -0.5421 -0.5918 -0.6409 -0.6896 -0.7389 -0.7907
 -0.8483
  0.2175  0.1678  0.1215  0.0805  0.0464  0.0195 -0.0010 -0.0167 -0.0295 -0.0408
 -0.0515 -0.0620 -0.0720 -0.0817 -0.0929 -0.1180 -0.1449 -0.1757 -0.2167 -0.2699
 -0.3288 -0.3878 -0.4450 -0.5002 -0.5538 -0.6060 -0.6572 -0.7077 -0.7580 -0.8092
 -0.8633
  0.3124  0.2578  0.2055  0.1571  0.1141  0.0779  0.0481  0.0245  0.0054 -0.0106
 -0.0246 -0.0376 -0.0496 -0.0611 -0.0725 -0.0990 -0.1277 -0.1622 -0.2045 -0.2574
 -0.3178 -0.3806 -0.4424 -0.5019 -0.5593 -0.6147 -0.6686 -0.7214 -0.7733 -0.8251
 -0.8779
  0.4101  0.3516  0.2951  0.2422  0.1934  0.1493  0.1110  0.0788  0.0517  0.0290
  0.0096 -0.0078 -0.0235 -0.0380 -0.0517 -0.0828 -0.1126 -0.1486 -0.1921 -0.2441
 -0.3040 -0.3682 -0.4333 -0.4971 -0.5587 -0.6178 -0.6751 -0.7307 -0.7850 -0.8385
 -0.8919
  0.5106  0.4492  0.3870  0.3318  0.2790  0.2299  0.1850  0.1448  0.1097  0.0793
  0.0529  0.0296  0.0087 -0.0103 -0.0305 -0.0694 -0.0996 -0.1349 -0.1795
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F850LP
 -0.0658 -0.0732 -0.0954 -0.1271 -0.1641 -0.2014 -0.2345 -0.2599 -0.2751 -0.2784
 -0.2683 -0.2456 -0.2142 -0.1812 -0.1507 -0.0972 -0.0784 -0.0935 -0.1282
 -0.0107 -0.0078 -0.0247 -0.0560 -0.0955 -0.1379 -0.1786 -0.2135 -0.2401 -0.2564
 -0.2600 -0.2502 -0.2281 -0.2006 -0.1742 -0.1273 -0.1107 -0.1237 -0.1568 -0.1983
 -0.0090  0.0129  0.0095 -0.0133 -0.0458 -0.0852 -0.1272 -0.1666 -0.2003 -0.2261
 -0.2417 -0.2452 -0.2349 -0.2142 -0.1918 -0.1512 -0.1370 -0.1487 -0.1804 -0.2216
 -0.2657
 -0.0338 -0.0015  0.0083 -0.0013 -0.0249 -0.0571 -0.0937 -0.1306 -0.1639 -0.1928
 -0.2151 -0.2291 -0.2319 -0.2209 -0.2035 -0.1689 -0.1573 -0.1685 -0.1990 -0.2401
 -0.2848 -0.3305
 -0.0551 -0.0317 -0.0181 -0.0169 -0.0266 -0.0447 -0.0692 -0.0983 -0.1306 -0.1629
 -0.1876 -0.2059 -0.2174 -0.2188 -0.2083 -0.1806 -0.1716 -0.1831 -0.2131 -0.2545
 -0.3001 -0.3468 -0.3935 -0.4400
 -0.0549 -0.0405 -0.0331 -0.0304 -0.0319 -0.0383 -0.0500 -0.0669 -0.0890 -0.1168
 -0.1464 -0.1716 -0.1917 -0.2039 -0.2046 -0.1860 -0.1800 -0.1923 -0.2223 -0.2647
 -0.3120 -0.3603 -0.4085 -0.4565 -0.5039 -0.5509 -0.5980 -0.6475 -0.7007 -0.7548
 -0.0301 -0.0278 -0.0294 -0.0331 -0.0373 -0.0423 -0.0489 -0.0584 -0.0710 -0.0861
 -0.1037 -0.1243 -0.1462 -0.1673 -0.1822 -0.1849 -0.1827 -0.1961 -0.2262 -0.2700
 -0.3197 -0.3705 -0.4209 -0.4707 -0.5199 -0.5684 -0.6167 -0.6650 -0.7160 -0.7713
 -0.8287
  0.0192  0.0078 -0.0050 -0.0175 -0.0284 -0.0371 -0.0442 -0.0512 -0.0594 -0.0693
 -0.0803 -0.0924 -0.1062 -0.1232 -0.1417 -0.1699 -0.1795 -0.1948 -0.2251 -0.2695
 -0.3221 -0.3763 -0.4297 -0.4820 -0.5333 -0.5838 -0.6338 -0.6834 -0.7336 -0.7861
 -0.8439
  0.0917  0.0669  0.0415  0.0180 -0.0019 -0.0176 -0.0294 -0.0385 -0.0463 -0.0544
 -0.0631 -0.0724 -0.0821 -0.0929 -0.1069 -0.1402 -0.1665 -0.1887 -0.2199 -0.2646
 -0.3192 -0.3773 -0.4346 -0.4903 -0.5445 -0.5974 -0.6496 -0.7010 -0.7523 -0.8043
 -0.8589
