 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  G   
 -2.5324 -2.4978 -2.4636 -2.4330 -2.3995 -2.3673 -2.3648 -2.3391 -2.3048 -2.2532
 -2.1871 -2.1244 -2.0458 -1.9617 -1.8823 -1.7228 -1.6182 -1.5551 -1.5149
 -2.5001 -2.4002 -2.3353 -2.3019 -2.2929 -2.2820 -2.2608 -2.2332 -2.2019 -2.1662
 -2.1190 -2.0571 -1.9852 -1.9134 -1.8470 -1.7127 -1.6197 -1.5611 -1.5257 -1.5050
 -2.4447 -2.3590 -2.2845 -2.2243 -2.1822 -2.1619 -2.1589 -2.1517 -2.1291 -2.0933
 -2.0537 -2.0077 -1.9494 -1.8858 -1.8256 -1.7033 -1.6209 -1.5698 -1.5392 -1.5211
 -1.5113
 -2.3905 -2.3181 -2.2501 -2.1884 -2.1357 -2.0947 -2.0666 -2.0513 -2.0426 -2.0259
 -1.9953 -1.9597 -1.9159 -1.8630 -1.8092 -1.6971 -1.6221 -1.5776 -1.5518 -1.5365
 -1.5281 -1.5244
 -2.3175 -2.2628 -2.2084 -2.1546 -2.1032 -2.0573 -2.0192 -1.9894 -1.9665 -1.9484
 -1.9293 -1.9040 -1.8746 -1.8363 -1.7927 -1.6914 -1.6217 -1.5826 -1.5620 -1.5504
 -1.5441 -1.5417 -1.5422 -1.5440
 -2.2264 -2.1897 -2.1514 -2.1105 -2.0675 -2.0246 -1.9847 -1.9500 -1.9209 -1.8955
 -1.8719 -1.8485 -1.8257 -1.7984 -1.7664 -1.6835 -1.6188 -1.5830 -1.5677 -1.5610
 -1.5582 -1.5582 -1.5602 -1.5640 -1.5685 -1.5749 -1.5846 -1.5989 -1.6185 -1.6440
 -2.1248 -2.1012 -2.0783 -2.0518 -2.0209 -1.9864 -1.9506 -1.9161 -1.8853 -1.8581
 -1.8329 -1.8081 -1.7843 -1.7607 -1.7349 -1.6689 -1.6125 -1.5788 -1.5671 -1.5659
 -1.5682 -1.5720 -1.5769 -1.5827 -1.5892 -1.5952 -1.6027 -1.6140 -1.6310 -1.6546
 -1.6840
 -2.0147 -2.0037 -1.9925 -1.9786 -1.9606 -1.9375 -1.9099 -1.8802 -1.8512 -1.8243
 -1.7998 -1.7765 -1.7534 -1.7308 -1.7074 -1.6504 -1.6025 -1.5710 -1.5607 -1.5638
 -1.5719 -1.5810 -1.5902 -1.5994 -1.6085 -1.6175 -1.6255 -1.6348 -1.6481 -1.6675
 -1.6944
 -1.9049 -1.9029 -1.8996 -1.8951 -1.8878 -1.8757 -1.8585 -1.8368 -1.8130 -1.7889
 -1.7663 -1.7451 -1.7247 -1.7046 -1.6837 -1.6319 -1.5896 -1.5614 -1.5509 -1.5557
 -1.5683 -1.5833 -1.5982 -1.6122 -1.6253 -1.6374 -1.6490 -1.6617 -1.6759 -1.6913
 -1.7078
 -1.7953 -1.7988 -1.8045 -1.8064 -1.8065 -1.8037 -1.7965 -1.7844 -1.7685 -1.7500
 -1.7309 -1.7125 -1.6951 -1.6782 -1.6611 -1.6159 -1.5772 -1.5513 -1.5405 -1.5445
 -1.5587 -1.5779 -1.5985 -1.6183 -1.6366 -1.6532 -1.6686 -1.6830 -1.7009 -1.7152
 -1.7270
