 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
 -1.7058 -2.5059 -3.5014 -3.4957 -2.1267 -0.4321 -1.1594 -2.1523 -2.6377 -2.5974
 -2.5251 -2.4263 -2.2176 -2.0308 -1.9440 -2.0731
 -1.6974 -2.0165 -2.4732 -2.5182 -1.9858 -1.2126 -1.4711 -1.8584 -2.0924 -2.1416
 -2.1614 -2.1449 -2.0709 -2.0036 -1.9848 -2.1080 -2.2462 -2.3760 -2.5197
 -1.7701 -1.8235 -1.9493 -1.9969 -1.9215 -1.7134 -1.7288 -1.7829 -1.8492 -1.9127
 -1.9608 -1.9844 -1.9893 -1.9960 -2.0185 -2.1352 -2.2633 -2.3932 -2.5270 -2.6566
 -2.7776
 -1.9239 -1.9269 -1.9297 -1.9318 -1.9338 -1.9346 -1.9325 -1.9258 -1.9082 -1.9107
 -1.9232 -1.9450 -1.9728 -2.0082 -2.0451 -2.1547 -2.2799 -2.4098 -2.5389 -2.6644
 -2.7871 -2.9069 -3.0236
 -2.0095 -1.9979 -1.9899 -1.9859 -1.9856 -1.9872 -1.9889 -1.9892 -1.9879 -1.9871
 -1.9922 -2.0062 -2.0274 -2.0556 -2.0900 -2.1895 -2.3025 -2.4245 -2.5500 -2.6742
 -2.7952 -2.9128 -3.0273 -3.1393 -3.2493
 -2.1091 -2.0850 -2.0666 -2.0543 -2.0480 -2.0461 -2.0470 -2.0493 -2.0522 -2.0552
 -2.0591 -2.0672 -2.0827 -2.1046 -2.1332 -2.2230 -2.3265 -2.4407 -2.5614 -2.6833
 -2.8027 -2.9187 -3.0315 -3.1413 -3.2486 -3.3540
 -2.2228 -2.1882 -2.1598 -2.1370 -2.1209 -2.1113 -2.1068 -2.1061 -2.1081 -2.1117
 -2.1168 -2.1238 -2.1347 -2.1511 -2.1747 -2.2552 -2.3519 -2.4584 -2.5731 -2.6917
 -2.8096 -2.9246 -3.0361 -3.1444 -3.2499 -3.3531 -3.4543 -3.5547 -3.6547 -3.7517
 -2.3506 -2.3075 -2.2695 -2.2361 -2.2085 -2.1879 -2.1740 -2.1662 -2.1633 -2.1640
 -2.1674 -2.1734 -2.1822 -2.1952 -2.2134 -2.2845 -2.3759 -2.4771 -2.5856 -2.6997
 -2.8156 -2.9298 -3.0407 -3.1482 -3.2525 -3.3540 -3.4531 -3.5508 -3.6480 -3.7449
 -3.8396
 -2.4891 -2.4396 -2.3934 -2.3502 -2.3114 -2.2787 -2.2529 -2.2345 -2.2231 -2.2176
 -2.2166 -2.2194 -2.2257 -2.2357 -2.2502 -2.3108 -2.3969 -2.4945 -2.5987 -2.7079
 -2.8207 -2.9339 -3.0446 -3.1518 -3.2556 -3.3562 -3.4544 -3.5502 -3.6445 -3.7384
 -3.8327
 -2.6330 -2.5792 -2.5273 -2.4772 -2.4288 -2.3845 -2.3463 -2.3154 -2.2925 -2.2772
 -2.2687 -2.2660 -2.2681 -2.2745 -2.2859 -2.3369 -2.4159 -2.5105 -2.6122 -2.7180
 -2.8273 -2.9386 -3.0491 -3.1567 -3.2608 -3.3613 -3.4589 -3.5539 -3.6468 -3.7386
 -3.8294
 -2.7774 -2.7215 -2.6654 -2.6092 -2.5534 -2.5002 -2.4513 -2.4084 -2.3731 -2.3461
 -2.3274 -2.3163 -2.3122 -2.3143 -2.3222 -2.3640 -2.4333 -2.5233 -2.6226 -2.7260
 -2.8322 -2.9406 -3.0496 -3.1573 -3.2619 -3.3629 -3.4606 -3.5553 -3.6473 -3.7374
 -3.8274
 -2.9300 -2.8665 -2.8044 -2.7436 -2.6826 -2.6231 -2.5658 -2.5132 -2.4665 -2.4283
 -2.3987 -2.3775 -2.3641 -2.3582 -2.3594 -2.3892 -2.4507 -2.5353 -2.6314 -2.7330
 -2.8371 -2.9430 -3.0498 -3.1564 -3.2612 -3.3629 -3.4614 -3.5565 -3.6486 -3.7381
