 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  g   
 -5.8635 -5.5305 -5.3908 -5.4117 -5.5292 -5.6198 -5.3288 -5.1488 -4.9700 -4.7760
 -4.5607 -4.3445 -4.1237 -3.8983 -3.6855 -3.1751 -2.7127 -2.3676 -2.0702
 -6.0585 -5.7079 -5.4446 -5.2599 -5.1306 -5.0066 -4.8677 -4.7172 -4.5590 -4.3924
 -4.2045 -3.9926 -3.7708 -3.5579 -3.3598 -2.9160 -2.5462 -2.2537 -2.0352 -1.8679
 -5.8271 -5.4881 -5.2019 -4.9637 -4.7715 -4.6258 -4.5151 -4.3979 -4.2527 -4.0860
 -3.9146 -3.7331 -3.5359 -3.3425 -3.1646 -2.7810 -2.4613 -2.2053 -2.0114 -1.8616
 -1.7403
 -5.6403 -5.3256 -5.0477 -4.8021 -4.5863 -4.3994 -4.2402 -4.1074 -3.9877 -3.8515
 -3.6919 -3.5279 -3.3567 -3.1818 -3.0187 -2.6754 -2.3975 -2.1725 -1.9991 -1.8637
 -1.7529 -1.6579
 -5.4523 -5.1734 -4.9186 -4.6841 -4.4684 -4.2715 -4.0932 -3.9333 -3.7895 -3.6574
 -3.5236 -3.3784 -3.2270 -3.0694 -2.9180 -2.6006 -2.3516 -2.1508 -1.9941 -1.8709
 -1.7693 -1.6815 -1.6029 -1.5306
 -5.2535 -5.0142 -4.7907 -4.5780 -4.3751 -4.1830 -4.0025 -3.8345 -3.6796 -3.5357
 -3.3998 -3.2671 -3.1342 -2.9956 -2.8567 -2.5532 -2.3213 -2.1368 -1.9926 -1.8796
 -1.7867 -1.7060 -1.6333 -1.5664 -1.5012 -1.4398 -1.3852 -1.3398 -1.3054 -1.2831
 -5.0535 -4.8467 -4.6554 -4.4698 -4.2875 -4.1088 -3.9357 -3.7698 -3.6127 -3.4655
 -3.3267 -3.1945 -3.0674 -2.9418 -2.8171 -2.5307 -2.3046 -2.1291 -1.9923 -1.8867
 -1.8016 -1.7283 -1.6624 -1.6012 -1.5435 -1.4881 -1.4364 -1.3901 -1.3504 -1.3201
 -1.3058
 -4.8554 -4.6785 -4.5139 -4.3540 -4.1955 -4.0362 -3.8762 -3.7190 -3.5666 -3.4202
