 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.0510 -2.9241 -2.8061 -2.6968 -2.5956 -2.3779 -2.1890 -2.0236 -1.9024
 -4.3979 -4.2323 -4.1412 -4.0877 -3.9424 -3.7380 -3.5386 -3.3692 -3.2213 -3.0828
 -2.9515 -2.8287 -2.7154 -2.6116 -2.5165 -2.3117 -2.1426 -2.0036 -1.8941 -1.8096
 -4.2426 -4.0540 -3.8912 -3.7677 -3.7033 -3.6229 -3.4671 -3.2957 -3.1451 -3.0104
 -2.8833 -2.7644 -2.6547 -2.5544 -2.4633 -2.2697 -2.1142 -1.9892 -1.8912 -1.8147
 -1.7536
 -4.1279 -3.9467 -3.7740 -3.6147 -3.4816 -3.3871 -3.3236 -3.2293 -3.0926 -2.9595
 -2.8362 -2.7212 -2.6147 -2.5173 -2.4287 -2.2422 -2.0955 -1.9804 -1.8914 -1.8220
 -1.7660 -1.7192
 -4.0305 -3.8648 -3.6988 -3.5410 -3.3964 -3.2659 -3.1564 -3.0721 -3.0040 -2.9127
 -2.8023 -2.6912 -2.5877 -2.4930 -2.4065 -2.2248 -2.0835 -1.9750 -1.8930 -1.8300
 -1.7792 -1.7363 -1.6993 -1.6676
 -3.9475 -3.7928 -3.6392 -3.4872 -3.3433 -3.2102 -3.0880 -2.9782 -2.8857 -2.8133
 -2.7439 -2.6603 -2.5674 -2.4758 -2.3915 -2.2133 -2.0753 -1.9708 -1.8938 -1.8367
 -1.7915 -1.7532 -1.7199 -1.6902 -1.6627 -1.6385 -1.6191 -1.6058 -1.5995 -1.6016
 -3.8666 -3.7246 -3.5844 -3.4425 -3.3036 -3.1725 -3.0509 -2.9386 -2.8362 -2.7458
 -2.6682 -2.6006 -2.5316 -2.4564 -2.3788 -2.2051 -2.0691 -1.9666 -1.8926 -1.8401
 -1.8007 -1.7680 -1.7393 -1.7134 -1.6897 -1.6666 -1.6462 -1.6309 -1.6226 -1.6225
 -1.6303
 -3.7939 -3.6587 -3.5314 -3.4001 -3.2692 -3.1422 -3.0229 -2.9120 -2.8098 -2.7159
 -2.6313 -2.5555 -2.4875 -2.4235 -2.3585 -2.1976 -2.0637 -1.9620 -1.8891 -1.8394
 -1.8051 -1.7784 -1.7553 -1.7343 -1.7147 -1.6943 -1.6751 -1.6594 -1.6492 -1.6462
 -1.6512
 -3.7353 -3.6006 -3.4783 -3.3566 -3.2341 -3.1133 -2.9974 -2.8884 -2.7875 -2.6944
 -2.6091 -2.5314 -2.4601 -2.3944 -2.3328 -2.1868 -2.0572 -1.9563 -1.8834 -1.8345
 -1.8034 -1.7823 -1.7655 -1.7505 -1.7362 -1.7223 -1.7089 -1.6975 -1.6883 -1.6811
 -1.6757
 -3.6977 -3.5566 -3.4323 -3.3158 -3.2013 -3.0873 -2.9758 -2.8694 -2.7699 -2.6776
 -2.5929 -2.5155 -2.4443 -2.3781 -2.3161 -2.1760 -2.0525 -1.9521 -1.8784 -1.8286
 -1.7980 -1.7801 -1.7689 -1.7604 -1.7524 -1.7443 -1.7360 -1.7274 -1.7192 -1.7123
 -1.7065
 -3.6880 -3.5279 -3.3954 -3.2788 -3.1694 -3.0611 -2.9550 -2.8517 -2.7538 -2.6624
 -2.5779 -2.5007 -2.4300 -2.3648 -2.3037 -2.1660 -2.0468 -1.9484 -1.8740 -1.8225
 -1.7907 -1.7736 -1.7656 -1.7625 -1.7611 -1.7595 -1.7575 -1.7544 -1.7508 -1.7471
 -1.7443
 -3.7004 -3.5145 -3.3676 -3.2457 -3.1379 -3.0348 -2.9338 -2.8348 -2.7391 -2.6485
 -2.5643 -2.4867 -2.4158 -2.3511 -2.2912 -2.1571 -2.0408 -1.9443 -1.8697
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.8674 -4.7181 -4.4524 -4.1747 -3.9061 -3.6745 -3.4976 -3.3456 -3.2045 -3.0725
 -2.9473 -2.8296 -2.7201 -2.6189 -2.5255 -2.3232 -2.1551 -2.0123 -1.8945
 -4.4838 -4.4188 -4.3341 -4.1121 -3.8619 -3.6259 -3.4294 -3.2706 -3.1286 -2.9979
 -2.8745 -2.7589 -2.6518 -2.5535 -2.4637 -2.2726 -2.1181 -1.9901 -1.8849 -1.8003
 -4.3242 -4.1364 -4.0313 -3.9816 -3.8225 -3.6037 -3.3964 -3.2239 -3.0793 -2.9497
 -2.8284 -2.7149 -2.6097 -2.5133 -2.4256 -2.2408 -2.0943 -1.9758 -1.8800 -1.8032
 -1.7414
 -4.2417 -4.0321 -3.8511 -3.7161 -3.6440 -3.5571 -3.3853 -3.2042 -3.0496 -2.9188
 -2.7996 -2.6881 -2.5847 -2.4897 -2.4032 -2.2220 -2.0801 -1.9676 -1.8785 -1.8080
 -1.7513 -1.7041
 -4.1820 -3.9776 -3.7852 -3.6128 -3.4681 -3.3594 -3.2875 -3.1853 -3.0390 -2.9002
 -2.7814 -2.6719 -2.5701 -2.4763 -2.3907 -2.2113 -2.0720 -1.9632 -1.8788 -1.8134
 -1.7616 -1.7185 -1.6816 -1.6492
 -4.1340 -3.9388 -3.7494 -3.5717 -3.4095 -3.2667 -3.1467 -3.0529 -2.9788 -2.8836
 -2.7701 -2.6619 -2.5615 -2.4689 -2.3840 -2.2055 -2.0673 -1.9606 -1.8794 -1.8182
 -1.7711 -1.7326 -1.6994 -1.6705 -1.6444 -1.6219 -1.6041 -1.5919 -1.5862 -1.5889
 -4.0946 -3.9079 -3.7249 -3.5498 -3.3865 -3.2379 -3.1034 -2.9830 -2.8799 -2.7976
 -2.7254 -2.6452 -2.5549 -2.4646 -2.3805 -2.2025 -2.0644 -1.9585 -1.8792 -1.8209
 -1.7781 -1.7446 -1.7161 -1.6910 -1.6685 -1.6475 -1.6293 -1.6159 -1.6084 -1.6083
 -1.6171
 -4.0620 -3.8826 -3.7062 -3.5355 -3.3740 -3.2242 -3.0873 -2.9623 -2.8488 -2.7478
 -2.6612 -2.5894 -2.5226 -2.4515 -2.3761 -2.2009 -2.0623 -1.9562 -1.8774 -1.8210
 -1.7816 -1.7530 -1.7298 -1.7096 -1.6911 -1.6742 -1.6577 -1.6435 -1.6342 -1.6318
 -1.6374
 -4.0413 -3.8605 -3.6901 -3.5241 -3.3650 -3.2162 -3.0790 -2.9530 -2.8376 -2.7321
 -2.6370 -2.5536 -2.4812 -2.4166 -2.3543 -2.1968 -2.0591 -1.9523 -1.8734 -1.8176
 -1.7802 -1.7558 -1.7382 -1.7238 -1.7106 -1.6981 -1.6866 -1.6772 -1.6700 -1.6647
 -1.6613
 -4.0407 -3.8529 -3.6802 -3.5194 -3.3636 -3.2155 -3.0781 -2.9516 -2.8357 -2.7292
 -2.6317 -2.5436 -2.4650 -2.3950 -2.3318 -2.1891 -2.0573 -1.9499 -1.8697 -1.8131
 -1.7760 -1.7538 -1.7409 -1.7323 -1.7252 -1.7184 -1.7118 -1.7052 -1.6992 -1.6945
 -1.6926
 -4.0714 -3.8514 -3.6757 -3.5172 -3.3662 -3.2202 -3.0822 -2.9545 -2.8376 -2.7304
 -2.6319 -2.5420 -2.4606 -2.3872 -2.3209 -2.1785 -2.0546 -1.9478 -1.8661 -1.8079
 -1.7697 -1.7479 -1.7377 -1.7339 -1.7329 -1.7324 -1.7318 -1.7306 -1.7289 -1.7274
 -1.7268
 -4.1411 -3.8794 -3.6828 -3.5197 -3.3695 -3.2273 -3.0917 -2.9626 -2.8436 -2.7346
 -2.6350 -2.5439 -2.4607 -2.3853 -2.3168 -2.1710 -2.0500 -1.9462 -1.8631
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.9130 -4.6844 -4.3848 -4.1044 -3.8413 -3.6126 -3.4361 -3.2885 -3.1542 -3.0255
 -2.9044 -2.7904 -2.6843 -2.5862 -2.4958 -2.2999 -2.1389 -2.0033 -1.8886
 -4.5729 -4.5311 -4.3350 -4.0669 -3.8104 -3.5735 -3.3822 -3.2267 -3.0899 -2.9621
 -2.8422 -2.7299 -2.6255 -2.5294 -2.4415 -2.2547 -2.1049 -1.9814 -1.8789 -1.7948
 -4.3553 -4.2034 -4.1615 -4.0314 -3.7977 -3.5666 -3.3586 -3.1905 -3.0496 -2.9223
 -2.8041 -2.6934 -2.5904 -2.4958 -2.4093 -2.2273 -2.0837 -1.9678 -1.8733 -1.7964
 -1.7342
 -4.2812 -4.0631 -3.8987 -3.8165 -3.7467 -3.5657 -3.3607 -3.1771 -3.0269 -2.8980
 -2.7812 -2.6721 -2.5705 -2.4769 -2.3913 -2.2116 -2.0715 -1.9601 -1.8712 -1.7999
 -1.7426 -1.6951
 -4.2405 -4.0160 -3.8135 -3.6471 -3.5267 -3.4553 -3.3511 -3.1839 -3.0211 -2.8848
 -2.7677 -2.6600 -2.5597 -2.4670 -2.3821 -2.2034 -2.0648 -1.9562 -1.8711 -1.8042
 -1.7514 -1.7078 -1.6709 -1.6388
 -4.2144 -3.9933 -3.7860 -3.5984 -3.4370 -3.3025 -3.2004 -3.1234 -3.0190 -2.8839
 -2.7608 -2.6536 -2.5544 -2.4625 -2.3781 -2.1996 -2.0614 -1.9542 -1.8716 -1.8081
 -1.7593 -1.7201 -1.6869 -1.6581 -1.6331 -1.6119 -1.5946 -1.5827 -1.5775 -1.5805
 -4.1983 -3.9822 -3.7762 -3.5849 -3.4119 -3.2591 -3.1254 -3.0108 -2.9196 -2.8425
 -2.7512 -2.6502 -2.5522 -2.4611 -2.3771 -2.1985 -2.0598 -1.9529 -1.8716 -1.8106
 -1.7654 -1.7306 -1.7019 -1.6769 -1.6549 -1.6356 -1.6194 -1.6068 -1.5990 -1.5993
 -1.6087
 -4.1893 -3.9787 -3.7757 -3.5844 -3.4081 -3.2490 -3.1065 -2.9791 -2.8659 -2.7679
 -2.6867 -2.6152 -2.5402 -2.4589 -2.3775 -2.1990 -2.0593 -1.9516 -1.8707 -1.8110
 -1.7683 -1.7376 -1.7139 -1.6938 -1.6759 -1.6598 -1.6445 -1.6318 -1.6238 -1.6222
 -1.6281
 -4.1916 -3.9788 -3.7796 -3.5896 -3.4122 -3.2502 -3.1037 -2.9716 -2.8524 -2.7447
 -2.6491 -2.5665 -2.4963 -2.4315 -2.3653 -2.1982 -2.0579 -1.9490 -1.8676 -1.8084
 -1.7674 -1.7401 -1.7213 -1.7067 -1.6940 -1.6823 -1.6719 -1.6626 -1.6551 -1.6514
 -1.6516
 -4.2118 -3.9893 -3.7912 -3.6040 -3.4264 -3.2620 -3.1125 -2.9773 -2.8550 -2.7438
 -2.6430 -2.5526 -2.4732 -2.4036 -2.3410 -2.1947 -2.0583 -1.9481 -1.8650 -1.8051
 -1.7642 -1.7386 -1.7236 -1.7144 -1.7075 -1.7014 -1.6958 -1.6904 -1.6857 -1.6825
 -1.6818
 -4.2614 -4.0120 -3.8082 -3.6224 -3.4470 -3.2815 -3.1287 -2.9901 -2.8648 -2.7510
 -2.6475 -2.5536 -2.4691 -2.3941 -2.3270 -2.1843 -2.0574 -1.9473 -1.8624 -1.8008
 -1.7590 -1.7337 -1.7208 -1.7159 -1.7146 -1.7145 -1.7147 -1.7145 -1.7141 -1.7140
 -1.7144
 -4.3552 -4.0579 -3.8348 -3.6451 -3.4709 -3.3068 -3.1525 -3.0100 -2.8807 -2.7637
 -2.6576 -2.5611 -2.4736 -2.3948 -2.3241 -2.1760 -2.0540 -1.9472 -1.8605
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.9298 -4.6228 -4.3146 -4.0412 -3.7946 -3.5704 -3.3925 -3.2423 -3.1105 -2.9853
 -2.8677 -2.7571 -2.6539 -2.5583 -2.4702 -2.2793 -2.1232 -1.9921 -1.8814
 -4.7009 -4.5698 -4.2987 -4.0175 -3.7654 -3.5365 -3.3475 -3.1922 -3.0558 -2.9313
 -2.8145 -2.7051 -2.6031 -2.5090 -2.4226 -2.2390 -2.0922 -1.9720 -1.8719 -1.7886
 -4.3945 -4.3250 -4.2483 -4.0168 -3.7618 -3.5310 -3.3288 -3.1632 -3.0230 -2.8981
 -2.7826 -2.6744 -2.5737 -2.4806 -2.3953 -2.2151 -2.0733 -1.9592 -1.8660 -1.7891
 -1.7262
 -4.3070 -4.0962 -3.9860 -3.9401 -3.7678 -3.5420 -3.3335 -3.1537 -3.0055 -2.8786
 -2.7640 -2.6571 -2.5575 -2.4653 -2.3806 -2.2019 -2.0626 -1.9521 -1.8634 -1.7914
 -1.7332 -1.6852
 -4.2821 -4.0409 -3.8401 -3.7005 -3.6306 -3.5348 -3.3505 -3.1640 -3.0027 -2.8692
 -2.7537 -2.6479 -2.5494 -2.4580 -2.3737 -2.1954 -2.0571 -1.9486 -1.8629 -1.7947
 -1.7404 -1.6962 -1.6590 -1.6271
 -4.2780 -4.0313 -3.8092 -3.6196 -3.4694 -3.3613 -3.2858 -3.1724 -3.0165 -2.8710
 -2.7496 -2.6438 -2.5461 -2.4554 -2.3715 -2.1932 -2.0547 -1.9470 -1.8632 -1.7979
 -1.7471 -1.7067 -1.6731 -1.6443 -1.6191 -1.5982 -1.5822 -1.5719 -1.5677 -1.5708
 -4.2875 -4.0398 -3.8113 -3.6066 -3.4293 -3.2803 -3.1563 -3.0591 -2.9780 -2.8758
 -2.7530 -2.6434 -2.5459 -2.4558 -2.3722 -2.1935 -2.0542 -1.9464 -1.8634 -1.8001
 -1.7521 -1.7155 -1.6860 -1.6611 -1.6394 -1.6209 -1.6053 -1.5937 -1.5878 -1.5887
 -1.5976
 -4.3054 -4.0596 -3.8289 -3.6176 -3.4292 -3.2643 -3.1218 -2.9972 -2.8900 -2.8011
 -2.7226 -2.6368 -2.5464 -2.4577 -2.3747 -2.1957 -2.0549 -1.9460 -1.8631 -1.8007
 -1.7549 -1.7215 -1.6965 -1.6760 -1.6585 -1.6432 -1.6304 -1.6199 -1.6127 -1.6106
 -1.6169
 -4.3346 -4.0855 -3.8540 -3.6394 -3.4445 -3.2711 -3.1185 -2.9841 -2.8647 -2.7585
 -2.6659 -2.5866 -2.5162 -2.4460 -2.3726 -2.1971 -2.0551 -1.9447 -1.8610 -1.7989
 -1.7544 -1.7237 -1.7028 -1.6874 -1.6748 -1.6639 -1.6545 -1.6465 -1.6406 -1.6377
 -1.6398
 -4.3800 -4.1205 -3.8891 -3.6739 -3.4746 -3.2944 -3.1343 -2.9926 -2.8667 -2.7539
 -2.6525 -2.5623 -2.4836 -2.4154 -2.3526 -2.1983 -2.0575 -1.9452 -1.8597 -1.7967
 -1.7523 -1.7229 -1.7050 -1.6943 -1.6871 -1.6814 -1.6767 -1.6726 -1.6694 -1.6678
 -1.6687
 -4.4507 -4.1672 -3.9299 -3.7142 -3.5138 -3.3290 -3.1621 -3.0134 -2.8814 -2.7633
 -2.6572 -2.5617 -2.4761 -2.4007 -2.3339 -2.1905 -2.0591 -1.9462 -1.8585 -1.7937
 -1.7484 -1.7192 -1.7029 -1.6958 -1.6936 -1.6935 -1.6943 -1.6952 -1.6962 -1.6976
 -1.6992
 -4.5637 -4.2340 -3.9790 -3.7589 -3.5579 -3.3717 -3.2001 -3.0448 -2.9061 -2.7824
 -2.6715 -2.5717 -2.4819 -2.4014 -2.3297 -2.1811 -2.0577 -1.9476 -1.8579
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.9123 -4.5722 -4.2618 -3.9953 -3.7565 -3.5390 -3.3622 -3.2063 -3.0728 -2.9523
 -2.8374 -2.7293 -2.6286 -2.5353 -2.4490 -2.2618 -2.1091 -1.9823 -1.8746
 -4.6907 -4.5655 -4.2602 -3.9764 -3.7268 -3.5049 -3.3205 -3.1636 -3.0276 -2.9057
 -2.7913 -2.6843 -2.5846 -2.4922 -2.4072 -2.2257 -2.0806 -1.9625 -1.8643 -1.7817
 -4.4865 -4.4571 -4.2611 -3.9877 -3.7289 -3.4976 -3.3029 -3.1392 -3.0003 -2.8775
 -2.7641 -2.6583 -2.5595 -2.4680 -2.3837 -2.2047 -2.0637 -1.9506 -1.8581 -1.7813
 -1.7178
 -4.3298 -4.1589 -4.1222 -3.9882 -3.7492 -3.5151 -3.3076 -3.1326 -2.9867 -2.8613
 -2.7485 -2.6438 -2.5461 -2.4553 -2.3714 -2.1934 -2.0542 -1.9439 -1.8552 -1.7826
 -1.7233 -1.6746
 -4.3076 -4.0590 -3.8806 -3.8022 -3.7303 -3.5388 -3.3302 -3.1433 -2.9861 -2.8544
 -2.7405 -2.6365 -2.5396 -2.4495 -2.3661 -2.1882 -2.0494 -1.9407 -1.8544 -1.7850
 -1.7291 -1.6839 -1.6462 -1.6141
 -4.3226 -4.0527 -3.8237 -3.6455 -3.5276 -3.4590 -3.3441 -3.1683 -3.0006 -2.8578
 -2.7380 -2.6337 -2.5375 -2.4481 -2.3650 -2.1869 -2.0477 -1.9394 -1.8546 -1.7875
 -1.7346 -1.6926 -1.6582 -1.6292 -1.6046 -1.5845 -1.5693 -1.5594 -1.5560 -1.5597
 -4.3577 -4.0776 -3.8301 -3.6187 -3.4463 -3.3119 -3.2126 -3.1313 -3.0169 -2.8739
 -2.7436 -2.6346 -2.5383 -2.4493 -2.3667 -2.1882 -2.0480 -1.9392 -1.8549 -1.7895
 -1.7389 -1.6999 -1.6692 -1.6438 -1.6223 -1.6042 -1.5899 -1.5798 -1.5746 -1.5764
 -1.5855
 -4.4080 -4.1213 -3.8628 -3.6354 -3.4403 -3.2762 -3.1399 -3.0257 -2.9321 -2.8483
 -2.7506 -2.6405 -2.5417 -2.4527 -2.3702 -2.1914 -2.0496 -1.9397 -1.8550 -1.7904
 -1.7416 -1.7053 -1.6782 -1.6569 -1.6392 -1.6243 -1.6124 -1.6028 -1.5970 -1.5970
 -1.6040
 -4.4664 -4.1742 -3.9099 -3.6715 -3.4618 -3.2814 -3.1276 -2.9956 -2.8803 -2.7797
 -2.6932 -2.6148 -2.5345 -2.4531 -2.3729 -2.1943 -2.0511 -1.9394 -1.8538 -1.7892
 -1.7415 -1.7074 -1.6836 -1.6667 -1.6536 -1.6429 -1.6344 -1.6274 -1.6229 -1.6221
 -1.6259
 -4.5412 -4.2384 -3.9703 -3.7263 -3.5060 -3.3124 -3.1450 -3.0006 -2.8750 -2.7636
 -2.6642 -2.5765 -2.4995 -2.4309 -2.3646 -2.1992 -2.0552 -1.9413 -1.8538 -1.7881
 -1.7404 -1.7074 -1.6860 -1.6729 -1.6646 -1.6588 -1.6547 -1.6518 -1.6501 -1.6493
 -1.6529
 -4.6384 -4.3131 -4.0373 -3.7898 -3.5641 -3.3608 -3.1814 -3.0253 -2.8897 -2.7705
 -2.6644 -2.5693 -2.4843 -2.4093 -2.3433 -2.1966 -2.0594 -1.9440 -1.8540 -1.7864
 -1.7378 -1.7049 -1.6848 -1.6745 -1.6705 -1.6698 -1.6708 -1.6726 -1.6749 -1.6780
 -1.6811
 -4.7719 -4.4042 -4.1121 -3.8585 -3.6296 -3.4212 -3.2331 -3.0662 -2.9200 -2.7920
 -2.6790 -2.5783 -2.4880 -2.4072 -2.3354 -2.1870 -2.0605 -1.9471 -1.8551
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.8175 -4.4804 -4.1882 -3.9399 -3.7078 -3.4991 -3.3307 -3.1805 -3.0447 -2.9257
 -2.8134 -2.7074 -2.6088 -2.5171 -2.4325 -2.2481 -2.0955 -1.9697 -1.8670
 -4.7494 -4.5093 -4.2012 -3.9282 -3.6893 -3.4727 -3.2966 -3.1418 -3.0051 -2.8851
 -2.7729 -2.6679 -2.5701 -2.4793 -2.3954 -2.2154 -2.0710 -1.9536 -1.8565 -1.7743
 -4.6135 -4.4994 -4.2310 -3.9487 -3.6956 -3.4706 -3.2799 -3.1204 -2.9821 -2.8605
 -2.7491 -2.6451 -2.5482 -2.4582 -2.3749 -2.1966 -2.0555 -1.9424 -1.8501 -1.7733
 -1.7092
 -4.4319 -4.2749 -4.2083 -3.9779 -3.7222 -3.4900 -3.2858 -3.1147 -2.9710 -2.8466
 -2.7356 -2.6326 -2.5365 -2.4471 -2.3642 -2.1866 -2.0468 -1.9360 -1.8469 -1.7737
 -1.7133 -1.6636
 -4.3156 -4.0795 -3.9628 -3.9234 -3.7472 -3.5201 -3.3097 -3.1257 -2.9712 -2.8413
 -2.7288 -2.6263 -2.5310 -2.4423 -2.3598 -2.1822 -2.0425 -1.9329 -1.8458 -1.7753
 -1.7179 -1.6712 -1.6328 -1.6003
 -4.3425 -4.0608 -3.8389 -3.6944 -3.6319 -3.5306 -3.3405 -3.1516 -2.9852 -2.8454
 -2.7271 -2.6242 -2.5294 -2.4412 -2.3592 -2.1815 -2.0412 -1.9318 -1.8458 -1.7773
 -1.7224 -1.6785 -1.6430 -1.6135 -1.5889 -1.5690 -1.5542 -1.5452 -1.5426 -1.5471
 -4.4021 -4.0953 -3.8373 -3.6288 -3.4738 -3.3720 -3.2979 -3.1745 -3.0123 -2.8614
 -2.7336 -2.6257 -2.5306 -2.4427 -2.3610 -2.1833 -2.0420 -1.9319 -1.8463 -1.7790
 -1.7261 -1.6847 -1.6523 -1.6260 -1.6041 -1.5863 -1.5724 -1.5631 -1.5594 -1.5621
 -1.5719
 -4.4842 -4.1599 -3.8788 -3.6414 -3.4463 -3.2916 -3.1707 -3.0767 -2.9913 -2.8804
 -2.7508 -2.6336 -2.5347 -2.4467 -2.3649 -2.1869 -2.0443 -1.9330 -1.8468 -1.7802
 -1.7287 -1.6895 -1.6599 -1.6371 -1.6188 -1.6040 -1.5925 -1.5844 -1.5802 -1.5811
 -1.5890
 -4.5796 -4.2411 -3.9448 -3.6867 -3.4677 -3.2858 -3.1364 -3.0119 -2.9061 -2.8155
 -2.7310 -2.6386 -2.5401 -2.4507 -2.3689 -2.1906 -2.0466 -1.9336 -1.8464 -1.7796
 -1.7291 -1.6917 -1.6648 -1.6455 -1.6313 -1.6203 -1.6121 -1.6065 -1.6034 -1.6040
 -1.6095
 -4.6817 -4.3371 -4.0308 -3.7592 -3.5214 -3.3186 -3.1486 -3.0060 -2.8842 -2.7772
 -2.6827 -2.5990 -2.5219 -2.4463 -2.3721 -2.1974 -2.0520 -1.9367 -1.8474 -1.7794
 -1.7288 -1.6924 -1.6674 -1.6512 -1.6409 -1.6343 -1.6302 -1.6281 -1.6277 -1.6296
 -1.6343
 -4.8000 -4.4429 -4.1263 -3.8464 -3.5966 -3.3772 -3.1888 -3.0291 -2.8935 -2.7761
 -2.6723 -2.5794 -2.4964 -2.4223 -2.3556 -2.2008 -2.0582 -1.9408 -1.8491 -1.7791
 -1.7274 -1.6910 -1.6671 -1.6531 -1.6464 -1.6441 -1.6447 -1.6469 -1.6503 -1.6550
 -1.6603
 -4.9346 -4.5585 -4.2275 -3.9407 -3.6835 -3.4542 -3.2512 -3.0754 -2.9249 -2.7956
 -2.6831 -2.5836 -2.4943 -2.4143 -2.3194 -2.2008 -2.0652 -1.9459 -1.8515
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.7524 -4.4188 -4.1377 -3.9040 -3.6740 -3.4728 -3.3036 -3.1569 -3.0224 -2.9056
 -2.7948 -2.6906 -2.5935 -2.5035 -2.4201 -2.2378 -2.0867 -1.9618 -1.8596
 -4.7913 -4.4591 -4.1543 -3.8903 -3.6607 -3.4503 -3.2736 -3.1233 -2.9870 -2.8692
 -2.7587 -2.6553 -2.5591 -2.4697 -2.3869 -2.2079 -2.0636 -1.9460 -1.8491 -1.7670
 -4.5886 -4.4960 -4.1885 -3.9141 -3.6690 -3.4496 -3.2615 -3.1049 -2.9671 -2.8473
 -2.7374 -2.6350 -2.5396 -2.4508 -2.3685 -2.1909 -2.0491 -1.9353 -1.8426 -1.7654
