 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  g   
 -4.5242 -2.7404 -1.1437 -1.5264 -4.2209 -9.0088 -7.2476 -4.6639 -3.2909 -3.3279
 -3.2046 -3.1076 -3.5851 -4.0892 -4.1130 -3.3556
 -6.7088 -5.6549 -4.5665 -4.3832 -5.2358 -7.3530 -6.5833 -5.3981 -4.5711 -4.2713
 -4.0012 -3.8439 -3.9591 -4.0896 -3.9965 -3.3137 -2.8767 -2.6061 -2.5251
 -7.2388 -6.6950 -6.0586 -5.6552 -5.5366 -5.9920 -5.7543 -5.3843 -4.9864 -4.6293
 -4.3492 -4.1675 -4.0660 -3.9663 -3.8038 -3.2248 -2.8043 -2.5506 -2.4076 -2.2842
 -2.0914
 -6.1143 -5.8607 -5.6200 -5.3424 -5.1232 -4.9259 -4.7606 -4.6225 -4.5369 -4.4019
 -4.2486 -4.0785 -3.9058 -3.7192 -3.5349 -3.0889 -2.7572 -2.5179 -2.3429 -2.2102
 -2.1032 -2.0124 -1.9319
 -5.7171 -5.5182 -5.3202 -5.1026 -4.8982 -4.7007 -4.5192 -4.3580 -4.2155 -4.0839
 -3.9512 -3.8096 -3.6626 -3.5116 -3.3595 -2.9959 -2.7053 -2.4952 -2.3405 -2.2204
 -2.1220 -2.0372 -1.9614 -1.8931 -1.8313
 -5.3292 -5.1758 -5.0164 -4.8474 -4.6689 -4.4867 -4.3079 -4.1409 -3.9897 -3.8532
 -3.7270 -3.6044 -3.4787 -3.3523 -3.2235 -2.9214 -2.6663 -2.4783 -2.3397 -2.2310
 -2.1409 -2.0624 -1.9917 -1.9267 -1.8666 -1.8115
 -4.9505 -4.8335 -4.7086 -4.5768 -4.4352 -4.2839 -4.1267 -3.9712 -3.8243 -3.6892
 -3.5664 -3.4527 -3.3438 -3.2364 -3.1269 -2.8654 -2.6402 -2.4672 -2.3405 -2.2420
 -2.1599 -2.0880 -2.0227 -1.9619 -1.9048 -1.8514 -1.8025 -1.7596 -1.7259 -1.7077
 -4.5811 -4.4913 -4.3968 -4.2982 -4.1928 -4.0780 -3.9535 -3.8230 -3.6922 -3.5669
 -3.4506 -3.3433 -3.2439 -3.1494 -3.0563 -2.8278 -2.6251 -2.4617 -2.3408 -2.2498
 -2.1756 -2.1108 -2.0517 -1.9963 -1.9435 -1.8931 -1.8452 -1.8021 -1.7663 -1.7407
 -1.7302
 -4.2350 -4.1670 -4.0970 -4.0254 -3.9500 -3.8685 -3.7786 -3.6796 -3.5737 -3.4662
 -3.3612 -3.2622 -3.1700 -3.0838 -3.0010 -2.8010 -2.6161 -2.4614 -2.3419 -2.2537
 -2.1854 -2.1279 -2.0759 -2.0270 -1.9799 -1.9341 -1.8904 -1.8481 -1.8105 -1.7816
 -1.7638
 -3.9168 -3.8677 -3.8185 -3.7693 -3.7177 -3.6627 -3.6020 -3.5334 -3.4559 -3.3709
