 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.4482 -3.3229 -3.2079 -3.1032 -3.0083 -2.8071 -2.6465 -2.5182 -2.4170 -2.3373
 -2.2730 -2.2195
 -4.8870 -4.6645 -4.4553 -4.2655 -4.0971 -3.9472 -3.8213 -3.7225 -3.6405 -3.5345
 -3.4105 -3.2885 -3.1765 -3.0748 -2.9821 -2.7859 -2.6313 -2.5103 -2.4168 -2.3438
 -2.2849 -2.2355 -2.1931 -2.1566
 -4.8222 -4.6029 -4.4010 -4.2122 -4.0411 -3.8876 -3.7487 -3.6243 -3.5187 -3.4346
 -3.3537 -3.2584 -3.1552 -3.0555 -2.9647 -2.7723 -2.6212 -2.5046 -2.4165 -2.3496
 -2.2962 -2.2515 -2.2129 -2.1787 -2.1472 -2.1195 -2.0969 -2.0805 -2.0714 -2.0709
 -4.7679 -4.5550 -4.3606 -4.1757 -4.0044 -3.8495 -3.7100 -3.5832 -3.4682 -3.3667
 -3.2789 -3.2018 -3.1231 -3.0384 -2.9524 -2.7632 -2.6141 -2.4997 -2.4148 -2.3524
 -2.3048 -2.2655 -2.2315 -2.2011 -2.1737 -2.1473 -2.1238 -2.1056 -2.0946 -2.0921
 -2.0975
 -4.7295 -4.5187 -4.3306 -4.1503 -3.9806 -3.8243 -3.6835 -3.5566 -3.4416 -3.3369
 -3.2426 -3.1581 -3.0817 -3.0093 -2.9359 -2.7563 -2.6086 -2.4952 -2.4114 -2.3517
 -2.3088 -2.2752 -2.2467 -2.2213 -2.1979 -2.1742 -2.1520 -2.1337 -2.1211 -2.1157
 -2.1184
 -4.7130 -4.4967 -4.3081 -4.1317 -3.9643 -3.8077 -3.6647 -3.5360 -3.4204 -3.3158
 -3.2210 -3.1348 -3.0555 -2.9820 -2.9128 -2.7481 -2.6030 -2.4898 -2.4061 -2.3473
 -2.3073 -2.2787 -2.2562 -2.2366 -2.2185 -2.2013 -2.1851 -2.1712 -2.1596 -2.1502
 -2.1427
 -4.7224 -4.4920 -4.2981 -4.1238 -3.9587 -3.8029 -3.6577 -3.5257 -3.4074 -3.3013
 -3.2060 -3.1197 -3.0406 -2.9670 -2.8976 -2.7398 -2.6004 -2.4868 -2.4022 -2.3423
 -2.3026 -2.2769 -2.2593 -2.2458 -2.2338 -2.2224 -2.2113 -2.2003 -2.1899 -2.1810
 -2.1731
 -4.7513 -4.5054 -4.3023 -4.1248 -3.9603 -3.8054 -3.6598 -3.5244 -3.4017 -3.2920
 -3.1941 -3.1066 -3.0274 -2.9546 -2.8863 -2.7313 -2.5966 -2.4847 -2.3989 -2.3375
 -2.2965 -2.2712 -2.2564 -2.2477 -2.2418 -2.2367 -2.2317 -2.2262 -2.2204 -2.2148
 -2.2103
 -4.7946 -4.5367 -4.3205 -4.1340 -3.9678 -3.8135 -3.6681 -3.5316 -3.4048 -3.2899
 -3.1874 -3.0964 -3.0153 -2.9422 -2.8748 -2.7236 -2.5921 -2.4822 -2.3961
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8107 -5.6125 -5.2913 -4.9673 -4.6628 -4.4031 -4.2030 -4.0290 -3.8683 -3.7200
 -3.5807 -3.4509 -3.3310 -3.2208 -3.1199 -2.9026 -2.7210 -2.5636 -2.4312
 -5.3578 -5.2620 -5.1476 -4.8846 -4.5986 -4.3346 -4.1159 -3.9371 -3.7768 -3.6306
 -3.4939 -3.3668 -3.2500 -3.1437 -3.0470 -2.8426 -2.6759 -2.5353 -2.4173 -2.3213
 -5.1758 -4.9427 -4.8094 -4.7391 -4.5498 -4.3014 -4.0710 -3.8797 -3.7180 -3.5736
 -3.4395 -3.3150 -3.2005 -3.0964 -3.0021 -2.8046 -2.6466 -2.5166 -2.4092 -2.3219
 -2.2512
 -5.0917 -4.8289 -4.6113 -4.4500 -4.3587 -4.2513 -4.0548 -3.8533 -3.6824 -3.5374
 -3.4057 -3.2835 -3.1710 -3.0685 -2.9757 -2.7819 -2.6287 -2.5052 -2.4053 -2.3249
 -2.2596 -2.2054
 -5.0441 -4.7784 -4.5425 -4.3391 -4.1707 -4.0426 -3.9544 -3.8339 -3.6690 -3.5156
 -3.3846 -3.2647 -3.1539 -3.0526 -2.9608 -2.7688 -2.6183 -2.4986 -2.4039 -2.3290
 -2.2688 -2.2188 -2.1763 -2.1391
 -5.0216 -4.7551 -4.5137 -4.2987 -4.1090 -3.9451 -3.8077 -3.6985 -3.6101 -3.4998
 -3.3728 -3.2535 -3.1441 -3.0440 -2.9529 -2.7618 -2.6123 -2.4947 -2.4034 -2.3328
 -2.2774 -2.2321 -2.1933 -2.1597 -2.1295 -2.1033 -2.0821 -2.0667 -2.0581 -2.0582
 -5.0214 -4.7524 -4.5067 -4.2860 -4.0897 -3.9169 -3.7636 -3.6271 -3.5100 -3.4151
 -3.3311 -3.2392 -3.1385 -3.0397 -2.9490 -2.7582 -2.6087 -2.4920 -2.4025 -2.3350
 -2.2839 -2.2434 -2.2093 -2.1796 -2.1530 -2.1284 -2.1071 -2.0907 -2.0805 -2.0777
 -2.0842
 -5.0375 -4.7680 -4.5179 -4.2909 -4.0881 -3.9084 -3.7495 -3.6074 -3.4797 -3.3662
 -3.2685 -3.1870 -3.1107 -3.0304 -2.9466 -2.7567 -2.6065 -2.4895 -2.4007 -2.3349
 -2.2871 -2.2513 -2.2223 -2.1974 -2.1750 -2.1546 -2.1349 -2.1180 -2.1062 -2.1013
 -2.1046
 -5.0738 -4.7955 -4.5435 -4.3106 -4.0998 -3.9129 -3.7479 -3.6015 -3.4704 -3.3521
 -3.2460 -3.1531 -3.0722 -2.9996 -2.9295 -2.7542 -2.6036 -2.4858 -2.3968 -2.3317
 -2.2858 -2.2539 -2.2302 -2.2108 -2.1936 -2.1778 -2.1633 -2.1512 -2.1414 -2.1339
 -2.1284
 -5.1351 -4.8452 -4.5849 -4.3496 -4.1320 -3.9357 -3.7622 -3.6093 -3.4738 -3.3524
 -3.2431 -3.1453 -3.0583 -2.9808 -2.9104 -2.7505 -2.6035 -2.4842 -2.3939 -2.3280
 -2.2823 -2.2523 -2.2328 -2.2188 -2.2075 -2.1972 -2.1876 -2.1785 -2.1701 -2.1633
 -2.1593
 -5.2195 -4.9002 -4.6354 -4.3987 -4.1797 -3.9760 -3.7922 -3.6297 -3.4870 -3.3605
 -3.2476 -3.1466 -3.0561 -2.9750 -2.9016 -2.7428 -2.6036 -2.4837 -2.3913 -2.3238
 -2.2771 -2.2473 -2.2300 -2.2204 -2.2147 -2.2104 -2.2067 -2.2028 -2.1989 -2.1954
 -2.1929
 -5.3266 -4.9781 -4.6962 -4.4547 -4.2335 -4.0285 -3.8392 -3.6661 -3.5129 -3.3782
 -3.2594 -3.1538 -3.0597 -2.9755 -2.8996 -2.7374 -2.6014 -2.4843 -2.3899
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8477 -5.5665 -5.2096 -4.8852 -4.5884 -4.3331 -4.1335 -3.9640 -3.8102 -3.6654
 -3.5306 -3.4048 -3.2886 -3.1818 -3.0838 -2.8734 -2.7008 -2.5532 -2.4255
 -5.4528 -5.3827 -5.1433 -4.8317 -4.5410 -4.2774 -4.0643 -3.8886 -3.7333 -3.5901
 -3.4570 -3.3334 -3.2193 -3.1151 -3.0202 -2.8203 -2.6598 -2.5256 -2.4116 -2.3165
 -5.2047 -5.0138 -4.9502 -4.7898 -4.5206 -4.2612 -4.0310 -3.8441 -3.6859 -3.5436
 -3.4124 -3.2906 -3.1782 -3.0756 -2.9825 -2.7879 -2.6340 -2.5078 -2.4029 -2.3159
 -2.2447
 -5.1295 -4.8599 -4.6622 -4.5581 -4.4674 -4.2577 -4.0281 -3.8254 -3.6589 -3.5153
 -3.3858 -3.2657 -3.1548 -3.0533 -2.9612 -2.7691 -2.6187 -2.4974 -2.3984 -2.3176
 -2.2518 -2.1971
 -5.1033 -4.8164 -4.5717 -4.3759 -4.2334 -4.1442 -4.0195 -3.8304 -3.6504 -3.4998
 -3.3703 -3.2518 -3.1422 -3.0416 -2.9501 -2.7589 -2.6101 -2.4915 -2.3967 -2.3206
 -2.2595 -2.2089 -2.1661 -2.1289
 -5.1066 -4.8102 -4.5505 -4.3265 -4.1390 -3.9837 -3.8639 -3.7711 -3.6495 -3.4982
 -3.3624 -3.2445 -3.1360 -3.0363 -2.9452 -2.7542 -2.6056 -2.4883 -2.3961 -2.3235
 -2.2666 -2.2204 -2.1814 -2.1478 -2.1186 -2.0936 -2.0729 -2.0577 -2.0495 -2.0498
 -5.1357 -4.8300 -4.5586 -4.3213 -4.1160 -3.9395 -3.7870 -3.6559 -3.5503 -3.4596
 -3.3546 -3.2417 -3.1339 -3.0348 -2.9441 -2.7527 -2.6035 -2.4864 -2.3954 -2.3255
 -2.2721 -2.2302 -2.1957 -2.1660 -2.1399 -2.1170 -2.0975 -2.0818 -2.0711 -2.0687
 -2.0757
 -5.1827 -4.8726 -4.5900 -4.3401 -4.1223 -3.9338 -3.7697 -3.6250 -3.4970 -3.3858
 -3.2928 -3.2105 -3.1251 -3.0344 -2.9452 -2.7534 -2.6029 -2.4850 -2.3944 -2.3257
 -2.2748 -2.2369 -2.2072 -2.1822 -2.1602 -2.1406 -2.1221 -2.1065 -2.0958 -2.0917
 -2.0952
 -5.2488 -4.9287 -4.6397 -4.3780 -4.1471 -3.9468 -3.7730 -3.6206 -3.4854 -3.3643
 -3.2571 -3.1643 -3.0850 -3.0116 -2.9371 -2.7534 -2.6018 -2.4825 -2.3914 -2.3232
 -2.2740 -2.2392 -2.2141 -2.1944 -2.1775 -2.1623 -2.1489 -2.1368 -2.1268 -2.1207
 -2.1187
 -5.3370 -5.0018 -4.7085 -4.4400 -4.1965 -3.9821 -3.7965 -3.6349 -3.4930 -3.3668
 -3.2537 -3.1530 -3.0646 -2.9872 -2.9172 -2.7536 -2.6032 -2.4823 -2.3895 -2.3205
 -2.2713 -2.2381 -2.2165 -2.2017 -2.1903 -2.1806 -2.1719 -2.1639 -2.1568 -2.1513
 -2.1486
 -5.4487 -5.0881 -4.7866 -4.5151 -4.2658 -4.0389 -3.8388 -3.6651 -3.5139 -3.3809
 -3.2627 -3.1572 -3.0633 -2.9803 -2.9061 -2.7472 -2.6053 -2.4828 -2.3879 -2.3172
 -2.2671 -2.2340 -2.2142 -2.2032 -2.1970 -2.1930 -2.1900 -2.1871 -2.1843 -2.1821
 -2.1805
 -5.5845 -5.1902 -4.8729 -4.5972 -4.3459 -4.1135 -3.9017 -3.7137 -3.5500 -3.4071
 -3.2816 -3.1705 -3.0717 -2.9839 -2.9056 -2.7416 -2.6050 -2.4850 -2.3874
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8692 -5.4926 -5.1286 -4.8139 -4.5362 -4.2863 -4.0852 -3.9126 -3.7611 -3.6200
 -3.4887 -3.3665 -3.2533 -3.1492 -3.0536 -2.8479 -2.6811 -2.5396 -2.4182
 -5.5947 -5.4223 -5.1008 -4.7771 -4.4926 -4.2381 -4.0276 -3.8517 -3.6964 -3.5563
 -3.4263 -3.3056 -3.1939 -3.0916 -2.9981 -2.8009 -2.6442 -2.5147 -2.4046 -2.3110
 -5.2452 -5.1473 -5.0438 -4.7724 -4.4825 -4.2246 -4.0009 -3.8164 -3.6582 -3.5179
 -3.3892 -3.2699 -3.1596 -3.0584 -2.9661 -2.7729 -2.6215 -2.4984 -2.3956 -2.3092
 -2.2376
 -5.1532 -4.8949 -4.7577 -4.6922 -4.4887 -4.2329 -4.0012 -3.8026 -3.6377 -3.4956
 -3.3679 -3.2499 -3.1407 -3.0403 -2.9487 -2.7571 -2.6083 -2.4888 -2.3909 -2.3099
 -2.2432 -2.1880
 -5.1434 -4.8403 -4.6003 -4.4345 -4.3456 -4.2281 -4.0180 -3.8108 -3.6329 -3.4848
 -3.3564 -3.2394 -3.1312 -3.0316 -2.9404 -2.7492 -2.6012 -2.4836 -2.3888 -2.3118
 -2.2494 -2.1981 -2.1548 -2.1177
 -5.1715 -4.8468 -4.5732 -4.3493 -4.1747 -4.0472 -3.9545 -3.8214 -3.6464 -3.4858
 -3.3518 -3.2349 -3.1275 -3.0284 -2.9375 -2.7461 -2.5978 -2.4809 -2.3881 -2.3141
 -2.2553 -2.2078 -2.1683 -2.1344 -2.1048 -2.0800 -2.0606 -2.0470 -2.0398 -2.0402
 -5.2316 -4.8875 -4.5921 -4.3424 -4.1345 -3.9631 -3.8205 -3.7068 -3.6106 -3.4924
 -3.3554 -3.2346 -3.1274 -3.0289 -2.9382 -2.7462 -2.5969 -2.4797 -2.3877 -2.3157
 -2.2598 -2.2161 -2.1807 -2.1507 -2.1248 -2.1025 -2.0834 -2.0688 -2.0600 -2.0582
 -2.0646
 -5.3128 -4.9575 -4.6425 -4.3717 -4.1427 -3.9497 -3.7864 -3.6446 -3.5222 -3.4196
 -3.3283 -3.2301 -3.1291 -3.0315 -2.9412 -2.7485 -2.5976 -2.4793 -2.3871 -2.3161
 -2.2623 -2.2218 -2.1906 -2.1651 -2.1433 -2.1243 -2.1083 -2.0949 -2.0849 -2.0802
 -2.0841
 -5.4134 -5.0449 -4.7167 -4.4267 -4.1777 -3.9668 -3.7878 -3.6338 -3.4984 -3.3784
 -3.2734 -3.1831 -3.1028 -3.0232 -2.9413 -2.7505 -2.5981 -2.4780 -2.3851 -2.3144
 -2.2619 -2.2239 -2.1966 -2.1759 -2.1589 -2.1443 -2.1318 -2.1211 -2.1125 -2.1071
 -2.1070
 -5.5334 -5.1497 -4.8139 -4.5115 -4.2434 -4.0128 -3.8170 -3.6497 -3.5049 -3.3769
 -3.2629 -3.1617 -3.0733 -2.9967 -2.9260 -2.7543 -2.6013 -2.4792 -2.3844 -2.3127
 -2.2602 -2.2235 -2.1989 -2.1825 -2.1707 -2.1612 -2.1533 -2.1464 -2.1407 -2.1368
 -2.1355
 -5.6726 -5.2661 -4.9218 -4.6132 -4.3336 -4.0852 -3.8704 -3.6870 -3.5297 -3.3927
 -3.2720 -3.1645 -3.0690 -2.9851 -2.9109 -2.7510 -2.6053 -2.4813 -2.3842 -2.3106
 -2.2572 -2.2205 -2.1973 -2.1841 -2.1769 -2.1727 -2.1701 -2.1682 -2.1667 -2.1659
 -2.1654
 -5.8343 -5.3957 -5.0365 -4.7225 -4.4380 -4.1795 -3.9485 -3.7471 -3.5740 -3.4248
 -3.2947 -3.1803 -3.0790 -2.9892 -2.9098 -2.7452 -2.6076 -2.4849 -2.3849
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8712 -5.4523 -5.0817 -4.7714 -4.4996 -4.2552 -4.0540 -3.8742 -3.7203 -3.5839
 -3.4552 -3.3355 -3.2249 -3.1230 -3.0292 -2.8270 -2.6635 -2.5278 -2.4108
 -5.5954 -5.4263 -5.0657 -4.7379 -4.4552 -4.2074 -4.0010 -3.8226 -3.6669 -3.5293
 -3.4015 -3.2831 -3.1736 -3.0729 -2.9807 -2.7851 -2.6301 -2.5036 -2.3967 -2.3047
 -5.3530 -5.2985 -5.0608 -4.7441 -4.4504 -4.1922 -3.9762 -3.7931 -3.6356 -3.4970
 -3.3702 -3.2529 -3.1445 -3.0446 -2.9532 -2.7605 -2.6099 -2.4886 -2.3877 -2.3021
 -2.2301
 -5.1774 -4.9658 -4.9089 -4.7448 -4.4701 -4.2069 -3.9768 -3.7832 -3.6200 -3.4789
 -3.3527 -3.2364 -3.1288 -3.0296 -2.9386 -2.7470 -2.5983 -2.4798 -2.3827 -2.3017
 -2.2342 -2.1783
 -5.1662 -4.8587 -4.6454 -4.5463 -4.4535 -4.2325 -3.9987 -3.7921 -3.6182 -3.4713
 -3.3440 -3.2283 -3.1214 -3.0228 -2.9321 -2.7405 -2.5922 -2.4751 -2.3805 -2.3028
 -2.2390 -2.1867 -2.1428 -2.1054
 -5.2140 -4.8652 -4.5874 -4.3783 -4.2389 -4.1527 -4.0160 -3.8177 -3.6321 -3.4744
 -3.3415 -3.2255 -3.1191 -3.0210 -2.9305 -2.7385 -2.5896 -2.4729 -2.3797 -2.3044
 -2.2437 -2.1947 -2.1543 -2.1201 -2.0910 -2.0669 -2.0480 -2.0346 -2.0282 -2.0292
 -5.3044 -4.9218 -4.6080 -4.3540 -4.1535 -3.9984 -3.8814 -3.7836 -3.6508 -3.4910
 -3.3473 -3.2268 -3.1203 -3.0225 -2.9323 -2.7396 -2.5895 -2.4722 -2.3794 -2.3058
 -2.2476 -2.2016 -2.1648 -2.1341 -2.1082 -2.0863 -2.0685 -2.0551 -2.0469 -2.0459
 -2.0526
 -5.4260 -5.0185 -4.6725 -4.3864 -4.1529 -3.9628 -3.8069 -3.6758 -3.5669 -3.4685
 -3.3563 -3.2334 -3.1245 -3.0265 -2.9363 -2.7430 -2.5912 -2.4725 -2.3794 -2.3065
 -2.2499 -2.2067 -2.1733 -2.1467 -2.1246 -2.1059 -2.0906 -2.0779 -2.0693 -2.0667
 -2.0711
 -5.5634 -5.1395 -4.7707 -4.4547 -4.1918 -3.9757 -3.7973 -3.6467 -3.5156 -3.4008
 -3.3014 -3.2109 -3.1196 -3.0285 -2.9400 -2.7464 -2.5929 -2.4723 -2.3782 -2.3053
 -2.2499 -2.2086 -2.1785 -2.1560 -2.1384 -2.1239 -2.1121 -2.1022 -2.0950 -2.0917
 -2.0930
 -5.7194 -5.2799 -4.8978 -4.5615 -4.2707 -4.0273 -3.8258 -3.6575 -3.5137 -3.3873
 -3.2749 -3.1756 -3.0881 -3.0104 -2.9355 -2.7528 -2.5978 -2.4749 -2.3787 -2.3047
 -2.2492 -2.2089 -2.1810 -2.1621 -2.1490 -2.1392 -2.1317 -2.1259 -2.1216 -2.1185
 -2.1198
 -5.8905 -5.4311 -5.0377 -4.6900 -4.3811 -4.1129 -3.8861 -3.6966 -3.5369 -3.3997
 -3.2791 -3.1718 -3.0763 -2.9923 -2.9184 -2.7543 -2.6036 -2.4785 -2.3798 -2.3039
 -2.2474 -2.2071 -2.1803 -2.1639 -2.1547 -2.1497 -2.1472 -2.1460 -2.1457 -2.1465
 -2.1475
 -6.0791 -5.5900 -5.1840 -4.8284 -4.5103 -4.2263 -3.9777 -3.7650 -3.5854 -3.4328
 -3.3013 -3.1863 -3.0844 -2.9939 -2.9140 -2.7490 -2.6085 -2.4835 -2.3821
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.7424 -5.3334 -4.9902 -4.7055 -4.4450 -4.2121 -4.0209 -3.8475 -3.6910 -3.5559
 -3.4297 -3.3120 -3.2035 -3.1032 -3.0111 -2.8114 -2.6469 -2.5119 -2.4022
 -5.6519 -5.3557 -4.9960 -4.6837 -4.4153 -4.1749 -3.9777 -3.8015 -3.6447 -3.5087
 -3.3828 -3.2662 -3.1585 -3.0593 -2.9681 -2.7734 -2.6185 -2.4931 -2.3882 -2.2977
 -5.4918 -5.3411 -5.0258 -4.7021 -4.4165 -4.1664 -3.9550 -3.7761 -3.6187 -3.4809
 -3.3557 -3.2400 -3.1332 -3.0346 -2.9440 -2.7514 -2.6002 -2.4792 -2.3793 -2.2945
 -2.2223
 -5.2878 -5.0933 -5.0025 -4.7341 -4.4434 -4.1835 -3.9574 -3.7678 -3.6065 -3.4658
 -3.3409 -3.2259 -3.1197 -3.0216 -2.9313 -2.7394 -2.5896 -2.4710 -2.3743 -2.2933
 -2.2251 -2.1682
 -5.1686 -4.8800 -4.7365 -4.6791 -4.4724 -4.2151 -3.9805 -3.7772 -3.6060 -3.4603
 -3.3338 -3.2192 -3.1135 -3.0159 -2.9258 -2.7338 -2.5841 -2.4666 -2.3719 -2.2936
 -2.2287 -2.1750 -2.1304 -2.0925
 -5.2268 -4.8694 -4.6037 -4.4331 -4.3531 -4.2300 -4.0137 -3.8033 -3.6196 -3.4646
 -3.3326 -3.2174 -3.1120 -3.0147 -2.9248 -2.7324 -2.5820 -2.4647 -2.3710 -2.2948
 -2.2324 -2.1816 -2.1400 -2.1051 -2.0758 -2.0516 -2.0331 -2.0207 -2.0150 -2.0167
 -5.3432 -4.9327 -4.6118 -4.3647 -4.1850 -4.0648 -3.9736 -3.8297 -3.6478 -3.4810
 -3.3396 -3.2197 -3.1138 -3.0166 -2.9269 -2.7339 -2.5824 -2.4643 -2.3709 -2.2960
 -2.2357 -2.1874 -2.1488 -2.1171 -2.0906 -2.0687 -2.0511 -2.0385 -2.0318 -2.0318
 -2.0390
 -5.5053 -5.0504 -4.6819 -4.3891 -4.1589 -3.9808 -3.8417 -3.7314 -3.6301 -3.5024
 -3.3576 -3.2282 -3.1188 -3.0213 -2.9314 -2.7378 -2.5847 -2.4652 -2.3713 -2.2969
 -2.2380 -2.1919 -2.1561 -2.1279 -2.1049 -2.0860 -2.0711 -2.0598 -2.0527 -2.0508
 -2.0562
 -5.6897 -5.2045 -4.7984 -4.4637 -4.1941 -3.9794 -3.8077 -3.6656 -3.5443 -3.4393
 -3.3410 -3.2352 -3.1252 -3.0264 -2.9362 -2.7421 -2.5873 -2.4659 -2.3708 -2.2962
 -2.2383 -2.1939 -2.1607 -2.1359 -2.1168 -2.1018 -2.0902 -2.0815 -2.0756 -2.0736
 -2.0767
 -5.8842 -5.3844 -4.9544 -4.5875 -4.2800 -4.0297 -3.8280 -3.6633 -3.5244 -3.4027
 -3.2948 -3.1989 -3.1104 -3.0248 -2.9416 -2.7499 -2.5934 -2.4696 -2.3723 -2.2965
 -2.2384 -2.1949 -2.1635 -2.1415 -2.1262 -2.1154 -2.1077 -2.1026 -2.0996 -2.0989
 -2.1014
 -6.0876 -5.5748 -5.1284 -4.7422 -4.4072 -4.1234 -3.8893 -3.6982 -3.5403 -3.4058
 -3.2878 -3.1825 -3.0885 -3.0045 -2.9293 -2.7560 -2.6008 -2.4746 -2.3748 -2.2969
 -2.2377 -2.1941 -2.1636 -2.1437 -2.1316 -2.1248 -2.1217 -2.1207 -2.1215 -2.1238
 -2.1268
 -6.3001 -5.7756 -5.3090 -4.9111 -4.5597 -4.2534 -3.9900 -3.7697 -3.5874 -3.4350
 -3.3051 -3.1915 -3.0906 -3.0004 -2.8993 -2.7604 -2.6095 -2.4809 -2.3783
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.6695 -5.2692 -4.9383 -4.6700 -4.4119 -4.1870 -3.9943 -3.8244 -3.6690 -3.5361
 -3.4113 -3.2952 -3.1879 -3.0892 -2.9983 -2.8003 -2.6369 -2.5026 -2.3935
 -5.7049 -5.3048 -4.9483 -4.6463 -4.3884 -4.1548 -3.9567 -3.7847 -3.6280 -3.4941
 -3.3696 -3.2543 -3.1480 -3.0500 -2.9597 -2.7657 -2.6100 -2.4842 -2.3800 -2.2905
 -5.4676 -5.3408 -4.9828 -4.6682 -4.3919 -4.1481 -3.9397 -3.7634 -3.6058 -3.4697
 -3.3457 -3.2311 -3.1255 -3.0280 -2.9381 -2.7456 -2.5930 -2.4711 -2.3714 -2.2869
