 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F322W2
  1.3967  1.5507  1.4417  0.8039 -0.2271 -0.8421 -1.1140 -1.2170 -1.0891 -0.7564
 -1.1189 -1.6102 -1.2791 -0.4970  0.0388 -0.1378
  0.8319  0.9492  0.9719  0.7578  0.3403  0.0769 -0.0830 -0.2026 -0.2566 -0.2492
 -0.4684 -0.6867 -0.5454 -0.1928  0.0403 -0.1497 -0.3311 -0.4956 -0.6662
  0.5362  0.5844  0.6302  0.6122  0.5247  0.4518  0.3684  0.2696  0.1630  0.0514
 -0.0544 -0.1172 -0.0920 -0.0129  0.0242 -0.1607 -0.3469 -0.5141 -0.6795 -0.8360
 -0.9865
  0.5096  0.4563  0.4166  0.3671  0.3263  0.2826  0.2402  0.1997  0.1696  0.1455
  0.1232  0.0985  0.0812  0.0428 -0.0095 -0.1708 -0.3578 -0.5289 -0.6918 -0.8481
 -0.9986 -1.1432 -1.2827
  0.3958  0.3709  0.3490  0.3190  0.2864  0.2487  0.2086  0.1685  0.1306  0.0976
  0.0702  0.0436  0.0187 -0.0136 -0.0579 -0.1978 -0.3662 -0.5373 -0.7020 -0.8586
 -1.0081 -1.1514 -1.2893 -1.4225 -1.5518
  0.2748  0.2696  0.2618  0.2482  0.2270  0.1987  0.1649  0.1285  0.0913  0.0553
  0.0223 -0.0073 -0.0360 -0.0632 -0.1030 -0.2270 -0.3789 -0.5451 -0.7095 -0.8665
 -1.0157 -1.1583 -1.2951 -1.4270 -1.5545 -1.6783
  0.1466  0.1524  0.1550  0.1547  0.1480  0.1326  0.1091  0.0797  0.0472  0.0132
 -0.0208 -0.0532 -0.0835 -0.1106 -0.1448 -0.2584 -0.3959 -0.5523 -0.7143 -0.8718
 -1.0214 -1.1639 -1.3001 -1.4310 -1.5573 -1.6795 -1.7983 -1.9141 -2.0269 -2.1366
  0.0111  0.0193  0.0286  0.0389  0.0460  0.0460  0.0373  0.0194 -0.0049 -0.0333
 -0.0639 -0.0956 -0.1269 -0.1559 -0.1862 -0.2869 -0.4163 -0.5615 -0.7175 -0.8742
 -1.0249 -1.1680 -1.3042 -1.4347 -1.5601 -1.6812 -1.7985 -1.9126 -2.0237 -2.1322
 -2.2382
 -0.1261 -0.1202 -0.1092 -0.0936 -0.0767 -0.0627 -0.0553 -0.0572 -0.0688 -0.0879
