 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  r   
  2.3616  4.1859  5.1774  3.7758  0.3902 -4.1435 -3.2662 -1.5220 -0.4480 -0.2554
 -0.0609  0.0428 -0.2993 -0.7628 -0.9073 -0.4945
 -1.5000 -0.5655  0.2099 -0.0521 -1.1913 -3.1175 -2.6861 -1.8443 -1.1911 -0.8844
 -0.6446 -0.5166 -0.6089 -0.7697 -0.7944 -0.4521 -0.2356 -0.1207 -0.1271
 -2.9697 -2.5846 -2.0862 -1.8229 -1.7909 -2.1685 -1.9981 -1.7119 -1.4040 -1.1374
 -0.9351 -0.8119 -0.7615 -0.7363 -0.6804 -0.4092 -0.2300 -0.1216 -0.0789 -0.0469
  0.0277
 -2.0475 -1.8714 -1.7109 -1.5366 -1.4085 -1.2964 -1.2022 -1.1248 -1.0869 -1.0143
 -0.9324 -0.8429 -0.7571 -0.6625 -0.5653 -0.3658 -0.2211 -0.1256 -0.0636 -0.0236
  0.0039  0.0233  0.0378
 -1.7396 -1.6120 -1.4903 -1.3624 -1.2504 -1.1469 -1.0544 -0.9735 -0.9030 -0.8388
 -0.7740 -0.7049 -0.6350 -0.5637 -0.4908 -0.3288 -0.2124 -0.1340 -0.0805 -0.0433
 -0.0168  0.0024  0.0167  0.0260  0.0300
 -1.4472 -1.3595 -1.2718 -1.1819 -1.0916 -1.0038 -0.9212 -0.8454 -0.7769 -0.7150
 -0.6579 -0.6024 -0.5454 -0.4899 -0.4318 -0.2992 -0.2024 -0.1373 -0.0923 -0.0596
 -0.0355 -0.0176 -0.0042  0.0056  0.0120  0.0141
 -1.1703 -1.1139 -1.0554 -0.9951 -0.9320 -0.8671 -0.8026 -0.7405 -0.6817 -0.6267
 -0.5754 -0.5271 -0.4805 -0.4354 -0.3883 -0.2770 -0.1911 -0.1355 -0.0990 -0.0725
 -0.0522 -0.0367 -0.0249 -0.0158 -0.0092 -0.0053 -0.0048 -0.0121 -0.0295 -0.0523
 -0.9089 -0.8752 -0.8411 -0.8067 -0.7699 -0.7299 -0.6871 -0.6433 -0.5991 -0.5553
 -0.5126 -0.4712 -0.4312 -0.3925 -0.3542 -0.2594 -0.1814 -0.1290 -0.0982 -0.0786
 -0.0642 -0.0528 -0.0439 -0.0370 -0.0316 -0.0277 -0.0250 -0.0271 -0.0379 -0.0588
 -0.0859
 -0.6756 -0.6570 -0.6404 -0.6256 -0.6100 -0.5920 -0.5709 -0.5464 -0.5188 -0.4891
 -0.4573 -0.4245 -0.3914 -0.3584 -0.3253 -0.2440 -0.1724 -0.1212 -0.0914 -0.0765
 -0.0685 -0.0632 -0.0590 -0.0557 -0.0531 -0.0510 -0.0503 -0.0504 -0.0548 -0.0678
 -0.0919
 -0.4683 -0.4637 -0.4613 -0.4609 -0.4606 -0.4593 -0.4556 -0.4485 -0.4374 -0.4218
 -0.4024 -0.3796 -0.3543 -0.3274 -0.2993 -0.2281 -0.1626 -0.1125 -0.0819 -0.0677
 -0.0643 -0.0654 -0.0677 -0.0697 -0.0715 -0.0728 -0.0743 -0.0764 -0.0802 -0.0885
 -0.1017
 -0.2883 -0.2963 -0.3049 -0.3140 -0.3242 -0.3341 -0.3429 -0.3495 -0.3526 -0.3508
 -0.3437 -0.3319 -0.3161 -0.2967 -0.2745 -0.2129 -0.1530 -0.1045 -0.0727 -0.0568
 -0.0539 -0.0592 -0.0676 -0.0763 -0.0839 -0.0903 -0.0958 -0.1009 -0.1061 -0.1126
 -0.1202
 -0.1441 -0.1548 -0.1686 -0.1851 -0.2027 -0.2199 -0.2370 -0.2528 -0.2663 -0.2754
 -0.2796 -0.2788 -0.2731 -0.2626 -0.2475 -0.1975 -0.1431 -0.0964 -0.0639 -0.0465
 -0.0421 -0.0478 -0.0598 -0.0743 -0.0885 -0.1011 -0.1122 -0.1219 -0.1305 -0.1390
 -0.1485
 -0.0357 -0.0392 -0.0524 -0.0742 -0.0961 -0.1167 -0.1401 -0.1619 -0.1818 -0.1981
 -0.2106 -0.2197 -0.2256 -0.2251 -0.2184 -0.1819 -0.1329 -0.0882 -0.0555
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  r   
 -2.4838 -2.1079 -1.8734 -1.7661 -1.7561 -2.0674 -1.8217 -1.6064 -1.4456 -1.3182
 -1.1450 -0.9697 -0.8883 -0.8601 -0.7958 -0.4860
 -2.3749 -2.0120 -1.7637 -1.6173 -1.5527 -1.6761 -1.5353 -1.4017 -1.2864 -1.1822
 -1.0601 -0.9363 -0.8463 -0.7763 -0.6923 -0.4307 -0.2402 -0.1162 -0.0368
 -2.2584 -1.9152 -1.6634 -1.4914 -1.3865 -1.3774 -1.2994 -1.2193 -1.1371 -1.0530
 -0.9671 -0.8794 -0.7900 -0.6991 -0.6066 -0.3852 -0.2249 -0.1180 -0.0482 -0.0028
  0.0273
 -2.1343 -1.8175 -1.5725 -1.3884 -1.2574 -1.1713 -1.1140 -1.0590 -0.9978 -0.9306
 -0.8661 -0.7990 -0.7195 -0.6283 -0.5387 -0.3495 -0.2132 -0.1213 -0.0602 -0.0190
  0.0093  0.0288  0.0426
 -2.0026 -1.7189 -1.4910 -1.3083 -1.1654 -1.0578 -0.9791 -0.9210 -0.8685 -0.8150
 -0.7571 -0.6951 -0.6347 -0.5640 -0.4886 -0.3236 -0.2051 -0.1261 -0.0727 -0.0355
 -0.0090  0.0100  0.0234  0.0321  0.0354
 -1.8633 -1.6194 -1.4189 -1.2511 -1.1105 -0.9959 -0.9058 -0.8352 -0.7777 -0.7270
 -0.6754 -0.6194 -0.5658 -0.5100 -0.4479 -0.3039 -0.1977 -0.1290 -0.0835 -0.0508
 -0.0269 -0.0092  0.0038  0.0128  0.0184  0.0201
 -1.7073 -1.5029 -1.3341 -1.1892 -1.0619 -0.9505 -0.8563 -0.7796 -0.7167 -0.6622
 -0.6114 -0.5610 -0.5099 -0.4640 -0.4121 -0.2871 -0.1898 -0.1275 -0.0894 -0.0628
 -0.0428 -0.0276 -0.0162 -0.0078 -0.0021  0.0009  0.0005 -0.0075 -0.0255 -0.0485
 -1.5413 -1.3712 -1.2318 -1.1120 -1.0040 -0.9045 -0.8139 -0.7354 -0.6697 -0.6138
 -0.5639 -0.5161 -0.4685 -0.4246 -0.3803 -0.2707 -0.1812 -0.1218 -0.0884 -0.0684
 -0.0542 -0.0431 -0.0347 -0.0285 -0.0239 -0.0211 -0.0207 -0.0232 -0.0336 -0.0550
 -0.0823
 -1.2261 -1.1874 -1.1174 -1.0194 -0.9311 -0.8479 -0.7680 -0.6934 -0.6275 -0.5712
 -0.5223 -0.4775 -0.4342 -0.3921 -0.3524 -0.2541 -0.1722 -0.1138 -0.0796 -0.0661
 -0.0547 -0.0533 -0.0496 -0.0470 -0.0452 -0.0439 -0.0440 -0.0485 -0.0577 -0.0711
 -0.0884
 -1.1698 -1.0539 -0.9707 -0.9169 -0.8446 -0.7770 -0.7110 -0.6461 -0.5844 -0.5290
 -0.4809 -0.4387 -0.3995 -0.3618 -0.3259 -0.2367 -0.1609 -0.1052 -0.0719 -0.0575
