 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -3.1496 -2.9951 -2.8418 -2.6936 -2.5519 -2.2299 -1.9569 -1.7301 -1.5453 -1.3944
 -1.2757 -1.1856 -1.1160 -1.0584 -1.0072 -0.9593 -0.9138 -0.8701 -0.8286 -0.7898
 -0.7541
 -4.6459 -4.4906 -4.3355 -4.1808 -4.0266 -3.8730 -3.7202 -3.5677 -3.4144 -3.2633
 -3.1164 -2.9721 -2.8285 -2.6862 -2.5475 -2.2305 -1.9623 -1.7382 -1.5543 -1.4050
 -1.2859 -1.1948 -1.1262 -1.0730 -1.0287 -0.9890 -0.9518 -0.9160 -0.8814 -0.8485
 -0.8177
 -4.5050 -4.3394 -4.1873 -4.0446 -3.9073 -3.7722 -3.6367 -3.4991 -3.3600 -3.2206
 -3.0818 -2.9445 -2.8096 -2.6760 -2.5438 -2.2329 -1.9665 -1.7452 -1.5626
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  B   
 -7.1404 -6.9648 -6.7524 -6.4162 -6.0274 -5.6334 -5.2837 -4.9845 -4.7072 -4.4426
 -4.1900 -3.9544 -3.7366 -3.5333 -3.3408 -2.8991 -2.4627 -2.0447 -1.7024
 -6.6166 -6.2812 -6.0863 -5.9598 -5.7195 -5.3882 -5.0434 -4.7304 -4.4477 -4.1800
 -3.9252 -3.6887 -3.4721 -3.2737 -3.0892 -2.6703 -2.2869 -1.9345 -1.6354 -1.3982
 -6.3152 -5.9407 -5.6398 -5.4174 -5.2831 -5.1262 -4.8576 -4.5516 -4.2628 -3.9947
 -3.7388 -3.5004 -3.2830 -3.0856 -2.9052 -2.5092 -2.1649 -1.8557 -1.5887 -1.3736
 -1.2014
 -6.0991 -5.7340 -5.4128 -5.1349 -4.9058 -4.7309 -4.5912 -4.3977 -4.1355 -3.8713
 -3.6177 -3.3782 -3.1586 -2.9601 -2.7804 -2.3968 -2.0783 -1.8013 -1.5605 -1.3630
 -1.2041 -1.0719
 -5.9217 -5.5830 -5.2667 -4.9861 -4.7395 -4.5150 -4.3140 -4.1404 -3.9800 -3.7751
 -3.5406 -3.3065 -3.0865 -2.8855 -2.7043 -2.3247 -2.0214 -1.7661 -1.5458 -1.3624
 -1.2142 -1.0912 -0.9848 -0.8887
 -5.7746 -5.4567 -5.1580 -4.8794 -4.6297 -4.4035 -4.1890 -3.9830 -3.7933 -3.6256
 -3.4529 -3.2554 -3.0482 -2.8492 -2.6660 -2.2838 -1.9874 -1.7455 -1.5400 -1.3679
 -1.2284 -1.1135 -1.0146 -0.9262 -0.8448 -0.7699 -0.7013 -0.6390 -0.5845 -0.5450
 -5.6320 -5.3424 -5.0666 -4.7986 -4.5494 -4.3237 -4.1145 -3.9121 -3.7130 -3.5227
 -3.3454 -3.1794 -3.0093 -2.8309 -2.6537 -2.2669 -1.9706 -1.7355 -1.5399 -1.3761
 -1.2436 -1.1358 -1.0442 -0.9627 -0.8881 -0.8171 -0.7511 -0.6921 -0.6418 -0.6012
 -0.5697
 -5.4975 -5.2335 -4.9828 -4.7315 -4.4884 -4.2618 -4.0552 -3.8609 -3.6709 -3.4823
 -3.2977 -3.1218 -2.9584 -2.8021 -2.6452 -2.2696 -1.9671 -1.7335 -1.5435 -1.3854
 -1.2577 -1.1555 -1.0708 -0.9966 -0.9288 -0.8642 -0.8036 -0.7483 -0.6993 -0.6574
 -0.6231
 -5.3761 -5.1304 -4.8986 -4.6668 -4.4362 -4.2129 -4.0049 -3.8131 -3.6319 -3.4537
 -3.2759 -3.1000 -2.9312 -2.7735 -2.6252 -2.2765 -1.9729 -1.7357 -1.5477 -1.3931
 -1.2681 -1.1699 -1.0913 -1.0244 -0.9641 -0.9080 -0.8554 -0.8068 -0.7621 -0.7209
 -0.6830
 -5.2723 -5.0345 -4.8151 -4.6047 -4.3909 -4.1784 -3.9719 -3.7780 -3.5987 -3.4287
 -3.2620 -3.0952 -2.9295 -2.7698 -2.6195 -2.2829 -1.9889 -1.7468 -1.5570 -1.4036
 -1.2794 -1.1822 -1.1071 -1.0465 -0.9938 -0.9455 -0.9003 -0.8573 -0.8167 -0.7791
 -0.7446
 -5.1854 -4.9463 -4.7332 -4.5363 -4.3387 -4.1429 -3.9468 -3.7551 -3.5734 -3.4042
 -3.2440 -3.0876 -2.9316 -2.7766 -2.6264 -2.2889 -2.0024 -1.7614 -1.5679 -1.4139
 -1.2898 -1.1921 -1.1180 -1.0612 -1.0150 -0.9746 -0.9375 -0.9022 -0.8684 -0.8365
 -0.8069
 -5.1098 -4.8656 -4.6528 -4.4590 -4.2759 -4.0959 -3.9151 -3.7349 -3.5574 -3.3869
 -3.2267 -3.0750 -2.9279 -2.7822 -2.6377 -2.3004 -2.0142 -1.7754 -1.5797
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  B   
 -7.2868 -6.9908 -6.5524 -6.0940 -5.6459 -5.2544 -4.9468 -4.6732 -4.4150 -4.1748
 -3.9470 -3.7335 -3.5363 -3.3546 -3.1858 -2.7994 -2.4348 -2.0810 -1.7575
 -6.6072 -6.4368 -6.2624 -5.9127 -5.5114 -5.1166 -4.7743 -4.4862 -4.2216 -3.9768
 -3.7449 -3.5282 -3.3290 -3.1475 -2.9811 -2.6117 -2.2791 -1.9682 -1.6833 -1.4389
 -6.3126 -5.9618 -5.7600 -5.6462 -5.3889 -5.0367 -4.6834 -4.3718 -4.0995 -3.8507
 -3.6159 -3.3958 -3.1931 -3.0091 -2.8419 -2.4800 -2.1676 -1.8866 -1.6322 -1.4105
 -1.2272
 -6.1606 -5.7705 -5.4566 -5.2288 -5.0904 -4.9270 -4.6379 -4.3223 -4.0344 -3.7793
 -3.5426 -3.3194 -3.1128 -2.9246 -2.7545 -2.3929 -2.0920 -1.8307 -1.5991 -1.3957
 -1.2254 -1.0842
 -6.0580 -5.6717 -5.3325 -5.0450 -4.8106 -4.6244 -4.4803 -4.2820 -4.0139 -3.7492
 -3.5100 -3.2849 -3.0742 -2.8812 -2.7065 -2.3397 -2.0436 -1.7946 -1.5791 -1.3907
 -1.2312 -1.0988 -0.9867 -0.8891
 -5.9809 -5.6095 -5.2651 -4.9606 -4.6964 -4.4665 -4.2653 -4.0906 -3.9325 -3.7327
 -3.5027 -3.2793 -3.0665 -2.8687 -2.6884 -2.3119 -2.0152 -1.7730 -1.5684 -1.3917
 -1.2417 -1.1171 -1.0122 -0.9206 -0.8388 -0.7644 -0.6953 -0.6298 -0.5714 -0.5351
 -5.9189 -5.5666 -5.2288 -4.9180 -4.6427 -4.4020 -4.1842 -3.9795 -3.7903 -3.6223
 -3.4590 -3.2743 -3.0746 -2.8779 -2.6933 -2.3039 -2.0018 -1.7618 -1.5639 -1.3961
 -1.2541 -1.1364 -1.0382 -0.9533 -0.8771 -0.8075 -0.7436 -0.6849 -0.6307 -0.5842
 -0.5580
 -5.8617 -5.5331 -5.2082 -4.8989 -4.6157 -4.3643 -4.1416 -3.9362 -3.7396 -3.5513
 -3.3767 -3.2155 -3.0551 -2.8849 -2.7099 -2.3123 -2.0007 -1.7587 -1.5640 -1.4021
 -1.2663 -1.1545 -1.0624 -0.9843 -0.9146 -0.8510 -0.7913 -0.7363 -0.6872 -0.6450
 -0.6102
 -5.8101 -5.4982 -5.1912 -4.8903 -4.6050 -4.3453 -4.1141 -3.9067 -3.7136 -3.5268
 -3.3455 -3.1729 -3.0101 -2.8566 -2.7055 -2.3299 -2.0079 -1.7601 -1.5656 -1.4070
 -1.2757 -1.1683 -1.0817 -1.0100 -0.9475 -0.8908 -0.8385 -0.7906 -0.7467 -0.7066
 -0.6699
 -5.7678 -5.4685 -5.1766 -4.8912 -4.6120 -4.3482 -4.1079 -3.8928 -3.6987 -3.5169
 -3.3408 -3.1684 -3.0009 -2.8413 -2.6920 -2.3472 -2.0305 -1.7723 -1.5739 -1.4156
 -1.2862 -1.1811 -1.0978 -1.0314 -0.9757 -0.9263 -0.8812 -0.8390 -0.7996 -0.7634
 -0.7312
 -5.7368 -5.4276 -5.1517 -4.8849 -4.6214 -4.3630 -4.1183 -3.8941 -3.6925 -3.5094
 -3.3380 -3.1722 -3.0088 -2.8485 -2.6948 -2.3537 -2.0540 -1.7929 -1.5865 -1.4256
 -1.2962 -1.1918 -1.1098 -1.0466 -0.9965 -0.9543 -0.9168 -0.8820 -0.8493 -0.8188
 -0.7908
 -5.7209 -5.3946 -5.1177 -4.8649 -4.6174 -4.3740 -4.1371 -3.9099 -3.6998 -3.5093
 -3.3359 -3.1738 -3.0174 -2.8633 -2.7115 -2.3638 -2.0704 -1.8159 -1.6040
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -7.3018 -6.8852 -6.3869 -5.9169 -5.4806 -5.1038 -4.8029 -4.5396 -4.2954 -4.0650
 -3.8484 -3.6451 -3.4568 -3.2837 -3.1236 -2.7617 -2.4252 -2.0980 -1.7864
 -6.6831 -6.5520 -6.2294 -5.8046 -5.3849 -4.9901 -4.6614 -4.3829 -4.1305 -3.8956
 -3.6747 -3.4680 -3.2770 -3.1026 -2.9430 -2.5921 -2.2789 -1.9851 -1.7111 -1.4668
 -6.3102 -6.0220 -5.9109 -5.6926 -5.3285 -4.9502 -4.5943 -4.2936 -4.0320 -3.7924
 -3.5683 -3.3579 -3.1632 -2.9855 -2.8238 -2.4755 -2.1758 -1.9047 -1.6574 -1.4358
 -1.2469
 -6.1773 -5.7843 -5.5024 -5.3495 -5.2149 -4.9247 -4.5854 -4.2628 -3.9848 -3.7383
 -3.5114 -3.2979 -3.0990 -2.9167 -2.7510 -2.3994 -2.1063 -1.8497 -1.6215 -1.4180
 -1.2424 -1.0955
 -6.1097 -5.6999 -5.3522 -5.0811 -4.8835 -4.7485 -4.5591 -4.2728 -3.9816 -3.7217
 -3.4904 -3.2743 -3.0715 -2.8841 -2.7133 -2.3536 -2.0617 -1.8138 -1.5988 -1.4095
 -1.2454 -1.1072 -0.9907 -0.8900
 -6.0722 -5.6659 -5.2998 -4.9867 -4.7296 -4.5151 -4.3396 -4.1883 -3.9866 -3.7354
 -3.4955 -3.2769 -3.0708 -2.8787 -2.7022 -2.3307 -2.0356 -1.7919 -1.5857 -1.4073
 -1.2532 -1.1228 -1.0134 -0.9189 -0.8353 -0.7592 -0.6886 -0.6245 -0.5693 -0.5293
 -6.0526 -5.6573 -5.2876 -4.9564 -4.6717 -4.4294 -4.2163 -4.0232 -3.8539 -3.6939
 -3.5033 -3.2942 -3.0891 -2.8938 -2.7118 -2.3259 -2.0235 -1.7804 -1.5793 -1.4090
 -1.2632 -1.1400 -1.0371 -0.9491 -0.8713 -0.8011 -0.7376 -0.6788 -0.6240 -0.5771
 -0.5506
 -6.0384 -5.6625 -5.2975 -4.9589 -4.6569 -4.3959 -4.1693 -3.9640 -3.7715 -3.5923
 -3.4297 -3.2715 -3.0997 -2.9172 -2.7364 -2.3368 -2.0236 -1.7770 -1.5783 -1.4131
 -1.2737 -1.1566 -1.0596 -0.9780 -0.9067 -0.8425 -0.7829 -0.7283 -0.6795 -0.6372
 -0.6018
 -6.0272 -5.6669 -5.3147 -4.9770 -4.6657 -4.3891 -4.1482 -3.9359 -3.7409 -3.5549
 -3.3779 -3.2129 -3.0581 -2.9059 -2.7482 -2.3579 -2.0321 -1.7788 -1.5792 -1.4168
 -1.2819 -1.1698 -1.0779 -1.0024 -0.9379 -0.8803 -0.8280 -0.7798 -0.7356 -0.6962
 -0.6614
 -6.0189 -5.6715 -5.3377 -5.0099 -4.6969 -4.4096 -4.1541 -3.9298 -3.7303 -3.5456
 -3.3686 -3.1983 -3.0357 -2.8815 -2.7354 -2.3834 -2.0561 -1.7919 -1.5878 -1.4249
 -1.2918 -1.1825 -1.0942 -1.0234 -0.9651 -0.9145 -0.8692 -0.8273 -0.7886 -0.7533
 -0.7218
 -6.0165 -5.6669 -5.3499 -5.0400 -4.7367 -4.4471 -4.1808 -3.9429 -3.7326 -3.5439
 -3.3691 -3.2016 -3.0389 -2.8813 -2.7304 -2.3920 -2.0845 -1.8142 -1.6015 -1.4352
 -1.3017 -1.1934 -1.1067 -1.0390 -0.9857 -0.9418 -0.9037 -0.8690 -0.8369 -0.8072
 -0.7796
 -6.0285 -5.6591 -5.3462 -5.0550 -4.7693 -4.4893 -4.2219 -3.9743 -3.7515 -3.5527
 -3.3738 -3.2080 -3.0495 -2.8948 -2.7436 -2.3984 -2.1038 -1.8418 -1.6213
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -7.2551 -6.7349 -6.2144 -5.7543 -5.3503 -4.9902 -4.6938 -4.4309 -4.1942 -3.9742
 -3.7676 -3.5738 -3.3936 -3.2275 -3.0744 -2.7321 -2.4185 -2.1142 -1.8162
 -6.8236 -6.5747 -6.1428 -5.6867 -5.2703 -4.8931 -4.5751 -4.3016 -4.0543 -3.8300
 -3.6192 -3.4218 -3.2387 -3.0707 -2.9168 -2.5809 -2.2836 -2.0043 -1.7404 -1.4989
 -6.3292 -6.1650 -6.0110 -5.6539 -5.2484 -4.8660 -4.5225 -4.2312 -3.9754 -3.7450
 -3.5308 -3.3299 -3.1431 -2.9715 -2.8148 -2.4780 -2.1893 -1.9266 -1.6849 -1.4649
 -1.2718
 -6.1815 -5.8088 -5.6075 -5.5042 -5.2345 -4.8768 -4.5270 -4.2115 -3.9416 -3.7035
 -3.4860 -3.2818 -3.0911 -2.9149 -2.7538 -2.4110 -2.1254 -1.8731 -1.6467 -1.4436
 -1.2643 -1.1114
 -6.1424 -5.7146 -5.3765 -5.1475 -5.0185 -4.8508 -4.5533 -4.2368 -3.9465 -3.6957
 -3.4728 -3.2655 -3.0710 -2.8901 -2.7238 -2.3711 -2.0841 -1.8376 -1.6218 -1.4315
 -1.2640 -1.1201 -0.9982 -0.8938
 -6.1425 -5.7025 -5.3195 -5.0093 -4.7722 -4.5959 -4.4565 -4.2543 -3.9838 -3.7180
 -3.4833 -3.2725 -3.0746 -2.8892 -2.7174 -2.3519 -2.0597 -1.8155 -1.6067 -1.4260
 -1.2685 -1.1327 -1.0177 -0.9193 -0.8329 -0.7555 -0.6848 -0.6188 -0.5604 -0.5232
 -6.1668 -5.7261 -5.3258 -4.9799 -4.6927 -4.4598 -4.2628 -4.0958 -3.9406 -3.7447
 -3.5139 -3.2966 -3.0959 -2.9067 -2.7298 -2.3498 -2.0490 -1.8037 -1.5989 -1.4250
 -1.2757 -1.1473 -1.0387 -0.9465 -0.8663 -0.7948 -0.7300 -0.6708 -0.6164 -0.5695
 -0.5422
 -6.1988 -5.7698 -5.3645 -4.9983 -4.6817 -4.4165 -4.1933 -3.9950 -3.8143 -3.6511
 -3.4934 -3.3155 -3.1257 -2.9375 -2.7575 -2.3628 -2.0501 -1.8005 -1.5969 -1.4273
 -1.2840 -1.1619 -1.0592 -0.9730 -0.8990 -0.8335 -0.7747 -0.7215 -0.6726 -0.6283
 -0.5924
 -6.2329 -5.8138 -5.4161 -5.0421 -4.7065 -4.4160 -4.1698 -3.9577 -3.7657 -3.5855
 -3.4174 -3.2618 -3.1102 -2.9513 -2.7852 -2.3861 -2.0599 -1.8027 -1.5976 -1.4301
 -1.2908 -1.1738 -1.0763 -0.9957 -0.9281 -0.8690 -0.8163 -0.7684 -0.7248 -0.6855
 -0.6514
 -6.2656 -5.8637 -5.4781 -5.1068 -4.7612 -4.4521 -4.1837 -3.9533 -3.7523 -3.5685
 -3.3945 -3.2294 -3.0743 -2.9272 -2.7835 -2.4198 -2.0851 -1.8169 -1.6067 -1.4381
 -1.3002 -1.1861 -1.0923 -1.0163 -0.9542 -0.9016 -0.8556 -0.8139 -0.7757 -0.7413
 -0.7107
 -6.2964 -5.8986 -5.5312 -5.1741 -4.8304 -4.5114 -4.2254 -3.9755 -3.7588 -3.5676
 -3.3924 -3.2264 -3.0673 -2.9153 -2.7701 -2.4347 -2.1182 -1.8405 -1.6216 -1.4491
 -1.3103 -1.1971 -1.1053 -1.0323 -0.9746 -0.9280 -0.8888 -0.8539 -0.8223 -0.7934
 -0.7662
 -6.3370 -5.9231 -5.5654 -5.2275 -4.8983 -4.5822 -4.2876 -4.0219 -3.7876 -3.5824
 -3.4002 -3.2332 -3.0752 -2.9229 -2.7755 -2.4376 -2.1416 -1.8717 -1.6434
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -7.1356 -6.5684 -6.0504 -5.6136 -5.2356 -4.8980 -4.6121 -4.3473 -4.1108 -3.9028
 -3.7051 -3.5195 -3.3467 -3.1871 -3.0396 -2.7124 -2.4169 -2.1310 -1.8495
 -6.7526 -6.5244 -6.0366 -5.5738 -5.1669 -4.8101 -4.5071 -4.2370 -3.9943 -3.7796
 -3.5780 -3.3891 -3.2135 -3.0515 -2.9026 -2.5785 -2.2942 -2.0269 -1.7720 -1.5340
 -6.4211 -6.3203 -6.0117 -5.5867 -5.1680 -4.7872 -4.4618 -4.1792 -3.9299 -3.7085
 -3.5035 -3.3115 -3.1325 -2.9669 -2.8150 -2.4878 -2.2085 -1.9532 -1.7157 -1.4975
 -1.3019
 -6.1825 -5.8774 -5.7795 -5.5640 -5.1977 -4.8191 -4.4701 -4.1671 -3.9057 -3.6752
 -3.4667 -3.2715 -3.0888 -2.9191 -2.7629 -2.4284 -2.1498 -1.9017 -1.6764 -1.4728
 -1.2911 -1.1328
 -6.1534 -5.7230 -5.4240 -5.2803 -5.1497 -4.8544 -4.5167 -4.1962 -3.9156 -3.6725
 -3.4578 -3.2593 -3.0729 -2.8989 -2.7377 -2.3926 -2.1109 -1.8667 -1.6498 -1.4574
 -1.2872 -1.1381 -1.0104 -0.9015
 -6.1865 -5.7172 -5.3299 -5.0417 -4.8520 -4.7287 -4.5364 -4.2493 -3.9588 -3.6978
 -3.4707 -3.2679 -3.0781 -2.9000 -2.7338 -2.3759 -2.0876 -1.8443 -1.6330 -1.4489
 -1.2881 -1.1475 -1.0265 -0.9231 -0.8340 -0.7550 -0.6819 -0.6131 -0.5547 -0.5170
 -6.2538 -5.7673 -5.3421 -4.9899 -4.7156 -4.5064 -4.3448 -4.1997 -3.9981 -3.7476
 -3.5060 -3.2932 -3.0999 -2.9181 -2.7474 -2.3754 -2.0774 -1.8320 -1.6238 -1.4456
 -1.2921 -1.1589 -1.0445 -0.9469 -0.8630 -0.7893 -0.7241 -0.6642 -0.6081 -0.5613
 -0.5335
 -6.3390 -5.8489 -5.4038 -5.0163 -4.6947 -4.4339 -4.2229 -4.0417 -3.8823 -3.7271
 -3.5421 -3.3328 -3.1348 -2.9500 -2.7753 -2.3897 -2.0794 -1.8286 -1.6209 -1.4462
 -1.2980 -1.1712 -1.0626 -0.9707 -0.8927 -0.8248 -0.7650 -0.7103 -0.6611 -0.6182
 -0.5822
 -6.4215 -5.9404 -5.4896 -5.0811 -4.7260 -4.4286 -4.1845 -3.9792 -3.7959 -3.6274
 -3.4716 -3.3194 -3.1552 -2.9830 -2.8106 -2.4143 -2.0904 -1.8313 -1.6213 -1.4481
 -1.3032 -1.1811 -1.0779 -0.9915 -0.9193 -0.8576 -0.8038 -0.7555 -0.7123 -0.6738
 -0.6400
 -6.5018 -6.0350 -5.5919 -5.1768 -4.8008 -4.4739 -4.1980 -3.9675 -3.7702 -3.5917
 -3.4244 -3.2676 -3.1204 -2.9771 -2.8305 -2.4537 -2.1168 -1.8466 -1.6309 -1.4561
 -1.3122 -1.1927 -1.0933 -1.0112 -0.9441 -0.8883 -0.8408 -0.7987 -0.7611 -0.7267
 -0.6976
 -6.5742 -6.1168 -5.6891 -5.2810 -4.8983 -4.5524 -4.2501 -3.9923 -3.7738 -3.5845
 -3.4127 -3.2512 -3.0980 -2.9534 -2.8148 -2.4802 -2.1535 -1.8713 -1.6470 -1.4679
 -1.3227 -1.2037 -1.1064 -1.0275 -0.9644 -0.9139 -0.8724 -0.8369 -0.8054 -0.7774
 -0.7509
 -6.6491 -6.1811 -5.7675 -5.3761 -5.0015 -4.6502 -4.3313 -4.0503 -3.8080 -3.5999
 -3.4180 -3.2532 -3.0984 -2.9509 -2.8095 -2.4825 -2.1830 -1.9051 -1.6704
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -6.9805 -6.4049 -5.9074 -5.4969 -5.1323 -4.8111 -4.5406 -4.2881 -4.0536 -3.8520
 -3.6620 -3.4833 -3.3169 -3.1625 -3.0198 -2.7038 -2.4143 -2.1415 -1.8836
 -6.8238 -6.4348 -5.9265 -5.4724 -5.0827 -4.7394 -4.4534 -4.1917 -3.9532 -3.7461
 -3.5522 -3.3706 -3.2016 -3.0450 -2.9004 -2.5854 -2.3111 -2.0539 -1.8069 -1.5723
 -6.5917 -6.3815 -5.9647 -5.5107 -5.0939 -4.7259 -4.4132 -4.1425 -3.8991 -3.6848
 -3.4879 -3.3036 -3.1315 -2.9718 -2.8242 -2.5050 -2.2333 -1.9847 -1.7511 -1.5340
 -1.3371
 -6.3152 -6.0314 -5.8980 -5.5501 -5.1460 -4.7638 -4.4234 -4.1327 -3.8799 -3.6563
 -3.4559 -3.2686 -3.0933 -2.9299 -2.7784 -2.4515 -2.1790 -1.9355 -1.7115 -1.5069
 -1.3229 -1.1599
 -6.1497 -5.7427 -5.5332 -5.4431 -5.1774 -4.8231 -4.4754 -4.1613 -3.8906 -3.6553
 -3.4483 -3.2577 -3.0789 -2.9116 -2.7558 -2.4186 -2.1419 -1.9012 -1.6840 -1.4888
 -1.3154 -1.1619 -1.0283 -0.9143
 -6.2013 -5.7182 -5.3456 -5.1087 -4.9941 -4.8296 -4.5346 -4.2220 -3.9322 -3.6805
 -3.4608 -3.2658 -3.0836 -2.9125 -2.7522 -2.4029 -2.1190 -1.8783 -1.6658 -1.4778
 -1.3128 -1.1677 -1.0409 -0.9316 -0.8371 -0.7549 -0.6794 -0.6080 -0.5493 -0.5109
 -6.3036 -5.7831 -5.3449 -5.0011 -4.7557 -4.5934 -4.4664 -4.2648 -3.9967 -3.7314
 -3.4958 -3.2900 -3.1040 -2.9293 -2.7649 -2.4028 -2.1088 -1.8650 -1.6551 -1.4722
 -1.3137 -1.1757 -1.0556 -0.9520 -0.8631 -0.7860 -0.7169 -0.6547 -0.5992 -0.5527
 -0.5245
 -6.4381 -5.8954 -5.4198 -5.0200 -4.7012 -4.4589 -4.2722 -4.1209 -3.9735 -3.7805
 -3.5515 -3.3320 -3.1379 -2.9599 -2.7917 -2.4173 -2.1110 -1.8610 -1.6509 -1.4711
 -1.3170 -1.1849 -1.0708 -0.9728 -0.8894 -0.8180 -0.7559 -0.7015 -0.6520 -0.6068
 -0.5710
 -6.5898 -6.0288 -5.5337 -5.0983 -4.7314 -4.4353 -4.2013 -4.0096 -3.8426 -3.6908
 -3.5395 -3.3677 -3.1788 -2.9981 -2.8272 -2.4423 -2.1228 -1.8638 -1.6506 -1.4717
 -1.3207 -1.1927 -1.0839 -0.9913 -0.9134 -0.8477 -0.7916 -0.7425 -0.6991 -0.6608
 -0.6271
 -6.7195 -6.1729 -5.6746 -5.2202 -4.8199 -4.4814 -4.2046 -3.9800 -3.7912 -3.6221
 -3.4655 -3.3185 -3.1743 -3.0234 -2.8671 -2.4828 -2.1503 -1.8800 -1.6605 -1.4796
 -1.3291 -1.2033 -1.0980 -1.0098 -0.9367 -0.8763 -0.8259 -0.7827 -0.7449 -0.7117
 -0.6830
 -6.8342 -6.3071 -5.8169 -5.3604 -4.9426 -4.5740 -4.2602 -3.9999 -3.7847 -3.6010
 -3.4356 -3.2811 -3.1357 -2.9982 -2.8638 -2.5224 -2.1887 -1.9060 -1.6777 -1.4923
 -1.3401 -1.2144 -1.1109 -1.0259 -0.9567 -0.9009 -0.8560 -0.8187 -0.7867 -0.7592
 -0.7338
 -6.9340 -6.4314 -5.9407 -5.4977 -5.0793 -4.6965 -4.3561 -4.0636 -3.8175 -3.6106
 -3.4325 -3.2724 -3.1230 -2.9817 -2.8173 -2.5611 -2.2380 -1.9418 -1.7022
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -6.8345 -6.2602 -5.7877 -5.4071 -5.0547 -4.7506 -4.4845 -4.2418 -4.0136 -3.8192
 -3.6352 -3.4625 -3.3016 -3.1522 -3.0136 -2.7062 -2.4263 -2.1648 -1.9195
 -6.8709 -6.3307 -5.8227 -5.3848 -5.0156 -4.6885 -4.4084 -4.1579 -3.9249 -3.7256
 -3.5385 -3.3635 -3.2004 -3.0490 -2.9085 -2.6010 -2.3345 -2.0857 -1.8455 -1.6145
 -6.5426 -6.3736 -5.8833 -5.4361 -5.0313 -4.6778 -4.3762 -4.1152 -3.8771 -3.6711
 -3.4813 -3.3040 -3.1384 -2.9842 -2.8410 -2.5291 -2.2637 -2.0210 -1.7915 -1.5754
 -1.3771
