 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -3.7268 -3.6480 -3.8647 -3.7875 -3.5694 -3.2837 -2.9760 -2.7623 -2.5709 -2.3771
 -2.1992 -2.0345 -1.8818 -1.7394 -1.6047 -1.3205 -1.0471 -0.8123 -0.6721
 -3.7147 -3.4594 -3.2570 -3.1202 -3.0398 -2.9245 -2.7398 -2.5359 -2.3460 -2.1674
 -1.9998 -1.8446 -1.7018 -1.5705 -1.4490 -1.1816 -0.9614 -0.7908 -0.6667 -0.5750
 -3.4777 -3.2247 -3.0038 -2.8182 -2.6677 -2.5641 -2.4794 -2.3508 -2.1880 -2.0189
 -1.8625 -1.7177 -1.5843 -1.4623 -1.3508 -1.1122 -0.9217 -0.7744 -0.6655 -0.5833
 -0.5186
 -3.2929 -3.0581 -2.8420 -2.6509 -2.4838 -2.3380 -2.2168 -2.1250 -2.0300 -1.9056
 -1.7653 -1.6295 -1.5045 -1.3897 -1.2849 -1.0642 -0.8937 -0.7649 -0.6680 -0.5940
 -0.5344 -0.4847
 -3.1389 -2.9259 -2.7232 -2.5370 -2.3705 -2.2212 -2.0870 -1.9674 -1.8691 -1.7784
 -1.6794 -1.5660 -1.4503 -1.3415 -1.2420 -1.0327 -0.8742 -0.7576 -0.6713 -0.6051
 -0.5507 -0.5047 -0.4647 -0.4303
 -3.0103 -2.8134 -2.6278 -2.4509 -2.2888 -2.1421 -2.0091 -1.8880 -1.7784 -1.6795
 -1.5896 -1.5013 -1.4067 -1.3088 -1.2141 -1.0125 -0.8606 -0.7511 -0.6725 -0.6140
 -0.5658 -0.5242 -0.4876 -0.4549 -0.4244 -0.3978 -0.3770 -0.3635 -0.3585 -0.3627
 -2.9071 -2.7197 -2.5461 -2.3812 -2.2250 -2.0820 -1.9518 -1.8330 -1.7251 -1.6257
 -1.5330 -1.4459 -1.3621 -1.2784 -1.1940 -1.0002 -0.8512 -0.7437 -0.6701 -0.6182
 -0.5769 -0.5411 -0.5090 -0.4798 -0.4528 -0.4261 -0.4025 -0.3852 -0.3767 -0.3784
 -0.3886
 -2.8293 -2.6459 -2.4775 -2.3206 -2.1727 -2.0336 -1.9059 -1.7895 -1.6837 -1.5866
 -1.4964 -1.4111 -1.3291 -1.2503 -1.1733 -0.9932 -0.8457 -0.7380 -0.6649 -0.6167
 -0.5818 -0.5527 -0.5265 -0.5021 -0.4793 -0.4573 -0.4348 -0.4151 -0.4016 -0.3973
 -0.4040
 -2.7770 -2.5929 -2.4244 -2.2661 -2.1252 -1.9918 -1.8668 -1.7518 -1.6474 -1.5520
 -1.4639 -1.3817 -1.3033 -1.2275 -1.1539 -0.9839 -0.8415 -0.7335 -0.6582 -0.6104
 -0.5794 -0.5567 -0.5374 -0.5194 -0.5019 -0.4845 -0.4674 -0.4513 -0.4385 -0.4292
 -0.4232
 -2.7502 -2.5618 -2.3896 -2.2322 -2.0882 -1.9565 -1.8354 -1.7220 -1.6178 -1.5231
 -1.4364 -1.3562 -1.2809 -1.2083 -1.1381 -0.9763 -0.8383 -0.7309 -0.6537 -0.6035
 -0.5728 -0.5538 -0.5407 -0.5296 -0.5188 -0.5073 -0.4955 -0.4833 -0.4714 -0.4609
 -0.4513
 -2.7447 -2.5494 -2.3716 -2.2098 -2.0625 -1.9286 -1.8069 -1.6958 -1.5925 -1.4974
 -1.4110 -1.3318 -1.2584 -1.1893 -1.1232 -0.9686 -0.8342 -0.7278 -0.6499 -0.5971
 -0.5648 -0.5463 -0.5367 -0.5315 -0.5275 -0.5231 -0.5176 -0.5110 -0.5036 -0.4961
 -0.4895
 -2.7441 -2.5392 -2.3555 -2.1903 -2.0412 -1.9060 -1.7830 -1.6706 -1.5678 -1.4737
 -1.3875 -1.3085 -1.2360 -1.1687 -1.1052 -0.9591 -0.8294 -0.7242 -0.6457
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  V   
 -4.1050 -3.9934 -3.8383 -3.5679 -3.2674 -2.9836 -2.7411 -2.5340 -2.3443 -2.1664
 -2.0010 -1.8497 -1.7120 -1.5861 -1.4700 -1.2209 -0.9981 -0.8057 -0.6671
 -3.7358 -3.4979 -3.3619 -3.2745 -3.0834 -2.8295 -2.5859 -2.3769 -2.1921 -2.0205
 -1.8616 -1.7169 -1.5859 -1.4676 -1.3600 -1.1284 -0.9363 -0.7791 -0.6577 -0.5663
 -3.5347 -3.2681 -3.0505 -2.8871 -2.7935 -2.6806 -2.4832 -2.2730 -2.0886 -1.9238
 -1.7712 -1.6319 -1.5058 -1.3920 -1.2894 -1.0729 -0.8995 -0.7612 -0.6544 -0.5727
 -0.5081
 -3.4004 -3.1367 -2.9050 -2.7015 -2.5339 -2.4111 -2.3210 -2.1942 -2.0230 -1.8609
 -1.7133 -1.5791 -1.4571 -1.3466 -1.2470 -1.0387 -0.8763 -0.7504 -0.6546 -0.5811
 -0.5219 -0.4725
 -3.3039 -3.0495 -2.8181 -2.6138 -2.4344 -2.2740 -2.1371 -2.0271 -1.9338 -1.8148
 -1.6784 -1.5469 -1.4280 -1.3205 -1.2229 -1.0188 -0.8623 -0.7439 -0.6561 -0.5897
 -0.5361 -0.4906 -0.4512 -0.4180
 -3.2435 -2.9889 -2.7615 -2.5555 -2.3733 -2.2110 -2.0631 -1.9289 -1.8134 -1.7198
 -1.6288 -1.5235 -1.4119 -1.3058 -1.2097 -1.0080 -0.8538 -0.7392 -0.6566 -0.5965
 -0.5488 -0.5081 -0.4723 -0.4405 -0.4108 -0.3849 -0.3650 -0.3527 -0.3491 -0.3541
 -3.1993 -2.9483 -2.7250 -2.5192 -2.3341 -2.1703 -2.0234 -1.8889 -1.7654 -1.6553
 -1.5591 -1.4739 -1.3875 -1.2956 -1.2032 -1.0026 -0.8486 -0.7351 -0.6550 -0.5995
 -0.5580 -0.5231 -0.4920 -0.4638 -0.4379 -0.4128 -0.3908 -0.3748 -0.3671 -0.3690
 -0.3800
 -3.1763 -2.9250 -2.7046 -2.4995 -2.3121 -2.1442 -1.9959 -1.8627 -1.7410 -1.6289
 -1.5269 -1.4348 -1.3515 -1.2727 -1.1931 -1.0006 -0.8456 -0.7312 -0.6512 -0.5980
 -0.5618 -0.5333 -0.5080 -0.4848 -0.4629 -0.4399 -0.4182 -0.4008 -0.3900 -0.3878
 -0.3953
 -3.1792 -2.9209 -2.6967 -2.4917 -2.3027 -2.1307 -1.9777 -1.8421 -1.7209 -1.6104
 -1.5089 -1.4155 -1.3294 -1.2497 -1.1747 -0.9973 -0.8433 -0.7270 -0.6456 -0.5924
 -0.5592 -0.5365 -0.5179 -0.5009 -0.4843 -0.4681 -0.4525 -0.4392 -0.4285 -0.4201
 -0.4138
 -3.2111 -2.9385 -2.7068 -2.5007 -2.3097 -2.1343 -1.9752 -1.8338 -1.7092 -1.5980
 -1.4971 -1.4046 -1.3188 -1.2388 -1.1635 -0.9931 -0.8443 -0.7260 -0.6417 -0.5861
 -0.5528 -0.5333 -0.5206 -0.5103 -0.5003 -0.4900 -0.4794 -0.4685 -0.4581 -0.4491
 -0.4409
 -3.2653 -2.9784 -2.7366 -2.5246 -2.3299 -2.1509 -1.9870 -1.8384 -1.7067 -1.5909
 -1.4880 -1.3952 -1.3101 -1.2310 -1.1566 -0.9885 -0.8439 -0.7262 -0.6392 -0.5804
