 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -1.5765 -0.2333  1.1590  1.2966 -0.1823 -2.8383 -2.0108 -0.5744  0.2698  0.3208
  0.4042  0.4239  0.0400 -0.4522 -0.6717 -0.4224
 -1.7094 -1.1309 -0.4625 -0.3267 -0.8543 -2.0417 -1.6976 -1.0618 -0.5913 -0.4121
 -0.2694 -0.2104 -0.3460 -0.5395 -0.6107 -0.3886 -0.2277 -0.1226 -0.1095
 -1.6171 -1.4603 -1.2318 -1.1098 -1.1222 -1.4041 -1.3190 -1.1483 -0.9544 -0.7789
 -0.6478 -0.5765 -0.5654 -0.5729 -0.5484 -0.3583 -0.2188 -0.1232 -0.0747 -0.0357
  0.0317
 -1.2996 -1.2215 -1.1489 -1.0527 -0.9860 -0.9256 -0.8750 -0.8339 -0.8196 -0.7797
 -0.7310 -0.6745 -0.6183 -0.5523 -0.4848 -0.3315 -0.2093 -0.1226 -0.0614 -0.0180
  0.0145  0.0403  0.0621
 -1.0774 -1.0349 -0.9906 -0.9329 -0.8803 -0.8276 -0.7781 -0.7333 -0.6938 -0.6574
 -0.6192 -0.5758 -0.5299 -0.4801 -0.4265 -0.3006 -0.2005 -0.1271 -0.0738 -0.0343
 -0.0041  0.0202  0.0407  0.0575  0.0708
 -0.8681 -0.8531 -0.8323 -0.8040 -0.7686 -0.7285 -0.6864 -0.6447 -0.6050 -0.5678
 -0.5326 -0.4974 -0.4594 -0.4207 -0.3779 -0.2739 -0.1901 -0.1280 -0.0826 -0.0481
 -0.0212  0.0007  0.0192  0.0351  0.0488  0.0597
 -0.6716 -0.6761 -0.6740 -0.6660 -0.6508 -0.6283 -0.5999 -0.5681 -0.5348 -0.5014
 -0.4688 -0.4370 -0.4054 -0.3738 -0.3390 -0.2514 -0.1781 -0.1253 -0.0878 -0.0594
 -0.0368 -0.0182 -0.0023  0.0119  0.0245  0.0354  0.0439  0.0476  0.0442  0.0328
 -0.4880 -0.5039 -0.5157 -0.5238 -0.5265 -0.5223 -0.5108 -0.4930 -0.4706 -0.4451
 -0.4181 -0.3906 -0.3630 -0.3354 -0.3073 -0.2329 -0.1671 -0.1190 -0.0872 -0.0653
 -0.0484 -0.0342 -0.0220 -0.0108 -0.0004  0.0093  0.0182  0.0238  0.0236  0.0156
 -0.0009
 -0.3253 -0.3461 -0.3659 -0.3848 -0.4007 -0.4118 -0.4166 -0.4144 -0.4053 -0.3908
 -0.3721 -0.3508 -0.3281 -0.3045 -0.2801 -0.2170 -0.1572 -0.1114 -0.0818 -0.0643
 -0.0533 -0.0450 -0.0376 -0.0308 -0.0239 -0.0169 -0.0106 -0.0045 -0.0015 -0.0053
 -0.0180
 -0.1817 -0.2063 -0.2314 -0.2569 -0.2811 -0.3028 -0.3202 -0.3318 -0.3365 -0.3340
 -0.3254 -0.3120 -0.2953 -0.2765 -0.2560 -0.2010 -0.1471 -0.1031 -0.0739 -0.0578
