 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F350LP
 -2.9631 -2.9294 -2.8944 -2.8626 -2.8258 -2.7902 -2.7926 -2.7697 -2.7364 -2.6867
 -2.6218 -2.5602 -2.4835 -2.4003 -2.3225 -2.1627 -2.0580 -1.9968 -1.9544
 -2.9210 -2.8243 -2.7619 -2.7303 -2.7227 -2.7130 -2.6931 -2.6666 -2.6364 -2.6018
 -2.5556 -2.4946 -2.4237 -2.3528 -2.2872 -2.1540 -2.0610 -2.0014 -1.9644 -1.9419
 -2.8675 -2.7851 -2.7130 -2.6547 -2.6141 -2.5949 -2.5929 -2.5866 -2.5650 -2.5301
 -2.4914 -2.4462 -2.3886 -2.3257 -2.2661 -2.1445 -2.0617 -2.0093 -1.9770 -1.9571
 -1.9454
 -2.8150 -2.7455 -2.6798 -2.6199 -2.5685 -2.5288 -2.5017 -2.4872 -2.4793 -2.4634
 -2.4336 -2.3987 -2.3554 -2.3030 -2.2497 -2.1380 -2.0623 -2.0164 -1.9887 -1.9717
 -1.9616 -1.9563
 -2.7435 -2.6914 -2.6390 -2.5869 -2.5368 -2.4920 -2.4549 -2.4259 -2.4037 -2.3863
 -2.3678 -2.3431 -2.3142 -2.2763 -2.2330 -2.1319 -2.0615 -2.0208 -1.9983 -1.9849
 -1.9771 -1.9733 -1.9723 -1.9727
 -2.6536 -2.6193 -2.5829 -2.5435 -2.5017 -2.4599 -2.4209 -2.3869 -2.3585 -2.3337
 -2.3106 -2.2877 -2.2653 -2.2384 -2.2066 -2.1237 -2.0583 -2.0209 -2.0036 -1.9951
 -1.9907 -1.9893 -1.9901 -1.9927 -1.9959 -2.0009 -2.0092 -2.0219 -2.0399 -2.0638
 -2.5529 -2.5316 -2.5106 -2.4855 -2.4558 -2.4222 -2.3872 -2.3534 -2.3232 -2.2966
 -2.2718 -2.2475 -2.2239 -2.2006 -2.1751 -2.1090 -2.0519 -2.0167 -2.0029 -1.9998
 -2.0004 -2.0028 -2.0066 -2.0113 -2.0167 -2.0216 -2.0280 -2.0381 -2.0537 -2.0758
 -2.1037
 -2.4433 -2.4346 -2.4254 -2.4129 -2.3961 -2.3739 -2.3470 -2.3179 -2.2895 -2.2630
 -2.2389 -2.2160 -2.1932 -2.1708 -2.1475 -2.0905 -2.0419 -2.0090 -1.9967 -1.9977
 -2.0039 -2.0115 -2.0195 -2.0277 -2.0358 -2.0439 -2.0510 -2.0593 -2.0715 -2.0897
 -2.1153
 -2.3335 -2.3341 -2.3328 -2.3298 -2.3238 -2.3126 -2.2961 -2.2751 -2.2517 -2.2280
 -2.2057 -2.1848 -2.1647 -2.1447 -2.1239 -2.0721 -2.0291 -1.9996 -1.9872 -1.9899
 -2.0004 -2.0137 -2.0273 -2.0402 -2.0523 -2.0636 -2.0745 -2.0865 -2.0998 -2.1142
 -2.1297
