 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F850LP
 -0.9061 -0.9303 -0.9951 -1.0466 -1.0691 -1.0902 -1.1357 -1.1902 -1.2229 -1.2230
 -1.2048 -1.1727 -1.1360 -1.1025 -1.0720 -1.0228 -1.0164 -1.0400 -1.0704
 -0.9546 -0.9505 -0.9701 -0.9976 -1.0307 -1.0688 -1.1084 -1.1441 -1.1711 -1.1869
 -1.1896 -1.1782 -1.1543 -1.1249 -1.0976 -1.0536 -1.0471 -1.0697 -1.1043 -1.1462
 -0.9877 -0.9724 -0.9689 -0.9795 -1.0077 -1.0443 -1.0778 -1.1067 -1.1328 -1.1557
 -1.1698 -1.1729 -1.1621 -1.1402 -1.1172 -1.0787 -1.0726 -1.0943 -1.1310 -1.1735
 -1.2182
 -1.0054 -0.9960 -0.9915 -0.9923 -1.0001 -1.0167 -1.0439 -1.0780 -1.1080 -1.1294
 -1.1454 -1.1568 -1.1594 -1.1484 -1.1308 -1.0981 -1.0929 -1.1138 -1.1505 -1.1931
 -1.2380 -1.2835
 -0.9967 -0.9981 -1.0002 -1.0024 -1.0060 -1.0131 -1.0252 -1.0425 -1.0656 -1.0918
 -1.1135 -1.1295 -1.1424 -1.1454 -1.1362 -1.1109 -1.1072 -1.1277 -1.1651 -1.2087
 -1.2543 -1.3006 -1.3468 -1.3927
 -0.9607 -0.9755 -0.9881 -0.9972 -1.0036 -1.0093 -1.0163 -1.0260 -1.0386 -1.0538
 -1.0712 -1.0888 -1.1051 -1.1199 -1.1256 -1.1160 -1.1148 -1.1352 -1.1739 -1.2198
 -1.2671 -1.3149 -1.3625 -1.4099 -1.4566 -1.5027 -1.5488 -1.5975 -1.6503 -1.7047
 -0.8999 -0.9288 -0.9536 -0.9729 -0.9866 -0.9963 -1.0040 -1.0116 -1.0205 -1.0308
 -1.0420 -1.0539 -1.0663 -1.0816 -1.0944 -1.1086 -1.1154 -1.1364 -1.1757 -1.2249
 -1.2756 -1.3258 -1.3756 -1.4247 -1.4732 -1.5208 -1.5682 -1.6156 -1.6659 -1.7210
 -1.7784
 -0.8201 -0.8610 -0.8977 -0.9286 -0.9522 -0.9696 -0.9822 -0.9921 -1.0011 -1.0104
 -1.0201 -1.0298 -1.0395 -1.0501 -1.0629 -1.0867 -1.1067 -1.1313 -1.1712 -1.2229
 -1.2780 -1.3322 -1.3849 -1.4365 -1.4872 -1.5368 -1.5859 -1.6346 -1.6839 -1.7357
 -1.7933
 -0.7292 -0.7789 -0.8251 -0.8661 -0.9001 -0.9270 -0.9475 -0.9632 -0.9759 -0.9871
 -0.9978 -1.0082 -1.0181 -1.0277 -1.0389 -1.0638 -1.0906 -1.1212 -1.1622 -1.2153
 -1.2740 -1.3330 -1.3901 -1.4452 -1.4988 -1.5509 -1.6022 -1.6527 -1.7030 -1.7541
 -1.8083
 -0.6341 -0.6887 -0.7410 -0.7894 -0.8324 -0.8686 -0.8983 -0.9219 -0.9409 -0.9569
 -0.9708 -0.9837 -0.9957 -1.0071 -1.0185 -1.0449 -1.0734 -1.1078 -1.1500 -1.2027
 -1.2631 -1.3258 -1.3874 -1.4469 -1.5042 -1.5596 -1.6135 -1.6662 -1.7182 -1.7700
 -1.8229
 -0.5361 -0.5947 -0.6512 -0.7041 -0.7529 -0.7970 -0.8353 -0.8676 -0.8945 -0.9172
 -0.9366 -0.9539 -0.9696 -0.9840 -0.9976 -1.0286 -1.0582 -1.0942 -1.1376 -1.1895
 -1.2492 -1.3133 -1.3784 -1.4421 -1.5036 -1.5627 -1.6200 -1.6755 -1.7298 -1.7833
 -1.8367
 -0.4353 -0.4969 -0.5590 -0.6143 -0.6671 -0.7164 -0.7613 -0.8014 -0.8365 -0.8669
 -0.8933 -0.9165 -0.9374 -0.9563 -0.9762 -1.0149 -1.0450 -1.0804 -1.1250
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F850LP
 -1.0147 -1.0217 -1.0435 -1.0749 -1.1116 -1.1486 -1.1816 -1.2069 -1.2220 -1.2252
 -1.2149 -1.1922 -1.1607 -1.1276 -1.0968 -1.0432 -1.0245 -1.0394 -1.0737
 -0.9592 -0.9559 -0.9725 -1.0035 -1.0428 -1.0850 -1.1255 -1.1603 -1.1868 -1.2030
 -1.2066 -1.1966 -1.1745 -1.1468 -1.1204 -1.0732 -1.0565 -1.0694 -1.1023 -1.1437
 -0.9571 -0.9349 -0.9380 -0.9606 -0.9929 -1.0322 -1.0740 -1.1133 -1.1469 -1.1726
 -1.1882 -1.1916 -1.1812 -1.1604 -1.1380 -1.0971 -1.0827 -1.0943 -1.1259 -1.1670
 -1.2110
 -0.9817 -0.9491 -0.9390 -0.9484 -0.9718 -1.0039 -1.0404 -1.0772 -1.1105 -1.1393
 -1.1615 -1.1755 -1.1782 -1.1671 -1.1496 -1.1149 -1.1031 -1.1141 -1.1445 -1.1855
 -1.2301 -1.2757
 -1.0029 -0.9791 -0.9653 -0.9640 -0.9735 -0.9915 -1.0159 -1.0449 -1.0771 -1.1093
 -1.1340 -1.1523 -1.1637 -1.1649 -1.1544 -1.1265 -1.1174 -1.1287 -1.1586 -1.1999
 -1.2454 -1.2920 -1.3387 -1.3851
 -1.0026 -0.9879 -0.9802 -0.9773 -0.9786 -0.9849 -0.9965 -1.0134 -1.0354 -1.0632
 -1.0927 -1.1179 -1.1380 -1.1500 -1.1507 -1.1319 -1.1258 -1.1379 -1.1677 -1.2101
 -1.2573 -1.3055 -1.3537 -1.4016 -1.4490 -1.4959 -1.5429 -1.5925 -1.6457 -1.6999
