 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F444W
  0.5534  0.4057  0.3153  0.2782  0.2200  0.1505  0.0785  0.0105 -0.0651 -0.1468
 -0.2269 -0.3055 -0.3836 -0.4591 -0.5345 -0.7136 -0.8867 -1.0392 -1.2044
  0.4713  0.4055  0.3343  0.2559  0.1728  0.1027  0.0384 -0.0298 -0.1019 -0.1797
 -0.2585 -0.3368 -0.4142 -0.4905 -0.5655 -0.7465 -0.9167 -1.0771 -1.2352 -1.3936
  0.4367  0.3760  0.3094  0.2380  0.1629  0.0828  0.0048 -0.0638 -0.1324 -0.2046
 -0.2803 -0.3570 -0.4335 -0.5093 -0.5841 -0.7649 -0.9347 -1.0946 -1.2530 -1.4107
 -1.5620
  0.3971  0.3420  0.2805  0.2133  0.1420  0.0681 -0.0072 -0.0844 -0.1584 -0.2293
 -0.3004 -0.3732 -0.4471 -0.5215 -0.5956 -0.7762 -0.9468 -1.1082 -1.2660 -1.4231
 -1.5741 -1.7185
  0.3482  0.3018  0.2467  0.1850  0.1179  0.0473 -0.0247 -0.0974 -0.1721 -0.2469
 -0.3196 -0.3902 -0.4606 -0.5317 -0.6037 -0.7827 -0.9539 -1.1167 -1.2753 -1.4320
 -1.5830 -1.7272 -1.8651 -1.9975
  0.2907  0.2515  0.2054  0.1507  0.0897  0.0238 -0.0451 -0.1152 -0.1864 -0.2585
 -0.3310 -0.4028 -0.4732 -0.5427 -0.6121 -0.7867 -0.9575 -1.1214 -1.2810 -1.4381
 -1.5894 -1.7336 -1.8714 -2.0035 -2.1306 -2.2532 -2.3719 -2.4873 -2.5996 -2.7092
  0.2269  0.1924  0.1545  0.1077  0.0543 -0.0052 -0.0690 -0.1354 -0.2042 -0.2736
 -0.3432 -0.4126 -0.4821 -0.5512 -0.6198 -0.7904 -0.9589 -1.1224 -1.2829 -1.4411
 -1.5934 -1.7383 -1.8762 -2.0082 -2.1348 -2.2567 -2.3745 -2.4887 -2.5996 -2.7077
 -2.8138
  0.1592  0.1274  0.0938  0.0541  0.0088 -0.0426 -0.0996 -0.1607 -0.2254 -0.2919
 -0.3590 -0.4260 -0.4926 -0.5594 -0.6264 -0.7939 -0.9597 -1.1220 -1.2816 -1.4404
 -1.5947 -1.7410 -1.8796 -2.0118 -2.1384 -2.2600 -2.3771 -2.4904 -2.6002 -2.7071
 -2.8114
  0.0899  0.0594  0.0270 -0.0114 -0.0488 -0.0924 -0.1414 -0.1952 -0.2540 -0.3162
 -0.3800 -0.4445 -0.5088 -0.5729 -0.6371 -0.7994 -0.9623 -1.1224 -1.2808 -1.4390
 -1.5951 -1.7438 -1.8840 -2.0171 -2.1441 -2.2659 -2.3830 -2.4959 -2.6052 -2.7112
 -2.8140
  0.0213 -0.0087 -0.0414 -0.0765 -0.1138 -0.1529 -0.1943 -0.2401 -0.2907 -0.3466
 -0.4054 -0.4661 -0.5276 -0.5891 -0.6507 -0.8059 -0.9635 -1.1213 -1.2772 -1.4329
 -1.5887 -1.7397 -1.8825 -2.0172 -2.1452 -2.2674 -2.3847 -2.4974 -2.6062 -2.7115
 -2.8156
 -0.0444 -0.0777 -0.1122 -0.1478 -0.1842 -0.2213 -0.2591 -0.2980 -0.3404 -0.3879
 -0.4399 -0.4950 -0.5521 -0.6104 -0.6692 -0.8173 -0.9679 -1.1212 -1.2742 -1.4273
 -1.5809 -1.7321 -1.8773 -2.0147 -2.1445 -2.2679 -2.3859 -2.4990 -2.6079 -2.7129
 -2.8146
 -0.1057 -0.1596 -0.2034 -0.2403 -0.2730 -0.3039 -0.3351 -0.3681 -0.4038 -0.4431
 -0.4865 -0.5342 -0.5850 -0.6381 -0.6928 -0.8333 -0.9768 -1.1236 -1.2732
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F444W
  0.5218  0.4370  0.3722  0.3132  0.2440  0.1688  0.0906  0.0114 -0.0654 -0.1473
 -0.2295 -0.3102 -0.3892 -0.4664 -0.5421 -0.7237 -0.8966 -1.0554 -1.2123
  0.5068  0.4392  0.3598  0.2787  0.2137  0.1423  0.0646 -0.0149 -0.0936 -0.1762
 -0.2590 -0.3404 -0.4200 -0.4977 -0.5737 -0.7558 -0.9263 -1.0855 -1.2374 -1.3909
  0.4814  0.4179  0.3490  0.2744  0.1904  0.1140  0.0430 -0.0334 -0.1120 -0.1930
 -0.2754 -0.3570 -0.4369 -0.5152 -0.5916 -0.7744 -0.9449 -1.1037 -1.2556 -1.4083
 -1.5585
  0.4516  0.3921  0.3268  0.2573  0.1830  0.1034  0.0210 -0.0542 -0.1280 -0.2050
 -0.2854 -0.3662 -0.4460 -0.5243 -0.6009 -0.7847 -0.9564 -1.1162 -1.2688 -1.4208
 -1.5704 -1.7146
  0.4166  0.3622  0.3013  0.2350  0.1644  0.0902  0.0132 -0.0660 -0.1452 -0.2199
 -0.2954 -0.3730 -0.4512 -0.5288 -0.6053 -0.7896 -0.9627 -1.1243 -1.2781 -1.4298
 -1.5789 -1.7229 -1.8609 -1.9939
  0.3739  0.3264  0.2713  0.2098  0.1433  0.0726 -0.0009 -0.0761 -0.1525 -0.2301
 -0.3072 -0.3825 -0.4572 -0.5322 -0.6073 -0.7911 -0.9652 -1.1287 -1.2841 -1.4359
 -1.5849 -1.7289 -1.8668 -1.9991 -2.1265 -2.2496 -2.3688 -2.4846 -2.5972 -2.7067
  0.3237  0.2824  0.2344  0.1794  0.1181  0.0519 -0.0180 -0.0903 -0.1639 -0.2381
 -0.3132 -0.3891 -0.4639 -0.5375 -0.6102 -0.7907 -0.9650 -1.1298 -1.2868 -1.4393
 -1.5887 -1.7331 -1.8712 -2.0034 -2.1303 -2.2526 -2.3708 -2.4854 -2.5968 -2.7053
 -2.8112
  0.2668  0.2287  0.1885  0.1410  0.0865  0.0262 -0.0390 -0.1074 -0.1781 -0.2496
 -0.3218 -0.3947 -0.4679 -0.5408 -0.6130 -0.7902 -0.9632 -1.1286 -1.2865 -1.4399
 -1.5902 -1.7355 -1.8742 -2.0067 -2.1335 -2.2554 -2.3730 -2.4867 -2.5970 -2.7043
 -2.8088
  0.2057  0.1687  0.1327  0.0925  0.0454 -0.0080 -0.0671 -0.1304 -0.1972 -0.2658
 -0.3353 -0.4054 -0.4759 -0.5463 -0.6167 -0.7915 -0.9627 -1.1280 -1.2863 -1.4399
