 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -3.2942 -2.5598 -2.1577 -2.0819 -2.3520 -2.7590 -3.2084 -3.0709 -2.9365 -2.7929
 -2.6411 -2.5266 -2.3574 -2.1889 -2.0300 -1.6844 -1.3831 -1.1541 -0.9663
 -3.9025 -3.5641 -3.3186 -3.1567 -3.0512 -2.9545 -2.8511 -2.7453 -2.6396 -2.5323
 -2.4126 -2.2758 -2.1285 -1.9838 -1.8478 -1.5451 -1.2955 -1.0991 -0.9515 -0.8386
 -3.6939 -3.3762 -3.1258 -2.9314 -2.7858 -2.6846 -2.6145 -2.5404 -2.4465 -2.3387
 -2.2301 -2.1162 -1.9891 -1.8590 -1.7362 -1.4689 -1.2489 -1.0740 -0.9410 -0.8384
 -0.7563
 -3.5327 -3.2470 -3.0120 -2.8179 -2.6584 -2.5296 -2.4269 -2.3462 -2.2757 -2.1928
 -2.0918 -1.9881 -1.8791 -1.7638 -1.6520 -1.4092 -1.2132 -1.0568 -0.9364 -0.8428
 -0.7671 -0.7036
 -3.3788 -3.1297 -2.9183 -2.7361 -2.5781 -2.4421 -2.3262 -2.2268 -2.1397 -2.0604
 -1.9790 -1.8883 -1.7932 -1.6911 -1.5894 -1.3653 -1.1862 -1.0445 -0.9351 -0.8496
 -0.7800 -0.7212 -0.6699 -0.6234
 -3.2241 -3.0096 -2.8246 -2.6603 -2.5121 -2.3787 -2.2595 -2.1538 -2.0593 -1.9721
 -1.8888 -1.8063 -1.7235 -1.6353 -1.5440 -1.3344 -1.1667 -1.0351 -0.9343 -0.8561
 -0.7927 -0.7390 -0.6919 -0.6495 -0.6089 -0.5715 -0.5396 -0.5148 -0.4985 -0.4914
 -3.0761 -2.8872 -2.7262 -2.5812 -2.4470 -2.3220 -2.2060 -2.0998 -2.0031 -1.9142
 -1.8300 -1.7483 -1.6685 -1.5892 -1.5082 -1.3144 -1.1535 -1.0278 -0.9323 -0.8600
 -0.8027 -0.7546 -0.7124 -0.6742 -0.6389 -0.6050 -0.5739 -0.5476 -0.5277 -0.5160
 -0.5157
 -2.9373 -2.7692 -2.6256 -2.4969 -2.3775 -2.2639 -2.1552 -2.0527 -1.9574 -1.8688
 -1.7858 -1.7065 -1.6293 -1.5538 -1.4787 -1.3000 -1.1458 -1.0229 -0.9294 -0.8603
 -0.8079 -0.7655 -0.7289 -0.6960 -0.6653 -0.6361 -0.6071 -0.5806 -0.5594 -0.5456
 -0.5406
 -2.8116 -2.6603 -2.5268 -2.4094 -2.3019 -2.1994 -2.1001 -2.0042 -1.9129 -1.8268
 -1.7459 -1.6692 -1.5956 -1.5239 -1.4530 -1.2852 -1.1387 -1.0190 -0.9261 -0.8574
 -0.8075 -0.7698 -0.7391 -0.7121 -0.6871 -0.6630 -0.6399 -0.6190 -0.6005 -0.5840
 -0.5695
 -2.6989 -2.5605 -2.4386 -2.3263 -2.2256 -2.1321 -2.0420 -1.9541 -1.8688 -1.7870
 -1.7092 -1.6356 -1.5653 -1.4976 -1.4314 -1.2731 -1.1332 -1.0166 -0.9245 -0.8550
 -0.8048 -0.7692 -0.7430 -0.7218 -0.7030 -0.6849 -0.6673 -0.6500 -0.6370 -0.6210
 -0.6036
 -2.5993 -2.4698 -2.3610 -2.2516 -2.1525 -2.0629 -1.9795 -1.8992 -1.8208 -1.7446
