 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F250M
 -2.3358 -2.3691 -2.3183 -2.2859 -2.3156 -2.3594 -2.4151 -2.4666 -2.5324 -2.5946
 -2.6576 -2.7247 -2.7952 -2.8652 -2.9327 -3.0911 -3.2242 -3.3320 -3.5892
 -2.4071 -2.3912 -2.3878 -2.3935 -2.3987 -2.4080 -2.4410 -2.4917 -2.5499 -2.6113
 -2.6757 -2.7431 -2.8116 -2.8798 -2.9466 -3.1034 -3.2491 -3.4079 -3.5704 -3.7275
 -2.4744 -2.4527 -2.4489 -2.4554 -2.4685 -2.4847 -2.4973 -2.5228 -2.5678 -2.6247
 -2.6862 -2.7519 -2.8199 -2.8881 -2.9553 -3.1144 -3.2626 -3.4196 -3.5807 -3.7365
 -3.8864
 -2.5560 -2.5223 -2.5117 -2.5163 -2.5298 -2.5489 -2.5719 -2.5928 -2.6146 -2.6502
 -2.7007 -2.7609 -2.8262 -2.8935 -2.9607 -3.1222 -3.2736 -3.4301 -3.5888 -3.7437
 -3.8923 -4.0355
 -2.6624 -2.6074 -2.5829 -2.5795 -2.5895 -2.6070 -2.6291 -2.6549 -2.6815 -2.7090
 -2.7404 -2.7838 -2.8383 -2.9005 -2.9659 -3.1283 -3.2827 -3.4382 -3.5948 -3.7491
 -3.8971 -4.0391 -4.1761 -4.3087
 -2.7903 -2.7176 -2.6713 -2.6529 -2.6537 -2.6663 -2.6855 -2.7083 -2.7350 -2.7657
 -2.7979 -2.8321 -2.8727 -2.9219 -2.9781 -3.1346 -3.2907 -3.4450 -3.5993 -3.7529
 -3.9006 -4.0421 -4.1780 -4.3092 -4.4368 -4.5609 -4.6816 -4.7988 -4.9126 -5.0230
 -2.9325 -2.8483 -2.7825 -2.7451 -2.7301 -2.7327 -2.7462 -2.7652 -2.7879 -2.8142
 -2.8452 -2.8804 -2.9183 -2.9600 -3.0071 -3.1459 -3.2989 -3.4511 -3.6034 -3.7552
 -3.9028 -4.0443 -4.1796 -4.3098 -4.4356 -4.5576 -4.6763 -4.7919 -4.9049 -5.0152
 -5.1220
 -3.0814 -2.9911 -2.9150 -2.8611 -2.8272 -2.8136 -2.8162 -2.8287 -2.8471 -2.8689
 -2.8942 -2.9241 -2.9593 -2.9989 -3.0422 -3.1672 -3.3103 -3.4592 -3.6081 -3.7568
 -3.9034 -4.0453 -4.1808 -4.3106 -4.4355 -4.5562 -4.6733 -4.7871 -4.8982 -5.0067
 -5.1130
 -3.2299 -3.1374 -3.0586 -2.9992 -2.9480 -2.9165 -2.9031 -2.9042 -2.9153 -2.9320
 -2.9522 -2.9759 -3.0041 -3.0378 -3.0771 -3.1934 -3.3277 -3.4707 -3.6163 -3.7613
 -3.9055 -4.0470 -4.1834 -4.3138 -4.4386 -4.5586 -4.6747 -4.7872 -4.8967 -5.0035
 -5.1078
 -3.3704 -3.2788 -3.2016 -3.1373 -3.0847 -3.0428 -3.0122 -2.9976 -2.9965 -3.0050
