 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F606W
 -4.7672 -4.4601 -4.2315 -3.9701 -3.6785 -3.4397 -3.3028 -3.2261 -3.1474 -3.0437
 -2.9270 -2.8006 -2.6748 -2.5587 -2.4490 -2.2112 -2.0280 -1.8975 -1.7989
 -4.4536 -4.0813 -3.8002 -3.5691 -3.3810 -3.2331 -3.1176 -3.0237 -2.9403 -2.8595
 -2.7755 -2.6832 -2.5810 -2.4760 -2.3767 -2.1667 -2.0081 -1.8950 -1.8141 -1.7593
 -4.2475 -3.8473 -3.5386 -3.3142 -3.1634 -3.0526 -2.9546 -2.8665 -2.7896 -2.7216
 -2.6549 -2.5844 -2.5030 -2.4117 -2.3223 -2.1339 -1.9940 -1.8949 -1.8267 -1.7787
 -1.7438
 -4.1489 -3.7581 -3.4467 -3.2054 -3.0257 -2.8982 -2.8138 -2.7545 -2.6953 -2.6300
 -2.5652 -2.5042 -2.4408 -2.3658 -2.2858 -2.1128 -1.9857 -1.8972 -1.8366 -1.7933
 -1.7611 -1.7366
 -4.0799 -3.7125 -3.4144 -3.1756 -2.9872 -2.8427 -2.7359 -2.6585 -2.6025 -2.5558
 -2.5033 -2.4444 -2.3879 -2.3275 -2.2588 -2.0991 -1.9802 -1.8990 -1.8453 -1.8070
 -1.7780 -1.7554 -1.7377 -1.7238
 -3.9983 -3.6648 -3.3905 -3.1657 -2.9811 -2.8303 -2.7104 -2.6179 -2.5468 -2.4898
 -2.4404 -2.3917 -2.3404 -2.2897 -2.2322 -2.0880 -1.9752 -1.8983 -1.8502 -1.8178
 -1.7931 -1.7736 -1.7579 -1.7453 -1.7352 -1.7278 -1.7237 -1.7268 -1.7392 -1.7573
 -3.8894 -3.5948 -3.3506 -3.1478 -2.9766 -2.8303 -2.7058 -2.6025 -2.5200 -2.4536
 -2.3971 -2.3458 -2.2961 -2.2502 -2.2022 -2.0753 -1.9692 -1.8947 -1.8497 -1.8229
 -1.8041 -1.7891 -1.7768 -1.7666 -1.7581 -1.7512 -1.7468 -1.7451 -1.7509 -1.7672
 -1.7899
 -3.7576 -3.5012 -3.2880 -3.1099 -2.9578 -2.8240 -2.7042 -2.5978 -2.5066 -2.4316
 -2.3693 -2.3148 -2.2643 -2.2164 -2.1723 -2.0589 -1.9611 -1.8886 -1.8444 -1.8212
 -1.8083 -1.7993 -1.7919 -1.7856 -1.7802 -1.7754 -1.7718 -1.7701 -1.7716 -1.7795
 -1.7996
 -3.6070 -3.3880 -3.2040 -3.0497 -2.9175 -2.7997 -2.6912 -2.5902 -2.4977 -2.4164
 -2.3478 -2.2898 -2.2385 -2.1906 -2.1466 -2.0404 -1.9498 -1.8807 -1.8360 -1.8137
 -1.8050 -1.8022 -1.8011 -1.8002 -1.7993 -1.7981 -1.7970 -1.7966 -1.7976 -1.8018
 -1.8127
 -3.4531 -3.2694 -3.1105 -2.9761 -2.8615 -2.7596 -2.6647 -2.5739 -2.4869 -2.4054
 -2.3323 -2.2697 -2.2162 -2.1689 -2.1255 -2.0249 -1.9386 -1.8726 -1.8279 -1.8041
 -1.7962 -1.7973 -1.8023 -1.8078 -1.8128 -1.8167 -1.8199 -1.8226 -1.8254 -1.8293
 -1.8341
 -3.3000 -3.1481 -3.0122 -2.8944 -2.7932 -2.7045 -2.6225 -2.5435 -2.4659 -2.3901
 -2.3179 -2.2522 -2.1953 -2.1467 -2.1041 -2.0100 -1.9275 -1.8637 -1.8198 -1.7946
 -1.7854 -1.7874 -1.7960 -1.8073 -1.8186 -1.8288 -1.8376 -1.8451 -1.8515 -1.8577
 -1.8648
 -3.1476 -3.0241 -2.9132 -2.8101 -2.7197 -2.6402 -2.5681 -2.4998 -2.4324 -2.3654
 -2.2991 -2.2353 -2.1765 -2.1252 -2.0824 -1.9957 -1.9165 -1.8540 -1.8117
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F606W
 -5.6509 -5.1909 -4.7867 -4.4359 -4.1356 -3.8724 -3.6329 -3.4091 -3.2086 -3.0386
 -2.8906 -2.7561 -2.6305 -2.5149 -2.3997 -2.1817 -2.0135 -1.8893 -1.8021
 -5.3665 -4.8962 -4.4785 -4.1201 -3.8204 -3.5724 -3.3642 -3.1795 -3.0193 -2.8832
 -2.7643 -2.6536 -2.5455 -2.4416 -2.3457 -2.1461 -1.9958 -1.8860 -1.8091 -1.7557
 -5.0353 -4.5584 -4.1625 -3.8859 -3.6125 -3.3809 -3.1879 -3.0250 -2.8871 -2.7711
 -2.6713 -2.5799 -2.4887 -2.3957 -2.3070 -2.1219 -1.9847 -1.8857 -1.8169 -1.7687
 -1.7334
 -4.7775 -4.2958 -3.9144 -3.6205 -3.3927 -3.2106 -3.0570 -2.9196 -2.7961 -2.6894
 -2.5991 -2.5203 -2.4451 -2.3650 -2.2836 -2.1091 -1.9802 -1.8884 -1.8255 -1.7819
 -1.7499 -1.7258
 -4.6828 -4.1965 -3.7960 -3.4832 -3.2434 -3.0598 -2.9182 -2.8066 -2.7149 -2.6327
 -2.5495 -2.4736 -2.4057 -2.3393 -2.2671 -2.1022 -1.9787 -1.8917 -1.8333 -1.7941
 -1.7655 -1.7435 -1.7263 -1.7132
 -4.6453 -4.1607 -3.7588 -3.4353 -3.1788 -2.9775 -2.8220 -2.7040 -2.6159 -2.5512
 -2.4955 -2.4353 -2.3734 -2.3130 -2.2508 -2.0969 -1.9776 -1.8935 -1.8384 -1.8035
 -1.7792 -1.7604 -1.7455 -1.7336 -1.7245 -1.7183 -1.7154 -1.7195 -1.7324 -1.7503
 -4.6030 -4.1413 -3.7502 -3.4315 -3.1754 -2.9702 -2.8060 -2.6761 -2.5751 -2.4961
 -2.4333 -2.3814 -2.3320 -2.2818 -2.2294 -2.0904 -1.9750 -1.8928 -1.8396 -1.8084
 -1.7890 -1.7747 -1.7633 -1.7540 -1.7464 -1.7407 -1.7375 -1.7371 -1.7437 -1.7602
 -1.7830
 -4.5317 -4.1026 -3.7356 -3.4319 -3.1837 -2.9816 -2.8156 -2.6785 -2.5667 -2.4769
 -2.4039 -2.3428 -2.2900 -2.2427 -2.1983 -2.0784 -1.9701 -1.8894 -1.8369 -1.8077
 -1.7929 -1.7842 -1.7776 -1.7722 -1.7677 -1.7639 -1.7615 -1.7610 -1.7638 -1.7726
 -1.7929
 -4.4166 -4.0272 -3.6932 -3.4124 -3.1806 -2.9886 -2.8277 -2.6906 -2.5733 -2.4743
 -2.3920 -2.3235 -2.2647 -2.2126 -2.1667 -2.0586 -1.9602 -1.8827 -1.8306 -1.8018
 -1.7901 -1.7868 -1.7862 -1.7861 -1.7860 -1.7858 -1.7859 -1.7867 -1.7890 -1.7943
 -1.8060
 -4.2673 -3.9315 -3.6337 -3.3785 -3.1649 -2.9863 -2.8345 -2.7025 -2.5860 -2.4830
 -2.3933 -2.3169 -2.2522 -2.1961 -2.1465 -2.0401 -1.9482 -1.8749 -1.8233 -1.7935
 -1.7821 -1.7822 -1.7872 -1.7933 -1.7990 -1.8038 -1.8081 -1.8120 -1.8160 -1.8212
 -1.8270
 -4.0968 -3.8127 -3.5543 -3.3272 -3.1334 -2.9692 -2.8283 -2.7044 -2.5929 -2.4916
 -2.3995 -2.3176 -2.2465 -2.1855 -2.1329 -2.0247 -1.9356 -1.8656 -1.8154 -1.7846
 -1.7719 -1.7726 -1.7811 -1.7928 -1.8047 -1.8156 -1.8254 -1.8339 -1.8415 -1.8489
 -1.8571
 -3.9077 -3.6739 -3.4602 -3.2655 -3.0915 -2.9398 -2.8099 -2.6947 -2.5901 -2.4935
 -2.4036 -2.3205 -2.2452 -2.1791 -2.1259 -2.0124 -1.9224 -1.8548 -1.8069
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F606W
 -6.4802 -6.0682 -5.6876 -5.3286 -4.9908 -4.6412 -4.2441 -3.8046 -3.4301 -3.1356
 -2.9087 -2.7322 -2.5903 -2.4715 -2.3685 -2.1590 -1.9990 -1.8781 -1.7916
 -6.2173 -5.7571 -5.3356 -4.9507 -4.5963 -4.2617 -3.9169 -3.5588 -3.2531 -3.0064
 -2.8110 -2.6547 -2.5261 -2.4165 -2.3206 -2.1262 -1.9810 -1.8735 -1.7963 -1.7422
 -6.0148 -5.5451 -5.1030 -4.6976 -4.3335 -4.0076 -3.7044 -3.4030 -3.1392 -2.9223
 -2.7476 -2.6060 -2.4877 -2.3851 -2.2943 -2.1097 -1.9734 -1.8739 -1.8031 -1.7538
 -1.7189
 -5.6858 -5.2225 -4.8506 -4.4901 -4.1468 -3.8312 -3.5501 -3.2904 -3.0577 -2.8617
 -2.7013 -2.5708 -2.4618 -2.3664 -2.2801 -2.1027 -1.9720 -1.8774 -1.8109 -1.7652
 -1.7332 -1.7095
 -5.3829 -4.9088 -4.5087 -4.1698 -3.8801 -3.6297 -3.4062 -3.1911 -2.9905 -2.8140
 -2.6651 -2.5420 -2.4401 -2.3521 -2.2714 -2.1003 -1.9732 -1.8819 -1.8184 -1.7758
 -1.7468 -1.7255 -1.7093 -1.6973
 -5.2813 -4.7648 -4.3214 -3.9510 -3.6461 -3.3949 -3.1896 -3.0228 -2.8816 -2.7533
 -2.6305 -2.5182 -2.4206 -2.3373 -2.2629 -2.0989 -1.9747 -1.8854 -1.8243 -1.7842
 -1.7586 -1.7405 -1.7267 -1.7161 -1.7083 -1.7036 -1.7025 -1.7082 -1.7219 -1.7395
 -5.2779 -4.7363 -4.2629 -3.8677 -3.5449 -3.2830 -3.0704 -2.8968 -2.7552 -2.6426
 -2.5535 -2.4749 -2.3973 -2.3219 -2.2519 -2.0968 -1.9750 -1.8871 -1.8275 -1.7895
 -1.7670 -1.7530 -1.7427 -1.7347 -1.7286 -1.7245 -1.7230 -1.7250 -1.7326 -1.7495
 -1.7718
 -5.2955 -4.7543 -4.2694 -3.8569 -3.5189 -3.2463 -3.0261 -2.8470 -2.7012 -2.5823
 -2.4859 -2.4089 -2.3463 -2.2889 -2.2322 -2.0921 -1.9734 -1.8865 -1.8274 -1.7908
 -1.7677 -1.7611 -1.7554 -1.7514 -1.7483 -1.7462 -1.7456 -1.7460 -1.7502 -1.7615
 -1.7820
 -5.2710 -4.7558 -4.2795 -3.8683 -3.5250 -3.2459 -3.0204 -2.8365 -2.6856 -2.5613
 -2.4590 -2.3745 -2.3044 -2.2460 -2.1957 -2.0782 -1.9680 -1.8825 -1.8237 -1.7877
 -1.7696 -1.7635 -1.7629 -1.7639 -1.7653 -1.7667 -1.7686 -1.7711 -1.7753 -1.7824
 -1.7952
 -5.1918 -4.7165 -4.2748 -3.8785 -3.5422 -3.2642 -3.0375 -2.8511 -2.6967 -2.5671
 -2.4581 -2.3667 -2.2898 -2.2245 -2.1689 -2.0573 -1.9586 -1.8772 -1.8186 -1.7819
 -1.7638 -1.7598 -1.7637 -1.7704 -1.7773 -1.7836 -1.7895 -1.7951 -1.8009 -1.8080
 -1.8156
 -5.0599 -4.6349 -4.2358 -3.8666 -3.5478 -3.2792 -3.0563 -2.8717 -2.7171 -2.5854
 -2.4720 -2.3740 -2.2900 -2.2183 -2.1570 -2.0382 -1.9451 -1.8686 -1.8117 -1.7743
 -1.7554 -1.7516 -1.7581 -1.7697 -1.7825 -1.7946 -1.8058 -1.8158 -1.8251 -1.8344
 -1.8443
 -4.8768 -4.5126 -4.1634 -3.8328 -3.5379 -3.2841 -3.0698 -2.8897 -2.7372 -2.6062
 -2.4915 -2.3902 -2.3008 -2.2225 -2.1600 -2.0209 -1.9275 -1.8567 -1.8030
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = F606W
 -6.9984 -6.6791 -6.3901 -6.1223 -5.8893 -5.5915 -5.1183 -4.4549 -3.8342 -3.3455
 -2.9950 -2.7504 -2.5764 -2.4449 -2.3381 -2.1322 -1.9793 -1.8626 -1.7752
 -6.7403 -6.3726 -6.0427 -5.7443 -5.4630 -5.1603 -4.7458 -4.1926 -3.6762 -3.2527
 -2.9320 -2.6994 -2.5311 -2.4046 -2.3029 -2.1076 -1.9644 -1.8580 -1.7798 -1.7238
 -6.5833 -6.1731 -5.7998 -5.4622 -5.1536 -4.8510 -4.4910 -4.0275 -3.5834 -3.2056
 -2.9062 -2.6796 -2.5119 -2.3859 -2.2859 -2.0966 -1.9596 -1.8591 -1.7862 -1.7340
 -1.6977
 -6.4365 -6.0207 -5.6265 -5.2596 -4.9217 -4.6073 -4.2899 -3.9032 -3.5167 -3.1765
 -2.8963 -2.6758 -2.5073 -2.3795 -2.2794 -2.0934 -1.9600 -1.8629 -1.7935 -1.7442
 -1.7102 -1.6864
 -6.0878 -5.7362 -5.4039 -5.0737 -4.7419 -4.4206 -4.1135 -3.7926 -3.4577 -3.1517
 -2.8907 -2.6781 -2.5100 -2.3801 -2.2786 -2.0937 -1.9625 -1.8676 -1.8005 -1.7536
 -1.7217 -1.7000 -1.6846 -1.6740
 -5.7800 -5.3675 -5.0202 -4.7228 -4.4548 -4.1980 -3.9354 -3.6643 -3.3859 -3.1188
 -2.8813 -2.6801 -2.5152 -2.3841 -2.2806 -2.0954 -1.9656 -1.8719 -1.8063 -1.7614
 -1.7316 -1.7123 -1.6993 -1.6902 -1.6843 -1.6818 -1.6835 -1.6911 -1.7064 -1.7244
 -5.6791 -5.2021 -4.7893 -4.4415 -4.1482 -3.8919 -3.6586 -3.4398 -3.2279 -3.0278
 -2.8402 -2.6683 -2.5164 -2.3886 -2.2836 -2.0970 -1.9679 -1.8750 -1.8102 -1.7668
 -1.7390 -1.7224 -1.7125 -1.7061 -1.7020 -1.7002 -1.7010 -1.7056 -1.7158 -1.7339
 -1.7558
 -5.7104 -5.1904 -4.7247 -4.3239 -3.9870 -3.7050 -3.4631 -3.2483 -3.0515 -2.8736
 -2.7222 -2.5957 -2.4838 -2.3799 -2.2840 -2.0978 -1.9690 -1.8764 -1.8119 -1.7692
 -1.7431 -1.7291 -1.7228 -1.7202 -1.7192 -1.7194 -1.7214 -1.7253 -1.7331 -1.7450
 -1.7650
 -5.7807 -5.2476 -4.7524 -4.3115 -3.9346 -3.6210 -3.3607 -3.1406 -2.9498 -2.7816
 -2.6345 -2.5107 -2.4107 -2.3294 -2.2573 -2.0951 -1.9672 -1.8750 -1.8105 -1.7682
 -1.7433 -1.7316 -1.7289 -1.7306 -1.7339 -1.7377 -1.7421 -1.7473 -1.7541 -1.7639
 -1.7788
 -5.8296 -5.3131 -4.8145 -4.3567 -3.9544 -3.6138 -3.3321 -3.1000 -2.9058 -2.7405
 -2.5981 -2.4758 -2.3726 -2.2874 -2.2178 -2.0819 -1.9647 -1.8728 -1.8079 -1.7651
 -1.7404 -1.7300 -1.7300 -1.7361 -1.7443 -1.7526 -1.7609 -1.7689 -1.7774 -1.7872
 -1.7994
 -5.8147 -5.3262 -4.8539 -4.4026 -3.9951 -3.6416 -3.3454 -3.1009 -2.8992 -2.7310
 -2.5883 -2.4662 -2.3615 -2.2726 -2.1975 -2.0596 -1.9551 -1.8683 -1.8035 -1.7600
 -1.7348 -1.7246 -1.7262 -1.7357 -1.7487 -1.7623 -1.7755 -1.7878 -1.7996 -1.8115
 -1.8240
 -5.7365 -5.2920 -4.8484 -4.4235 -4.0269 -3.6763 -3.3764 -3.1248 -2.9167 -2.7438
 -2.5982 -2.4739 -2.3667 -2.2742 -2.1964 -2.0282 -1.9384 -1.8615 -1.7973
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = F606W
 -7.1117 -6.8339 -6.5905 -6.3773 -6.1474 -5.8414 -5.4089 -4.8088 -4.0835 -3.4921
 -3.0718 -2.7839 -2.5848 -2.4406 -2.3282 -2.1198 -1.9678 -1.8529 -1.7659
 -6.8606 -6.5374 -6.2568 -6.0146 -5.7951 -5.5505 -5.1636 -4.5571 -3.9423 -3.4190
 -3.0251 -2.7453 -2.5489 -2.4071 -2.2982 -2.0986 -1.9553 -1.8490 -1.7702 -1.7130
 -6.7118 -6.3432 -6.0168 -5.7326 -5.4827 -5.2345 -4.9005 -4.3942 -3.8657 -3.3947
 -3.0196 -2.7408 -2.5401 -2.3951 -2.2857 -2.0898 -1.9514 -1.8501 -1.7763 -1.7227
 -1.6851
 -6.6093 -6.2138 -5.8509 -5.5250 -5.2358 -4.9696 -4.6818 -4.2655 -3.8094 -3.3859
 -3.0313 -2.7546 -2.5479 -2.3966 -2.2837 -2.0880 -1.9523 -1.8538 -1.7831 -1.7323
 -1.6966 -1.6722
 -6.4028 -6.0469 -5.6987 -5.3651 -5.0512 -4.7586 -4.4790 -4.1445 -3.7541 -3.3763
 -3.0458 -2.7757 -2.5652 -2.4068 -2.2883 -2.0898 -1.9554 -1.8585 -1.7897 -1.7411
 -1.7072 -1.6845 -1.6691 -1.6581
 -6.0057 -5.6656 -5.3781 -5.1159 -4.8546 -4.5822 -4.3003 -4.0142 -3.6878 -3.3562
 -3.0537 -2.7958 -2.5861 -2.4224 -2.2977 -2.0930 -1.9591 -1.8630 -1.7953 -1.7483
 -1.7163 -1.6955 -1.6822 -1.6737 -1.6688 -1.6674 -1.6706 -1.6799 -1.6959 -1.7145
 -5.8045 -5.3855 -5.0346 -4.7472 -4.5030 -4.2796 -4.0591 -3.8231 -3.5677 -3.2998
 -3.0399 -2.8054 -2.6047 -2.4402 -2.3103 -2.0969 -1.9623 -1.8666 -1.7994 -1.7536
 -1.7233 -1.7045 -1.6938 -1.6879 -1.6848 -1.6843 -1.6868 -1.6928 -1.7045 -1.7235
 -1.7457
 -5.7871 -5.3096 -4.8909 -4.5373 -4.2443 -3.9962 -3.7737 -3.5609 -3.3457 -3.1334
 -2.9390 -2.7614 -2.5978 -2.4504 -2.3233 -2.1013 -1.9647 -1.8689 -1.8016 -1.7563
 -1.7273 -1.7107 -1.7029 -1.7002 -1.7003 -1.7019 -1.7053 -1.7109 -1.7195 -1.7338
 -1.7557
 -5.8642 -5.3556 -4.8890 -4.4787 -4.1305 -3.8395 -3.5930 -3.3752 -3.1727 -2.9788
 -2.8002 -2.6464 -2.5193 -2.4108 -2.3121 -2.1043 -1.9646 -1.8685 -1.8012 -1.7561
 -1.7283 -1.7135 -1.7085 -1.7096 -1.7135 -1.7185 -1.7244 -1.7313 -1.7398 -1.7512
 -1.7677
 -5.9640 -5.4522 -4.9651 -4.5195 -4.1275 -3.7939 -3.5151 -3.2800 -3.0762 -2.8937
 -2.7279 -2.5803 -2.4544 -2.3514 -2.2676 -2.1005 -1.9651 -1.8678 -1.7999 -1.7542
 -1.7266 -1.7130 -1.7102 -1.7147 -1.7228 -1.7321 -1.7417 -1.7514 -1.7615 -1.7733
 -1.7869
 -6.0135 -5.5236 -5.0462 -4.5897 -4.1761 -3.8135 -3.5061 -3.2494 -3.0344 -2.8511
 -2.6914 -2.5511 -2.4284 -2.3238 -2.2366 -2.0791 -1.9608 -1.8656 -1.7969 -1.7505
 -1.7223 -1.7092 -1.7077 -1.7148 -1.7269 -1.7409 -1.7551 -1.7688 -1.7822 -1.7957
 -1.8133
 -6.0127 -5.5402 -5.0856 -4.6464 -4.2316 -3.8593 -3.5355 -3.2617 -3.0337 -2.8432
 -2.6819 -2.5433 -2.4227 -2.3182 -2.2191 -2.0401 -1.9517 -1.8619 -1.7922
